107.25,100.77,106.00,105.20,TAHHB,Tabcorp Hldgs,106.00,18.667,1973.66,105.50,106.00,100.00,6.713q,22/09/14,22/3/17i,100.00,+2.0,,
107.50,102.80,106.85,106.10,TTSHA,Tatts Grp,106.10,6.276,666.947,106.20,107.50,100.00,5.785q,5/10/14,5/06/19h,100.00,+1.6,,
105.95,102.15,105.80,104.00,WBCHA,Westpac Banking,104.18,56.831,5947.85,104.00,104.20,100.00,5.440q,23/08/14,23/8/17i,100.00,+1.3,,
104.10,99.88,103.49,102.00,WBCHB,  frn aug23,102.10,52.140,5352.71,102.07,102.45,100.00,4.990q,22/08/14,22/8/18i,100.00,+1.7,,
107.00,103.31,106.27,104.70,WOWHC,Woolworths,104.75,50.226,5292.69,104.75,104.93,100.00,5.948q,24/08/14,24/11/16i,100.00,+1.0,,
Convertible Notes,,
.70,.21,.21,.21,AYIG,A1 Invest & Res,.21,,,.05,.50,1,12.00,30/09/14,30/09/14,,,,
2.15,1.95,2.10,2.05,AZZG,Antares Energy,2.07,78.043,160.703,2.07,2.11,2.00,10.0q,31/10/14,31/10/13h,2.00,9.5,,
122.00,115.00,122.00,119.801,AFIG,Aust Foundation,122.00,6.477,785.507,121.00,122.00,100.00,6.25sa,31/08/14,28/02/17h,,n/a,,
109.50,102.00,107.50,106.20,IANG,IAG Finance (NZ),106.20,26.192,2799.77,106.20,107.00,100.00,4.696q,15/09/14,15/12/19h,100.00,+2.9,,
.295,.22,.295,.285,KBLGA,KBL Mining,.295,7.612,2.171,.30,.32,.38,10.00,31/12/14,5/08/16,,,,
34.00,19.80,20.00,20.00,LKOG,Lakes Oil,20.00,.076,1.520,20.00,,10,10.00,30/11/14,30/11/14,,,,
105.75,92.10,105.75,104.45,MYBG,MYOB Finance,105.75,8.620,905.247,105.45,105.75,100.00,9.185q,20/09/14,20/12/17h,100.00,+5.0,,
81.80,73.00,80.95,80.10,NFNG,Nufarm Finance (NZ),80.40,10.591,851.501,80.18,80.40,100.00,6.620sa,15/10/14,undated,100.00,+6.1,,
110.00,102.10,106.50,104.72,PPCG,Peet,104.80,1.060,111.082,104.70,104.72,100.00,9.5sa,16/12/14,16/06/16h,100.00,7.6,,
.40,.35,.40,.40,SKSG,Stokes,.40,,,.37,.45,.35,10.00,30/09/14,30/06/17,,,,
Hybrid Securities,,
104.30,99.90,103.69,102.55,ANZPA,ANZ Banking Grp,102.60,56.361,5805.08,102.51,103.20,100.00,4.050q,15/09/14,15/12/16i,100.00,+2.4,,
105.90,99.92,104.80,102.25,ANZPC,  pref cps3,102.85,86.824,8965.08,102.85,102.94,100.00,4.016sa,1/09/14,1/09/17i,100.00,+2.0,,
107.60,100.03,106.69,105.85,ANZPD,  cap note,105.95,60.409,6416.09,105.95,106.00,100.00,4.226sa,1/09/14,1/09/21i,100.00,+2.9,,
105.48,100.55,105.21,104.40,ANZPE,  cap note2,104.40,55.812,5840.26,104.41,104.50,100.00,4.121sa,24/09/14,24/03/22i,100.00,+2.9,,
101.00,93.00,101.00,100.201,AAZPB,Australand Assets,100.97,30.771,3101.36,100.97,101.00,100.00,7.505q,30/09/14,undated,100.00,+4.8,,
110.15,104.70,110.05,109.22,BOQPD,Bank of Qld,109.34,16.942,1854.88,109.34,109.99,100.00,5.474sa,15/10/14,15/04/18i,100.00,+3.0,,
100.61,95.10,99.80,99.20,BENPB,Bendigo & Adelaide Bk,99.20,7.350,732.315,99.51,99.90,100.00,2.946q,15/09/14,15/06/15h,100.00,+3.6,,
100.55,97.25,99.95,99.80,BENPC,  pref,99.95,1.428,142.581,100.00,101.00,100.00,3.077q,10/10/14,10/10/14i,100.00,+5.7,,
110.00,104.00,110.00,109.21,BENPD,  pref,109.70,8.139,891.619,109.48,109.60,100.00,5.404sa,13/09/14,13/12/17i,100.00,+2.2,,
2.23,2.07,2.11,2.09,CAMPA,Clime Capital,2.09,83.469,175.113,2.09,2.10,2.40,2.556q,6/10/14,30/04/17i,2.40,+6.3,,
205.99,201.30,203.00,202.30,CBAPA,C'wlth Bank  of Aust,202.70,32.874,6660.85,202.41,202.75,200.00,4.239q,31/10/14,31/10/14i,200.00,n/a,,
107.40,102.81,107.20,105.95,CBAPC,  perls vi,106.16,84.537,8990.59,106.16,107.00,100.00,4.540q,17/09/14,15/12/18i,100.00,+2.5,,
47.99,13.40,40.50,38.50,ELDPA,Elders,39.50,3.312,130.850,39.55,41.00,100.00,3.434q,30/09/14,undated,100.00,n/a,,
110.00,97.80,104.80,104.50,GMPPA,Goodman Plus Tr,104.79,9.433,987.567,104.79,105.00,100.00,6.605q,30/09/14,31/12/17i,100.00,+2.6,,
107.50,101.55,106.80,106.30,IAGPC,Insurance Aust Grp,106.80,7.394,786.611,106.60,106.80,100.00,4.698sa,1/11/14,1/05/17i,100.00,+1.4,,
107.00,100.30,106.70,105.43,MQGPA,Macquarie Grp,106.01,30.003,3179.44,105.90,106.70,100.00,5.914sa,9/09/14,7/06/18i,100.00,+2.6,,
90.00,81.50,89.50,88.66,MXUPA,Multiplex Sites,89.50,12.501,1113.67,89.40,89.50,100.00,6.605q,18/10/14,undated,100.00,+4.9,,
104.249,99.50,103.67,103.15,NABPA,National Aust Bank,103.67,51.585,5336.93,103.22,103.60,100.00,4.136qtly,20/09/14,20/03/19i,100.00,+2.5,,
105.30,100.06,104.09,103.50,NABPB,  cps ii,103.50,53.388,5539.95,103.50,103.75,100.00,4.155qtly,17/09/14,17/12/20i,100.00,+2.8,,
13.50,7.00,9.50,8.60,PXUPA,PaperlinX SPS Tr,8.60,.454,4.183,8.50,9.50,100.00,7.365sa,31/12/14,undated,100.00,n/a,,
198.00,187.60,197.80,197.40,PCAPA,Preferred Capital,197.72,15.997,3161.52,197.51,197.80,200.00,2.601q,6/10/14,6/04/16i,200.00,+2.1,,
109.49,102.57,109.20,108.00,RHCPA,Ramsay Health Care,108.45,6.946,754.282,108.20,108.45,100.00,5.296sa,20/10/14,undated,100.00,+3.6,,
92.75,85.55,91.899,89.66,SVWPA,Seven Grp Hldgs,91.65,21.550,1951.94,91.50,91.65,100.00,5.221sa,30/11/14,undated,100.00,+5.8,,
108.60,103.30,108.45,107.50,SUNPC,Suncorp Grp,107.80,18.099,1955.23,107.50,107.80,100.00,5.135qtly,17/09/14,17/12/17i,100.00,+2.5,,
105.73,100.40,105.39,103.80,SUNPD,  nte nov23,103.80,38.969,4065.78,103.81,104.18,100.00,5.550sa,22/08/14,22/11/18i,100.00,+1.8,,
105.39,100.60,105.20,104.02,SUNPE,  pref cps3,104.81,10.481,1095.84,104.55,104.81,100.00,4.267qtly,17/09/14,17/06/20i,100.00,+2.7,,
104.90,93.60,102.00,101.90,TPAPA,Transpacific SPS Tr,102.00,1.665,169.758,102.00,102.00,100.00,6.111sa,15/10/14,undated,100.00,+6.1,,
103.57,100.00,101.00,100.75,WBCPB,Westpac Banking,100.90,17.416,1756.40,100.82,100.99,100.00,4.554q,30/09/14,30/09/14i,100.00,n/a,,
110.38,100.40,106.80,105.55,WBCPC,  cps,106.00,30.330,3212.52,106.00,106.50,100.00,4.167sa,30/09/14,31/03/18i,100.00,+2.1,,
104.90,99.25,103.84,103.23,WBCPD,  perpetual,103.55,41.368,4281.58,103.53,103.77,100.00,4.115qtly,8/09/14,8/03/19i,100.00,+2.6,,
103.99,101.12,103.49,102.62,WBCPE,  perptl ii,102.62,65.236,6722.89,102.61,102.70,100.00,4.029qtly,23/09/14,23/09/22i,100.00,+2.8,,
98.57,92.60,98.57,98.00,WCTPA,Westpac TPS Tr,98.10,38.006,3733.61,98.10,98.58,100.00,2.594q,30/09/14,30/06/16i,100.00,+2.4,,
117.00,111.00,114.00,114.00,WHFPB,Whitefield,114.00,1.722,196.308,114.10,116.00,100.00,7.000q,12/09/14,15/12/19h,100.00,n/a,,
Australian Government Bonds,,
,,,,GSBC17,AGB Feb17,108.476,,,108.29,108.427,100.00,6.000s.a.,15/11/14,15/02/17h,100.00,2.5,,
,,,,GSBG15,AGB Apr15,104.737,,,104.50,104.737,100.00,6.250s.a.,15/10/14,15/04/15h,100.00,2.3,,
,,,,GSBG20,AGB Apr20,109.642,,,109.263,109.548,100.00,4.500s.a.,15/10/14,15/04/20h,100.00,2.9,,
,,,,GSBG23,AGB Apr23,118.509,,,118.078,118.448,100.00,5.500s.a.,21/10/14,21/04/23h,100.00,3.3,,
,,,,GSBG25,  gsb apr25,98.99,,,98.815,99.212,100.00,3.250s.a.,21/10/14,21/04/25h,100.00,3.5,,
,,,,GSBG26,  gsb apr26,108.278,,,108.075,108.575,100.00,4.250s.a.,21/10/14,21/04/26h,100.00,3.5,,
,,,,GSBG27,AGB Apr27,112.929,,,112.821,113.274,100.00,4.750s.a.,21/10/14,21/04/27h,100.00,3.6,,
,,,,GSBG29,AGB Apr29,95.872,,,94.263,95.766,100.00,3.250s.a.,21/10/14,21/04/29h,100.00,3.7,,
,,,,GSBG33,AGB Apr33,109.57,,,109.14,109.50,100.00,4.500s.a.,21/10/14,21/04/33h,100.00,3.9,,
,,,,GSBI21,AGB May21,117.69,,,117.297,117.591,100.00,5.750s.a.,15/11/14,15/05/21h,100.00,3.1,,
,,,,GSBM22,AGB Jul22,118.414,,,117.87,118.22,100.00,5.750s.a.,15/10/14,15/07/22h,100.00,3.2,,
,
