Derivatives: Call Options - Weekly
"Traded positions for the week ending Friday, September 18, 2015"
"Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:11 PM."



ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,
Dec,2015,18.70,6.11,5.23,400,400,45.00,.92,5.66,
Dec,2015,23.38,2.23,1.93,20,1671,33.00,.67,18.94,
Dec,2015,24.31,1.65,1.61,517,1060,31.20,.58,24.52,
Dec,2015,24.32,1.64,1.35,20,429,31.10,.58,24.52,
Dec,2015,25.25,1.15,.93,28,1737,29.70,.48,18.86,
Dec,2015,25.26,1.15,1.01,122,164,29.70,.48,18.78,
Dec,2015,25.72,.94,.97,36,964,29.00,.43,15.50,
Dec,2015,26.65,.61,.60,1869,2695,28.00,.33,10.08,
Dec,2015,27.12,.49,.46,540,7390,27.60,.28,8.04,
Dec,2015,27.13,.49,.34,9,140,27.60,.28,8.04,
Dec,2015,27.59,.39,.34,10,926,27.30,.24,6.40,
Dec,2015,28.99,.18,.11,40,5225,26.70,.13,2.95,
Dec,2015,29.93,.11,.12,100,410,26.40,.09,1.72,
Jan,2016,25.00,1.50,1.07,10,801,28.30,.53,16.89,
Jan,2016,25.01,1.50,1.55,150,150,28.30,.53,16.83,
Jan,2016,25.50,1.27,.90,60,870,27.80,.48,14.31,
Jan,2016,26.50,.89,.60,50,675,26.90,.39,9.93,
Jan,2016,27.00,.72,.80,70,415,26.50,.34,8.08,
Jan,2016,27.50,.58,.56,605,161,26.10,.30,6.56,
Jan,2016,28.00,.47,.33,120,1330,25.80,.26,5.27,
Jan,2016,28.50,.37,.27,10,545,25.50,.22,4.15,
Jan,2016,30.00,.17,.17,110,1350,24.80,.12,1.96,
Mar,2016,21.51,3.96,3.64,200,200,32.70,.79,8.06,
Mar,2016,25.25,1.61,1.37,6,2326,28.20,.54,12.78,
Mar,2016,26.19,1.00,.74,100,310,27.40,.46,7.94,
Mar,2016,27.12,.89,.80,591,1944,26.70,.39,7.02,
Mar,2016,28.05,.63,.56,1,1044,26.20,.32,5.00,
Mar,2016,29.46,.36,.36,91,1251,25.40,.22,2.86,
Mar,2016,30.39,.24,.24,139,135,25.00,.17,1.90,
Mar,2016,30.86,.20,.20,53,64,24.80,.15,1.55,
Mar,2016,31.33,.16,.16,1,224,24.70,.13,1.23,
Mar,2016,32.26,.11,.10,1,501,24.50,.09,.83,
Mar,2016,33.67,.06,.06,400,470,24.60,.06,.44,
Jun,2016,25.25,1.90,1.45,10,63,28.10,.57,10.10,
Jun,2016,28.05,.90,.81,30,74,26.40,.39,4.80,
Jun,2016,28.99,.68,.58,50,5210,25.90,.33,3.62,
Jun,2016,29.92,.51,.42,10,290,25.50,.28,2.72,
Jun,2016,37.41,.04,.04,100,321,23.70,.04,.19,
Sep,2016,26.00,2.00,1.35,10,40,30.10,.58,7.88,
Sep,2016,27.00,1.65,1.09,10,90,29.60,.47,6.49,
Dec,2016,25.25,2.39,1.80,4,40,29.20,.60,7.72,
Dec,2016,26.18,2.01,2.00,5,1569,28.70,.60,6.49,
Dec,2016,28.05,1.40,1.05,10,1840,27.90,.49,4.52,
Dec,2016,28.99,1.15,.97,30,308,27.50,.49,3.71,
Dec,2016,30.86,.77,.62,20,270,26.70,.38,2.47,
Jun,2017,28.05,1.80,1.81,56,50,29.00,.52,4.13,
Jun,2017,28.99,1.55,1.20,20,80,28.60,.52,3.55,
Jun,2017,30.86,1.15,.85,10,140,28.10,.40,2.62,
Dec,2017,28.05,2.13,1.80,10,80,30.30,.54,3.86,
Dec,2017,28.99,1.88,1.85,10,300,29.90,.54,3.40,
Dec,2017,29.92,1.63,1.50,5,55,29.40,.54,2.94,
Dec,2017,32.73,1.06,.85,10,1000,28.30,.43,1.92,
Jun,2018,27.00,1.84,2.00,10,30,24.80,.68,2.71,
Jun,2018,28.00,1.60,1.88,10,30,24.90,.57,2.35,

Boral Last Sale Price $5.75,
Sep,2015,0.01,5.74,6.49,545,505,-,1.00,-,
Oct,2015,5.75,.24,.17,100,260,30.30,.55,36.27,
Oct,2015,6.00,.13,.13,100,6511,29.30,.38,19.65,
Nov,2015,6.00,.20,.15,60,5679,29.60,.43,18.14,
Dec,2015,5.75,.34,.32,35,35,29.10,.57,24.07,
Mar,2016,0.01,5.70,5.65,460,2255,-,-,-,

Bank of Qld Last Sale Price $12.32,
Sep,2015,13.75,-,.23,49,142,26.50,-,95.23,
Sep,2015,14.25,-,.15,140,310,26.50,-,63.49,
Oct,2015,12.50,.34,.30,30,130,25.50,.48,23.63,
Oct,2015,13.00,.16,.20,40,125,24.80,.30,10.93,
Oct,2015,14.00,.04,.04,70,143,26.50,.09,2.47,
Nov,2015,13.00,.20,.18,200,-,24.60,.36,8.46,
Nov,2015,14.00,.04,.04,60,158,24.20,.15,1.90,
Dec,2015,13.00,.25,.68,189,190,24.70,.40,8.14,

BlueScope Steel Last Sale Price $4.18,
Sep,2015,3.70,.49,.56,172,-,63.30,.94,12.47,
Sep,2015,3.80,.40,.57,129,-,57.20,.91,18.71,
Sep,2015,4.20,.09,.14,78,3665,43.00,.48,106.03,
Oct,2015,4.00,.32,.33,20,870,39.20,.67,29.11,
Oct,2015,4.30,.16,.14,70,359,37.30,.46,33.26,
Dec,2015,4.00,.42,.16,920,520,39.00,.65,23.51,
Dec,2015,4.40,.22,.28,448,448,36.70,.46,21.11,
Dec,2015,4.50,.19,.35,48,563,36.30,.41,17.75,
Jan,2016,4.70,.17,.20,250,250,34.20,.36,11.16,

Brambles Last Sale Price $9.87,
Sep,2015,9.99,.09,.08,40,614,27.80,.38,47.55,
Oct,2015,10.00,.26,.28,105,1806,23.10,.48,22.45,
Oct,2015,10.01,.25,.27,30,219,23.10,.48,22.01,
Oct,2015,10.25,.16,.18,79,1693,22.50,.35,13.65,
Oct,2015,10.50,.09,.07,40,550,22.10,.24,7.92,
Oct,2015,11.50,.01,.01,500,2037,22.90,.03,.62,
Nov,2015,10.00,.34,.37,13,900,22.60,.51,18.23,
Nov,2015,10.75,.10,.11,470,500,21.20,.22,5.28,
Dec,2015,9.31,.83,.64,9,9,24.90,.74,11.18,
Dec,2015,9.99,.41,.39,200,400,22.20,.53,16.46,
Dec,2015,10.45,.20,.20,500,405,20.80,.36,8.33,
Mar,2016,10.00,.58,.44,50,50,21.70,.57,11.41,

C'wlth Bank  of Aust Last Sale Price $75.83,
Sep,2015,0.01,75.86,76.02,4080,7500,-,1.00,2.75,
Sep,2015,68.73,7.16,5.19,70,96,39.70,.98,4.13,
Sep,2015,69.73,6.17,5.55,60,236,37.00,.96,5.16,
Sep,2015,70.72,5.21,4.60,110,204,34.40,.95,6.88,
Sep,2015,71.72,4.25,4.45,260,992,31.90,.92,9.63,
Sep,2015,71.73,4.25,4.29,100,265,31.90,.92,9.97,
Sep,2015,72.71,3.34,3.44,150,890,29.70,.87,14.78,
Sep,2015,72.72,3.33,2.70,105,693,29.70,.87,14.78,
Sep,2015,73.71,2.46,2.72,50,1758,27.70,.80,23.04,
Sep,2015,73.72,2.45,3.25,30,85,27.60,.80,23.38,
Sep,2015,74.70,1.68,1.85,2502,2505,25.90,.69,37.82,
Sep,2015,74.71,1.67,1.95,5,405,25.90,.69,37.82,
Sep,2015,75.70,1.02,1.11,10127,5804,24.40,.54,61.54,
Sep,2015,75.71,1.02,.56,872,1167,24.40,.54,61.89,
Sep,2015,76.70,.55,.55,10398,4472,23.20,.37,37.48,
Sep,2015,76.71,.54,.46,846,708,23.20,.37,37.13,
Sep,2015,77.69,.25,.30,1545,3371,22.40,.21,17.19,
Sep,2015,77.70,.25,.29,2905,3578,22.40,.21,16.85,
Sep,2015,78.69,.10,.09,3964,4355,21.80,.10,6.53,
Sep,2015,78.70,.10,.10,135,1421,21.80,.10,6.53,
Sep,2015,79.68,.03,.06,378,7199,21.50,.04,2.06,
Sep,2015,81.68,.00,.03,50,4041,21.40,-,.14,
Sep,2015,83.68,-,.03,8,5660,21.70,-,1.72,
Sep,2015,85.67,-,.03,4,1004,22.10,-,1.72,
Sep,2015,86.67,-,.03,9,454,22.40,-,1.72,
Sep,2015,90.65,-,.03,4,162,23.20,-,1.72,
Oct,2015,0.01,76.00,75.52,15,34,-,-,2.01,
Oct,2015,65.74,10.53,9.41,100,100,31.50,.93,5.04,
Oct,2015,69.72,6.91,5.25,450,700,27.60,.85,9.17,
Oct,2015,71.72,5.23,6.09,35,370,25.80,.78,12.84,
Oct,2015,72.71,4.46,5.13,100,479,24.90,.73,15.30,
Oct,2015,73.71,3.71,3.56,600,364,24.00,.68,18.22,
Oct,2015,74.70,3.02,2.90,657,1439,23.10,.62,21.72,
Oct,2015,74.71,3.02,1.80,100,238,23.10,.62,21.83,
Oct,2015,75.70,2.41,2.12,1231,1815,22.30,.56,26.13,
Oct,2015,75.71,2.40,1.61,100,1140,22.30,.56,26.19,
Oct,2015,76.70,1.87,2.05,898,2666,21.50,.49,21.37,
Oct,2015,76.71,1.86,1.43,5,77,21.50,.49,21.26,
Oct,2015,77.69,1.40,1.60,1165,943,20.80,.41,16.04,
Oct,2015,77.70,1.40,1.51,56,627,20.80,.41,15.99,
Oct,2015,78.69,1.01,1.12,1906,3762,20.20,.34,11.63,
Oct,2015,78.70,1.01,1.11,57,172,20.20,.34,11.58,
Oct,2015,79.68,.71,.82,645,1989,19.70,.27,8.14,
Oct,2015,79.69,.71,.76,230,551,19.70,.27,8.14,
Oct,2015,80.68,.48,.55,345,1524,19.20,.20,5.50,
Oct,2015,80.69,.48,.50,10,624,19.20,.20,5.50,
Oct,2015,81.68,.32,.29,590,2470,18.90,.15,3.61,
Oct,2015,81.69,.32,.35,10,722,18.90,.15,3.61,
Oct,2015,82.67,.20,.23,560,936,18.60,.11,2.29,
Oct,2015,84.66,.07,.11,34,1163,18.20,.05,.86,
Oct,2015,85.66,.04,.07,60,215,18.00,.03,.52,
Oct,2015,87.66,.01,.05,4,83,17.80,.01,.17,
Oct,2015,88.65,.01,.01,175,406,17.70,-,-,
Oct,2015,91.64,.00,.02,100,110,17.60,-,-,
Nov,2015,73.71,4.41,4.25,51,305,23.50,.67,15.71,
Nov,2015,74.70,3.75,3.01,64,336,22.80,.62,17.98,
Nov,2015,75.70,3.13,3.14,10,2294,22.20,.57,20.59,
Nov,2015,75.71,3.12,2.75,50,45,22.20,.57,20.63,
Nov,2015,76.70,2.58,1.85,50,233,21.60,.52,17.74,
Nov,2015,77.69,2.09,1.67,14,1306,21.00,.46,14.37,
Nov,2015,77.70,2.08,1.65,70,70,21.00,.46,14.30,
Nov,2015,78.69,1.65,1.29,216,189,20.50,.40,11.35,
Nov,2015,78.70,1.65,1.05,20,63,20.50,.40,11.35,
Nov,2015,79.68,1.29,1.37,49,367,20.10,.35,8.87,
Nov,2015,79.69,1.29,.90,5,168,20.10,.35,8.87,
Nov,2015,80.68,.99,1.08,1560,294,19.60,.29,6.81,
Nov,2015,80.69,.98,1.60,20,21,19.60,.29,6.77,
Nov,2015,81.68,.74,.58,104,292,19.30,.24,5.09,
Nov,2015,82.68,.55,.65,65,128,19.00,.19,3.75,
Nov,2015,83.67,.39,.45,24,1122,18.70,.15,2.68,
Dec,2015,0.01,76.22,83.63,4000,100,-,-,2.09,
Dec,2015,0.11,75.72,75.84,6,227,46.80,1.00,-,
Dec,2015,62.76,13.97,12.18,20,413,31.80,.91,4.76,
Dec,2015,71.72,6.34,6.54,10,81,25.20,.73,11.82,
Dec,2015,72.71,5.63,6.20,35,26,24.60,.70,13.25,
Dec,2015,73.71,4.93,3.83,85,1190,23.90,.66,14.86,
Dec,2015,74.70,4.29,3.30,10,66,23.40,.62,16.71,
Dec,2015,75.70,3.67,3.46,49,530,22.80,.58,18.75,
Dec,2015,76.70,3.13,3.65,1000,1318,22.30,.53,16.56,
Dec,2015,77.69,2.62,2.47,278,293,21.80,.49,13.86,
Dec,2015,78.69,2.17,2.04,561,757,21.30,.44,11.50,
Dec,2015,79.68,1.79,1.71,494,652,20.90,.39,9.47,
Dec,2015,79.69,1.78,1.80,74,1129,20.90,.39,9.42,
Dec,2015,80.68,1.44,1.41,223,833,20.60,.34,7.59,
Dec,2015,81.68,1.16,.85,326,1591,20.30,.29,6.11,
Dec,2015,82.67,.92,.85,60,928,20.00,.25,4.87,
Dec,2015,84.66,.56,.55,14,2162,19.60,.17,2.94,
Jan,2016,72.71,6.18,5.13,50,55,22.90,.70,11.09,
Jan,2016,74.70,4.88,5.05,50,422,22.00,.63,13.59,
Jan,2016,78.69,2.71,2.15,50,169,20.10,.47,9.83,
