Derivatives: Call Options - Weekly
"Traded positions for the week ending Friday, October 30, 2015"
"Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:52 PM."



ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,
Dec,2015,27.13,.06,.50,100,1387,27.80,.07,1.94,
Dec,2015,28.05,.03,.04,1200,3939,27.90,.03,.81,
Dec,2015,28.06,.03,.10,898,1770,27.90,.03,.81,
Dec,2015,28.52,.02,.02,30,1428,28.00,.02,.65,
Dec,2015,29.00,.01,.24,7,2043,28.20,.02,.32,
Dec,2015,29.46,.01,.05,20,2653,28.30,.01,.23,
Dec,2015,29.92,.01,.03,5000,6399,28.40,-,.16,
Dec,2015,30.39,.00,.03,1140,6396,28.50,-,-,
Dec,2015,30.86,.00,.04,100,2787,28.60,-,-,
Jan,2016,23.00,1.41,1.77,20,100,29.50,.57,24.22,
Jan,2016,23.50,1.15,1.77,20,120,28.70,.51,19.95,
Jan,2016,24.00,.91,1.20,68,500,27.90,.45,15.86,
Jan,2016,24.50,.71,.70,4923,1273,27.10,.39,12.37,
Jan,2016,25.00,.54,.50,404,706,26.50,.33,9.41,
Jan,2016,25.50,.40,.50,100,913,25.90,.27,6.97,
Jan,2016,26.00,.29,.44,83,235,25.40,.22,5.14,
Jan,2016,26.01,.29,.27,190,1060,25.40,.21,5.14,
Jan,2016,26.50,.22,.31,126,2413,25.00,.17,3.75,
Jan,2016,26.51,.21,.27,607,188,25.00,.17,3.66,
Jan,2016,27.00,.15,.25,170,1505,24.60,.13,2.61,
Jan,2016,27.50,.11,.20,100,925,24.40,.10,1.83,
Jan,2016,28.00,.07,.38,30,644,24.20,.07,1.22,
Jan,2016,28.01,.07,.15,390,390,24.20,.07,1.22,
Feb,2016,24.00,1.15,1.06,48,298,28.50,.48,15.26,
Feb,2016,24.50,.93,.93,249,365,27.90,.42,12.39,
Feb,2016,25.00,.75,.75,60,61,27.30,.37,9.99,
Feb,2016,25.01,.75,.73,10,-,27.30,.37,9.93,
Feb,2016,26.50,.36,.81,5,15,25.90,.23,4.80,
Feb,2016,27.00,.28,.51,64,840,25.60,.19,3.66,
Feb,2016,27.50,.20,.90,50,778,25.30,.15,2.73,
Feb,2016,28.01,.16,.16,100,100,25.00,.12,2.07,
Mar,2016,21.52,2.15,2.63,55,180,31.40,.71,7.11,
Mar,2016,22.44,1.97,2.42,250,3510,29.80,.64,15.10,
Mar,2016,24.78,.83,.86,131,357,26.90,.42,9.07,
Mar,2016,25.25,.68,.80,90,2896,26.50,.37,7.38,
Mar,2016,26.18,.44,.55,130,1341,25.80,.29,4.78,
Mar,2016,28.52,.14,.17,9,550,25.00,.13,1.47,
Mar,2016,29.00,.08,.09,3100,2760,25.10,.11,.87,
Mar,2016,32.73,.01,.07,10,125,25.80,.03,.16,
Jun,2016,23.38,1.74,2.55,200,1337,28.60,.58,11.59,
Jun,2016,23.85,1.52,1.52,10,295,28.10,.55,10.16,
Jun,2016,24.78,1.16,1.12,26,806,27.40,.48,7.69,
Jun,2016,24.79,1.11,1.12,60,-,27.40,.48,7.36,
Jun,2016,25.25,.99,1.25,18,1296,27.10,.44,6.60,
Jun,2016,25.72,.85,.84,480,969,26.80,.41,5.70,
Jun,2016,26.18,.72,1.08,305,1327,26.50,.38,4.83,
Jun,2016,26.65,.62,1.15,350,1293,26.20,.34,4.13,
Jun,2016,27.12,.52,.58,10,1767,25.90,.31,3.46,
Jun,2016,27.13,.51,.93,10,103,25.90,.31,3.40,
Jun,2016,27.59,.44,.44,30,770,25.70,.28,2.90,
Jun,2016,27.60,.42,1.10,7,10,25.70,.28,2.83,
Jun,2016,28.05,.36,.53,10,1991,25.40,.25,2.43,
Jun,2016,28.06,.35,.42,22,22,25.40,.25,2.37,
Jun,2016,29.92,.17,.36,50,330,24.40,.15,1.10,
Jun,2016,30.86,.11,.15,60,1045,23.90,.11,.70,
Jun,2016,32.73,.04,.10,10,152,23.40,.06,.30,
Sep,2016,26.00,1.00,1.75,10,10,27.10,.45,4.74,
Sep,2016,27.00,.75,.78,70,80,26.40,.38,3.52,
Sep,2016,27.50,.64,.68,20,20,26.10,.35,3.02,
Sep,2016,28.00,.55,.69,20,170,25.80,.33,2.57,
Sep,2016,29.00,.39,.49,60,60,25.30,.27,1.84,
Sep,2016,30.00,.28,.37,10,30,24.90,.22,1.32,
Sep,2016,31.00,.20,.25,20,20,24.70,.18,.94,
Dec,2016,24.31,1.85,1.78,10,30,29.40,.59,6.97,
Dec,2016,26.18,1.22,1.48,20,1549,28.20,.48,4.59,
Dec,2016,27.12,.96,.99,40,30,27.60,.48,3.64,
Dec,2016,28.05,.76,.90,20,1820,27.10,.37,2.87,
Dec,2016,28.99,.58,1.15,90,288,26.50,.37,2.21,
Dec,2016,29.92,.45,.46,45,268,26.00,.27,1.68,
Dec,2016,32.73,.19,.31,20,280,24.80,.19,.70,
Mar,2017,25.00,1.67,1.65,10,-,28.60,.61,5.10,
Mar,2017,28.00,.89,.87,10,10,27.40,.39,2.72,
Jun,2017,24.31,2.11,2.05,10,10,29.40,.62,5.49,
Jun,2017,25.25,1.78,2.35,10,100,28.90,.62,4.63,
Jun,2017,28.99,.85,1.10,30,70,27.20,.40,2.23,
Jun,2017,29.92,.72,1.35,20,80,27.00,.40,1.87,
Jun,2017,30.86,.59,.64,10,135,26.70,.31,1.54,
Jun,2017,31.80,.50,.75,10,70,26.60,.30,1.29,
Dec,2017,25.25,2.05,2.00,20,20,30.10,.64,4.15,
Dec,2017,26.18,1.76,1.85,5,55,29.50,.53,3.57,
Dec,2017,27.12,1.50,1.60,20,30,29.00,.53,3.03,
Dec,2017,28.05,1.28,1.85,5,45,28.60,.53,2.60,
Dec,2017,29.92,.92,1.20,20,2005,27.70,.42,1.86,

Boral Last Sale Price $5.39,
Nov,2015,5.50,.12,.14,133,188,27.20,.43,27.81,
Nov,2015,5.75,.04,.07,99,8096,26.50,.21,9.67,
Dec,2015,5.50,.16,.14,300,370,26.20,.47,22.11,
Dec,2015,6.00,.04,.04,419,1470,25.80,.15,4.84,
Jan,2016,5.00,.53,.60,30,160,26.30,.77,10.05,
Jan,2016,6.00,.07,.26,1620,3076,24.20,.24,5.58,
Jan,2016,6.25,.04,.07,260,2060,24.10,.15,2.98,
Mar,2016,5.75,.20,.23,36,1466,26.20,.43,9.28,

Bank of Qld Last Sale Price $13.07,
Nov,2015,12.25,.92,.85,26,26,25.40,.85,9.48,
Nov,2015,13.01,.34,.39,80,280,20.70,.57,27.43,
Nov,2015,13.25,.21,.17,32,63,19.80,.44,20.94,
Nov,2015,13.50,.12,.09,308,198,19.00,.30,11.47,
Nov,2015,13.75,.06,.10,530,805,18.60,.19,5.98,
Nov,2015,14.50,.01,.04,100,100,18.10,.02,.50,
Dec,2015,13.00,.44,.37,70,190,20.40,.58,21.09,
Dec,2015,13.25,.30,.34,30,30,19.70,.48,17.38,
Dec,2015,13.50,.20,.27,115,115,19.10,.37,11.68,
Dec,2015,13.51,.20,.24,50,151,19.00,.37,11.40,
Dec,2015,13.75,.13,.18,20,270,18.60,.27,7.12,
Dec,2015,13.76,.13,.24,30,220,18.60,.27,7.12,
Dec,2015,14.00,.07,.12,50,90,18.30,.19,4.27,
Jan,2016,13.75,.22,.18,40,105,17.50,.35,6.75,
Jan,2016,14.00,.15,.14,46,71,17.20,.28,4.60,
Mar,2016,13.00,.76,.85,20,60,20.40,.61,13.20,
Mar,2016,14.25,.26,.28,30,30,19.20,.32,4.97,
Mar,2016,14.50,.20,.30,8,8,19.10,.27,3.83,

BlueScope Steel Last Sale Price $4.46,
Nov,2015,4.20,.38,.41,50,90,46.50,.72,33.61,
Nov,2015,4.40,.26,.28,95,120,45.30,.58,56.99,
Nov,2015,4.60,.16,.18,55,55,45.00,.44,46.76,
Nov,2015,4.70,.13,.17,50,50,45.00,.37,36.54,
Dec,2015,4.20,.44,.46,2715,2885,45.20,.69,30.06,
Dec,2015,4.40,.32,.28,442,90,44.10,.58,43.42,
Dec,2015,4.50,.27,.35,120,583,43.70,.53,45.09,
Dec,2015,5.00,.10,.10,350,1458,42.90,.27,16.70,
Jan,2016,4.70,.25,.28,35,285,38.20,.46,22.48,
Jan,2016,5.00,.16,.18,40,40,38.20,.33,13.94,
Mar,2016,3.80,.84,.81,450,450,40.40,.80,10.09,
Jun,2016,4.00,.79,1.07,70,385,37.80,.74,11.35,

Brambles Last Sale Price $10.38,
Nov,2015,10.25,.30,.27,398,3939,19.60,.63,21.35,
Nov,2015,10.50,.17,.19,509,5619,19.40,.46,21.35,
Nov,2015,10.75,.09,.07,4466,14142,19.30,.29,11.30,
Nov,2015,11.00,.04,.03,200,2000,19.20,.16,5.02,
Dec,2015,10.45,.28,.20,1245,2287,19.40,.52,19.73,
Dec,2015,10.67,.17,.17,110,500,19.00,.40,12.56,
Dec,2015,10.87,.12,.11,1018,2412,18.60,.30,8.25,
Jan,2016,10.00,.65,.57,25,25,19.40,.72,10.24,
Jan,2016,10.25,.48,.40,127,250,18.80,.63,13.52,
Jan,2016,10.50,.34,.34,900,1400,18.30,.53,13.33,
Jan,2016,10.75,.23,.23,200,390,17.90,.43,9.08,
Jan,2016,11.00,.16,.13,26,-,17.60,.32,5.99,
Feb,2016,10.25,.60,.48,410,400,21.20,.63,13.89,
Feb,2016,10.50,.47,.40,40,40,20.70,.55,13.74,
Feb,2016,10.75,.35,.28,50,80,20.20,.47,10.34,
Mar,2016,10.50,.50,.46,141,120,20.70,.56,12.04,

C'wlth Bank  of Aust Last Sale Price $76.73,
Nov,2015,0.01,76.83,76.13,424,434,-,-,1.95,
Nov,2015,65.74,11.20,11.24,100,194,33.20,.96,3.48,
Nov,2015,67.73,9.27,9.20,376,530,30.60,.94,4.59,
Nov,2015,70.72,6.44,7.09,6,45,26.40,.89,7.31,
Nov,2015,71.72,5.52,6.22,1015,1452,25.00,.86,8.66,
Nov,2015,71.73,5.51,4.36,215,325,25.00,.86,8.75,
Nov,2015,72.71,4.64,5.60,12,416,23.60,.83,10.62,
Nov,2015,72.72,4.63,5.38,20,35,23.60,.83,10.62,
Nov,2015,73.71,3.79,4.63,302,1101,22.30,.78,13.17,
Nov,2015,74.70,3.00,3.75,123,1986,21.00,.72,16.56,
Nov,2015,74.71,3.00,3.57,375,697,21.00,.72,16.56,
Nov,2015,75.70,2.28,2.69,261,3049,19.90,.64,21.24,
Nov,2015,75.71,2.27,2.20,577,913,19.90,.64,21.24,
Nov,2015,76.70,1.64,1.90,1136,2569,18.90,.55,27.35,
Nov,2015,76.71,1.64,1.95,1997,2437,18.90,.55,27.44,
Nov,2015,77.69,1.13,1.19,2162,3404,18.00,.44,19.11,
Nov,2015,77.70,1.12,1.15,1322,3108,18.00,.44,19.03,
Nov,2015,78.69,.72,.83,3065,2535,17.40,.34,12.32,
Nov,2015,78.70,.72,.80,686,797,17.30,.34,12.23,
Nov,2015,79.68,.44,.43,7906,7675,16.90,.24,7.39,
Nov,2015,79.69,.44,.62,675,1273,16.90,.24,7.39,
Nov,2015,80.68,.26,.32,2839,4293,16.60,.16,4.33,
Nov,2015,80.69,.25,.32,870,1135,16.60,.16,4.25,
Nov,2015,81.68,.14,.16,420,3551,16.40,.10,2.29,
Nov,2015,81.69,.14,.30,630,655,16.40,.10,2.38,
Nov,2015,82.67,.07,.13,223,1134,16.40,.06,1.27,
Nov,2015,82.68,.07,.16,10,303,16.40,.06,1.27,
Dec,2015,59.77,17.25,14.05,50,116,38.70,.97,2.86,
Dec,2015,66.74,10.49,11.31,73,73,29.30,.92,4.85,
Dec,2015,69.72,7.72,8.46,25,637,26.00,.87,6.89,
Dec,2015,70.73,6.82,6.35,139,159,24.90,.85,7.96,
Dec,2015,72.71,5.13,5.40,39,204,22.90,.78,10.78,
Dec,2015,73.71,4.34,5.03,45,2213,22.00,.74,12.81,
Dec,2015,74.70,3.60,3.44,310,707,21.10,.69,15.19,
Dec,2015,74.71,3.59,3.99,210,109,21.10,.69,15.19,
Dec,2015,75.70,2.90,3.45,54,1692,20.30,.63,18.20,
Dec,2015,75.71,2.90,2.05,90,901,20.30,.63,18.25,
Dec,2015,76.70,2.29,2.27,60,2606,19.60,.56,21.89,
Dec,2015,77.69,1.75,1.70,60,1263,18.90,.49,16.99,
Dec,2015,77.70,1.75,2.02,40,1177,18.90,.49,16.99,
Dec,2015,78.69,1.29,1.56,1565,3724,18.30,.41,12.57,
Dec,2015,79.68,.94,.96,1801,2357,17.80,.33,9.08,
Dec,2015,79.69,.93,1.03,28,6818,17.80,.33,9.03,
