ASX Mining & Oil Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
FAR,30150.1,1253.10,2334.07,.252,-,-,-.41,-,-,-,-,,FAR,-,.079,-.2,.079,.082,.09,.079,-4.39,.157,.056,
FEL,700.000,7.433,14.715,.003,-,-,-.58,-,-,-,-,,Fe Ltd,-,.013,-.3,.017,.029,.016,.013,-20.67,.029,.006,
FCR,-,19.922,17.070,.004,-,-,-.37,-,-,-,-,,Ferrum Crescent,-,.007,-,.006,.015,.007,.007,-1.92,.017,.005,
FTZ,-,2.663,5.025,.009,-,-,-2.04,-,-,-,-,,Fertoz,-,.185,-,.16,.185,.185,.185,-1.92,.495,.15,
FND,484.000,31.146,38.619,.083,-,-,-4.07,-,-,-,-,,Finders Res,-,.125,-,.12,.13,.125,.122,-1.92,.17,.12,
FIE,-,6.437,9.048,.002,-,-,-3.47,-,-,-,-,,Firestrike Res,-,.025,-,.027,.028,.025,.025,-1.92,.031,.02,
FIEOA,-,5.406,.092,-,-,-,-,-,-,-,-,,  opt dec16,-,.017,-,.012,.015,.017,.017,-1.92,.017,.002,
FRY,1583.72,68.268,3.092,.007,-,-,-6.71,-,-,-,-,,Fitzroy Res,X,.045,-.4,.043,.045,.051,.045,-10.09,.077,.009,
FZR,64.800,3.988,6.292,.025,-,-,-.38,-,-,-,-,,Fitzroy River,-,.27,+2,.25,.27,.27,.25,+6.08,.28,.175,
FMS,3157.82,501.365,972.068,.033,-,-,-1.12,-,-,-,-,,Flinders Mines,-,.012,-.1,.012,.013,.013,.012,-9.62,.024,.01,
FML,132.055,939.713,1182.68,.057,-,-,-7.11,-,-,-,-,,Focus Minerals,X,.31,-,.31,.315,.315,.31,-1.92,.70,.30,
FRC,-,3.591,2.259,.004,-,-,-.41,-,-,-,-,,Forte Cons,-,.02,-,.009,.02,.02,.02,-1.92,.032,.019,
FMG,53035.9,4315.86,3726.08,6.414,3.14,.66,13.26,15.5,5.00,2.65,2.43,f,Fortescue Metals Grp,-,2.06,+3,2.05,2.08,2.12,2.00,-.44,3.86,1.582,
FCG,-,12.716,.663,.018,-,-,-3.03,-,-,-,-,,Frontier Capital,-,.35,-,.26,.30,.35,.35,-1.92,.38,.20,
FNT,769.598,177.631,107.641,-,-,-,-.75,-,-,-,-,,Frontier Res,-,.001,-.1,.002,.003,.002,.001,-51.92,.017,.001,
FYI,-,1.460,2.593,.002,-,-,-3.33,-,-,-,-,,FYI Resources,-,.03,-,.03,.038,.03,.03,-1.92,.053,.029,
GXY,7143.63,233.955,269.150,.031,-,-,2.41,1.2,-,-,-,,Galaxy Res,-,.028,+.1,.028,.029,.028,.024,+1.78,.05,.023,
GLL,466.300,11.545,26.624,.021,-,-,-3.85,-,-,-,-,,Galilee Energy,-,.14,+1,.135,.14,.145,.13,+5.77,.165,.094,
GGX,500.000,55.179,162.173,.002,-,-,-.68,-,-,-,-,,Gas2Grid,-,.003,-,.003,.004,.003,.003,-1.92,.016,.003,
GCY,77.155,18.564,5.872,.014,-,-,-.20,-,-,-,-,,Gascoyne Res,-,.08,+.1,.075,.08,.08,.075,-.66,.19,.063,
GML,-,11.502,8.773,.006,-,-,-.15,-,-,-,-,,Gateway Min,-,.02,-,.015,.02,.02,.02,-1.92,.06,.018,
GBX,-,242.454,6.682,.004,-,-,-.07,-,-,-,-,,GB Energy,-,.004,-,.004,.005,.004,.004,-1.92,.007,.002,
GBM,543.505,15.581,7.336,.009,-,-,-.38,-,-,-,-,,GBM Gold,-,.011,+.6,.009,.01,.011,.005,+118.1,.011,.003,
GBZ,545.000,60.124,32.848,.017,-,-,-.50,-,-,-,-,,GBM Resources,-,.03,-.2,.022,.03,.032,.029,-8.17,.033,.011,
GBZO,-,4.410,.937,-,-,-,-,-,-,-,-,,  opt jun16,-,.002,-,.003,.005,.002,.002,-1.92,.008,.002,
GMM,1980.66,106.094,5.011,.010,-,-,-.55,-,-,-,-,,General Min Corp,-,.068,+.8,.064,.068,.068,.058,+11.41,.13,.002,
GMD,13.000,19.637,27.027,.003,-,-,-.86,-,-,-,-,,Genesis Minerals,-,.008,-,.006,.008,.008,.008,-1.92,.015,.004,
GES,-,.499,.700,.027,-,-,-1.69,-,-,-,-,,Genesis Res,-,.09,-,-,.085,.09,.09,-1.92,.095,.048,
GPR,100.000,30.837,42.149,.032,-,-,-.58,-,-,-,-,,Geopacific Res,-,.04,-,.041,.045,.041,.04,-1.92,.074,.034,
GBG,2222.85,279.152,515.165,.048,-,-,-39.69,-,-,-,-,,Gindalbie Metals,-,.032,-.6,.032,.035,.039,.031,-17.71,.042,.018,
GIP,5000.00,46.884,127.542,.002,-,-,-.25,-,-,-,-,,Gippsland,-,.001,-,-,.001,.001,.001,-1.92,.004,.001,
GLA,-,17.165,32.005,-,-,-,-3.36,-,-,-,-,,Gladiator Res,-,.001,-,.001,.002,.001,.001,-1.92,.005,.001,
GLAOA,-,2.500,3.595,-,-,-,-,-,-,-,-,,  opt jun17,-,.001,-,-,-,.001,.001,-1.92,.006,.001,
GLN,-,135.032,97.810,.001,-,-,-.08,-,-,-,-,,Gleneagle Gold,-,.003,-,.003,.004,.003,.003,-1.92,.006,.001,
GSC,225.000,12.579,20.148,-,-,-,-2.46,-,-,-,-,,Global Geoscience,-,.003,-,.003,.004,.003,.003,-1.92,.015,.002,
GGH,-,.110,.058,.002,-,-,-.14,-,-,-,-,,Global Gold Hldgs,-,.003,-,.002,.006,.003,.003,-1.92,.003,.003,
GXN,3120.02,234.938,-,.002,-,-,-.03,-,-,-,-,,Global Metals Expl,-,.001,-,.001,.002,.001,.001,-1.92,.009,.001,
GXNCA,-,-,-,-,-,-,-,-,-,-,-,,  ctg,-,-,-,-,-,.02,.02,-1.92,.02,.02,
GXNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt nov15,-,.002,-,-,.001,.002,.002,-1.92,.002,.002,
GBP,-,4.510,5.432,.007,-,-,-7.80,-,-,-,-,,Global Petroleum,-,.036,-,.036,.05,.036,.036,-1.92,.075,.03,
GBE,1498.94,45.134,131.181,.011,-,-,-.79,-,-,-,-,,Globe Metals & Min,-,.023,+.2,.023,.024,.023,.022,+7.60,.053,.021,
GME,-,11.797,10.774,.011,-,-,.05,46.0,-,-,-,,GME Resources,-,.023,-,.026,.04,.023,.023,-1.92,.077,.02,
GMN,42.704,42.447,30.440,.013,-,-,-.40,-,-,-,-,,Gold Mountain,-,.065,-,.065,.066,.065,.065,-1.92,.078,.019,
GOR,14039.7,248.698,266.289,.278,-,-,-.47,-,-,-,-,,Gold Road Res,-,.405,+2,.395,.41,.405,.365,+3.27,.48,.20,
GCR,-,4.122,188.480,.006,-,-,-41.42,-,-,-,-,,Golden Cross Res,-,.056,-,-,-,.056,.056,-1.92,.11,.05,
GED,-,4.643,12.486,-,-,-,-.25,-,-,-,-,,Golden Deeps,-,.008,-,.007,.013,.008,.008,-1.92,.028,.008,
GMR,2438.35,153.841,207.609,.006,-,-,.25,1.6,-,-,-,,Golden Rim Res,-,.004,-,.004,.005,.004,.004,-1.92,.011,.004,
GPH,1367.86,47.592,8.922,.007,-,-,-1.00,-,-,-,-,,Goldphyre Res,-,.074,-.9,.074,.075,.085,.074,-12.77,.115,.012,
GPHO,463.334,22.844,1.245,.002,-,-,-,-,-,-,-,,  opt sep16,-,.025,-.9,.025,.028,.034,.025,-28.39,.037,.003,
GSE,-,71.822,84.013,-,-,-,-.59,-,-,-,-,,Goldsearch,X,.081,-,.066,.097,.081,.081,-1.92,.095,.001,
GGE,1559.62,40.305,118.458,.005,-,-,.02,35.0,-,-,-,,Grand Gulf Energy,-,.007,+.2,.006,.008,.007,.005,+38.08,.011,.005,
GRR,412.977,201.809,225.055,.122,.38,.28,-2.41,-,1.00,-,9.52,,Grange Res,-,.105,-,.105,.11,.11,.10,-1.92,.16,.081,
GTE,250.000,16.256,36.005,.002,-,-,-1.38,-,-,-,-,,Great Western Expl,-,.01,-.3,.007,.02,.01,.01,-25.00,.045,.006,
GER,580.522,53.876,49.035,.021,-,-,-1.33,-,-,-,-,,Greenearth Energy,-,.085,+.5,.08,.085,.093,.078,+4.33,.15,.046,
GGG,11443.4,133.222,224.255,.021,-,-,-.63,-,-,-,-,,Greenland Min Engy,-,.03,-.3,.03,.031,.036,.029,-11.01,.15,.029,
GGGOA,100.000,8.484,40.669,-,-,-,-,-,-,-,-,,  opt jun16,-,.002,-,.002,.003,.002,.002,-1.92,.037,.002,
GPP,-,3.734,.523,-,-,-,-1.81,-,-,-,-,,Greenpower Energy,-,.009,-,.006,.011,.009,.009,-1.92,.029,.008,
GRV,100.000,.348,2.706,.002,-,-,-1.16,-,-,-,-,,Greenvale Energy,-,.026,+.6,.026,.029,.026,.02,+28.08,.105,.018,
GRY,2541.23,142.895,232.373,.020,-,-,-15.06,-,-,-,-,,Gryphon Minerals,-,.05,-.2,.048,.051,.052,.046,-5.77,.14,.044,
GTR,10.000,.978,.694,-,-,-,-.80,-,-,-,-,,GTI Res,-,.015,-,.015,.018,.015,.015,-1.92,.028,.012,
GUF,3762.56,319.353,152.175,.032,-,-,-10.63,-,-,-,-,,Guildford Coal,-,.029,+.1,.027,.029,.029,.025,+1.65,.055,.025,
GLF,8849.48,718.213,8.951,.035,-,-,.10,13.0,-,-,-,,Gulf Industrials,-,.013,-,.013,.014,.013,.012,-1.92,.019,.001,
GUL,-,4.472,2.512,.002,-,-,-1.50,-,-,-,-,,Gullewa,-,.011,-,.011,.015,.011,.011,-1.92,.025,.011,
GWR,47.551,1.788,27.116,.010,-,-,-9.64,-,-,-,-,,GWR Grp,-,.04,-,.04,.055,.041,.04,-1.92,.15,.035,
HMX,-,11.062,267.831,.007,-,-,7.30,.9,-,-,-,,Hammer Metals,-,.064,-,.05,.064,.064,.064,-1.92,.155,.05,
HHM,-,7.319,2.801,.004,-,-,.20,7.5,-,-,-,,Hampton Hill Min,-,.015,-,.016,.023,.015,.015,-1.92,.052,.008,
HNR,1572.85,144.984,165.603,.004,-,-,-.05,-,-,-,-,,Hannans Reward,-,.005,+.1,.004,.005,.005,.004,+23.08,.008,.002,
HAO,-,5.017,5.776,.023,-.31,-,-3.89,-,-,-,-,,Haoma Min,-,.12,-,.09,.11,.12,.12,-1.92,.215,.08,
HAR,-,15.680,9.581,.003,-,-,-.60,-,-,-,-,,Haranga Res,-,.009,-,.005,.007,.009,.009,-1.92,.03,.005,
HMI,3745.00,93.212,12.832,.008,-,-,-.64,-,-,-,-,,Harvest Minerals,-,.018,-.1,.015,.018,.019,.017,-7.19,.032,.006,
HAS,152.540,39.081,48.610,.031,-,-,-.44,-,-,-,-,,Hastings Rare Metals,-,.082,-.2,.078,.082,.085,.082,-4.30,.10,.053,
HAV,93.989,10.053,9.961,.036,-,-,-6.84,-,-,-,-,,Havilah Res,-,.22,-,.205,.22,.22,.205,-1.92,.34,.085,
HAVO,-,1.947,1.744,.002,-,-,-,-,-,-,-,,  opt jun17,-,.052,-,.052,.095,.052,.052,-1.92,.11,.02,
HOG,10.256,25.108,43.558,-,-,-,-5.84,-,-,-,-,,Hawkley Oil & Gas,-,.003,-,.003,.004,.003,.003,-1.92,.015,.003,
HAW,590.349,14.323,10.863,.006,-,-,-1.55,-,-,-,-,,Hawthorn Res,-,.035,-.6,.035,.041,.035,.035,-16.56,.045,.012,
HAZ,617.333,45.372,221.125,.008,-,-,-.74,-,-,-,-,,Hazelwood Res,-,.006,-.1,.005,.006,.006,.006,-16.21,.036,.005,
HSK,20.000,16.751,38.737,.020,.12,.73,-3.22,-,-,-,-,,Heemskirk Cons,-,.088,-.2,.053,.084,.09,.088,-4.15,.20,.06,
HLX,10.000,33.324,11.993,.009,-,-,-1.86,-,-,-,-,,Helix Res,-,.034,-.1,.034,.04,.035,.034,-4.78,.045,.019,
HRR,217.716,41.598,59.625,.041,-,-,-1.62,-,-,-,-,,Heron Res,-,.099,-.6,.091,.099,.10,.095,-7.64,.165,.09,
HPR,53.776,37.585,36.246,.012,-,-,-5.60,-,-,-,-,,High Peak Royalties,-,.076,+.6,.077,.08,.076,.07,+6.65,.18,.065,
HPRO,-,1.822,.072,-,-,-,-,-,-,-,-,,  opt apr17,-,.002,-,.002,.05,.002,.002,-1.92,.05,.001,
HFR,8839.61,114.309,53.723,.495,-,-,-4.38,-,-,-,-,,Highfield Res,-,1.595,+5,1.58,1.595,1.62,1.53,+1.31,2.08,.505,
HIG,625.394,56.805,95.870,.067,-,-,-,-,-,-,-,,Highlands Pacific,-,.073,-.3,.072,.073,.076,.073,-5.87,.145,.047,
HEG,1000.00,61.595,86.126,.004,-,-,-.39,-,-,-,-,,Hill End Gold,-,.003,-,.003,.004,.003,.003,-1.92,.006,.003,
HGO,395.079,40.537,211.755,.033,1.10,.16,-26.07,-,-,-,-,,Hillgrove Res,-,.175,-1,.175,.185,.185,.175,-7.33,.625,.145,
HZN,13108.7,625.172,472.082,.111,.52,.16,1.84,4.6,-,-,-,,Horizon Oil,-,.085,+.2,.082,.086,.085,.081,+.49,.32,.065,
HOR,-,172.228,60.421,.005,-,-,-.77,-,-,-,-,,Horseshoe Metals,-,.027,-,-,-,.027,.027,-1.92,.062,.008,
HCH,225.121,23.436,94.540,.046,-,-,-3.13,-,-,-,-,,Hot Chili,-,.11,+.5,.105,.11,.11,.10,+2.84,.235,.087,
HRL,472.585,77.874,124.481,.012,.01,7.80,-.28,-,-,-,-,,HRL Hldgs,X,.078,-.1,.078,.082,.081,.073,-3.19,.083,.004,
HDX,103.394,9.224,29.482,.029,.30,.47,4.28,3.3,-,-,-,,Hughes Drilling,-,.14,-5,.135,.15,.155,.14,-28.24,.215,.075,
ICN,162.494,59.770,73.730,.022,-,-,-.95,-,-,-,-,,Icon Energy,-,.036,-.3,.036,.038,.036,.035,-9.62,.165,.03,
IKW,-,39.102,40.452,.003,-,-,-.36,-,-,-,-,,Ikwezi Mining,-,.003,-,.003,.004,.003,.003,-1.92,.011,.003,
ILU,11237.0,367.841,355.791,2.856,3.27,2.09,-12.90,-,19.00,-,2.79,f,Iluka Res,-,6.82,-18,6.81,6.86,7.27,6.74,-4.49,9.18,5.57,
IMA,285.327,14.184,17.755,.015,-,-,-2.47,-,-,-,-,,Image Res,-,.076,+.6,.068,.076,.076,.068,+6.65,.12,.061,
IPT,1834.87,61.219,48.791,.016,-,-,-.85,-,-,-,-,,Impact Minerals,-,.025,-,.024,.025,.028,.023,-1.92,.034,.012,
IPTO,-,.209,1.280,-,-,-,-,-,-,-,-,,  opt nov15,-,.001,-,-,.005,.001,.001,-1.92,.002,.001,
IXR,8218.39,574.946,258.907,.013,-,-,-2.32,-,-,-,-,,IMX Res,-,.011,-,.012,.011,.012,.011,-1.92,.026,.008,
ICG,2045.06,389.736,507.142,.010,-,-,-.50,-,-,-,-,,Inca Min,-,.009,-.1,.009,.01,.01,.009,-11.92,.023,.007,
IOG,-,4.932,7.319,.007,.04,1.00,-.50,-,-,-,-,,Incremental Oil & Gas,-,.04,-,.04,.045,.04,.04,-1.92,.053,.02,
IGO,10201.4,311.532,187.273,.787,2.84,1.18,32.78,10.2,11.00,2.98,3.29,f,Independence Grp,-,3.34,+24,3.33,3.44,3.36,2.86,+5.82,6.21,2.86,
IRL,201.349,56.319,54.477,.003,-,-,-.46,-,-,-,-,,India Res,-,.003,-,.002,.003,.003,.003,-1.92,.007,.003,
IDO,-,5.943,15.858,.009,-,-,-8.59,-,-,-,-,,Indo Mines,-,.016,-,.014,.019,.016,.016,-1.92,.031,.012,
IND,1471.00,14.860,270.021,.001,-,-,-5.52,-,-,-,-,,Indus Energy,X,.008,-1.1,.008,.01,.019,.006,-59.82,.04,.006,
INDO,-,2.973,.893,-,-,-,-,-,-,-,-,,  opt jun16,X,.002,-,-,.001,.002,.002,-1.92,.002,.001,
IGS,5562.29,671.187,226.911,.002,-,-,-.95,-,-,-,-,,Int'l Goldfields,-,.003,-,.002,.003,.003,.003,-1.92,.005,.001,
INL,250.000,72.940,48.562,.002,-,-,-.27,-,-,-,-,,Intec,-,.007,+.2,.006,.007,.007,.005,+38.08,.015,.005,
IRC,-,2.989,7.625,.008,-,-,-.81,-,-,-,-,,Intermin Res,-,.051,-,.039,.061,.051,.051,-1.92,.064,.045,
IRCO,-,.001,-,-,-,-,-,-,-,-,-,,  opt jun17,-,.003,-,.005,.012,.003,.003,-1.92,.003,.003,
ICX,-,29.224,16.045,.006,-,-,-.20,-,-,-,-,,International Coal,-,.03,-,-,-,.03,.03,-1.92,.059,.012,
IEC,-,15.622,22.133,.005,-,-,-5.86,-,-,-,-,,Intra Energy,-,.014,-,.007,.015,.014,.014,-1.92,.03,.007,
IAU,2396.47,93.991,191.457,.036,-,-,6.25,1.6,-,-,-,,Intrepid Mines,-,.097,-.3,.095,.115,.11,.096,-4.92,.285,.088,
IVR,1900.59,87.531,120.524,.006,-,-,-.51,-,-,-,-,,Investigator Res,-,.013,+.1,.012,.014,.014,.011,+6.41,.03,.01,
IVRO,800.000,26.208,48.012,-,-,-,-,-,-,-,-,,  opt mar17,-,.003,+.1,.002,.003,.003,.002,+48.08,.007,.002,
IPB,281.501,19.819,17.538,.001,-,-,-3.79,-,-,-,-,,IPB Pet,-,.013,-,.012,.018,.013,.013,-1.92,.39,.01,
IRM,-,18.962,13.731,.001,-,-,-1.26,-,-,-,-,,Iron Mountain,-,.011,-,.011,.012,.011,.011,-1.92,.019,.007,
IRD,347.587,4.563,9.142,.096,-,-,-.78,-,-,-,-,,Iron Road,-,.165,+8.7,.15,.165,.18,.08,+109.6,.21,.06,
IBG,99.244,112.655,268.575,.027,-,-,-1.09,-,-,-,-,,Ironbark Zinc,-,.061,+.1,.061,.066,.068,.06,-.26,.14,.056,
ISH,-,-,.125,.020,-,-,-1.41,-,-,-,-,,Ishine Int Res,-,.22,-,-,.22,.22,.22,-1.92,.22,.22,
JKA,933.183,116.613,138.312,.003,-,-,-7.55,-,-,-,-,,Jacka Res,-,.006,-,.005,.006,.006,.005,-1.92,.05,.004,
JKAO,-,1.063,18.832,-,-,-,-,-,-,-,-,,  opt may16,-,.001,-,-,.001,.001,.001,-1.92,.006,.001,
JAL,57.600,25.420,12.380,.008,-,-,-2.49,-,-,-,-,,Jameson Res,-,.037,-,.033,.035,.038,.037,-1.92,.135,.036,
JAT,-,4.915,11.960,.002,.01,1.50,-.87,-,-,-,-,,Jatenergy,-,.015,-,.005,.02,.015,.015,-1.92,.037,.014,
JRV,17.950,21.282,8.009,.003,.22,.21,-.95,-,-,-,-,,Jervois Min,-,.046,-,.046,.05,.046,.046,-1.92,.172,.039,
JRL,47.000,.887,1.993,.006,-,-,-1.75,-,-,-,-,,Jindalee Res,-,.17,+1,.17,.20,.185,.16,+4.33,.21,.155,
JPR,74.855,7.228,8.751,.041,-,-,-3.62,-,-,-,-,,Jupiter Energy,-,.27,+2,.25,.27,.27,.25,+6.08,.41,.20,
KLR,-,.052,-,.013,-,-,-1.56,-,-,-,-,,Kaili Res,-,.175,-,.10,.20,.175,.175,-1.92,.18,.003,
KIK,-,7.512,7.870,-,-,-,-2.36,-,-,-,-,,Kairiki Energy,-,.004,-,.004,.006,.004,.004,-1.92,.014,.002,
KRL,600.000,19.597,38.878,.024,-,-,-3.97,-,-,-,-,,Kangaroo Res,-,.007,-.3,.007,.012,.008,.007,-31.92,.014,.004,
KAR,5361.27,202.091,188.458,.474,-,-,92.85,2.1,-,-,-,,Karoon Gas Aust,-,1.92,+16,1.90,1.93,1.93,1.68,+7.17,3.69,1.62,
KAS,166.350,42.470,48.680,.011,-,-,-3.22,-,-,-,-,,Kasbah Res,-,.019,+.1,.019,.02,.019,.018,+3.63,.08,.018,
KPC,6.427,5.784,13.755,.023,-,-,-2.71,-,-,-,-,,Kazakhstan Corp,-,.09,-3,.09,.105,.12,.09,-26.92,.31,.07,
KBL,1925.33,161.294,58.546,.017,-.04,-,-7.91,-,-,-,-,,KBL Mining,-,.027,-.1,.026,.027,.028,.023,-5.49,.049,.018,
KEY,-,62.262,410.559,.004,-,-,-.26,-,-,-,-,,Key Petroleum,-,.005,-,.005,.006,.005,.005,-1.92,.015,.004,
KGL,122.975,15.144,86.113,.020,-,-,-2.22,-,-,-,-,,KGL Res,-,.14,-.5,.14,.145,.145,.14,-5.37,.285,.105,
KNL,1336.29,104.554,320.796,.036,-,-,-3.16,-,-,-,-,,Kibaran Resources,-,.215,+.5,.20,.215,.215,.19,+.46,.34,.11,
KDR,887.173,30.075,122.598,.012,-,-,-1.12,-,-,-,-,,Kidman Res,-,.091,+.2,.091,.094,.095,.089,+.32,.105,.04,
KRA,661.675,17.545,18.491,.002,-,-,-3.94,-,-,-,-,,Killara Res,-,.011,-.3,.011,.014,.014,.011,-23.35,.02,.002,
KDL,675.653,14.900,50.541,.007,-,-,-21.78,-,-,-,-,,KIM Diamonds,-,.068,-2.2,.064,.068,.085,.061,-26.37,.24,.059,
KIN,15.000,6.188,2.439,.004,-,-,-2.47,-,-,-,-,,KIN Mining,-,.09,-.5,.09,.10,.095,.09,-7.19,.18,.08,
KPL,124.520,28.549,19.714,.060,-,-,-1.55,-,-,-,-,,Kina Petroleum,-,.195,+2.5,.155,.20,.195,.17,+12.78,.385,.12,
KKO,127.000,16.517,19.540,.006,-,-,-.95,-,-,-,-,,Kinetiko Energy,-,.035,-.5,.04,.048,.04,.032,-14.42,.08,.012,
KIS,30.000,2.539,7.480,.018,-,-,-2.20,-,-,-,-,,King Island,-,.11,-,.10,.11,.11,.11,-1.92,.165,.089,
KRC,453.600,40.432,43.191,.005,-,-,-.48,-,-,-,-,,King River Copper,-,.016,-,.013,.02,.016,.015,-1.92,.031,.008,
KRCOA,244.091,3.197,-,-,-,-,-,-,-,-,-,,  opt jun18,-,.004,-,.003,.004,.004,.003,-1.92,.009,.003,
KSO,43543.9,595.585,12.594,.007,-,-,-.24,-,-,-,-,,King Solomon Mines,-,.008,-,.008,.009,.009,.007,-1.92,.011,.002,
KCN,2014.30,87.589,261.828,.160,1.37,.52,-65.80,-,-,-,-,,Kingsgate Cons,-,.715,+7,.715,.74,.74,.645,+8.93,.865,.605,
KRM,568.145,31.893,63.940,.075,-,-,-2.95,-,-,-,-,,Kingsrose Min,-,.21,-.5,.205,.21,.225,.205,-4.25,.44,.175,
KOR,160.000,17.894,21.329,.006,-,-,-2.47,-,-,-,-,,Korab Res,-,.03,-,.028,.033,.03,.03,-1.92,.065,.02,
KTA,50.000,6.019,14.398,.007,-,-,-6.18,-,-,-,-,,Krakatoa Res,-,.15,-1.5,.15,.165,.165,.15,-11.01,.21,.08,
KGD,300.000,8.479,12.331,.007,-,-,-34.18,-,-,-,-,,Kula Gold,-,.023,-.1,.022,.023,.024,.023,-6.09,.08,.022,
KNE,6269.05,65.626,2.542,.004,-,-,-8.34,-,-,-,-,,Kunene Res,-,.098,-2.2,.098,.10,.125,.091,-20.26,.175,.03,
LCR,8077.12,77.322,94.037,.002,-,-,.48,.6,-,-,-,,Laconia Res,-,.003,-.1,.003,.004,.003,.003,-26.92,.006,.001,
LCROA,-,-,12.322,-,-,-,-,-,-,-,-,,  opt sep18,-,.001,-,-,.001,.001,.001,-1.92,.001,.001,
LKE,-,.168,2.518,-,-,-,-.13,-,-,-,-,,Lake Res,-,.003,-,.005,.05,.003,.003,-1.92,.005,.002,
LKO,17800.0,555.438,729.904,.022,-,-,-.03,-,-,-,-,,Lakes Oil,-,.002,-,.002,.003,.002,.002,-1.92,.004,.002,
LMB,994.768,66.663,132.355,.014,-,-,-3.55,-,-,-,-,,Lamboo Res,-,.063,+.3,.06,.063,.066,.056,+3.08,.585,.049,
LNY,39778.3,701.820,55.396,.004,-,-,-.22,-,-,-,-,,Laneway Res,-,.002,-.1,.002,.003,.003,.002,-35.26,.007,.001,
LAM,-,.304,.186,.025,-,-,-13.20,-,-,-,-,,Laramide Res,-,.30,-,.28,.34,.30,.30,-1.92,.45,.23,
LRS,5256.89,160.309,108.437,.006,-,-,-.91,-,-,-,-,,Latin Res,-,.009,+.2,.008,.009,.009,.007,+26.65,.047,.005,
LRSO,1500.00,7.000,-,-,-,-,-,-,-,-,-,,  opt mar17,-,.001,-,-,.001,.001,.001,-1.92,.001,.001,
LCD,432.754,54.476,254.705,-,-,-,-1.08,-,-,-,-,,Latitude Consolid,X,.024,-.1,.024,.026,.026,.024,-5.92,.032,.001,
LMG,784.166,75.941,63.463,.009,-,-,-.07,-,-,-,-,,Latrobe Magnesium,-,.008,+.1,.007,.008,.008,.007,+12.36,.02,.005,
LSN,-,1.062,2.495,.002,-,-,-3.41,-,-,-,-,,Lawson Gold,-,.035,-,.034,.20,.035,.035,-1.92,.036,.03,
LCY,-,53.330,27.603,.006,-,-,-1.10,-,-,-,-,,Legacy Iron Ore,-,.004,-,.004,.005,.004,.004,-1.92,.014,.003,
LEG,4065.25,258.771,701.445,.022,-,-,-.05,-,-,-,-,,Legend Min,-,.011,+.1,.01,.012,.011,.01,+8.08,.013,.006,
LCK,260.045,27.283,5.763,.018,-,-,-12.72,-,-,-,-,,Leigh Crk Energy,-,.20,+4,.20,.21,.20,.165,+23.08,.30,.024,
LRR,-,41.333,156.700,.002,-,-,-.04,-,-,-,-,,Leopard Res,-,.001,-,-,.001,.001,.001,-1.92,.001,.001,
LRRCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,-,-,-,-,-,.011,.011,-1.92,.011,.011,
LML,477.222,20.106,95.098,.012,-,-,-4.28,-,-,-,-,,Lincoln Minerals,-,.043,+.3,.043,.05,.046,.04,+5.58,.061,.031,
LIO,.243,2.379,2.728,.012,-,-,-.23,-,-,-,-,,Lion Energy,-,.15,+4,.11,.15,.15,.11,+34.44,.27,.11,
LLO,-,1.506,2.946,.003,-,-,-,-,-,-,-,,Lion One Metals,-,.31,-,.265,.30,.31,.31,-1.92,.55,.16,
LTR,246.357,74.850,43.348,.003,-,-,-.39,-,-,-,-,,Liontown Res,-,.005,+.1,.005,.006,.005,.004,+23.08,.025,.004,
LTRO,-,-,3.380,-,-,-,-,-,-,-,-,,  opt sep15,-,.004,-,-,.001,.004,.004,-1.92,.004,.003,
LNG,25827.1,569.696,735.095,.855,.36,4.72,-18.82,-,-,-,-,,Liquefied Natural,-,1.70,-30,1.70,1.72,1.97,1.60,-16.92,5.00,1.60,
LTX,345.731,7.368,25.895,.002,-,-,-.42,-,-,-,-,,Lithex Res,-,.018,-.2,.018,.022,.02,.018,-11.92,.04,.012,
LTXOA,-,-,3.043,-,-,-,-,-,-,-,-,,  opt dec15,-,.002,-,-,-,.002,.002,-1.92,.003,.002,
LIT,709.794,92.642,3.480,.008,-,-,-2.91,-,-,-,-,,Lithium Aust,-,.06,+.1,.056,.06,.066,.056,-.23,.145,.017,
LITCB,845.000,3.308,-,-,-,-,-,-,-,-,-,,  ctg,-,.022,+.2,.022,.027,.023,.02,+8.08,.023,.017,
LVT,4222.90,278.876,230.877,.022,-,-,-.10,-,-,-,-,,Livetiles,X,.17,+16.6,.16,.17,.21,.004,+4148.1,.21,.002,
LSR,5693.67,191.218,127.281,.006,-,-,-.46,-,-,-,-,,Lodestar Min,-,.018,+.3,.017,.018,.018,.014,+18.08,.023,.006,
