ASX Mining & Oil Market - Weekly
"Trading data for the week ending Friday, October 30, 2015"
"XAO 5288.6 at 2015-10-30T16:38:35. Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:50 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
FND,461.220,45.996,40.511,.093,-,-,-4.07,-,-,-,-,,Finders Res,-,.14,-,.135,.14,.145,.14,+1.85,.17,.11,
FIE,14557.8,23.634,10.388,.004,-,-,-.90,-,-,-,-,,Firestrike Res,-,.047,+1.7,.047,.047,.065,.03,+58.51,.065,.02,
FIEOA,315.000,8.129,.160,-,-,-,-,-,-,-,-,,  opt dec16,-,.02,+1.5,.016,.05,.02,.005,+301.8,.02,.002,
FRY,-,80.388,3.256,.008,-,-,-6.71,-,-,-,-,,Fitzroy Res,X,.048,-,-,-,.048,.048,+1.85,.077,.009,
FZR,20.000,4.896,7.855,.021,-,-,-.86,-,-,-,-,,Fitzroy River,-,.23,-2,.235,.26,.25,.23,-6.15,.27,.175,
FMS,6946.62,535.774,1049.83,.036,-,-,-1.12,-,-,-,-,,Flinders Mines,-,.013,-.2,.013,.014,.015,.013,-11.49,.021,.01,
FML,669.386,941.598,1372.50,.065,-,-,-7.11,-,-,-,-,,Focus Minerals,X,.355,+1.5,.35,.36,.40,.345,+6.26,.55,.30,
FRC,-,3.591,2.259,.004,-,-,-.41,-,-,-,-,,Forte Cons,-,.02,-,.009,.02,.02,.02,+1.85,.032,.019,
FMG,105500,4961.82,4419.97,6.508,3.14,.67,13.26,15.8,5.00,2.65,2.39,f,Fortescue Metals Grp,-,2.09,-49,2.08,2.10,2.65,2.08,-17.15,3.48,1.582,
FCG,199.700,13.826,.663,.014,-,-,-3.03,-,-,-,-,,Frontier Capital,-,.28,-1.5,.265,.28,.295,.275,-3.24,.38,.20,
FNT,148.476,184.379,114.496,-,-,-,-.68,-,-,-,-,,Frontier Res,-,.001,-,.001,.002,.001,.001,+1.85,.015,.001,
FYI,30.353,1.596,3.022,.002,-,-,-2.66,-,-,-,-,,FYI Resources,-,.025,-,.025,.05,.025,.025,+1.85,.053,.025,
GXY,31592.0,404.192,310.694,.085,-,-,2.41,3.2,-,-,-,,Galaxy Res,-,.077,+1.1,.076,.078,.078,.066,+18.51,.078,.023,
GLL,34.150,12.784,29.153,.020,-,-,-6.50,-,-,-,-,,Galilee Energy,-,.13,+.5,.12,.13,.135,.12,+5.85,.155,.094,
GGX,484.600,61.576,166.676,.002,-,-,-.68,-,-,-,-,,Gas2Grid,-,.003,-,.002,.004,.003,.003,+1.85,.016,.002,
GCY,669.405,21.834,6.726,.020,-,-,-1.70,-,-,-,-,,Gascoyne Res,-,.097,-2.3,.097,.105,.12,.097,-17.32,.14,.063,
GML,250.000,12.032,9.847,.006,-,-,-.16,-,-,-,-,,Gateway Min,-,.022,+.2,.005,.03,.03,.02,+11.85,.055,.018,
GBX,1570.47,245.924,61.867,.004,-,-,-.05,-,-,-,-,,GB Energy,-,.004,+.1,.004,.005,.004,.003,+35.18,.007,.002,
GBM,608.346,19.245,7.526,.008,-,-,-.23,-,-,-,-,,GBM Gold,-,.01,-.1,.009,.01,.01,.009,-7.24,.012,.003,
GBZ,499.000,63.551,41.869,.012,-,-,-.93,-,-,-,-,,GBM Resources,-,.022,-,.02,.023,.023,.022,+1.85,.033,.011,
GBZO,-,4.548,1.237,-,-,-,-,-,-,-,-,,  opt jun16,-,.003,-,-,-,.003,.003,+1.85,.004,.002,
GMM,16047.1,211.733,5.428,.046,-,-,-.75,-,-,-,-,,General Min Corp,-,.17,-2.5,.165,.175,.22,.155,-10.97,.22,.002,
GMD,11613.9,45.925,31.478,.005,-,-,-.51,-,-,-,-,,Genesis Minerals,-,.013,+.1,.013,.014,.017,.012,+10.18,.017,.004,
GES,-,.499,.700,.027,-,-,-1.43,-,-,-,-,,Genesis Res,-,.09,-,-,.084,.09,.09,+1.85,.095,.048,
GPR,520.238,34.338,58.692,.040,-,-,-.58,-,-,-,-,,Geopacific Res,-,.05,-.2,.043,.05,.053,.05,-2.00,.066,.034,
GBG,10922.2,316.546,581.073,.058,-,-,-1.05,-,-,-,-,,Gindalbie Metals,-,.039,-.1,.038,.039,.044,.037,-.65,.044,.018,
GLA,-,17.906,37.069,-,-,-,-.34,-,-,-,-,,Gladiator Res,-,.001,-,.001,.002,.001,.001,+1.85,.005,.001,
GLAOA,-,2.500,5.130,-,-,-,-,-,-,-,-,,  opt jun17,-,.001,-,-,-,.001,.001,+1.85,.001,.001,
GLN,3173.43,151.053,106.267,.002,-,-,-.08,-,-,-,-,,Gleneagle Gold,-,.004,-,.004,.005,.004,.004,+1.85,.006,.001,
GSC,2652.66,15.661,22.805,.002,-,-,-.54,-,-,-,-,,Global Geoscience,-,.007,+.2,.006,.007,.007,.005,+41.85,.01,.002,
GGH,-,.110,.058,.002,-,-,-.14,-,-,-,-,,Global Gold Hldgs,-,.003,-,.002,.006,.003,.003,+1.85,.003,.003,
GXN,2100.00,253.805,-,.002,-,-,-.20,-,-,-,-,,Global Metals Expl,-,.001,-,.001,.002,.002,.001,+1.85,.009,.001,
GXNCA,-,-,-,-,-,-,-,-,-,-,-,,  ctg,-,-,-,-,-,.02,.02,+1.85,.02,.02,
GBP,66.000,4.962,7.120,.010,-,-,-2.92,-,-,-,-,,Global Petroleum,-,.049,+.9,.036,.049,.05,.04,+24.35,.072,.03,
GBE,4627.82,54.234,135.437,.011,-,-,-.70,-,-,-,-,,Globe Metals & Min,-,.024,+.1,.023,.024,.032,.024,+6.20,.043,.021,
GME,1021.84,13.552,15.795,.018,-,-,-2.07,-,-,-,-,,GME Resources,-,.038,+1.1,.033,.038,.04,.035,+42.59,.077,.02,
GMN,735.000,45.212,32.377,.011,-,-,-.57,-,-,-,-,,Gold Mountain,-,.056,-.2,.056,.057,.058,.056,-1.60,.078,.019,
GOR,4704.94,285.919,300.783,.286,-,-,-.47,-,-,-,-,,Gold Road Res,-,.415,-3.5,.415,.42,.45,.41,-5.93,.48,.20,
GCR,275.651,4.632,190.640,.007,-,-,-5.57,-,-,-,-,,Golden Cross Res,-,.072,+1.4,.072,.073,.073,.07,+25.99,.095,.05,
GED,25.000,4.768,12.619,-,-,-,-.25,-,-,-,-,,Golden Deeps,-,.007,-,.007,.01,.007,.007,+1.85,.028,.007,
GMR,3515.00,183.233,221.612,.007,-,-,.25,2.0,-,-,-,,Golden Rim Res,-,.005,+.1,.004,.005,.005,.004,+26.85,.011,.003,
GPH,1119.66,55.126,9.301,.006,-,-,-1.00,-,-,-,-,,Goldphyre Res,-,.06,-.4,.058,.06,.064,.058,-4.40,.115,.012,
GPHO,981.921,27.749,1.912,-,-,-,-,-,-,-,-,,  opt sep16,-,.012,-.2,.012,.019,.014,.012,-12.44,.037,.003,
GSE,2.920,71.847,93.530,-,-,-,-.59,-,-,-,-,,Goldsearch,X,.10,-,.099,.13,.10,.10,+1.85,.10,.001,
GGE,2965.00,60.375,134.420,.008,-,-,-.07,-,-,-,-,,Grand Gulf Energy,-,.011,-.1,.009,.011,.012,.009,-6.49,.012,.005,
GRR,5213.83,228.807,262.437,.139,.38,.32,-2.41,-,1.00,-,8.33,,Grange Res,-,.12,-.5,.12,.125,.13,.12,-2.15,.16,.081,
GTE,-,19.809,38.685,.002,-,-,-.97,-,-,-,-,,Great Western Expl,-,.009,-,.011,.02,.009,.009,+1.85,.04,.006,
GGG,10483.0,187.482,248.621,.022,-,-,-.63,-,-,-,-,,Greenland Min Engy,-,.028,-.2,.027,.028,.032,.027,-4.82,.105,.025,
GGGOA,10.769,8.570,50.372,-,-,-,-,-,-,-,-,,  opt jun16,-,.001,-,.001,.002,.001,.001,+1.85,.02,.001,
GGGOB,5962.85,16.237,-,-,-,-,-,-,-,-,-,,  opt sep18,-,.006,-,.006,.007,.006,.005,+1.85,.012,.005,
GPP,-,3.734,.560,-,-,-,-.76,-,-,-,-,,Greenpower Energy,-,.009,-,.007,.013,.009,.009,+1.85,.029,.008,
GRV,6.250,.928,3.253,.002,-,-,-2.56,-,-,-,-,,Greenvale Energy,-,.025,-,.027,.029,.025,.025,+1.85,.10,.018,
GRY,1430.19,160.407,255.088,.022,-,-,-3.60,-,-,-,-,,Gryphon Minerals,-,.054,-.3,.054,.055,.057,.054,-3.42,.10,.044,
GTR,-,1.326,.704,-,-,-,-.80,-,-,-,-,,GTI Res,-,.01,-,.01,.019,.01,.01,+1.85,.028,.01,
GUF,2213.65,329.821,164.380,.014,-,-,-4.57,-,-,-,-,,Guildford Coal,-,.013,-1.3,.013,.016,.025,.013,-48.15,.05,.013,
GLF,16353.8,806.552,66.424,.030,-,-,-.01,-,-,-,-,,Gulf Industrials,-,.011,+.1,.011,.012,.011,.01,+11.85,.019,.001,
GUL,-,4.652,3.633,.002,-,-,-.62,-,-,-,-,,Gullewa,-,.01,-,.01,.016,.01,.01,+1.85,.021,.01,
GWR,447.166,2.505,27.464,.013,-,-,-1.89,-,-,-,-,,GWR Grp,-,.055,+.9,.04,.05,.06,.054,+21.41,.12,.035,
HMX,.500,13.176,270.286,.006,-,-,-4.46,-,-,-,-,,Hammer Metals,-,.052,-.3,.052,.055,.055,.052,-3.61,.105,.05,
HHM,425.390,8.137,2.805,.006,-,-,.20,12.5,-,-,-,,Hampton Hill Min,-,.025,-,.025,.032,.025,.02,+1.85,.052,.008,
HNR,1360.00,164.849,177.573,.003,-,-,-4.03,-,-,-,-,,Hannans Reward,-,.004,-,.003,.004,.004,.004,+1.85,.007,.002,
HAR,1064.62,19.199,12.374,.001,-,-,-.60,-,-,-,-,,Haranga Res,-,.004,-.1,.003,.006,.004,.004,-18.15,.021,.004,
HMI,3657.32,102.205,19.478,.010,-,-,-.64,-,-,-,-,,Harvest Minerals,-,.02,-,.017,.02,.02,.019,+1.85,.032,.006,
HAS,391.456,40.253,49.890,.029,-,-,-.25,-,-,-,-,,Hastings Tech,-,.075,-.5,.075,.08,.08,.075,-4.40,.10,.053,
HAV,188.483,10.920,12.928,.041,-,-,-6.84,-,-,-,-,,Havilah Res,-,.25,+1,.24,.25,.25,.235,+6.01,.34,.085,
HAVO,3.766,1.977,2.541,.003,-,-,-,-,-,-,-,,  opt jun17,-,.074,-,.074,.095,.074,.074,+1.85,.11,.02,
HOG,1108.22,27.391,45.451,-,-,-,-5.52,-,-,-,-,,Hawkley Oil & Gas,-,.002,-.1,.002,.004,.003,.002,-31.49,.015,.002,
HAW,320.000,16.017,11.726,.004,-,-,-2.19,-,-,-,-,,Hawthorn Res,-,.026,-.9,.026,.04,.031,.026,-23.87,.045,.012,
HAZ,7644.32,53.272,230.214,.004,-,-,-.74,-,-,-,-,,Hazelwood Res,-,.003,-.1,.002,.003,.004,.002,-23.15,.03,.002,
HSK,40.540,16.898,42.607,.017,.12,.62,-3.22,-,-,-,-,,Heemskirk Cons,-,.074,-.6,.056,.074,.08,.074,-5.65,.17,.06,
HLX,2763.33,37.658,15.654,.010,-,-,-1.64,-,-,-,-,,Helix Res,-,.039,-.6,.039,.05,.052,.039,-11.49,.052,.019,
HRR,667.080,49.874,66.390,.038,-,-,-1.62,-,-,-,-,,Heron Res,-,.092,-.1,.092,.098,.097,.09,+.77,.15,.086,
HPR,157.915,38.877,38.329,.014,-,-,-2.13,-,-,-,-,,High Peak Royalties,-,.086,+.1,.082,.086,.087,.08,+3.02,.15,.065,
HPRO,-,1.822,.120,-,-,-,-,-,-,-,-,,  opt apr17,-,.002,-,.001,.05,.002,.002,+1.85,.03,.001,
HFR,2004.36,125.266,61.140,.481,-,-,-4.38,-,-,-,-,,Highfield Res,-,1.55,+8.5,1.53,1.55,1.58,1.445,+7.65,2.08,.505,
HIG,327.697,59.933,103.130,.075,-,-,-,-,-,-,-,,Highlands Pacific,-,.081,+.1,.081,.085,.086,.08,+3.10,.145,.047,
HEG,40.000,81.371,92.126,.002,-,-,-.39,-,-,-,-,,Hill End Gold,-,.002,-.2,.002,.004,.004,.002,-48.15,.006,.002,
HGO,88.412,42.273,214.529,.037,1.10,.18,-26.07,-,-,-,-,,Hillgrove Res,-,.195,-.5,.195,.20,.20,.195,-.65,.542,.145,
HZN,9734.97,669.450,530.110,.156,.52,.23,1.84,6.5,-,-,-,,Horizon Oil,-,.12,-,.12,.125,.125,.115,+1.85,.31,.065,
HOR,2769.81,183.280,63.315,.003,-,-,-.77,-,-,-,-,,Horseshoe Metals,-,.017,-.5,.017,.019,.022,.017,-20.88,.062,.008,
HCH,495.902,28.403,103.907,.057,-,-,-2.47,-,-,-,-,,Hot Chili,-,.135,-3.5,.135,.15,.175,.13,-18.74,.215,.08,
HRL,1346.14,80.917,140.812,.012,.01,7.50,-.28,-,-,-,-,,HRL Hldgs,X,.075,-,.068,.083,.078,.075,+1.85,.09,.005,
ICN,1042.43,63.933,84.785,.022,-,-,-.95,-,-,-,-,,Icon Energy,-,.036,+.2,.036,.045,.037,.034,+7.73,.125,.03,
IKW,-,41.111,43.196,.003,-,-,-1.30,-,-,-,-,,Ikwezi Mining,-,.003,-,.003,.006,.003,.003,+1.85,.011,.003,
ILU,7041.99,444.700,415.187,2.688,3.27,1.96,-12.90,-,19.00,-,2.96,f,Iluka Res,-,6.42,-29,6.39,6.67,6.93,6.36,-2.47,9.18,5.57,
IMA,157.707,15.579,20.619,.014,-,-,-1.92,-,-,-,-,,Image Res,-,.068,+.3,.068,.07,.068,.061,+6.46,.12,.061,
IPT,24009.5,113.428,56.500,.034,-,-,-.85,-,-,-,-,,Impact Minerals,-,.048,+.7,.046,.048,.052,.041,+18.92,.055,.012,
IPTO,-,.209,1.280,-,-,-,-,-,-,-,-,,  opt nov15,-,.001,-,-,.015,.001,.001,+1.85,.002,.001,
IXR,2421.31,680.432,299.571,.008,-,-,-.94,-,-,-,-,,IMX Res,-,.007,-.1,.007,.008,.009,.007,-10.65,.023,.006,
ICG,5494.70,464.487,547.360,.009,-,-,-.71,-,-,-,-,,Inca Min,-,.008,-.1,.009,.008,.009,.008,-9.26,.023,.007,
IOG,-,5.332,8.323,.007,.04,1.10,-.50,-,-,-,-,,Incremental Oil & Gas,-,.044,-,.04,.044,.044,.044,+1.85,.045,.02,
IGO,13961.6,425.096,214.944,1.417,2.84,.98,32.78,8.5,8.50,3.86,3.07,f,Independence Grp,-,2.77,-41,2.76,2.79,3.23,2.75,-11.05,6.21,2.49,
IRL,2403.35,64.653,69.486,.004,-,-,-.46,-,-,-,-,,India Res,-,.004,+.1,.003,.004,.004,.002,+35.18,.007,.002,
IDO,-,6.044,17.919,.009,-,-,-.36,-,-,-,-,,Indo Mines,-,.016,-,.013,.019,.016,.016,+1.85,.025,.012,
IND,2530.72,21.768,342.299,.002,-,-,-2.88,-,-,-,-,,Indus Energy,X,.011,+.2,.01,.014,.014,.008,+24.07,.04,.006,
INDO,1400.00,5.373,.893,-,-,-,-,-,-,-,-,,  opt jun16,X,.001,-,-,.001,.001,.001,+1.85,.002,.001,
IGS,5669.89,705.149,242.739,.002,-,-,-1.15,-,-,-,-,,Int'l Goldfields,-,.002,-,.002,.003,.002,.002,+1.85,.005,.001,
INL,1750.00,78.188,53.981,.002,-,-,-.27,-,-,-,-,,Intec,-,.007,-,.005,.007,.008,.007,+1.85,.015,.005,
IRC,125.000,4.062,8.627,.007,-,-,-.71,-,-,-,-,,Intermin Res,-,.048,-.7,.05,.054,.055,.048,-10.88,.063,.045,
IRCO,-,.014,-,-,-,-,-,-,-,-,-,,  opt jun17,-,.007,-,.007,-,.007,.007,+1.85,.007,.003,
IEC,1302.50,22.206,24.086,.006,-,-,-.52,-,-,-,-,,Intra Energy,-,.016,+.1,.015,.016,.018,.015,+8.51,.025,.007,
IAU,6016.12,118.312,218.253,.054,-,-,6.25,2.3,-,-,-,,Intrepid Mines,-,.145,+.5,.14,.145,.15,.135,+5.42,.245,.088,
IVR,1895.64,137.079,129.760,.005,-,-,-.51,-,-,-,-,,Investigator Res,-,.01,-.2,.01,.011,.012,.01,-14.82,.024,.01,
IVRO,500.000,30.808,58.029,-,-,-,-,-,-,-,-,,  opt mar17,-,.002,-.1,.002,.003,.003,.002,-31.49,.006,.002,
IPB,374.238,20.511,24.023,.002,-,-,-3.79,-,-,-,-,,IPB Pet,-,.018,+.2,.016,.018,.018,.016,+14.35,.38,.01,
IRM,1214.53,22.982,14.855,.001,-,-,-.77,-,-,-,-,,Iron Mountain,-,.011,+.2,.01,.011,.011,.009,+24.07,.018,.007,
IRD,291.000,5.730,10.135,.093,-,-,-.86,-,-,-,-,,Iron Road,-,.16,+1,.15,.16,.16,.15,+8.51,.21,.06,
IBG,1517.19,125.322,307.277,.027,-,-,-11.06,-,-,-,-,,Ironbark Zinc,-,.06,-.8,.06,.068,.065,.06,-9.92,.14,.051,
ISH,-,-,.125,.020,-,-,-1.41,-,-,-,-,,Ishine Int Res,-,.22,-,-,.22,.22,.22,+1.85,.22,.22,
JKA,5535.30,145.571,165.131,.004,-,-,-11.01,-,-,-,-,,Jacka Res,-,.008,-,.008,.009,.01,.007,+1.85,.046,.004,
JKAO,-,1.563,22.543,-,-,-,-,-,-,-,-,,  opt may16,-,.001,-,-,.001,.001,.001,+1.85,.004,.001,
JAL,136.000,26.597,13.747,.008,-,-,-2.49,-,-,-,-,,Jameson Res,-,.037,-.1,.037,.043,.039,.037,-.78,.115,.035,
JAT,43.705,5.124,13.561,.003,.01,2.00,-.87,-,-,-,-,,Jatenergy,-,.02,+.5,.02,.025,.02,.015,+35.18,.037,.01,
JRV,22.500,21.933,9.308,.004,-,-,-1.79,-,-,-,-,,Jervois Min,-,.054,+.2,.054,.06,.054,.053,+5.69,.172,.039,
JRL,11.371,.908,2.102,.006,-,-,-1.75,-,-,-,-,,Jindalee Res,-,.165,-,.165,.20,.19,.165,+1.85,.20,.155,
JPR,-,7.499,10.741,.038,-,-,-7.16,-,-,-,-,,Jupiter Energy,-,.25,-,.16,.27,.25,.25,+1.85,.41,.20,
KLR,-,.082,-,.015,-,-,-1.56,-,-,-,-,,Kaili Res,-,.175,-,-,.175,.175,.175,+1.85,.18,.003,
KIK,63.500,8.378,9.263,-,-,-,-.94,-,-,-,-,,Kairiki Energy,-,.004,-,.004,.005,.004,.004,+1.85,.013,.002,
KGM,127.092,6.808,29.362,.003,-,-,-.28,-,-,-,-,,Kalnorth Gold,-,.008,-.1,.008,.01,.008,.006,-9.26,.04,.006,
KRL,-,20.275,41.801,.017,-,-,-3.97,-,-,-,-,,Kangaroo Res,-,.005,-,.005,.008,.005,.005,+1.85,.014,.004,
KAR,4050.61,231.151,231.754,.438,-,-,92.85,1.9,-,-,-,,Karoon Gas Aust,-,1.775,-26.5,1.75,1.795,2.09,1.77,-11.14,3.40,1.62,
KAS,728.000,47.902,58.051,.013,-,-,-1.28,-,-,-,-,,Kasbah Res,-,.023,-,.023,.026,.028,.023,+1.85,.074,.016,
KPC,2.000,6.079,16.223,.026,-,-,-2.71,-,-,-,-,,Kazakhstan Corp,-,.089,-,.089,.10,.089,.089,+1.85,.27,.07,
KBL,8287.36,191.582,64.214,.014,-.04,-,-7.91,-,-,-,-,,KBL Mining,-,.022,-.2,.021,.023,.025,.021,-6.49,.049,.018,
KEY,400.000,72.577,431.869,.004,-,-,-.35,-,-,-,-,,Key Petroleum,-,.006,-,.005,.006,.006,.006,+1.85,.015,.003,
KGL,491.925,16.558,91.973,.021,-,-,-2.22,-,-,-,-,,KGL Res,-,.15,-1.5,.145,.15,.17,.14,-7.24,.28,.105,
KNL,2031.00,115.313,344.526,.037,-,-,-4.39,-,-,-,-,,Kibaran Resources,-,.22,-1.5,.205,.22,.235,.205,-4.54,.26,.11,
KDR,1257.82,47.597,127.069,.018,-,-,-7.23,-,-,-,-,,Kidman Res,-,.135,-1.5,.135,.14,.155,.135,-8.15,.16,.04,
KRA,961.620,23.982,18.765,.002,-,-,-2.60,-,-,-,-,,Killara Res,-,.012,+.1,.012,.013,.012,.01,+10.94,.02,.002,
KDL,108.075,16.006,66.646,.007,-,-,-16.58,-,-,-,-,,KIM Diamonds,-,.065,-.5,.065,.079,.071,.065,-5.30,.24,.059,
KIN,213.300,7.568,3.279,.008,-,-,-2.53,-,-,-,-,,KIN Mining,-,.13,-,.13,.15,.15,.12,+1.85,.165,.08,
KPL,138.541,28.975,20.916,.040,-,-,-1.55,-,-,-,-,,Kina Petroleum,-,.13,-2.5,.13,.165,.155,.12,-14.28,.385,.12,
KKO,787.550,18.429,21.310,.010,-,-,-.86,-,-,-,-,,Kinetiko Energy,-,.055,+1.3,.051,.056,.055,.043,+32.80,.08,.012,
KIS,104.088,3.133,7.841,.018,-,-,-2.20,-,-,-,-,,King Island,-,.11,+1,.01,.10,.11,.10,+11.85,.165,.089,
KRC,701.000,44.170,50.046,.005,-,-,-.48,-,-,-,-,,King River Copper,-,.016,+.1,.013,.017,.016,.015,+8.51,.028,.007,
KRCOA,524.000,5.303,-,-,-,-,-,-,-,-,-,,  opt jun18,-,.004,+.2,.003,-,.004,.004,+101.8,.009,.002,
KSO,83883.4,843.803,24.290,.007,-,-,-.24,-,-,-,-,,King Solomon Mines,-,.008,-.1,.008,.009,.011,.008,-9.26,.012,.002,
KCN,1367.90,101.151,296.620,.148,1.37,.48,-65.80,-,-,-,-,,Kingsgate Cons,-,.66,-2,.66,.67,.72,.66,-1.09,.865,.605,
KRM,1234.66,38.053,68.310,.081,-,-,2.48,9.1,-,-,-,,Kingsrose Min,-,.225,-3,.22,.23,.25,.215,-9.92,.365,.175,
KOR,1641.36,33.239,21.853,.012,-,-,-.58,-,-,-,-,,Korab Res,-,.062,-.7,.061,.064,.07,.061,-8.30,.077,.02,
KTA,101.250,7.337,15.228,.007,-,-,-7.53,-,-,-,-,,Krakatoa Res,-,.15,-,.14,.155,.16,.15,+1.85,.21,.08,
KGD,89.000,9.243,13.142,.007,-,-,-34.18,-,-,-,-,,Kula Gold,-,.022,-.2,.021,.022,.024,.02,-6.49,.07,.018,
KNE,1774.27,83.647,2.643,.005,-,-,-12.32,-,-,-,-,,Kunene Res,-,.125,-,.115,.125,.14,.125,+1.85,.175,.03,
LCR,3599.99,95.606,100.610,.002,-,-,-1.13,-,-,-,-,,Laconia Res,-,.003,-,.003,.004,.003,.003,+1.85,.005,.001,
LCROA,1000.00,1.000,12.322,-,-,-,-,-,-,-,-,,  opt sep18,-,.001,-,-,.001,.001,.001,+1.85,.001,.001,
LKE,-,.187,2.530,-,-,-,-.11,-,-,-,-,,Lake Res,-,.006,-,.003,-,.006,.006,+1.85,.006,.002,
LKO,6766.03,664.714,789.377,.023,-,-,-.03,-,-,-,-,,Lakes Oil,-,.002,-,.002,.003,.002,.002,+1.85,.004,.001,
LMB,642.288,70.944,141.415,.012,-,-,-4.10,-,-,-,-,,Lamboo Res,-,.058,+.5,.056,.058,.058,.054,+11.28,.316,.049,
LNY,500.000,718.283,84.500,.006,-,-,-.19,-,-,-,-,,Laneway Res,-,.003,-,.002,.003,.003,.003,+1.85,.007,.002,
LAM,-,.309,.229,.024,-,-,-13.20,-,-,-,-,,Laramide Res,-,.28,-,.13,.28,.28,.28,+1.85,.42,.23,
LRS,2655.03,188.505,126.822,.005,-,-,-.91,-,-,-,-,,Latin Res,-,.007,-.1,.007,.008,.008,.007,-10.65,.036,.005,
LRSO,-,25.875,-,-,-,-,-,-,-,-,-,,  opt mar17,-,.001,-,.001,.002,.001,.001,+1.85,.002,.001,
LCD,662.878,57.623,267.236,.001,-,-,-.97,-,-,-,-,,Latitude Consolid,X,.045,+1.2,.045,.08,.046,.035,+38.21,.046,.001,
LMG,1315.45,96.919,94.235,.009,-,-,-.07,-,-,-,-,,Latrobe Magnesium,-,.008,-,.008,.01,.01,.008,+1.85,.02,.006,
LSN,-,1.080,2.610,.003,-,-,-.47,-,-,-,-,,Lawson Gold,-,.06,-,.036,.05,.06,.06,+1.85,.06,.03,
LCY,412.800,75.222,27.734,.007,-,-,-1.10,-,-,-,-,,Legacy Iron Ore,-,.005,-,.005,.006,.005,.005,+1.85,.012,.003,
LEG,2696.49,296.566,795.311,.020,-,-,-.05,-,-,-,-,,Legend Min,-,.01,-.2,.01,.011,.012,.01,-14.82,.013,.006,
LCK,608.877,29.008,7.461,.015,-,-,-12.72,-,-,-,-,,Leigh Creek Energy,-,.165,+2,.17,.18,.185,.15,+15.64,.30,.025,
LRR,-,62.812,197.000,.002,-,-,-.14,-,-,-,-,,Leopard Res,-,.001,-,-,.001,.001,.001,+1.85,.001,.001,
LML,70.615,21.235,97.504,.012,-,-,-5.41,-,-,-,-,,Lincoln Minerals,-,.043,+.3,.038,.043,.043,.04,+9.35,.061,.031,
LIO,-,2.399,2.788,.012,-,-,-.23,-,-,-,-,,Lion Energy,-,.15,-,.11,.15,.15,.15,+1.85,.27,.11,
LLO,1.298,1.687,3.219,.004,-,-,-,-,-,-,-,,Lion One Metals,-,.37,-10,.37,.405,.47,.37,-19.43,.55,.16,
LTR,1500.00,82.920,56.848,.003,-,-,-.19,-,-,-,-,,Liontown Res,-,.006,-,.006,.007,.006,.005,+1.85,.02,.004,
LNG,14473.4,696.112,919.728,.752,.36,4.15,-18.82,-,-,-,-,,Liquefied Natural,-,1.495,-13,1.49,1.50,1.685,1.41,-6.15,5.00,1.23,
LTX,262.000,10.787,32.579,.003,-,-,-.35,-,-,-,-,,Lithex Res,-,.02,-,.018,.02,.02,.02,+1.85,.035,.012,
LTXOA,-,-,4.093,-,-,-,-,-,-,-,-,,  opt dec15,-,.002,-,-,-,.002,.002,+1.85,.002,.002,
LIT,3406.78,124.663,8.919,.015,-,-,-1.57,-,-,-,-,,Lithium Aust,-,.11,+.5,.105,.11,.12,.098,+6.61,.145,.035,
LITCB,585.034,8.869,-,.002,-,-,-,-,-,-,-,,  ctg,-,.053,-1.2,.057,.06,.065,.053,-16.61,.075,.017,
LVT,2202.60,288.643,249.479,.023,-,-,-.25,-,-,-,-,,Livetiles,X,.18,-,.18,.20,.20,.18,+1.85,.21,.002,
LSR,16636.9,308.047,160.381,.014,-,-,-.46,-,-,-,-,,Lodestar Min,-,.042,+.4,.04,.043,.047,.04,+12.37,.055,.006,
LSRO,188.467,10.084,.442,-,-,-,-,-,-,-,-,,  opt mar16,-,.021,-.6,.014,.02,.027,.021,-20.38,.028,.001,
LNR,5.395,32.793,244.741,.116,15.60,.49,121.00,6.4,-,-,-,,Lonestar Res,X,7.70,-5,7.30,8.00,7.90,7.30,+1.20,17.00,4.92,
LGO,1314.96,209.595,88.872,.011,-,-,-.13,-,-,-,-,,Longreach Oil,-,.009,+.1,.008,.01,.009,.008,+14.35,.01,.001,
LOM,7105.15,196.395,1327.28,.098,-,-,-1.55,-,-,-,-,,Lucapa Diamond Co,-,.38,+.5,.38,.385,.40,.365,+3.18,.61,.15,
LYC,57456.0,2916.89,2616.93,.202,-,-,-3.82,-,-,-,-,,Lynas Corp,-,.058,-.1,.057,.058,.063,.056,+.15,.073,.03,
MLD,2248.53,134.258,74.532,.201,1.07,.81,24.00,3.6,14.50,1.66,16.76,f,MACA,-,.865,-5,.85,.865,.92,.85,-3.62,1.355,.625,
MRP,48.290,20.162,22.510,.036,-,-,-2.41,-,-,-,-,,MacPhersons Res,-,.115,+.5,.115,.12,.115,.11,+6.39,.155,.065,
MAU,-,1.621,4.211,.009,-,-,-1.31,-,-,-,-,,Magnetic Res,-,.09,-,.055,.08,.09,.09,+1.85,.115,.06,
