Warrant Market - Weekly,,,,,,,,,,,,
XAO 4574.1 at 16:41 18/6/2010  Report at 19:06 Friday 18/6/2010. Processed 20:25 Friday 18/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
BHPVOA,47.50,26/08/10,4:1,0.075,0.09,0.087,1.9,100,,,,
BHPUMH,34.00,23/09/10,4:1,1.64,1.66,1.665,7,466,,,,
BHPUMI,38.00,23/09/10,4:1,0.985,1.005,1.015,32.5,45,,,,
BHPUMJ,42.00,23/09/10,4:1,0.475,0.49,0.33,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.185,-,0.185,-2.5,100,,,,
BHPWMI,48.00,23/09/10,4:1,0.125,0.135,0.14,2,19230,,,,
BlueScope Steel Last Sale Price $2.30,,,,,,,,,,,,
BSLWOD,2.50,24/06/10,2:1,0.015,0.025,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,-,0.011,-,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.05,0.055,-,-,-,,,,
BSLWOF,2.90,26/08/10,2:1,0.029,0.034,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.19,0.205,-,-,-,,,,
Brambles Ltd Last Sale Price $5.89,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,-,0.011,0.011,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.001,0.011,-,-,-,,,,
BXBWOC,7.25,26/08/10,3:1,0.031,0.036,0.036,-,200,,,,
BXBWOD,7.75,26/08/10,3:1,0.017,0.022,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.59,,,,,,,,,,,,
CBAUMD,50.00,24/06/10,4:1,0.7,-,0.70,-,-,,,,
CBAUME,53.00,24/06/10,4:1,0.18,-,0.125,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.015,0.025,0.055,-,370,,,,
CBAVZB,56.00,24/06/10,5:1,0.028,0.04,0.095,-,-,,,,
CBAWMA,56.00,24/06/10,4:1,0.013,0.03,0.13,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.001,0.011,0.046,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.001,-,0.031,-,-,,,,
CBAUMF,60.00,24/06/10,4:1,0.001,-,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,0.001,0.019,0.001,-3.1,1450,,,,
CBAUMG,50.00,23/09/10,4:1,1.315,1.335,1.12,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.885,0.935,1.00,13.5,360,,,,
CBAWOG,54.00,23/09/10,5:1,0.495,0.5,0.52,1.5,118,,,,
CBAUMI,55.00,23/09/10,4:1,0.605,0.62,-,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.32,0.35,0.355,-,-,,,,
CBAWMI,57.00,23/09/10,4:1,0.525,0.54,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.355,0.365,0.37,-1,400,,,,
CBAWOI,59.00,23/09/10,5:1,0.2,0.205,0.245,9.5,46,,,,
Computershare Ltd Last Sale Price $11.50,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.915,0.925,-,-,-,,,,
CSL Ltd Last Sale Price $33.54,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.505,0.515,0.505,-,121,,,,
CSLUMC,37.00,23/09/10,4:1,0.205,0.21,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.37,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.51,0.525,0.405,-,-,,,,
Incitec Pivot Last Sale Price $3.06,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.315,0.325,0.315,9,140,,,,
Macq Grp Ltd Last Sale Price $44.63,,,,,,,,,,,,
MQGVZL,48.00,24/06/10,5:1,0.036,0.041,0.15,-,-,,,,
MQGWOE,49.00,24/06/10,6:1,0.018,0.038,0.16,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,-,0.05,0.088,-,-,,,,
MQGWOB,50.00,23/09/10,6:1,0.345,0.375,0.345,-2,720,,,,
MQGWOC,57.50,23/09/10,6:1,0.11,0.115,0.10,-,-,,,,
National Aust Bank Last Sale Price $25.12,,,,,,,,,,,,
NABWOF,26.50,24/06/10,4:1,0.025,0.03,0.005,-,-,,,,
NABVZC,27.00,24/06/10,4:1,0.011,0.04,-,-,-,,,,
NABWOD,28.00,24/06/10,4:1,-,0.011,0.02,-,-,,,,
NABWOE,30.00,24/06/10,4:1,-,-,0.001,-,-,,,,
NABWOG,26.00,23/09/10,4:1,0.34,0.345,0.35,1.5,70,,,,
NABWOH,28.00,23/09/10,4:1,0.175,0.18,0.17,-,-,,,,
NABWOI,30.50,23/09/10,4:1,0.067,0.072,-,-,-,,,,
NABWSA,0.00,25/03/20,1:1,-,-,-,-,-,,,,
Newcrest Min Last Sale Price $35.24,,,,,,,,,,,,
NCMVZF,34.00,24/06/10,4:1,0.38,0.405,0.41,25,300,,,,
NCMWOA,34.00,26/08/10,4:1,0.79,0.795,0.61,-,-,,,,
NCMWOB,36.50,26/08/10,4:1,0.5,0.505,0.525,15,870,,,,
NCMWOH,40.00,26/08/10,4:1,0.24,0.25,-,-,-,,,,
News Corp Last Sale Price $18.60,,,,,,,,,,,,
NWSUMB,18.00,24/06/10,4:1,0.19,-,-,-,-,,,,
NWSWMA,20.00,24/06/10,4:1,0.005,-,0.047,-,-,,,,
NWSUMC,18.00,23/09/10,4:1,0.47,0.485,-,-,-,,,,
NWSUMD,20.00,23/09/10,4:1,0.235,0.25,-,-,-,,,,
Orica Ltd Last Sale Price $26.85,,,,,,,,,,,,
ORIUMB,27.00,23/09/10,4:1,0.405,0.42,0.42,10,153,,,,
Oil Search Ltd Last Sale Price $5.86,,,,,,,,,,,,
OSHUMB,5.75,23/09/10,1:1,0.435,0.445,-,-,-,,,,
Paladin Energy Last Sale Price $4.00,,,,,,,,,,,,
PDNUMB,4.00,23/09/10,1:1,0.49,0.495,-,-,-,,,,
Qantas Airways Last Sale Price $2.45,,,,,,,,,,,,
QANUMB,2.50,24/06/10,1:1,0.035,-,-,-,-,,,,
QANUMD,2.50,23/09/10,1:1,0.2,0.21,-,-,-,,,,
QANUMC,2.75,23/09/10,1:1,0.11,0.11,0.12,1.5,49,,,,
QBE Insurance Grp Last Sale Price $18.66,,,,,,,,,,,,
QBEUMC,21.00,24/06/10,4:1,0.001,-,-,-,-,,,,
QBEUME,20.00,23/09/10,4:1,0.175,0.18,0.195,-,26,,,,
QBEUMD,21.00,23/09/10,4:1,0.105,0.11,0.135,-1.5,1550,,,,
QBEWOB,22.50,23/09/10,4:1,0.052,0.057,0.058,-1.5,273,,,,
QBEWOC,24.50,23/09/10,4:1,0.021,0.026,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $70.85,,,,,,,,,,,,
RIOUMD,60.00,24/06/10,4:1,2.71,-,2.17,-,-,,,,
RIOUME,65.00,24/06/10,4:1,1.5,-,0.95,-,-,,,,
RIOUMF,70.00,24/06/10,4:1,0.52,-,0.35,-,-,,,,
RIOVZG,70.00,24/06/10,6:1,0.365,0.39,0.435,9,400,,,,
RIOWOF,72.50,24/06/10,6:1,0.095,0.105,0.14,2.5,750,,,,
RIOUMG,75.00,24/06/10,4:1,0.079,-,-,-,-,,,,
RIOWOJ,79.00,24/06/10,6:1,0.001,0.011,0.008,-,-,,,,
RIOUMH,80.00,24/06/10,4:1,0.002,-,-,-,-,,,,
RIOWOK,86.00,24/06/10,6:1,-,0.021,0.007,-,-,,,,
RIOWMA,90.00,24/06/10,4:1,-,-,0.005,-,-,,,,
RIOWMB,95.00,24/06/10,4:1,-,-,-,-,-,,,,
RIOWOA,70.00,26/08/10,6:1,0.975,0.985,0.895,-,-,,,,
RIOWOB,77.50,26/08/10,6:1,0.475,0.48,0.45,2.5,90,,,,
RIOWOG,82.50,26/08/10,6:1,0.285,0.29,0.30,12.5,100,,,,
RIOUMI,63.00,23/09/10,4:1,2.85,2.87,2.69,-,-,,,,
RIOUMJ,65.00,23/09/10,4:1,2.51,2.54,2.20,-12,10,,,,
RIOUMK,68.00,23/09/10,4:1,2.04,2.07,-,-,-,,,,
RIOUML,72.00,23/09/10,4:1,1.535,1.55,1.52,-,320,,,,
RIOUMM,80.00,23/09/10,4:1,0.805,0.815,0.82,10.5,230,,,,
RIOWMH,95.00,23/09/10,4:1,0.175,0.18,0.19,16,357,,,,
RIOWMI,100.00,23/09/10,4:1,0.105,0.11,0.11,1.2,2009,,,,
Santos Ltd Last Sale Price $13.50,,,,,,,,,,,,
STOUMB,13.00,24/06/10,4:1,0.15,-,0.087,-,-,,,,
STOWOC,13.50,26/08/10,4:1,0.255,0.26,0.14,-,-,,,,
STOWOD,15.00,26/08/10,4:1,0.13,0.135,-,-,-,,,,
STOUMC,13.00,23/09/10,4:1,0.36,0.38,0.385,12.5,2000,,,,
STOUMD,14.00,23/09/10,4:1,0.225,0.24,-,-,-,,,,
Suncorp-Metway Last Sale Price $8.38,,,,,,,,,,,,
SUNUMC,8.00,23/09/10,4:1,0.2,0.21,-,-,-,,,,
Ten Network Hldgs Last Sale Price $1.71,,,,,,,,,,,,
TENWMH,1.75,23/09/10,1:1,0.165,0.17,-,-,-,,,,
Telstra Corp Last Sale Price $3.23,,,,,,,,,,,,
TLSWOC,3.00,24/06/10,2:1,0.115,0.125,0.10,-,-,,,,
TLSWMA,3.15,24/06/10,1:1,0.094,-,0.075,-,-,,,,
TLSWMB,3.30,24/06/10,1:1,0.036,-,-,-,-,,,,
TLSWOD,3.30,24/06/10,2:1,0.01,0.02,0.029,-,-,,,,
TLSWOE,3.10,26/08/10,2:1,0.095,0.1,-,-,-,,,,
TLSWOF,3.35,26/08/10,2:1,0.05,0.055,-,-,-,,,,
TLSUMD,2.92,23/09/10,1:1,0.4,0.42,0.24,-,-,,,,
TLSUMF,3.15,23/09/10,1:1,0.245,0.26,-,-,-,,,,
TLSWMH,3.24,23/09/10,1:1,0.195,0.21,0.11,-,-,,,,
TLSWMI,3.65,23/09/10,1:1,0.079,0.088,0.076,-,-,,,,
Toll Hldgs Ltd Last Sale Price $5.89,,,,,,,,,,,,
TOLUMC,7.00,23/09/10,1:1,0.11,-,0.145,2.5,490,,,,
Westpac Banking Last Sale Price $23.56,,,,,,,,,,,,
WBCUMD,23.00,24/06/10,4:1,0.21,-,0.225,-,-,,,,
WBCUME,25.00,24/06/10,4:1,0.018,-,-,-,-,,,,
WBCVZE,26.00,24/06/10,4:1,0.005,0.04,0.024,-,-,,,,
WBCWOF,26.50,24/06/10,4:1,-,0.025,0.006,-,-,,,,
WBCWMA,27.00,24/06/10,4:1,0.001,-,0.03,-,-,,,,
WBCWOG,28.00,24/06/10,4:1,0.001,0.025,0.01,-,-,,,,
WBCWMB,29.00,24/06/10,4:1,0.001,-,0.098,-,-,,,,
WBCWOE,30.00,24/06/10,4:1,-,-,0.035,-,-,,,,
WBCUMF,31.00,24/06/10,4:1,0.001,-,-,-,-,,,,
WBCUMG,22.00,23/09/10,4:1,0.715,0.745,0.605,-,-,,,,
WBCUMH,24.00,23/09/10,4:1,0.435,0.455,0.425,6,139,,,,
WBCWOH,24.50,23/09/10,4:1,0.345,0.35,0.26,-,-,,,,
WBCUMI,26.00,23/09/10,4:1,0.235,0.255,0.215,6.5,50,,,,
WBCWOI,26.00,23/09/10,4:1,0.21,0.23,0.20,-1.5,200,,,,
WBCWOJ,28.00,23/09/10,4:1,0.105,0.11,0.12,-,-,,,,
WBCWMH,29.00,23/09/10,4:1,0.081,0.089,0.075,-0.2,1280,,,,
WBCWMI,31.00,23/09/10,4:1,0.033,-,0.18,-,-,,,,
Wesfarmers Ltd Last Sale Price $29.24,,,,,,,,,,,,
WESWOC,30.00,26/08/10,5:1,0.255,0.26,-,-,-,,,,
WESWOA,32.00,26/08/10,5:1,0.13,0.135,0.115,-,-,,,,
WESUMB,28.00,23/09/10,4:1,0.65,0.66,0.62,-,400,,,,
WESUMC,31.00,23/09/10,4:1,0.305,0.31,0.27,2,97,,,,
WorleyParsons Ltd Last Sale Price $22.36,,,,,,,,,,,,
WORUMB,26.00,23/09/10,4:1,0.16,0.165,0.18,-,47,,,,
Woolworths Ltd Last Sale Price $27.91,,,,,,,,,,,,
WOWUMB,27.00,24/06/10,4:1,0.24,-,0.195,-,-,,,,
WOWWOB,28.50,26/08/10,4:1,0.23,0.235,-,-,-,,,,
WOWUMC,27.00,23/09/10,4:1,0.46,0.48,0.395,-,-,,,,
WOWUMD,30.00,23/09/10,4:1,0.115,0.125,-,-,-,,,,
Woodside Pet Last Sale Price $44.71,,,,,,,,,,,,
WPLUMB,42.00,24/06/10,4:1,0.695,-,0.49,-,-,,,,
WPLWOG,44.00,24/06/10,5:1,0.215,0.225,0.23,5,800,,,,
WPLVZD,45.00,24/06/10,5:1,0.165,0.19,-,-,-,,,,
WPLWMA,46.00,24/06/10,4:1,0.075,-,0.074,-,-,,,,
WPLWOH,47.50,24/06/10,5:1,0.017,0.027,0.40,-,-,,,,
WPLWOI,51.00,24/06/10,5:1,0.005,0.015,-,-,-,,,,
WPLWOA,46.00,26/08/10,5:1,0.37,0.375,0.45,-,180,,,,
WPLWOB,50.00,26/08/10,5:1,0.15,0.155,-,-,-,,,,
WPLUMC,44.00,23/09/10,4:1,0.92,0.94,0.98,-7,20,,,,
WPLWMH,45.00,23/09/10,4:1,0.79,0.805,0.495,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.61,,,,,,,,,,,,
AMPWOP,5.75,23/09/10,3:1,0.18,0.185,-,-,-,,,,
AMPWOQ,6.25,23/09/10,3:1,0.295,0.3,-,-,-,,,,
ANZ Banking Grp Last Sale Price $23.14,,,,,,,,,,,,
ANZUMP,20.00,24/06/10,4:1,0.001,-,-,-,-,,,,
ANZUMU,20.00,24/06/10,4:1,0.001,-,-,-,-,,,,
ANZWOS,20.00,24/06/10,4:1,-,0.021,0.053,-,-,,,,
ANZUMQ,22.00,24/06/10,4:1,0.027,-,-,-,-,,,,
ANZUMV,22.00,24/06/10,4:1,0.027,-,-,-,-,,,,
ANZVZR,22.00,24/06/10,4:1,0.025,0.04,0.285,-,-,,,,
ANZWOT,22.00,24/06/10,4:1,0.017,0.027,0.025,-3.6,6305,,,,
ANZUMT,24.00,24/06/10,4:1,0.25,-,-,-,-,,,,
ANZUMW,24.00,24/06/10,4:1,0.25,-,-,-,-,,,,
ANZWOU,24.00,24/06/10,4:1,0.23,0.31,0.23,-35,830,,,,
ANZUMX,26.00,24/06/10,4:1,0.7,-,-,-,-,,,,
ANZWMR,26.00,24/06/10,4:1,0.7,-,1.28,-,-,,,,
ANZWOV,20.50,23/09/10,4:1,0.175,0.2,0.185,-16,54,,,,
ANZWMV,22.00,23/09/10,4:1,0.305,0.315,-,-,-,,,,
ANZWOW,22.00,23/09/10,4:1,0.3,0.305,0.31,-,70,,,,
ANZWOX,24.00,23/09/10,4:1,0.52,0.525,-,-,-,,,,
ASX Ltd Last Sale Price $30.60,,,,,,,,,,,,
ASXUMP,32.00,23/09/10,4:1,0.7,0.72,0.815,-,-,,,,
BHP Billiton Ltd Last Sale Price $39.13,,,,,,,,,,,,
BHPWOW,31.00,24/06/10,4:1,0.001,0.011,0.076,-,-,,,,
BHPWOX,34.00,24/06/10,4:1,-,-,0.06,-,-,,,,
BHPUMP,36.00,24/06/10,4:1,0.005,-,0.18,-,-,,,,
BHPVZR,37.00,24/06/10,4:1,0.044,0.049,0.355,-,-,,,,
BHPWOY,37.00,24/06/10,4:1,0.021,0.033,0.043,-6.7,3470,,,,
BHPVOQ,38.50,24/06/10,4:1,0.081,0.12,0.081,-15.9,2670,,,,
BHPUMQ,40.00,24/06/10,4:1,0.3,-,-,-,-,,,,
BHPWOZ,40.00,24/06/10,4:1,0.36,0.365,0.34,-47,156,,,,
BHPVOP,42.00,24/06/10,4:1,0.815,0.82,1.035,-,-,,,,
BHPWMR,45.00,24/06/10,4:1,1.445,-,1.08,-,-,,,,
BHPUMT,48.00,24/06/10,4:1,2.19,-,-,-,-,,,,
BHPWOR,30.00,26/08/10,4:1,0.074,0.079,0.07,-3.5,700,,,,
BHPWOT,33.00,26/08/10,4:1,0.145,0.165,0.30,-,-,,,,
BHPWOU,36.00,26/08/10,4:1,0.315,0.355,0.555,-,-,,,,
BHPVOR,39.00,26/08/10,4:1,0.565,0.615,0.56,-21.5,1540,,,,
BHPVOS,40.50,26/08/10,4:1,0.81,0.815,-,-,-,,,,
BHPVOT,42.00,26/08/10,4:1,0.98,1.05,-,-,-,,,,
BHPUMU,34.00,23/09/10,4:1,0.305,0.315,0.51,-,-,,,,
BHPUMW,36.00,23/09/10,4:1,0.445,0.46,0.53,-,-,,,,
BHPUMV,38.00,23/09/10,4:1,0.635,0.65,0.635,-12,395,,,,
BHPWMV,40.00,23/09/10,4:1,0.875,0.89,1.725,-,-,,,,
BlueScope Steel Last Sale Price $2.30,,,,,,,,,,,,
BSLWOS,2.75,24/06/10,2:1,0.245,0.255,0.105,-,-,,,,
BSLWOQ,2.75,26/08/10,2:1,0.255,0.26,-,-,-,,,,
BSLUMP,2.00,28/10/10,1:1,0.14,0.15,-,-,-,,,,
Brambles Ltd Last Sale Price $5.89,,,,,,,,,,,,
BXBWOP,6.50,24/06/10,4:1,0.16,0.17,-,-,-,,,,
BXBWOQ,7.00,26/08/10,3:1,0.39,0.395,0.395,7.5,1840,,,,
C'wlth Bank  of Aust  Last Sale Price $52.59,,,,,,,,,,,,
CBAWOS,47.50,24/06/10,5:1,-,-,0.15,-,-,,,,
CBAWOT,51.00,24/06/10,5:1,0.033,0.059,0.047,-6.8,669,,,,
CBAUMP,53.00,24/06/10,4:1,0.33,-,0.625,-,-,,,,
CBAVZT,54.00,24/06/10,5:1,0.365,0.39,0.38,-26.5,600,,,,
CBAWOU,54.00,24/06/10,5:1,0.315,0.405,0.32,-28.5,100,,,,
CBAUMQ,56.00,24/06/10,4:1,0.88,-,1.195,-,-,,,,
CBAWMR,58.00,24/06/10,4:1,1.345,-,1.435,-,-,,,,
CBAUMT,60.00,24/06/10,4:1,1.84,-,-,-,-,,,,
CBAUMU,45.00,23/09/10,4:1,0.295,0.305,1.23,-,-,,,,
CBAWOV,48.00,23/09/10,5:1,0.45,0.485,0.44,-20.5,720,,,,
CBAUMV,50.00,23/09/10,4:1,0.725,0.765,1.47,-,-,,,,
CBAWOW,51.50,23/09/10,5:1,0.69,0.75,0.735,-,940,,,,
CBAUMW,52.00,23/09/10,4:1,0.96,0.975,-,-,-,,,,
CBAWOX,54.00,23/09/10,5:1,1,1.005,1.28,-,-,,,,
CBAWMV,55.00,23/09/10,4:1,1.4,1.42,2.75,-,-,,,,
Computershare Ltd Last Sale Price $11.50,,,,,,,,,,,,
CPUUMP,11.50,23/09/10,1:1,0.935,0.945,-,-,-,,,,
CSL Ltd Last Sale Price $33.54,,,,,,,,,,,,
CSLUMP,34.00,23/09/10,4:1,0.595,0.605,-,-,-,,,,
Incitec Pivot Last Sale Price $3.06,,,,,,,,,,,,
IPLUMP,3.00,23/09/10,1:1,0.225,0.235,-,-,-,,,,
Macq Grp Ltd Last Sale Price $44.63,,,,,,,,,,,,
MQGVZX,44.00,24/06/10,5:1,0.15,0.175,0.13,-16,1200,,,,
MQGWOR,45.00,24/06/10,6:1,0.16,0.27,0.175,-16.5,600,,,,
MQGWOP,42.50,23/09/10,6:1,0.47,0.475,0.65,-,-,,,,
MQGWOS,48.00,23/09/10,6:1,0.92,0.925,1.00,-,-,,,,
National Aust Bank Last Sale Price $25.12,,,,,,,,,,,,
NABWOS,24.00,24/06/10,4:1,0.031,0.036,0.135,-,-,,,,
NABVZT,25.00,24/06/10,4:1,0.095,0.12,0.10,-22.5,1000,,,,
NABWOT,26.50,24/06/10,4:1,0.4,0.405,0.355,-24.5,5000,,,,
NABWOU,29.00,24/06/10,4:1,1.015,1.025,1.205,-,-,,,,
NABWOV,24.00,23/09/10,4:1,0.3,0.305,0.29,-9,150,,,,
NABWOW,25.50,23/09/10,4:1,0.45,0.455,0.435,-13,1300,,,,
NABWOX,27.50,23/09/10,4:1,0.745,0.75,1.115,-,-,,,,
Newcrest Min Last Sale Price $35.24,,,,,,,,,,,,
NCMVZR,30.00,24/06/10,4:1,0.001,0.04,0.04,-,-,,,,
NCMWOP,30.00,26/08/10,4:1,0.145,0.15,0.21,-,-,,,,
NCMWOQ,33.00,26/08/10,4:1,0.335,0.34,0.325,-11,910,,,,
News Corp Last Sale Price $18.60,,,,,,,,,,,,
NWSUMP,18.00,24/06/10,4:1,0.036,-,0.035,-16.5,160,,,,
NWSWMR,20.00,24/06/10,4:1,0.34,-,0.48,-,-,,,,
NWSUMQ,18.00,23/09/10,4:1,0.285,0.295,0.53,-,-,,,,
Orica Ltd Last Sale Price $26.85,,,,,,,,,,,,
ORIUMP,26.00,23/09/10,4:1,0.255,0.265,-,-,-,,,,
Qantas Airways Last Sale Price $2.45,,,,,,,,,,,,
QANUMP,2.75,23/09/10,1:1,0.365,0.375,0.36,-,-,,,,
QBE Insurance Grp Last Sale Price $18.66,,,,,,,,,,,,
QBEWOP,21.00,26/08/10,4:1,0.76,0.765,-,-,-,,,,
QBEUMP,20.00,23/09/10,4:1,0.59,0.6,0.69,-,-,,,,
Rio Tinto Ltd Last Sale Price $70.85,,,,,,,,,,,,
RIOWOW,62.00,24/06/10,6:1,-,0.051,0.14,-,-,,,,
RIOVZX,65.00,24/06/10,6:1,0.024,0.04,-,-,-,,,,
RIOWOX,65.00,24/06/10,6:1,0.013,0.023,0.275,-,-,,,,
RIOUMP,70.00,24/06/10,4:1,0.29,-,-,-,-,,,,
RIOWOY,70.00,24/06/10,6:1,0.19,0.2,0.66,-,-,,,,
RIOUMQ,75.00,24/06/10,4:1,1.09,-,-,-,-,,,,
RIOUMT,80.00,24/06/10,4:1,2.26,-,-,-,-,,,,
RIOWMR,90.00,24/06/10,4:1,4.76,-,5.37,-,-,,,,
RIOWOP,60.00,26/08/10,6:1,0.225,0.225,0.415,-,-,,,,
RIOWOQ,66.00,26/08/10,6:1,0.485,0.485,0.87,-,-,,,,
RIOWOR,72.50,26/08/10,6:1,0.95,0.96,0.92,-109,260,,,,
RIOUMU,60.00,23/09/10,4:1,0.635,0.645,1.105,-,-,,,,
RIOUMX,63.00,23/09/10,4:1,0.83,0.845,2.90,-,-,,,,
RIOUMV,65.00,23/09/10,4:1,0.99,1,-,-,-,,,,
RIOUMY,68.00,23/09/10,4:1,1.27,1.285,-,-,-,,,,
RIOUMW,70.00,23/09/10,4:1,1.495,1.51,-,-,-,,,,
RIOWMV,72.00,23/09/10,4:1,1.75,1.765,1.73,-,190,,,,
Santos Ltd Last Sale Price $13.50,,,,,,,,,,,,
STOWOP,13.00,26/08/10,4:1,0.175,0.18,0.38,-,-,,,,
STOUMP,13.00,23/09/10,4:1,0.24,0.255,0.26,-,1000,,,,
Suncorp-Metway Last Sale Price $8.38,,,,,,,,,,,,
SUNUMP,8.00,23/09/10,4:1,0.115,0.125,-,-,-,,,,
Telstra Corp Last Sale Price $3.23,,,,,,,,,,,,
TLSWMR,3.01,24/06/10,1:1,0.001,-,0.13,-,-,,,,
TLSWOR,3.20,24/06/10,2:1,0.034,0.044,0.185,-,-,,,,
TLSWMS,3.30,24/06/10,1:1,0.07,-,0.385,-,-,,,,
TLSWOS,3.00,26/08/10,2:1,0.067,0.072,0.087,-,200,,,,
TLSWMV,2.92,23/09/10,1:1,0.125,0.135,-,-,-,,,,
TLSUMP,3.15,23/09/10,1:1,0.215,0.23,-,-,-,,,,
