Warrant Market - Weekly,,,,,,,,,,,,
XAO 4507.4 at 16:37 7/5/2010  Report at 19:06 Friday 7/5/2010. Processed 15:05 Sunday 9/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
NABVZP,26.00,27/05/10,4:1,0.385,-,0.079,-5.1,100,,,,
NABWOS,24.00,24/06/10,4:1,0.001,8.01,0.25,-,1659,,,,
NABWOT,26.50,24/06/10,4:1,0.001,4.01,0.725,53,7853,,,,
NABWOU,29.00,24/06/10,4:1,0.001,4.01,-,-,-,,,,
Newcrest Min Last Sale Price $31.49,,,,,,,,,,,,
NCMWOT,29.00,27/05/10,4:1,0.001,4.01,0.15,-,-,,,,
NCMVZQ,30.00,27/05/10,4:1,0.09,-,-,-,-,,,,
NCMWOU,32.50,27/05/10,4:1,0.001,4.01,-,-,-,,,,
NCMUMR,35.00,27/05/10,4:1,0.935,-,0.365,-,-,,,,
News Corp Last Sale Price $18.61,,,,,,,,,,,,
NWSUMR,21.00,27/05/10,4:1,0.6,-,-,-,-,,,,
NWSWMR,20.00,24/06/10,4:1,0.425,0.565,0.38,9,100,,,,
Orica Ltd Last Sale Price $26.30,,,,,,,,,,,,
ORIUMR,27.00,27/05/10,4:1,0.34,-,0.27,-,-,,,,
Qantas Airways Last Sale Price $2.53,,,,,,,,,,,,
QANUMR,3.00,27/05/10,1:1,0.44,0.535,0.215,-,90,,,,
QBE Insurance Grp Last Sale Price $20.51,,,,,,,,,,,,
QBEWOT,21.00,27/05/10,4:1,0.001,4.01,0.29,-,-,,,,
QBEUMR,22.00,27/05/10,4:1,0.345,-,-,-,-,,,,
QBEWOU,23.00,27/05/10,4:1,0.001,4.01,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $64.98,,,,,,,,,,,,
RIOVZR,72.00,27/05/10,6:1,1.2,-,0.74,26,420,,,,
RIOUMR,80.00,27/05/10,4:1,3.54,-,0.915,-,-,,,,
RIOUMS,85.00,27/05/10,4:1,4.77,-,-,-,-,,,,
RIOWOW,62.00,24/06/10,6:1,0.001,2.01,0.375,23.5,202,,,,
RIOWOX,65.00,24/06/10,6:1,0.001,2.01,0.335,-,-,,,,
RIOWOY,70.00,24/06/10,6:1,0.09,2.09,0.855,35,376,,,,
RIOWMR,90.00,24/06/10,4:1,6,-,5.37,261,45,,,,
RIOWMV,95.00,23/09/10,4:1,7.43,7.6,-,-,-,,,,
Santos Ltd Last Sale Price $12.55,,,,,,,,,,,,
STOUMR,15.00,27/05/10,4:1,0.575,-,-,-,-,,,,
Suncorp-Metway Last Sale Price $8.19,,,,,,,,,,,,
SUNUMR,9.00,27/05/10,4:1,0.17,-,-,-,-,,,,
Telstra Corp Last Sale Price $3.00,,,,,,,,,,,,
TLSUMR,3.01,27/05/10,1:1,0.086,-,-,-,-,,,,
TLSUMS,3.15,27/05/10,1:1,0.16,-,-,-,-,,,,
TLSWMR,3.01,24/06/10,1:1,0.13,0.14,0.13,1.5,200,,,,
TLSWOR,3.20,24/06/10,2:1,0.001,1.005,0.185,-,-,,,,
TLSWMS,3.30,24/06/10,1:1,0.31,0.33,0.24,-,-,,,,
TLSWMV,2.92,23/09/10,1:1,0.235,0.25,-,-,-,,,,
Toll Hldgs Ltd Last Sale Price $6.76,,,,,,,,,,,,
TOLUMR,7.50,27/05/10,1:1,0.685,-,-,-,-,,,,
Westpac Banking Last Sale Price $24.17,,,,,,,,,,,,
WBCVZS,25.50,27/05/10,4:1,0.505,-,0.355,21.5,99,,,,
WBCUMR,28.00,27/05/10,4:1,1.055,-,0.31,-,-,,,,
WBCUMS,30.00,27/05/10,4:1,1.55,-,1.385,40.5,100,,,,
WBCWOS,22.50,24/06/10,4:1,0.001,6.01,0.165,11.9,3438,,,,
WBCWOT,24.50,24/06/10,4:1,0.001,6.01,0.365,26.5,1788,,,,
WBCWOU,26.50,24/06/10,4:1,0.001,4.01,0.575,27,830,,,,
WBCWMR,29.00,24/06/10,4:1,1.31,1.39,0.71,-,-,,,,
WBCWMV,31.00,23/09/10,4:1,1.785,1.86,1.535,-,600,,,,
Wesfarmers Ltd Last Sale Price $27.95,,,,,,,,,,,,
WESUMR,31.00,27/05/10,4:1,0.595,-,0.81,26.5,331,,,,
WorleyParsons Ltd Last Sale Price $24.78,,,,,,,,,,,,
WORUMR,27.00,27/05/10,4:1,0.575,-,-,-,-,,,,
Woolworths Ltd Last Sale Price $26.94,,,,,,,,,,,,
WOWWOP,25.50,27/05/10,4:1,0.001,4.01,0.046,-,-,,,,
WOWUMR,28.00,27/05/10,4:1,0.205,-,0.58,-,-,,,,
Woodside Pet Last Sale Price $43.08,,,,,,,,,,,,
WPLVZR,44.00,27/05/10,5:1,0.355,0.455,0.245,3.5,1000,,,,
WPLUMR,47.00,27/05/10,4:1,0.925,-,-,-,-,,,,
WPLWOR,41.00,24/06/10,5:1,0.001,2.01,0.18,-,-,,,,
WPLWOU,45.00,24/06/10,5:1,0.001,2.01,0.365,3.5,300,,,,
WPLWMR,46.00,24/06/10,4:1,0.855,0.945,0.54,-,-,,,,
WPLWOV,49.00,24/06/10,5:1,0.19,2.19,0.79,-,-,,,,
WPLWMV,48.00,23/09/10,4:1,1.545,1.635,-,-,-,,,,
Basket Call Warrants ,,,,,,,,,,,,
Equity Endowment Warrants ,,,,,,,,,,,,
ANZ Banking Grp Last Sale Price $21.90,,,,,,,,,,,,
ANZEEA,5.63,15/02/12,1:1,16.39,-,17.66,-55,15,,,,
C'wlth Bank  of Aust  Last Sale Price $53.00,,,,,,,,,,,,
CBAEEA,10.45,15/02/12,1:1,42.6,-,47.57,-,-,,,,
National Aust Bank Last Sale Price $24.58,,,,,,,,,,,,
NABEEA,19.02,15/02/12,1:1,5.33,-,8.85,-,-,,,,
Telecom Corp Last Sale Price $1.70,,,,,,,,,,,,
TELEEA,1.51,15/02/12,1:1,0.195,-,0.28,-,-,,,,
Telstra Corp Last Sale Price $3.00,,,,,,,,,,,,
TLSEEA,2.16,02/10/12,1:1,0.95,-,1.27,-,-,,,,
Westpac Banking Last Sale Price $24.17,,,,,,,,,,,,
WBCEEA,4.51,15/02/12,1:1,19.62,-,22.64,-,-,,,,
Equity Installment Warrants ,,,,,,,,,,,,
Alinta Energy Grp Last Sale Price $0.05,,,,,,,,,,,,
AEJJMG,1.49,30/06/10,1:1,0.004,-,-,-,-,,,,
AEJSMW,1.94,29/06/12,1:1,0.009,-,-,-,-,,,,
APN European Retail Last Sale Price $0.03,,,,,,,,,,,,
AEZSZC,0.75,30/06/17,1:1,0.014,-,0.022,-,-,,,,
Aust Foundation Last Sale Price $4.80,,,,,,,,,,,,
AFISMW,3.17,29/06/12,1:1,1.73,-,1.805,-,-,,,,
AFISZB,2.36,30/06/16,1:1,2.64,-,3.05,-,-,,,,
AGL Energy Ltd Last Sale Price $14.69,,,,,,,,,,,,
AGKIYH,11.50,14/05/10,1:1,3.22,3.47,3.61,-,-,,,,
AGKIMC,7.50,19/05/10,1:1,7.2,-,6.62,-,-,,,,
AGKIMD,11.00,19/05/10,1:1,3.71,-,3.97,10,10,,,,
AGKISI,9.25,25/05/10,1:1,5.38,-,-,-,-,,,,
AGKIZQ,8.00,15/06/10,1:1,6.73,6.78,7.10,-,-,,,,
AGKIOA,7.00,23/06/10,1:1,7.79,7.81,8.27,-,-,,,,
AGKSSR,7.03,30/06/10,1:1,7.66,7.67,7.94,-9,49,,,,
AGKJMG,8.33,30/06/10,1:1,6.63,-,7.00,-,-,,,,
AGKJMH,11.00,30/06/10,1:1,3.97,3.98,3.88,-,-,,,,
AGKIMF,6.75,17/11/10,1:1,8.31,8.32,8.98,-,-,,,,
AGKIMG,10.00,17/11/10,1:1,5.18,5.19,5.43,-,-,,,,
AGKIZR,7.60,03/06/11,1:1,8.13,8.18,-,-,-,,,,
AGKIZZ,7.60,03/06/11,1:1,8.13,8.18,8.04,-,-,,,,
AGKIOD,10.00,17/06/11,1:1,5.98,6,5.83,-58,85,,,,
AGKIOO,8.00,15/12/11,1:1,7.86,7.88,8.13,-,-,,,,
AGKSMW,9.89,29/06/12,1:1,4.95,-,5.84,-,-,,,,
AGKSMA,6.84,28/06/13,1:1,7.95,-,6.87,-,-,,,,
AGKSOC,6.78,26/06/14,1:1,8.62,8.64,8.50,-,-,,,,
AGKSMC,7.50,30/06/15,1:1,8.65,8.66,-,-,-,,,,
AGKSWB,0.18,30/06/16,1:1,14.43,-,14.43,-,-,,,,
AGKSZB,3.15,30/06/16,1:1,11.56,-,12.15,-,-,,,,
AGKSZC,7.31,30/06/17,1:1,8.36,-,8.05,-,-,,,,
AGKSMY,10.54,30/06/17,1:1,4.35,-,5.68,-,-,,,,
AGKSZX,8.11,04/02/19,1:1,6.55,6.61,6.74,-46,33,,,,
Auckland Airport Last Sale Price $1.54,,,,,,,,,,,,
AIASMV,1.01,30/06/11,1:1,0.56,-,1.37,-,-,,,,
Asciano Grp Last Sale Price $1.60,,,,,,,,,,,,
AIOJMG,1.00,30/06/10,1:1,0.685,0.695,0.765,-,-,,,,
AIOJMH,1.30,30/06/10,1:1,0.46,0.47,0.56,-,-,,,,
AIOIOO,1.00,15/12/11,1:1,0.86,0.88,1.205,-,-,,,,
AIOSOA,6.10,28/06/12,1:1,0.29,0.31,0.32,-,-,,,,
AIOSMW,4.95,29/06/12,1:1,0.06,-,0.066,-,-,,,,
AIOSOB,2.18,27/06/13,1:1,0.805,0.825,1.11,-,-,,,,
AIOSMA,3.36,28/06/13,1:1,0.125,-,0.21,-,-,,,,
AIOSSA,5.39,30/06/14,1:1,0.555,-,0.745,-,-,,,,
AIOSSB,3.02,30/06/15,1:1,0.695,-,0.98,-,-,,,,
AIOSZC,7.72,30/06/17,1:1,0.83,-,0.965,-,-,,,,
Aristocrat Leisure Last Sale Price $4.11,,,,,,,,,,,,
ALLIOA,5.00,23/06/10,1:1,0.1,0.12,0.435,-,-,,,,
ALLJMG,3.00,30/06/10,1:1,1.21,1.22,4.40,-,-,,,,
ALLJMH,4.25,30/06/10,1:1,0.345,0.355,0.84,-,-,,,,
ALLMMI,6.48,30/06/10,1:1,0.01,-,-,-,-,,,,
ALLIMF,2.50,17/11/10,1:1,1.855,1.865,2.15,-,-,,,,
ALLIMG,3.50,17/11/10,1:1,1.16,1.17,1.48,-,-,,,,
ALLIOD,2.50,17/06/11,1:1,2.03,2.05,1.845,-,-,,,,
ALLSMV,7.61,30/06/11,1:1,0.125,-,0.30,-,-,,,,
ALLIOO,3.00,15/12/11,1:1,1.865,1.885,-,-,-,,,,
ALLSOA,8.04,28/06/12,1:1,0.995,1.015,1.305,-,-,,,,
ALLSMW,10.98,29/06/12,1:1,0.19,-,0.255,-,-,,,,
ALLSMA,5.77,28/06/13,1:1,0.71,-,-,-,-,,,,
ALLSSA,8.50,30/06/14,1:1,1.1,-,1.085,-,-,,,,
ALLSZC,9.13,30/06/17,1:1,1.59,-,1.43,-,-,,,,
