Warrant Market - Weekly
"Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,
Equity Call Warrants,
TAHSZX,0.20,04/02/19,1:1,4.38,-,4.29,-,-,
TAHJOQ,2.43,30/05/19,1:1,2.14,2.15,2.54,-,-,
TAHJOP,3.28,30/05/19,1:1,1.285,1.295,1.41,-,-,
TAHSO1,1.84,06/12/19,1:1,2.72,2.73,2.64,-,-,
TAHSOG,1.43,13/12/19,1:1,3.24,3.25,3.29,-,-,
TAHJOF,2.99,14/04/20,1:1,1.58,1.59,2.00,-,-,
TAHSWR,2.65,30/06/20,1:1,2.85,2.86,2.94,-,-,
TAHSRX,0.61,06/08/21,1:1,3.97,-,2.39,-,-,
TAHSRW,0.97,06/08/21,1:1,3.61,-,3.49,-,-,

Transurban Grp Last Sale Price $9.74,
TCLIYB,5.25,22/03/16,1:1,4.58,-,4.44,-,-,
TCLISI,4.20,08/06/16,1:1,5.69,5.70,-,-,-,
TCLSSA,4.63,08/06/16,1:1,5.31,5.32,-,-,-,
TCLSOE,1.68,23/06/16,1:1,8.14,8.15,7.54,-,-,
TCLISQ,8.45,24/06/16,1:1,2.29,2.39,-,-,-,
TCLSWB,1.44,30/06/16,1:1,6.57,-,8.38,-,-,
TCLSWG,1.90,30/06/16,1:1,7.97,7.99,6.26,-,-,
TCLSZB,2.74,30/06/16,1:1,7.11,-,7.16,-,-,
TCLSMX,3.40,30/06/16,1:1,6.44,-,4.11,-,-,
TCLSSN,9.91,30/06/16,1:1,.82,.83,-,-,-,
TCLSSP,9.91,30/06/16,1:1,.80,.81,.92,-,-,
TCLSSM,10.49,30/06/16,1:1,.635,.645,.63,-,-,
TCLSMY,5.18,30/06/17,1:1,4.73,-,4.92,-,-,
TCLJOJ,3.97,31/05/18,1:1,5.77,5.78,5.54,-,-,
TCLJOK,5.58,31/05/18,1:1,4.15,4.16,4.26,-,-,
TCLSMB,3.70,29/06/18,1:1,6.15,-,3.39,-,-,
TCLSZW,2.43,04/02/19,1:1,7.33,-,4.02,-,-,
TCLJOE,6.38,14/04/20,1:1,3.36,3.37,3.13,-,-,
TCLSOH,6.15,23/06/20,1:1,4.54,4.55,4.60,-,-,
TCLSWR,5.29,30/06/20,1:1,5.77,5.79,5.61,-,-,
TCLSRW,2.43,06/08/21,1:1,7.33,-,4.47,-,-,

Ten Network Hldgs Last Sale Price $0.20,
TENSWB,2.22,30/06/16,1:1,.01,-,-,-,-,

Telstra Corp Last Sale Price $5.65,
TLSISZ,6.65,21/09/15,1:1,-,.007,-,-,-,
TLSIRK,3.50,24/09/15,1:1,2.13,-,2.36,-,-,
TLSIO2,2.60,06/11/15,1:1,3.11,3.12,3.66,-,-,
TLSJOI,3.28,26/11/15,1:1,2.37,2.38,2.60,-,-,
TLSIOV,3.25,15/12/15,1:1,2.48,2.49,2.57,-,-,
TLSIOZ,4.10,15/12/15,1:1,1.64,1.65,1.585,-21.5,50,
TLSJRA,2.88,16/12/15,1:1,2.74,-,2.53,-,-,
TLSJRB,3.31,16/12/15,1:1,2.31,-,2.28,-,-,
TLSJRC,4.16,16/12/15,1:1,1.47,-,1.70,-,-,
TLSSWQ,4.41,04/03/16,1:1,1.35,1.37,1.26,-27,15,
TLSSOC,4.45,04/03/16,1:1,1.31,1.32,-,-,-,
TLSISA,6.00,31/03/16,1:1,.37,.38,.45,-,-,
TLSIO1,3.20,06/05/16,1:1,2.63,2.64,2.62,-,-,
TLSIOL,3.70,20/05/16,1:1,2.17,2.18,2.30,-,-,
TLSIOM,5.25,20/05/16,1:1,.96,.97,.925,-6.5,169,
TLSISI,2.84,08/06/16,1:1,2.89,2.90,2.96,-,-,
TLSSSA,3.09,08/06/16,1:1,2.67,2.68,2.60,-,-,
TLSIYZ,5.75,15/06/16,1:1,.535,-,1.17,-,-,
TLSSSW,6.48,15/06/16,1:1,.25,.32,.62,-,-,
TLSIYE,2.65,21/06/16,1:1,3.09,-,3.88,-,-,
TLSIYF,3.70,21/06/16,1:1,2.09,-,2.75,-,-,
TLSIYG,4.51,21/06/16,1:1,1.355,-,2.10,-,-,
TLSIYH,5.41,21/06/16,1:1,.67,-,1.13,-,-,
TLSSOE,0.36,23/06/16,1:1,5.29,5.30,4.45,-,-,
TLSSOF,0.76,23/06/16,1:1,4.91,4.92,4.84,-,-,
TLSSSR,0.83,24/06/16,1:1,4.83,4.84,5.20,-,-,
TLSSSU,2.00,24/06/16,1:1,3.72,3.73,4.15,-,-,
TLSISN,4.97,24/06/16,1:1,1.005,1.065,-,-,-,
TLSISQ,5.71,24/06/16,1:1,.93,.995,-,-,-,
TLSSOB,5.83,24/06/16,1:1,.57,.58,-,-,-,
TLSSWS,5.38,29/06/16,1:1,.74,.76,.72,-59,140,
TLSSWG,0.34,30/06/16,1:1,5.33,5.35,5.99,-,-,
TLSSWD,1.24,30/06/16,1:1,3.30,-,4.84,-,-,
TLSSMX,1.29,30/06/16,1:1,4.39,-,3.83,-,-,
TLSSSN,6.34,30/06/16,1:1,.30,.31,-,-,-,
TLSSSP,6.34,30/06/16,1:1,.275,.285,.375,-,-,
TLSSSM,6.42,30/06/16,1:1,.26,.27,.44,-,-,
TLSIWF,4.52,31/08/16,1:1,1.47,1.49,1.45,+1,300,
TLSJOC,2.34,22/06/17,1:1,3.30,3.31,3.35,-,-,
TLSSWJ,1.03,30/06/17,1:1,4.70,4.71,4.74,-,-,
TLSSZZ,1.60,30/06/17,1:1,4.08,-,4.69,-,-,
TLSSZM,1.71,30/06/17,1:1,4.00,-,4.51,-,-,
TLSSWK,2.12,30/06/17,1:1,3.66,3.68,3.84,-,-,
TLSJOH,3.67,12/12/17,1:1,1.975,1.985,2.11,-,-,
TLSJOJ,2.87,31/05/18,1:1,2.77,2.78,2.75,-,-,
TLSJOK,4.03,31/05/18,1:1,1.615,1.625,1.635,-,-,
TLSSZW,0.43,04/02/19,1:1,5.20,-,5.15,-,-,
TLSSZX,0.81,04/02/19,1:1,4.81,-,4.75,-23,500,
TLSJOQ,4.56,30/05/19,1:1,1.08,1.09,1.02,-,-,
TLSSO1,3.06,06/12/19,1:1,2.58,2.59,2.82,-,-,
TLSSOG,2.70,13/12/19,1:1,3.11,3.12,3.39,-,-,
TLSJOF,3.86,14/04/20,1:1,1.785,1.795,1.765,-,-,
TLSJOE,4.32,14/04/20,1:1,1.32,1.33,1.285,-5,1500,
TLSJOL,4.71,14/04/20,1:1,.94,.95,.85,-3.5,690,
TLSJOG,4.86,14/04/20,1:1,.785,.795,.80,-,-,
TLSJOD,4.91,14/04/20,1:1,.735,.745,.64,-3,3400,
TLSSOH,3.55,23/06/20,1:1,2.54,2.55,-,-,-,
TLSSWR,3.52,30/06/20,1:1,2.95,2.97,2.98,-,-,
TLSSRX,0.38,06/08/21,1:1,5.25,-,5.12,-60,4,
TLSSRT,0.81,06/08/21,1:1,4.81,-,5.35,-,-,

Technology One Last Sale Price $3.76,
TNESO1,2.14,14/04/20,1:1,1.615,1.625,1.40,-,-,

Transfield Services Last Sale Price $1.00,
TSEJOA,0.65,26/11/15,1:1,.345,.355,.785,-,-,
TSEJOP,0.76,30/05/19,1:1,.235,.245,.225,-,-,
TSEJOU,0.55,14/04/20,1:1,.44,.45,-,-,-,
TSEJOE,0.67,14/04/20,1:1,.325,.335,-,-,-,

Tatts Grp Last Sale Price $3.61,
TTSIOV,2.05,15/12/15,1:1,1.615,1.625,2.02,-,-,
TTSISI,1.63,08/06/16,1:1,2.04,2.05,2.37,-,-,
TTSSSA,1.79,08/06/16,1:1,1.895,1.905,2.23,-,-,
TTSSZX,0.84,04/02/19,1:1,2.77,-,3.06,-,-,
TTSJOP,2.15,30/05/19,1:1,1.455,1.465,1.09,-,-,
TTSSO1,2.10,05/03/20,1:1,1.50,1.51,-,-,-,
TTSJOF,2.22,14/04/20,1:1,1.385,1.395,-,-,-,
TTSJOE,3.02,14/04/20,1:1,.58,.59,.58,-,-,

Treasury Wine Last Sale Price $6.22,
TWEISI,2.21,08/06/16,1:1,4.08,4.09,-,-,-,
TWESSA,2.52,08/06/16,1:1,3.80,3.81,3.10,-,-,

UGL Last Sale Price $2.07,
UGLSWB,2.81,30/06/16,1:1,.01,-,6.30,-,-,
UGLSWG,3.67,30/06/16,1:1,.29,.30,.51,-,-,
UGLSMB,6.20,29/06/18,1:1,.085,-,.985,-,-,
UGLSWR,0.78,30/06/20,1:1,1.62,1.64,-,-,-,

Vngd Aust Shares Last Sale Price $66.71,
VASSOB,61.47,24/06/16,1:1,8.87,9.14,7.81,-,-,
VASSO1,38.25,05/03/20,1:1,27.92,28.28,31.20,-,-,
VASSOA,38.71,15/06/20,1:1,32.04,32.10,31.88,+54,10,
VASSOC,61.47,15/06/20,1:1,17.30,-,-,-,-,

Veda Grp Last Sale Price $2.62,
VEDSSO,2.35,28/06/16,1:1,.395,.425,.375,-,200,

Vngd All-World ex-US Last Sale Price $62.40,
VEUSOD,67.14,23/06/16,1:1,5.49,5.56,-,-,-,
VEUSOB,55.62,24/06/16,1:1,11.58,11.71,13.38,-,-,
VEUSOG,31.82,13/12/19,1:1,33.98,34.13,35.02,-,-,
VEUSOC,55.62,15/06/20,1:1,22.05,22.15,-,-,-,

Vngd Aust High Yield Last Sale Price $59.26,
VHYSOB,56.40,24/06/16,1:1,8.14,8.22,12.37,-,-,
VHYSOG,31.44,13/12/19,1:1,31.30,31.40,31.94,-,-,
VHYSO1,33.68,05/03/20,1:1,25.49,25.60,-,-,-,
VHYSOA,34.17,15/06/20,1:1,29.72,29.82,29.75,+45,11,
VHYSOC,56.40,15/06/20,1:1,18.29,18.35,-,-,-,

Virtus Health Last Sale Price $5.29,
VRTJOT,2.76,14/04/20,1:1,2.52,2.53,2.63,-,-,
VRTJOU,3.32,14/04/20,1:1,1.97,1.98,-,-,-,
VRTJOE,3.87,14/04/20,1:1,1.415,1.425,1.59,-,-,

Vngd US Total Market Last Sale Price $143.41,
VTSSOB,119.23,24/06/16,1:1,32.95,32.96,32.29,-,-,
VTSSOG,64.24,13/12/19,1:1,85.73,85.74,86.17,-,-,
VTSSOC,119.23,15/06/20,1:1,55.72,55.73,-,-,-,

Westpac Banking Last Sale Price $31.75,
WBCIO2,16.00,06/11/15,1:1,16.09,16.10,18.66,-,-,
WBCIOV,21.00,15/12/15,1:1,11.14,11.15,11.22,-,-,
WBCIOZ,27.50,15/12/15,1:1,5.23,5.24,4.80,+12,5,
WBCISZ,39.75,15/12/15,1:1,1.19,1.20,1.185,-6.5,51,
WBCJRA,17.26,16/12/15,1:1,14.36,-,19.27,-,-,
WBCJRC,25.77,16/12/15,1:1,5.85,-,11.45,-,-,
WBCISY,35.50,17/12/15,1:1,1.395,1.405,1.71,-,-,
WBCSOC,23.50,04/03/16,1:1,9.05,-,-,-,-,
WBCSSQ,40.08,01/04/16,1:1,.81,.82,1.52,-,-,
WBCIO1,19.50,06/05/16,1:1,13.60,13.61,-,-,-,
WBCIOL,33.50,20/05/16,1:1,4.51,4.52,4.24,-,-,
WBCISA,31.55,31/05/16,1:1,4.16,4.17,4.25,-,-,
WBCISI,17.18,08/06/16,1:1,15.15,15.16,14.50,+5,80,
WBCSSA,18.94,08/06/16,1:1,13.59,13.60,12.00,-,-,
WBCIYZ,30.00,15/06/16,1:1,4.83,-,5.27,-,-,
WBCSSW,37.21,15/06/16,1:1,1.76,2.11,2.65,-,-,
WBCIYE,15.84,21/06/16,1:1,16.56,-,19.52,-,-,
WBCIYF,21.84,21/06/16,1:1,10.98,-,14.02,-,-,
WBCIYG,28.59,21/06/16,1:1,5.69,-,4.95,-,-,
WBCSOE,4.91,23/06/16,1:1,27.10,27.11,12.63,-,-,
WBCSOF,8.28,23/06/16,1:1,23.87,23.88,23.27,-,-,
WBCSSS,10.38,24/06/16,1:1,21.68,21.69,27.73,-,-,
WBCSST,15.36,24/06/16,1:1,16.94,16.95,17.10,-,-,
WBCISN,30.37,24/06/16,1:1,5.22,5.51,-,-,-,
WBCSOB,31.77,24/06/16,1:1,4.22,4.23,-,-,-,
WBCISQ,37.56,24/06/16,1:1,5.15,5.53,-,-,-,
WBCSSO,35.49,28/06/16,1:1,1.915,2.21,-,-,-,
WBCSWB,1.62,30/06/16,1:1,24.98,-,33.03,-,-,
WBCSZZ,5.98,30/06/16,1:1,25.83,-,26.38,-,-,
WBCSZB,7.48,30/06/16,1:1,24.39,-,25.19,-,-,
WBCSMX,8.98,30/06/16,1:1,22.77,-,29.52,-,-,
WBCSWD,12.16,30/06/16,1:1,14.58,-,20.37,-,-,
WBCSSN,34.85,30/06/16,1:1,2.31,2.32,-,-,-,
WBCSSP,34.85,30/06/16,1:1,2.17,2.18,2.53,-,-,
WBCSSM,35.54,30/06/16,1:1,2.03,2.04,2.46,-,-,
WBCJOC,13.70,22/06/17,1:1,18.05,18.06,17.35,-,-,
WBCSMY,10.87,30/06/17,1:1,20.95,-,23.33,-,-,
WBCSZC,16.12,30/06/17,1:1,16.24,-,22.65,-,-,
WBCJOH,21.78,12/12/17,1:1,9.98,9.99,8.84,-138,120,
WBCJOJ,17.08,31/05/18,1:1,14.67,14.68,13.95,-38,14,
WBCJOK,23.96,31/05/18,1:1,7.80,7.81,6.90,-39,16,
WBCSZD,4.98,28/06/18,1:1,26.79,-,27.54,-,-,
WBCSMB,10.38,29/06/18,1:1,21.43,-,28.54,-,-,
WBCSZX,0.31,04/02/19,1:1,31.29,-,32.38,-,-,
WBCSZW,4.17,04/02/19,1:1,27.44,-,27.81,-,-,
WBCSZU,7.33,04/02/19,1:1,24.28,-,23.95,-,-,
WBCSZV,10.54,04/02/19,1:1,21.07,-,22.53,-,-,
WBCSO1,18.25,06/12/19,1:1,13.50,13.51,13.70,-,-,
WBCSOG,16.57,13/12/19,1:1,16.94,16.95,16.28,-,-,
WBCJOT,16.07,14/04/20,1:1,15.68,15.69,-,-,-,
WBCJOF,26.41,14/04/20,1:1,5.35,5.36,4.13,-40,20,
WBCSOH,19.06,23/06/20,1:1,16.12,16.13,17.63,-,-,
WBCSRX,4.48,06/08/21,1:1,27.13,-,29.90,-,-,
WBCSRU,7.33,06/08/21,1:1,24.28,-,22.42,-,-,
WBCSRV,10.54,06/08/21,1:1,21.07,-,28.42,-,-,

Wesfarmers Last Sale Price $39.20,
WESISZ,44.75,21/09/15,1:1,.005,.015,-,-,-,
WESIO2,19.57,06/11/15,1:1,20.07,20.08,-,-,-,
WESIOV,26.18,15/12/15,1:1,13.51,13.52,14.99,-,-,
WESIOZ,34.32,15/12/15,1:1,6.12,6.13,8.25,-,-,
WESISA,41.10,31/03/16,1:1,2.93,2.94,3.99,-,-,
WESIS2,17.91,02/05/16,1:1,22.07,22.08,-,-,-,
WESIO1,22.00,06/05/16,1:1,18.94,18.95,22.98,-,-,
WESIOL,37.50,20/05/16,1:1,6.28,6.29,6.87,-,-,
WESISI,20.95,08/06/16,1:1,19.03,19.04,19.80,-,-,
WESSSA,23.61,08/06/16,1:1,16.67,16.68,16.99,+13,10,
WESSSW,43.33,15/06/16,1:1,2.54,2.94,4.18,-,-,
WESIYE,23.41,21/06/16,1:1,16.74,-,19.72,-,-,
WESIYF,32.59,21/06/16,1:1,8.43,-,11.82,-,-,
WESSOE,7.85,23/06/16,1:1,31.76,31.77,32.13,-,-,
WESSOF,12.71,23/06/16,1:1,27.15,27.16,27.53,-,-,
WESSST,20.51,24/06/16,1:1,19.64,19.65,20.76,-,-,
WESISN,42.08,24/06/16,1:1,3.55,3.95,5.96,-,-,
WESISQ,45.20,24/06/16,1:1,5.20,5.65,-,-,-,
WESSSO,41.26,28/06/16,1:1,2.80,3.14,-,-,-,
WESSWS,35.15,29/06/16,1:1,7.27,7.29,7.70,-,-,
WESSWB,6.31,30/06/16,1:1,26.79,-,36.95,-,-,
WESSWG,11.16,30/06/16,1:1,28.82,28.84,30.01,-,-,
WESSZB,14.49,30/06/16,1:1,25.24,-,25.79,-,-,
WESSMX,17.54,30/06/16,1:1,22.20,-,22.75,-,-,
WESSWC,18.42,30/06/16,1:1,14.79,-,24.14,-,-,
WESSSN,40.31,30/06/16,1:1,3.34,3.35,-,-,-,
WESSSP,40.31,30/06/16,1:1,3.27,3.28,-,-,-,
WESSSM,41.31,30/06/16,1:1,2.99,3.00,3.01,-,-,
WESSWK,16.83,30/06/17,1:1,23.77,23.79,24.03,-,-,
WESSMY,19.06,30/06/17,1:1,20.74,-,21.22,-,-,
WESJOH,21.17,12/12/17,1:1,18.03,18.04,19.21,-,-,
WESJOI,30.62,12/12/17,1:1,8.59,8.60,9.80,-,-,
WESJOL,24.44,31/05/18,1:1,14.76,14.77,15.53,-,-,
WESJOK,32.67,31/05/18,1:1,6.55,6.56,7.25,-,-,
WESSMB,14.85,29/06/18,1:1,24.79,-,26.43,-,-,
WESSZX,0.36,04/02/19,1:1,38.87,-,41.56,-,-,
WESSZW,7.50,04/02/19,1:1,31.73,-,31.61,-151,98,
WESSZY,10.51,04/02/19,1:1,28.72,-,31.94,-,-,
WESSZV,14.88,04/02/19,1:1,24.35,-,28.35,-,-,
WESSO1,22.85,06/12/19,1:1,16.36,16.37,18.39,-,-,
WESSOG,20.56,13/12/19,1:1,21.27,21.28,21.13,-,-,
WESJOE,34.44,14/04/20,1:1,4.77,4.78,4.85,+1,3,
WESSWR,22.80,30/06/20,1:1,22.17,22.18,23.20,-,-,
WESSRX,7.07,06/08/21,1:1,32.16,-,32.44,-,-,
WESSRW,7.50,06/08/21,1:1,31.73,-,37.20,-,-,
WESSRV,14.88,06/08/21,1:1,24.35,-,26.00,-,-,
WESSRT,17.78,06/08/21,1:1,21.46,-,22.60,-,-,

Westfield Corp Last Sale Price $9.75,
WFDJOG,7.26,26/11/15,1:1,2.49,2.50,2.34,-,-,
WFDIOZ,5.00,15/12/15,1:1,4.86,4.87,-,-,-,
WFDIOV,6.25,15/12/15,1:1,3.64,3.65,-,-,-,
WFDIOL,8.50,20/05/16,1:1,2.00,2.01,-,-,-,
WFDISI,3.94,08/06/16,1:1,5.95,5.97,-,-,-,
WFDSSA,4.46,08/06/16,1:1,5.49,5.51,-,-,-,
WFDIYE,4.78,21/06/16,1:1,5.15,-,4.86,-,-,
WFDIYF,6.44,21/06/16,1:1,3.58,-,3.27,-,-,
WFDISN,8.23,24/06/16,1:1,2.17,2.27,-,-,-,
WFDSZB,1.12,30/06/16,1:1,8.63,-,8.28,-,-,
WFDSSN,9.43,30/06/16,1:1,1.12,1.13,-,-,-,
WFDSSP,9.43,30/06/16,1:1,.99,1.00,-,-,-,
WFDSSM,9.46,30/06/16,1:1,.985,.995,-,-,-,
WFDSWL,3.58,30/06/17,1:1,6.49,6.52,6.05,-,-,
WFDJOK,5.16,31/05/18,1:1,4.59,4.60,4.52,-,-,
WFDJOJ,6.94,31/05/18,1:1,2.81,2.82,2.52,-,-,
WFDSZW,0.01,04/02/19,1:1,9.75,-,8.91,-,-,
WFDSO1,4.62,06/12/19,1:1,5.12,5.13,4.85,-,-,
WFDSWR,4.96,30/06/20,1:1,6.29,6.32,5.83,-,-,
WFDSRT,0.81,06/08/21,1:1,8.96,-,8.03,-,-,

WorleyParsons Last Sale Price $6.50,
WORIOV,13.10,15/12/15,1:1,.19,.20,.19,-125.5,11,
WORISI,6.14,08/06/16,1:1,1.54,1.55,1.49,-,-,
WORSSC,6.38,08/06/16,1:1,1.30,1.31,2.40,-,-,
WORSSR,3.60,24/06/16,1:1,3.17,3.18,7.05,-,-,
WORSWG,13.87,30/06/16,1:1,.64,.67,-,-,-,
WORSWB,24.07,30/06/16,1:1,.01,-,-,-,-,
WORSZC,23.00,30/06/17,1:1,.95,-,-,-,-,
WORSMB,30.71,29/06/18,1:1,.039,-,-,-,-,
WORSWR,5.27,30/06/20,1:1,3.16,3.19,-,-,-,

Woolworths Last Sale Price $24.82,
WOWISZ,32.50,21/09/15,1:1,.002,.012,.017,-,-,
WOWIO2,16.50,06/11/15,1:1,8.63,8.64,-,-,-,
WOWJOI,21.00,26/11/15,1:1,3.83,3.84,3.89,-,-,
WOWIOV,21.00,15/12/15,1:1,4.33,4.34,5.14,-,-,
WOWIOZ,28.00,15/12/15,1:1,.70,.71,.78,-4,50,
WOWISA,26.55,31/03/16,1:1,2.04,2.05,3.99,-,-,
WOWIO1,14.50,06/05/16,1:1,11.42,11.43,11.02,-87,10,
WOWIOL,25.00,20/05/16,1:1,3.59,3.60,3.89,-,-,
WOWISI,18.42,08/06/16,1:1,7.53,7.54,10.34,-,-,
WOWSSA,21.37,08/06/16,1:1,5.33,5.34,5.17,-,-,
WOWSSW,28.77,15/06/16,1:1,1.69,1.96,3.36,-,-,
WOWIYE,18.26,21/06/16,1:1,7.56,-,11.18,-,-,
WOWIYF,26.85,21/06/16,1:1,1.875,-,3.78,-,-,
WOWSOE,9.44,23/06/16,1:1,15.87,15.88,24.48,-,-,
WOWSOF,13.48,23/06/16,1:1,12.03,12.04,14.20,-,-,
WOWSOB,25.75,23/06/16,1:1,2.91,-,-,-,-,
WOWSSR,10.90,24/06/16,1:1,14.41,14.42,17.66,-,-,
WOWSSU,16.12,24/06/16,1:1,9.61,9.62,10.96,-,-,
WOWISN,35.03,24/06/16,1:1,1.73,2.07,-,-,-,
WOWISQ,39.30,24/06/16,1:1,2.58,2.97,-,-,-,
WOWSWS,23.67,29/06/16,1:1,3.57,3.58,3.67,-,-,
WOWSWB,1.01,30/06/16,1:1,19.96,-,30.41,-,-,
WOWSWC,5.60,30/06/16,1:1,15.41,-,20.68,-,-,
WOWSMX,6.04,30/06/16,1:1,18.97,-,22.07,-,-,
WOWSZB,6.72,30/06/16,1:1,18.34,-,19.26,-,-,
WOWSWG,10.68,30/06/16,1:1,14.77,14.78,17.52,-,-,
WOWSWD,15.16,30/06/16,1:1,5.95,-,12.84,-,-,
WOWSSM,27.48,30/06/16,1:1,1.765,1.775,3.00,-,-,
WOWSSN,28.02,30/06/16,1:1,1.805,1.815,-,-,-,
WOWSSP,28.02,30/06/16,1:1,1.635,1.645,2.31,-,-,
WOWJOC,16.75,22/06/17,1:1,8.07,8.08,8.29,-,-,
WOWSWJ,11.01,30/06/17,1:1,14.64,14.66,16.03,-,-,
WOWSMY,14.02,30/06/17,1:1,11.28,-,12.72,-,-,
WOWSWL,15.82,30/06/17,1:1,10.27,10.29,9.88,-8,8,
WOWSZC,19.90,30/06/17,1:1,6.90,-,16.44,-,-,
WOWSMB,18.12,29/06/18,1:1,7.33,-,10.51,-,-,
WOWSZX,11.58,04/02/19,1:1,13.25,-,12.91,-,-,
WOWJOP,19.54,30/05/19,1:1,5.29,5.30,5.24,-,-,
WOWSO1,16.52,06/12/19,1:1,8.30,8.31,9.96,-,-,
WOWSOG,17.63,13/12/19,1:1,10.68,10.69,12.12,-,-,
WOWSO2,14.03,14/04/20,1:1,10.80,10.81,-,-,-,
WOWJOU,20.09,14/04/20,1:1,4.73,4.74,7.08,-,-,
WOWJOF,21.62,14/04/20,1:1,3.21,3.22,3.67,-,-,
WOWSOH,15.16,23/06/20,1:1,12.51,12.52,-,-,-,
WOWSWR,14.98,30/06/20,1:1,13.06,13.08,12.99,+25,10,
WOWSRX,8.77,06/08/21,1:1,16.06,-,22.98,-,-,
WOWSRT,11.58,06/08/21,1:1,13.25,-,17.10,-,-,

Woodside Petroleum Last Sale Price $29.69,
WPLISZ,35.75,21/09/15,1:1,.003,.013,.10,-,-,
WPLIO2,19.00,06/11/15,1:1,11.06,11.07,-,-,-,
WPLIOV,23.65,15/12/15,1:1,6.81,6.82,6.65,+66,40,
WPLIOZ,32.25,15/12/15,1:1,1.39,1.40,2.90,-,-,
WPLISA,35.80,31/03/16,1:1,1.83,1.84,2.54,-,-,
WPLIO1,18.00,06/05/16,1:1,13.47,13.48,-,-,-,
WPLIOL,29.50,20/05/16,1:1,4.69,4.70,3.87,-43,10,
WPLISI,20.71,08/06/16,1:1,10.60,10.63,8.85,-244,28,
WPLSSA,22.35,08/06/16,1:1,9.32,9.35,14.01,-,-,
WPLIYE,19.77,21/06/16,1:1,11.01,-,16.26,-,-,
WPLIYF,27.98,21/06/16,1:1,4.69,-,9.31,-,-,
WPLSOE,14.69,23/06/16,1:1,15.73,15.74,17.47,-,-,
WPLSOF,20.08,23/06/16,1:1,10.96,10.97,15.34,-,-,
WPLSSR,14.61,24/06/16,1:1,15.91,15.94,19.88,-,-,
WPLSSS,32.33,24/06/16,1:1,3.45,3.47,6.65,-,-,
WPLISN,37.11,24/06/16,1:1,2.46,2.82,-,-,-,
WPLSSO,36.41,28/06/16,1:1,1.685,1.98,-,-,-,
WPLSWS,31.30,29/06/16,1:1,3.59,3.61,-,-,-,
WPLSWB,8.85,30/06/16,1:1,16.25,-,20.30,-,-,
WPLSWH,15.99,30/06/16,1:1,14.76,14.80,18.49,-,-,
WPLSWG,18.43,30/06/16,1:1,12.52,12.56,12.10,-,-,
WPLSMX,26.77,30/06/16,1:1,4.72,-,9.77,-,-,
WPLSWC,27.98,30/06/16,1:1,.01,-,12.64,-,-,
WPLSZB,33.21,30/06/16,1:1,2.61,-,5.41,-,-,
WPLSSN,35.16,30/06/16,1:1,2.20,2.21,-,-,-,
WPLSSP,35.16,30/06/16,1:1,2.04,2.05,2.52,-,-,
WPLSSM,36.29,30/06/16,1:1,1.865,1.875,2.95,-,-,
WPLSWD,44.06,30/06/16,1:1,.02,-,.70,-,-,
WPLJOC,19.54,22/06/17,1:1,10.16,10.17,8.85,-126,5,
WPLSWJ,10.39,30/06/17,1:1,21.04,21.08,22.11,-,-,
WPLSMY,24.57,30/06/17,1:1,6.65,-,10.58,-,-,
WPLJOJ,21.98,31/05/18,1:1,7.71,7.72,6.50,-237,129,
WPLSMB,31.33,29/06/18,1:1,3.33,-,5.95,-,-,
WPLSZX,14.18,04/02/19,1:1,15.52,-,21.50,-,-,
WPLSZV,24.21,04/02/19,1:1,5.50,-,12.07,-,-,
WPLSO1,17.76,06/12/19,1:1,11.94,11.95,11.24,-530,5,
WPLJOT,16.07,14/04/20,1:1,13.62,13.63,11.83,-79,1,
WPLJOU,23.11,14/04/20,1:1,6.59,6.60,5.25,-,20,
WPLSWR,19.44,30/06/20,1:1,17.18,17.22,18.72,-,-,
WPLSRX,13.18,06/08/21,1:1,16.53,-,22.80,-,-,
WPLSRT,14.18,06/08/21,1:1,15.52,-,20.39,-,-,
WPLSRV,24.21,06/08/21,1:1,5.50,-,9.00,-,-,

Ymax Beta Aus20,
YM1JOA,6.80,26/11/15,1:1,3.07,3.10,3.18,-,-,
YM1JOP,6.28,30/05/19,1:1,3.59,3.62,3.71,-,-,
YM1SO1,5.65,05/03/20,1:1,4.22,4.25,-,-,-,
YM1JOT,5.02,14/04/20,1:1,4.84,4.87,-,-,-,

Basket Installment Warrants,
Basket Endowment Warrants,
Equity Capital Protection Warrants,
Basket Capital Protection Warrants,
Spread Warrants,
Barrier Call Warrants,
Aust Agriculture Last Sale Price $1.27,
AACKOA,0.82,31/12/29,1:1,.45,.46,.53,-,-,
AACKOB,1.03,31/12/29,1:1,.235,.245,.27,-,-,

Ardent Leisure Grp Last Sale Price $2.63,
AADKOC,1.68,31/12/29,1:1,.945,.955,.57,-,-,
AADKOB,2.00,31/12/29,1:1,.63,.64,.30,-,-,

Adelaide Brighton Last Sale Price $4.49,
ABCKOE,3.25,31/12/29,1:1,1.24,1.25,.81,-,-,
ABCKOA,3.52,31/12/29,1:1,.97,.98,-,-,-,

Ainsworth Game Tech Last Sale Price $2.85,
AGIKOB,1.49,31/12/29,1:1,1.36,-,1.135,-,-,
AGIKOA,2.04,31/12/29,1:1,.80,-,1.185,-,-,

