Warrant Market - Weekly
"Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,
Equity Call Warrants,
EHEKOB,4.54,31/12/29,1:1,2.19,2.20,-,-,-,
EHEKOA,5.04,31/12/29,1:1,1.695,1.705,1.725,-,-,

Fletcher Bldg Last Sale Price $6.58,
FBUKOB,4.51,31/12/29,1:1,2.07,2.08,-,-,-,
FBUKOC,5.10,31/12/29,1:1,1.48,1.49,-,-,-,
FBUKOA,5.73,31/12/29,1:1,.845,.855,1.11,-,-,

Federation Cntres Last Sale Price $2.66,
FDCKOA,1.41,31/12/29,1:1,1.245,1.255,.475,-,-,
FDCKOB,1.99,31/12/29,1:1,.665,.675,.78,-,-,

Flight Centre Travel Last Sale Price $36.80,
FLTKOB,23.73,31/12/29,1:1,13.08,13.09,11.65,-39,10,
FLTKOD,29.07,31/12/29,1:1,7.74,7.75,-,-,-,
FLTKOE,31.37,31/12/29,1:1,5.44,5.45,-,-,-,

Fortescue Metals Grp Last Sale Price $2.06,
FMGKOL,0.46,31/12/29,1:1,1.595,1.605,-,-,-,
FMGKOD,0.67,31/12/29,1:1,1.38,1.39,-,-,-,
FMGKOK,0.81,31/12/29,1:1,1.245,1.255,1.10,-,-,
FMGKOO,0.97,31/12/29,1:1,1.08,1.09,.92,-,-,
FMGKOM,1.11,31/12/29,1:1,.945,.955,.74,-,-,
FMGKOI,1.26,31/12/29,1:1,.795,.805,.59,-,-,
FMGQOA,1.39,31/12/29,1:1,.665,.675,-,-,-,
FMGKOF,1.40,31/12/29,1:1,.655,.665,.42,-,-,
FMGQOB,1.59,31/12/29,1:1,.465,.475,.485,+6,135,
FMGKOG,1.75,31/12/29,1:1,.30,.31,-,-,-,

Currency Warrant AUD/EUR,
FXEKOB,0.58,31/12/29,100:1,7.84,7.91,-,-,-,
FXEKOG,0.59,31/12/29,100:1,6.60,6.67,10.90,-,-,
FXEKOF,0.60,31/12/29,100:1,4.95,5.02,-,-,-,
FXEKOA,0.61,31/12/29,100:1,-,-,5.73,-,-,

Fairfax Media Last Sale Price $0.88,
FXJKOA,0.29,31/12/29,1:1,.575,.585,-,-,-,
FXJKOF,0.47,31/12/29,1:1,.40,.41,.525,-,-,
FXJKOD,0.62,31/12/29,1:1,.25,.26,.225,-,-,
FXJKOG,0.70,31/12/29,1:1,.165,.175,.14,-,-,

FlexiGroup Last Sale Price $2.53,
FXLKOF,1.44,31/12/29,1:1,1.085,1.095,1.05,-,-,
FXLKOA,1.90,31/12/29,1:1,.625,.635,.935,-,-,

Currency Warrant AUD/GBP,
FXPKOE,0.42,31/12/29,100:1,9.99,10.09,-,-,-,
FXPKOC,0.43,31/12/29,100:1,6.73,6.83,-,-,-,
FXPKOA,0.44,31/12/29,100:1,-,-,-,-,-,
FXPKOB,0.46,31/12/29,100:1,-,-,4.24,-,-,

Currency Warrant AUS/USD,
FXUKOM,0.58,31/12/29,100:1,19.43,-,-,-,-,
FXUQOA,0.59,31/12/29,100:1,17.78,-,5.18,-,-,
FXUKOJ,0.60,31/12/29,100:1,16.65,16.73,-,-,-,
FXUKOK,0.61,31/12/29,100:1,15.45,15.53,-,-,-,
FXUKOH,0.62,31/12/29,100:1,13.70,13.78,4.38,-,-,
FXUKOC,0.63,31/12/29,100:1,12.18,12.26,13.52,-,-,
FXUKOF,0.64,31/12/29,100:1,10.87,10.95,4.00,-,-,
FXUKOL,0.65,31/12/29,100:1,9.49,9.57,-,-,-,
FXUKOE,0.66,31/12/29,100:1,8.51,8.59,6.65,-,-,
FXUKOI,0.67,31/12/29,100:1,7.73,7.81,4.95,-,-,
FXUKOA,0.68,31/12/29,100:1,5.25,-,14.41,-,-,
FXUKOB,0.69,31/12/29,100:1,4.45,-,5.00,-,-,

Currency Warrant AUD/JPY,
FXYKOM,76.25,31/12/29,100:1,11.67,11.73,-,-,-,
FXYKOA,80.27,31/12/29,100:1,7.02,7.08,-,-,-,
FXYKOC,82.08,31/12/29,100:1,4.92,4.98,-,-,-,

Currency Warrant AUD/NZD,
FXZKOB,1.06,31/12/29,100:1,5.91,6.03,-,-,-,
FXZKOE,1.08,31/12/29,100:1,4.41,4.53,2.70,-,-,
FXZKOC,1.09,31/12/29,100:1,3.58,3.70,-,-,-,

G8 Education Last Sale Price $3.19,
GEMKOF,2.11,31/12/29,1:1,1.075,1.085,-,-,-,
GEMKOC,2.34,31/12/29,1:1,.84,.85,-,-,-,
GEMKOB,2.75,31/12/29,1:1,.44,.46,.45,-3,8190,

Genworth Mortg Ins Last Sale Price $2.56,
GMAKOA,1.09,31/12/29,1:1,1.46,1.47,-,-,-,
GMAKOB,1.70,31/12/29,1:1,.85,.86,-,-,-,

Goodman Grp Last Sale Price $5.69,
GMGKOF,4.93,31/12/29,1:1,.75,.76,1.13,-,-,
GMGKON,5.10,31/12/29,1:1,.585,.595,.64,-,-,

GrainCorp Last Sale Price $8.67,
GNCKOF,5.67,31/12/29,1:1,3.00,3.01,-,-,-,
GNCKOE,6.38,31/12/29,1:1,2.28,2.29,-,-,-,
GNCKOC,6.82,31/12/29,1:1,1.845,1.855,1.86,+2,133,
GNCKOA,7.41,31/12/29,1:1,1.25,1.26,1.70,-,-,

GPT Grp Last Sale Price $4.48,
GPTKOD,3.52,31/12/29,1:1,.96,.97,.605,-,-,
GPTKOB,3.74,31/12/29,1:1,.735,.745,.645,-,-,
GPTKOC,3.96,31/12/29,1:1,.515,.525,1.26,-,-,

GWA Grp Last Sale Price $2.66,
GWAKOB,1.50,31/12/29,1:1,1.15,1.16,-,-,-,
GWAKOA,2.00,31/12/29,1:1,.65,.66,-,-,-,

Henderson Grp Last Sale Price $5.89,
HGGKOA,4.19,31/12/29,1:1,1.695,1.705,1.25,-,-,
HGGKOD,4.62,31/12/29,1:1,1.265,1.275,1.00,-,-,

Healthscope Last Sale Price $2.57,
HSOKOD,1.50,31/12/29,1:1,1.06,1.07,-,-,-,
HSOKOC,1.84,31/12/29,1:1,.72,.73,-,-,-,
HSOKOB,2.11,31/12/29,1:1,.455,.465,.52,-,-,

Harvey Norman Last Sale Price $3.98,
HVNKOB,3.02,31/12/29,1:1,.95,.96,.50,-,-,
HVNKOA,3.26,31/12/29,1:1,.71,.72,-,-,-,
HVNKOC,3.50,31/12/29,1:1,.475,.485,.44,-,-,

Insurance Aust Grp Last Sale Price $5.00,
IAGKOB,3.67,31/12/29,1:1,1.33,1.34,1.31,-,-,
IAGKOA,3.90,31/12/29,1:1,1.095,1.105,1.07,-,-,
IAGKOC,4.29,31/12/29,1:1,.70,.71,.695,-,-,

Independence Grp Last Sale Price $3.34,
IGOKOA,2.46,18/09/15,1:1,-,-,.55,-,60,
IGOKOD,1.55,31/12/29,1:1,1.78,1.79,1.425,-,-,
IGOKOC,1.98,31/12/29,1:1,1.36,1.37,1.38,+27.5,250,

Iluka Res Last Sale Price $6.82,
ILUKOJ,5.90,18/09/15,1:1,-,-,.925,-27,50,
ILUKOA,3.28,31/12/29,1:1,3.54,3.55,1.835,-,-,
ILUKOH,4.13,31/12/29,1:1,2.69,2.70,3.49,-,-,
ILUKOB,4.71,31/12/29,1:1,2.10,2.11,1.055,-,-,
ILUKOK,5.47,31/12/29,1:1,1.345,1.355,1.30,-,-,

Incitec Pivot Last Sale Price $3.81,
IPLKOG,2.21,31/12/29,1:1,1.60,1.61,1.29,-,-,
IPLKOF,2.56,31/12/29,1:1,1.24,1.25,-,-,-,
IPLKOB,2.68,31/12/29,1:1,1.125,1.135,.925,+12,30,
IPLKOH,2.80,31/12/29,1:1,1.00,1.01,-,-,-,
IPLKOA,2.97,31/12/29,1:1,.83,.84,.69,-,-,

InvoCare Last Sale Price $11.14,
IVCKOF,8.09,31/12/29,1:1,3.05,3.06,-,-,-,
IVCKOA,8.76,31/12/29,1:1,2.38,2.39,2.89,-,-,

JB Hi-Fi Last Sale Price $18.59,
JBHKOD,5.10,31/12/29,1:1,13.49,13.50,11.23,-,-,
JBHKOF,15.24,31/12/29,1:1,3.35,3.36,3.49,-,-,
JBHKOB,15.93,31/12/29,1:1,2.67,2.68,-,-,-,
JBHKOA,16.57,31/12/29,1:1,2.03,2.04,2.09,-,-,

James Hardie Ind Last Sale Price $17.74,
JHXKOF,9.71,31/12/29,1:1,8.03,8.04,8.68,-,-,
JHXQOA,15.53,31/12/29,1:1,2.21,2.22,-,-,-,
JHXKOC,16.09,31/12/29,1:1,1.66,-,2.30,+5,5,

Karoon Gas Aust Last Sale Price $1.92,
KARKOC,1.02,31/12/29,1:1,.89,.90,-,-,-,
KARKOH,1.24,31/12/29,1:1,.67,.68,.525,-3.5,35,
KARKOB,1.45,31/12/29,1:1,.465,.475,-,-,-,

Lend Lease Grp Last Sale Price $13.20,
LLCQOA,10.96,31/12/29,1:1,2.24,2.25,2.30,+8,150,
LLCKOD,11.35,31/12/29,1:1,1.855,1.865,1.985,+16.5,153,
LLCQOC,11.59,31/12/29,1:1,1.605,1.615,2.12,-,-,
LLCQOB,11.79,31/12/29,1:1,1.41,1.42,-,-,-,

Liquefied Natural Last Sale Price $1.70,
LNGKOF,0.71,31/12/29,1:1,.985,.995,.97,-,10,
LNGKOE,1.10,31/12/29,1:1,.59,.60,.61,-,220,

Magellan Fin Grp Last Sale Price $19.01,
MFGKOD,11.07,31/12/29,1:1,7.94,7.95,-,-,-,
MFGKOC,12.09,31/12/29,1:1,6.92,6.93,5.77,-,-,
MFGKOA,14.09,31/12/29,1:1,4.92,4.93,4.99,+35,5,

Mirvac Grp Last Sale Price $1.71,
MGRKOD,1.06,31/12/29,1:1,.64,.65,-,-,-,
MGRKOB,1.33,31/12/29,1:1,.37,.38,-,-,-,
MGRKOC,1.49,31/12/29,1:1,.205,.215,.345,-,-,

Mount Gibson Iron Last Sale Price $0.17,
MGXKON,0.06,31/12/29,1:1,.105,-,.155,-,-,
MGXKOJ,0.11,31/12/29,1:1,.056,-,.17,-,-,
MGXKOK,0.15,31/12/29,1:1,-,-,-,-,-,

Mineral Resources Last Sale Price $4.42,
MINQOE,2.68,31/12/29,1:1,1.73,1.74,-,-,-,
MINKOC,3.18,31/12/29,1:1,1.23,1.24,1.195,-,-,
MINKOF,3.63,31/12/29,1:1,.78,.79,.795,-,100,

Medusa Min Last Sale Price $0.37,
MMLKOA,0.15,31/12/29,1:1,.21,.22,-,-,-,
MMLKOC,0.23,31/12/29,1:1,.13,.14,.255,-,-,
MMLKOD,0.30,31/12/29,1:1,.058,.068,.094,-1.1,100,

McMillan Shakespr Last Sale Price $13.16,
MMSKOB,3.51,31/12/29,1:1,9.65,9.66,6.29,-,-,
MMSKOA,4.21,31/12/29,1:1,8.95,8.96,6.75,-,-,
MMSKOC,4.79,31/12/29,1:1,8.37,8.38,8.04,-,-,
MMSKOE,6.05,31/12/29,1:1,7.11,7.12,7.19,-,-,

Monadelphous Grp Last Sale Price $6.50,
MNDKOF,3.53,31/12/29,1:1,2.97,2.98,2.81,-21,29,

Medibank Private Last Sale Price $2.41,
MPLKOE,1.58,31/12/29,1:1,.82,.83,.59,-,-,
MPLKOD,1.69,31/12/29,1:1,.71,.72,.61,-,-,
MPLKOC,1.94,31/12/29,1:1,.47,.48,-,-,-,

Macquarie Grp Last Sale Price $78.71,
MQGLOI,77.45,18/09/15,1:1,1.48,1.56,1.64,-91,1329,
MQGXOD,72.00,17/12/15,2:1,-,-,1.71,-,-,
MQGKOI,45.89,31/12/29,1:1,32.84,32.85,31.33,-,-,
MQGMOA,61.69,31/12/29,1:1,17.04,17.05,-,-,-,
MQGKOA,62.77,31/12/29,1:1,15.97,15.98,15.65,+187,22,
MQGMOB,63.56,31/12/29,1:1,17.96,17.97,17.98,-,3,
MQGQOH,65.19,31/12/29,1:1,13.56,13.57,11.03,-,-,
MQGQOF,66.10,31/12/29,1:1,12.64,12.65,9.54,-,-,
MQGKOM,67.20,31/12/29,1:1,15.22,15.23,15.48,-,-,
MQGQOE,68.84,31/12/29,1:1,9.91,9.92,9.70,-185,20,
MQGKOC,69.88,31/12/29,1:1,8.86,8.87,8.59,-102,10,
MQGKOG,70.83,31/12/29,1:1,11.52,11.53,11.29,-275,45,
MQGLOG,73.30,31/12/29,1:1,6.85,6.86,6.87,+257,649,
MQGLOH,75.72,31/12/29,1:1,4.43,4.44,2.95,-237,54,

Mesoblast Last Sale Price $3.43,
MSBKOF,2.07,31/12/29,1:1,1.355,1.365,-,-,-,
MSBKOB,2.24,31/12/29,1:1,1.185,1.195,-,-,-,
MSBKOC,2.43,31/12/29,1:1,.995,1.005,1.005,+4,25,

Metcash Last Sale Price $1.01,
MTSKOA,0.27,31/12/29,1:1,.735,.745,.785,-,-,
MTSKOC,0.56,31/12/29,1:1,.445,.455,-,-,-,
MTSKOB,0.71,31/12/29,1:1,.30,.31,.38,-,-,

M2 Grp Last Sale Price $8.73,
MTUKOB,7.01,31/12/29,1:1,1.715,1.725,1.80,-,88,
MTUKOC,7.73,31/12/29,1:1,1.00,1.01,-,-,-,

Myer Hldgs Last Sale Price $0.88,
MYRKOC,0.42,31/12/29,1:1,.45,.46,.51,-,-,
MYRKOE,0.55,31/12/29,1:1,.315,.325,-,-,-,
MYRKOB,0.65,31/12/29,1:1,.215,.225,.235,-3.5,1850,
MYRKOD,0.75,31/12/29,1:1,.115,.125,-,-,-,

National Aust Bank Last Sale Price $31.06,
NABXOD,29.00,17/12/15,2:1,1.33,1.34,1.075,+37.5,454,
NABQOF,23.09,31/12/29,1:1,9.11,9.12,3.86,-,-,
NABKOA,24.09,31/12/29,1:1,6.98,6.99,6.35,+35,36,
NABMOA,24.51,31/12/29,1:1,8.44,8.45,-,-,-,
NABKOL,24.99,31/12/29,1:1,7.97,7.98,-,-,-,
NABKOJ,25.47,31/12/29,1:1,6.53,6.54,-,-,-,
NABKOB,26.24,31/12/29,1:1,4.83,4.84,4.37,-,-,
NABQOD,26.99,31/12/29,1:1,4.08,4.09,2.97,-63,70,
NABKOD,27.61,31/12/29,1:1,3.46,3.47,2.94,-8,370,
NABLOA,27.99,31/12/29,1:1,3.63,3.64,3.80,+49,65,
NABQOG,28.11,31/12/29,1:1,2.96,2.97,-,-,-,
NABKOE,28.78,31/12/29,1:1,2.29,2.30,6.93,-,-,
NABLOF,29.24,31/12/29,1:1,4.56,4.57,4.00,+90,214,
NABKOH,29.28,31/12/29,1:1,5.91,5.92,7.35,-,-,
NABLOC,30.22,31/12/29,1:1,1.395,1.405,1.61,+.5,580,
NABLOB,30.74,31/12/29,1:1,2.04,2.05,1.625,+20,380,

Newcrest Min Last Sale Price $12.63,
NCMKOH,7.72,31/12/29,1:1,4.90,4.91,4.77,+160,10,
NCMKOK,9.17,31/12/29,1:1,3.45,3.46,2.59,-,-,
NCMQOB,9.55,31/12/29,1:1,5.72,5.73,-,-,-,
NCMQOA,9.91,31/12/29,1:1,5.35,5.36,-,-,-,
NCMKOL,10.27,31/12/29,1:1,4.21,4.22,4.01,+148,170,
NCMKOI,10.64,31/12/29,1:1,2.98,2.99,1.725,-34.5,8,
NCMLON,10.90,31/12/29,1:1,3.02,3.03,1.645,-,-,
NCMKOE,11.01,31/12/29,1:1,2.35,2.36,-,-,-,
NCMLOL,11.30,31/12/29,1:1,2.62,2.63,2.07,-,-,
NCMKOD,11.36,31/12/29,1:1,1.985,1.995,-,-,-,
NCMLOE,11.70,31/12/29,1:1,3.95,3.96,2.19,-,-,
NCMLOB,12.10,31/12/29,1:1,2.12,2.13,2.55,-,-,
NCMLOA,12.50,31/12/29,1:1,1.72,1.73,1.80,-,-,

Nine Entertainment Last Sale Price $1.59,
NECQOA,0.80,31/12/29,1:1,.78,.79,-,-,-,
NECKOD,1.03,31/12/29,1:1,.55,.56,.42,-,-,
NECKOA,1.22,31/12/29,1:1,.36,.37,.555,-,-,

Northern Star Res Last Sale Price $2.43,
NSTKOC,0.31,31/12/29,1:1,2.11,2.12,2.14,-,-,
NSTKOD,1.23,31/12/29,1:1,1.195,1.205,.755,-,-,
NSTKOA,1.50,31/12/29,1:1,.92,.93,-,-,-,

Nufarm Last Sale Price $7.15,
NUFQOA,5.45,31/12/29,1:1,1.69,1.70,-,-,-,
NUFKOB,5.91,31/12/29,1:1,1.235,1.245,-,-,-,

Navitas Last Sale Price $3.93,
NVTKOB,2.61,31/12/29,1:1,1.315,1.325,1.52,-,-,
NVTKOA,3.39,31/12/29,1:1,.535,.545,-,-,-,

NEXTDC Last Sale Price $2.31,
NXTKOA,1.21,31/12/29,1:1,1.095,-,1.085,-,-,

OzForex Grp Last Sale Price $2.56,
OFXKOD,1.00,31/12/29,1:1,1.55,1.56,1.355,-,-,
OFXKOC,1.30,31/12/29,1:1,1.255,1.265,.975,-,-,
OFXKOE,1.60,31/12/29,1:1,.955,.965,.99,-,-,

Orora Last Sale Price $2.32,
ORAKOA,1.75,31/12/29,1:1,.56,.57,.37,-,-,
ORAKOB,1.94,31/12/29,1:1,.375,.385,.74,-,-,

Origin Energy Last Sale Price $7.06,
ORGQOA,4.35,31/12/29,1:1,2.71,2.72,.785,-,-,
ORGKOG,5.01,31/12/29,1:1,2.05,2.06,-,-,-,
ORGKOC,5.58,31/12/29,1:1,1.48,1.49,-,-,-,
ORGKOA,6.29,31/12/29,1:1,.77,.78,.775,-27,196,

Orica Last Sale Price $15.42,
ORIKOD,12.17,31/12/29,1:1,3.25,3.26,2.00,-,-,
ORIKOF,12.96,31/12/29,1:1,2.46,2.47,-,-,-,
ORIKOG,13.65,31/12/29,1:1,1.77,1.78,1.555,-,-,

Oil Search Last Sale Price $7.49,
OSHQOB,4.94,31/12/29,1:1,2.55,2.56,2.44,-22,770,
OSHKOA,6.42,31/12/29,1:1,1.07,1.08,.94,-16.5,400,

OZ Minerals Last Sale Price $3.63,
OZLKOD,2.65,31/12/29,1:1,.975,.985,1.105,-,-,
OZLKOG,3.00,31/12/29,1:1,.625,.635,.34,-,-,
OZLKOA,3.21,31/12/29,1:1,.415,.425,.355,-10.5,75,

Paladin Energy Last Sale Price $0.20,
PDNKOA,0.08,31/12/29,1:1,.105,.115,.135,-,-,
PDNKOJ,0.11,31/12/29,1:1,.079,.089,.085,-,-,

Perpetual Last Sale Price $41.54,
PPTQOA,29.59,31/12/29,1:1,11.96,11.97,11.35,-,-,
PPTKOF,31.50,31/12/29,1:1,10.05,10.06,-,-,-,
PPTQOB,33.80,31/12/29,1:1,7.75,7.76,-,-,-,

Primary Health Care Last Sale Price $4.03,
PRYQOB,2.01,31/12/29,1:1,2.02,2.03,2.09,-,-,
PRYQOA,2.37,31/12/29,1:1,1.655,1.665,-,-,-,
PRYKOD,2.96,31/12/29,1:1,1.065,1.075,1.30,-,-,
PRYKOE,3.32,31/12/29,1:1,.70,.71,2.07,-,-,

Platinum Asset Last Sale Price $6.87,
PTMKOA,3.73,31/12/29,1:1,3.14,3.15,3.19,-,-,
PTMKOB,4.30,31/12/29,1:1,2.57,2.58,2.91,-,-,

Qantas Airways Last Sale Price $3.63,
QANKOA,1.22,31/12/29,1:1,2.41,2.42,.785,-,-,
QANKOF,1.43,31/12/29,1:1,2.19,2.20,2.17,-,-,
QANKOB,1.54,31/12/29,1:1,2.09,2.10,2.02,-,-,
QANKOC,1.83,31/12/29,1:1,1.795,1.805,1.695,-,-,
QANKOG,2.34,31/12/29,1:1,1.285,1.295,1.305,+12,50,

BetaShares Gold Last Sale Price $11.65,
QAUKOH,10.07,31/12/29,1:1,1.615,1.945,-,-,-,
QAUKOG,10.52,31/12/29,1:1,1.155,1.485,-,-,-,

QBE Insurance Grp Last Sale Price $13.26,
QBEKOA,6.72,31/12/29,1:1,6.54,6.55,7.77,-,-,
QBEKOJ,8.56,31/12/29,1:1,4.70,4.71,4.27,-,-,
QBELOA,9.84,31/12/29,1:1,3.92,3.93,-,-,-,
QBEKOC,9.84,31/12/29,1:1,3.42,3.43,3.63,-,-,
QBELOK,10.74,31/12/29,1:1,3.02,3.03,3.42,-,-,
QBEKOE,11.14,31/12/29,1:1,2.12,2.13,1.555,-,-,
QBELOC,11.26,31/12/29,1:1,2.50,2.51,2.80,-,-,
QBEQOA,11.60,31/12/29,1:1,1.655,1.665,-,-,-,
QBELOD,11.97,31/12/29,1:1,1.785,1.795,2.12,-,-,
QBELOJ,12.05,31/12/29,1:1,1.71,1.72,2.11,-,-,
QBELOF,12.64,31/12/29,1:1,1.12,1.13,4.94,-,-,

Qube Holdings Last Sale Price $2.03,
QUBKOB,1.21,31/12/29,1:1,.81,.82,-,-,-,
QUBKOA,1.51,31/12/29,1:1,.515,.525,-,-,-,

REA Grp Last Sale Price $44.62,
REAKOF,36.21,31/12/29,1:1,8.43,8.44,5.33,-,-,
REAQOA,38.95,31/12/29,1:1,5.69,5.70,-,-,-,

Recall Hldgs Last Sale Price $7.12,
RECKOB,5.76,31/12/29,1:1,1.355,-,2.26,-,-,

Regis Healthcare Last Sale Price $5.36,
REGKOA,3.66,31/12/29,1:1,1.695,1.705,2.03,-,-,
REGKOB,4.16,31/12/29,1:1,1.195,1.205,1.235,-,-,

Retail Food Grp Last Sale Price $4.16,
RFGKOD,2.89,31/12/29,1:1,1.26,1.27,1.29,-,100,
RFGKOC,3.29,31/12/29,1:1,.86,.87,.98,-1,40,

Ramsay Health Care Last Sale Price $60.98,
RHCKOB,39.66,31/12/29,1:1,21.33,21.34,21.23,+155,40,
RHCKOD,47.74,31/12/29,1:1,13.26,13.27,13.30,+174,65,
RHCKOA,51.07,31/12/29,1:1,9.94,9.95,9.95,-,2,

Rio Tinto Last Sale Price $51.26,
RIOXOD,50.00,17/12/15,4:1,-,-,.58,-,-,
RIOXOC,54.00,17/12/15,4:1,-,-,.82,-,-,
RIOQOF,36.03,31/12/29,1:1,15.25,15.26,-,-,-,
RIOQOE,36.96,31/12/29,1:1,14.32,14.33,-,-,-,
RIOQOD,38.89,31/12/29,1:1,12.38,12.39,11.50,-,-,
RIOQOA,39.83,31/12/29,1:1,11.45,11.46,-,-,-,
RIOKOB,41.20,31/12/29,1:1,10.08,10.09,8.58,-,-,
RIOKOF,42.79,31/12/29,1:1,8.49,8.50,8.41,-,-,
RIOKOL,44.44,31/12/29,1:1,6.84,6.85,6.76,-60,32,
RIOKOG,45.36,31/12/29,1:1,5.92,5.93,14.02,-,-,
RIOKOC,46.35,31/12/29,1:1,4.93,4.94,5.77,-36,8,
RIOLOJ,46.76,31/12/29,1:1,5.82,5.83,5.94,+384,10,
RIOKOE,47.28,31/12/29,1:1,4.00,4.01,3.49,-,-,
RIOLOI,47.77,31/12/29,1:1,4.81,4.82,5.20,+142,22,
RIOLOH,48.77,31/12/29,1:1,3.81,3.82,4.31,+54,10,
RIOLOF,49.82,31/12/29,1:1,2.76,2.77,3.57,-,-,
RIOLOG,50.83,31/12/29,1:1,1.755,1.765,2.69,-,-,

ResMed Inc Last Sale Price $7.05,
RMDKOE,5.16,31/12/29,1:1,1.89,1.90,2.09,-,-,
RMDKOD,5.61,31/12/29,1:1,1.44,1.45,-,-,-,
RMDKOA,5.93,31/12/29,1:1,1.12,1.13,-,-,-,
RMDKOB,6.26,31/12/29,1:1,.785,.795,.89,-,-,

Regis Res Last Sale Price $1.61,
RRLKOD,0.77,31/12/29,1:1,.83,.84,.86,+15,20,
RRLKOA,0.87,31/12/29,1:1,.73,.74,.71,+9.5,160,
RRLKOC,1.20,31/12/29,1:1,.40,.41,.375,-59.5,40,

Resolute Min Last Sale Price $0.31,
RSGKOC,0.08,31/12/29,1:1,.22,.23,-,-,-,
RSGKOO,0.16,31/12/29,1:1,.14,.15,.15,+4,251,

South32 Last Sale Price $1.54,
S32KOA,0.67,31/12/29,1:1,.995,1.005,-,-,-,
S32QOA,0.80,31/12/29,1:1,.73,.74,-,-,-,
S32KOH,1.01,31/12/29,1:1,.52,.53,.595,-,-,
S32KOI,1.15,31/12/29,1:1,.385,.395,.395,+1.5,70,
S32KOG,1.29,31/12/29,1:1,.24,.25,.25,-17,1040,

Scentre Grp Last Sale Price $3.88,
SCGKOA,2.98,31/12/29,1:1,.89,.90,.78,-,-,
SCGKOB,3.30,31/12/29,1:1,.58,.59,.595,-,-,

SCA Property Grp Last Sale Price $1.94,
SCPKOC,1.45,31/12/29,1:1,.48,.49,-,-,-,
SCPKOA,1.57,31/12/29,1:1,.36,.37,-,-,-,
SCPKOD,1.67,31/12/29,1:1,.26,.27,.45,-,-,

Seek Last Sale Price $12.04,
SEKQOA,9.70,31/12/29,1:1,2.34,2.35,2.39,+21,20,
SEKKOD,10.07,31/12/29,1:1,1.965,1.975,2.39,-,-,
SEKKOC,10.49,31/12/29,1:1,1.55,1.56,3.04,-,-,

Sandfire Res Last Sale Price $5.83,
SFRQOA,2.69,31/12/29,1:1,3.13,3.14,-,-,-,
SFRKOL,3.12,31/12/29,1:1,2.71,2.72,1.105,-,-,
SFRKOJ,3.62,31/12/29,1:1,2.21,2.22,2.81,-,-,
SFRKOC,4.05,31/12/29,1:1,1.78,1.79,1.805,-,-,
SFRKOD,4.49,31/12/29,1:1,1.33,1.34,-,-,-,

Slater & Gordon Last Sale Price $2.90,
SGHKOH,1.15,31/12/29,1:1,1.745,1.755,1.675,-,100,
SGHKOE,1.45,31/12/29,1:1,1.445,1.455,-,-,-,
SGHKOF,1.80,31/12/29,1:1,1.095,1.105,1.07,+4,635,
SGHKOA,1.95,31/12/29,1:1,.945,.955,.935,-,20,

Sims Metal Mgt Last Sale Price $10.58,
SGMKOC,7.60,31/12/29,1:1,.675,.685,1.48,-,-,
SGMKOA,8.30,31/12/29,1:1,2.28,2.29,2.12,-,-,
SGMKOE,8.80,31/12/29,1:1,1.78,1.79,1.495,-,-,
SGMKOD,9.40,31/12/29,1:1,1.175,1.185,1.115,-,-,

Stockland Last Sale Price $3.85,
SGPKOF,2.90,31/12/29,1:1,.955,.965,.605,-,-,
SGPKOB,3.28,31/12/29,1:1,.575,.585,.775,-,-,

Sonic Healthcare Last Sale Price $19.26,
SHLKOB,14.31,31/12/29,1:1,4.95,4.96,4.85,-70,60,
SHLQOA,16.80,31/12/29,1:1,2.47,2.48,2.92,-,-,

Sigma Pharmaceut Last Sale Price $0.79,
SIPKOA,0.49,31/12/29,1:1,.285,.295,.275,-,-,
SIPKOC,0.61,31/12/29,1:1,.165,.175,-,-,-,

Spark Infrastructure Last Sale Price $1.88,
SKIKOA,1.05,31/12/29,1:1,.82,.83,.35,-,-,
SKIKOB,1.42,31/12/29,1:1,.46,.47,.445,-,-,

Spotless Group Last Sale Price $2.09,
SPOKOF,1.07,31/12/29,1:1,1.015,1.025,-,-,-,
SPOKOB,1.40,31/12/29,1:1,.685,.695,.585,+8.5,100,

Sirtex Medical Last Sale Price $33.54,
SRXKOA,8.75,31/12/29,1:1,24.79,24.80,26.99,-,-,
SRXKOE,18.64,31/12/29,1:1,14.90,14.91,15.09,-,-,
SRXKOG,22.94,31/12/29,1:1,10.61,10.62,10.21,-,-,

Santos Last Sale Price $4.75,
STOKOF,1.96,31/12/29,1:1,.45,.465,.865,-,1077,
STOKOE,2.46,31/12/29,1:1,2.29,2.30,2.32,+31,34,
STOKOI,2.50,31/12/29,1:1,2.24,2.25,-,-,-,
STOQOA,3.00,31/12/29,1:1,1.75,1.76,1.68,+18,524,
STOKOH,3.00,31/12/29,1:1,1.74,-,-,-,-,
STOKOD,3.52,31/12/29,1:1,1.225,1.235,1.275,+32.5,1453,
STOKOG,3.99,31/12/29,1:1,.755,-,-,-,-,

Super Retail Grp Last Sale Price $9.00,
