ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"XAO 4734.1 at 2011-03-21T16:38:31. Report at Monday, March 21, 2011. Processed Friday at 2011-03-25.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio
0.05,0.01,-,-,GSCO,  opt aug12,0.025,-,-,0.006,0.025,-,,-,-,-,-,-
0.05,0.047,-,-,GGH,Global Gold Hldgs,0.047,-,-,-,0.047,-,,-,0.07,-,2.28,2.1
0.088,0.021,0.032,0.03,GNI,Global Nickel Invest,0.03,0.1,2230,0.03,0.031,-,,-,-,-,-3.31,-
0.016,0.005,-,-,GNICA,  ctg,0.008,-,-,0.005,0.007,-,,-,-,-,-,-
0.02,0.004,0.007,0.006,GNIOA,  opt jun12,0.007,0.2,5000,0.006,0.007,-,,-,-,-,-,-
0.4,0.105,0.29,0.29,GBP,Global Petroleum,0.29,0.5,1150,0.29,0.3,-,,-,-,-,0.63,46
0.096,0.026,0.065,0.064,GRM,Global Res Corp,0.065,0.3,5133,0.056,0.068,-,,-,0.04,-,-0.4,-
0.51,0.115,0.29,0.28,GBE,Globe Metals & Mining,0.29,0.5,1337,0.285,0.295,-,,-,-,-,-2.23,-
0.33,0.225,0.25,0.23,GLY,Glory Res,0.25,2,450,0.25,0.28,-,,-,-,-,-,-
13.71,7.758,11.4,11.02,GCL,Gloucester Coal,11.38,-17,3253,11.14,11.87,-,,-,4.02,-,38.6,29.5
0.15,0.048,-,-,GME,GME Resources,0.1,-,-,0.09,0.105,-,,-,-,-,-0.27,-
0.048,0.019,0.037,0.034,GOA,Gold Anomaly,0.037,0.2,101714,0.036,0.037,-,,-,-,-,-0.2,-
0.029,0.008,0.017,0.015,GOAOA,  opt jun12,0.017,0.3,11000,0.014,0.017,-,,-,-,-,-,-
0.42,0.205,0.365,0.345,GDO,Gold One Int'l,0.355,0.5,23054,0.35,0.365,-,,-,0.11,-,1.81,19.6
0.16,0.06,-,-,GDOO,  opt oct12,0.095,-,-,0.095,0.1,-,,-,-,-,-,-
0.55,0.083,0.44,0.42,GOR,Gold Road Res,0.43,1,17981,0.425,0.435,-,,-,-,-,-1.48,-
0.42,0.025,0.35,0.33,GORO,  opt jun11,0.35,3,430,0.325,0.355,-,,-,-,-,-,-
0.027,0.012,0.021,0.019,GCR,Golden Cross Res,0.019,-0.2,8821,0.019,0.021,-,,-,-,-,-0.48,-
0.005,0.001,-,-,GCRO,  opt mar11,0.001,-,-,-,0.001,-,,-,-,-,-,-
0.16,0.05,0.12,0.12,GED,Golden Deeps,0.12,-2.5,234,0.12,0.15,-,,-,-,-,-1.18,-
0.037,0.011,0.015,0.014,GGP,Golden Gate Pet,0.014,-0.1,27481,0.014,0.015,-,,-,-,-,-2.58,-
0.018,0.002,0.003,0.003,GGPO,  opt aug12,0.003,-,2885,0.003,0.004,-,,-,-,-,-,-
0.245,0.079,0.145,0.145,GMR,Golden Rim Res,0.145,0.5,8092,0.145,0.15,-,,-,-,-,-2.12,-
0.072,0.01,0.013,0.012,GDN,Golden State Res,0.012,-0.1,17376,0.012,0.013,-,,-,-,-,0.02,60
1.07,0.605,0.7,0.69,GWR,Golden West Res,0.69,-,265,0.685,0.72,-,,-,-,-,-2.44,-
0.3,0.125,0.17,0.17,GMX,Goldminex Res,0.17,-,4000,0.17,0.185,-,,-,-,-,-6.39,-
0.075,0.018,0.039,0.039,GSE,Goldsearch,0.039,-0.2,895,0.04,0.042,-,,-,-,-,-0.01,-
0.022,0.007,0.011,0.01,GDA,Gondwana Res,0.01,-,53157,0.01,0.011,-,,-,-,-,-0.4,-
0.02,0.002,-,-,GDAO,  opt jun11,0.002,-,-,0.002,0.004,-,,-,-,-,-,-
0.008,0.004,-,-,GDAOB,  opt jun13,0.004,-,-,0.004,0.006,-,,-,-,-,-,-
0.018,0.004,0.008,0.005,GGE,Grand Gulf Energy,0.007,0.2,503491,0.006,0.007,-,,-,-,-,-0.32,-
0.003,0.002,0.003,0.003,GGEO,  opt jun13,0.003,0.1,9000,0.002,0.003,-,,-,-,-,-,-
0.915,0.41,0.65,0.62,GRR,Grange Res,0.625,-,21143,0.62,0.635,-,,-,0.59,-,3.93,15.9
0.54,0.071,0.41,0.38,GTE,Great Western Expl,0.4,4,6726,0.395,0.4,-,,-,-,-,-1.88,-
0.31,0.025,0.145,0.145,GTEO,  opt jun12,0.145,2.5,550,0.125,0.185,-,,-,-,-,-,-
0.043,0.017,0.02,0.019,GBM,Greater Bendigo Gold,0.019,-,985,0.019,0.021,-,,-,-,-,-1.64,-
0.013,0.004,-,-,GBMOA,  opt mar12,0.005,-,-,0.002,0.009,-,,-,-,-,-,-
0.037,0.013,0.022,0.022,GRK,Green Rock Energy,0.022,0.1,34837,0.022,0.023,-,,-,-,-,-0.51,-
0.155,0.065,0.088,0.088,GER,Greenearth Energy,0.088,0.6,100,0.082,0.088,-,,-,-,-,-5.7,-
1.41,0.31,1.04,0.97,GGG,Greenland Min & Energy,1.005,5,26378,1,1.01,-,,-,-,-,-2.33,-
1.2,0.12,0.83,0.795,GGGO,  opt jun11,0.83,6.5,264,0.65,0.84,-,,-,-,-,-,-
0.1,0.035,-,-,GPP,Greenpower Energy,0.054,-,-,0.054,0.06,-,,-,-,-,-0.94,-
0.23,0.061,-,-,GRV,Greenvale Min,0.16,-,-,0.16,0.2,-,,-,-,-,-1.63,-
0.015,0.003,-,-,GRVCA,  ctg,0.011,-,-,0.011,0.06,-,,-,-,-,-,-
0.02,0.005,-,-,GRVO,  opt dec11,0.02,-,-,0.015,0.029,-,,-,-,-,-,-
1.2,0.27,0.32,0.305,GOT,Groote Res,0.31,-0.5,2256,0.31,0.315,-,,-,-,-,-4.33,-
1.97,0.47,1.845,1.71,GRY,Gryphon Minerals,1.805,1,13521,1.805,1.84,-,,-,-,-,-4.9,-
0.096,0.038,0.07,0.07,GTR,GTI Res,0.07,-,50,0.07,0.12,-,,-,-,-,-2.74,-
0.85,0.18,0.765,0.74,GUF,Guildford Coal,0.75,-,4733,0.735,0.75,-,,-,-,-,-0.47,-
0.96,0.54,0.61,0.59,GNM,Gujarat NRE Coal,0.6,2,13946,0.6,0.65,-,,-,0.01,-,2.62,22.9
0.089,0.016,0.064,0.059,GLF,Gulf Industrials,0.059,-0.4,23855,0.058,0.06,-,,-,-,-,-3.25,-
0.005,0.001,-,-,GLFO,  opt jun11,0.002,-,-,0.001,0.002,-,,-,-,-,-,-
0.041,0.004,0.027,0.023,GLFOB,  opt mar13,0.023,-0.6,7234,0.023,0.03,-,,-,-,-,-,-
0.059,0.014,0.028,0.025,GLM,Gulf Mines,0.028,0.3,17450,0.026,0.03,-,,-,-,-,-1.48,-
0.005,0.001,-,-,GLMO,  opt jan13,0.005,-,-,0.005,0.015,-,,-,-,-,-,-
0.23,0.068,0.175,0.17,GUL,Gullewa,0.175,2.5,1058,0.16,0.18,-,,-,-,-,-0.58,-
0.3,0.056,0.215,0.205,GUN,Gunson Res,0.215,-0.5,1374,0.215,0.22,-,,-,-,-,-0.42,-
0.49,0.2,-,-,HHM,Hampton Hill Min,0.365,-,-,0.365,0.39,-,,-,-,-,-2.29,-
0.285,0.155,0.225,0.215,HNR,Hannans Reward,0.215,-0.5,854,0.215,0.225,-,,-,-,-,-0.88,-
0.2,0.086,0.11,0.11,HAO,Haoma Min,0.11,-1,1180,0.11,0.12,-,,-,-0.22,-,-3.86,-
0.74,0.39,0.495,0.45,HAR,Haranga Res,0.48,5,9557,0.46,0.48,-,,-,-,-,-,-
0.47,0.15,0.37,0.35,HAS,Hastings Rare Metals,0.37,2,924,0.34,0.36,-,,-,-,-,-7.66,-
0.85,0.325,0.495,0.475,HAV,Havilah Res,0.475,-1.5,111,0.475,0.48,-,,-,-,-,-1.2,-
0.405,0.086,0.22,0.22,HAVO,  opt oct13,0.22,2,20,0.22,0.32,-,,-,-,-,-,-
0.56,0.006,0.46,0.43,HOG,Hawkley Oil & Gas,0.43,-1,3625,0.435,0.45,-,,-,-,-,-7.23,-
0.012,0.004,0.009,0.008,HAW,Hawthorn Res,0.008,-0.1,46980,0.008,0.009,-,,-,-,-,-0.21,-
0.004,0.001,-,-,HAWO,  opt apr12,0.003,-,-,-,0.005,-,,-,-,-,-,-
0.004,0.001,-,-,HAWOB,  opt feb13,0.003,-,-,0.002,0.004,-,,-,-,-,-,-
0.33,0.165,0.2,0.195,HAZ,Hazelwood Res,0.2,-,3388,0.2,0.205,-,,-,-,-,-2.7,-
0.365,0.14,0.17,0.165,HSK,Heemskirk Cons,0.17,1,4600,0.16,0.17,-,,-,0.16,-,-27.85,-
0.19,0.058,0.12,0.11,HLX,Helix Res,0.11,-,820,0.11,0.12,-,,-,-,-,-1.46,-
0.12,0.013,0.046,0.046,HLXOA,  opt may11,0.046,-0.4,10,0.047,0.07,-,,-,-,-,-,-
0.92,0.29,0.32,0.31,HEM,Hemisphere Res,0.32,-,620,0.31,0.32,-,,-,-,-,-4.87,-
0.028,0.014,-,-,HTM,Heritage Gold NZ,0.018,-,-,0.013,0.018,-,,-,0.01,-,-0.08,-
0.28,0.175,0.22,0.215,HRR,Heron Res,0.22,2,245,0.22,0.23,-,,-,-,-,-7.85,-
0.465,0.185,0.38,0.355,HIG,Highlands Pacific,0.36,-2,4060,0.36,0.365,-,,-,-,-,-1.13,-
0.17,0.06,0.063,0.06,HEG,Hill End Gold,0.063,-,10695,0.061,0.063,-,,-,-,-,-3.7,-
0.028,0.01,-,-,HEGO,  opt feb12,0.015,-,-,0.007,0.015,-,,-,-,-,-,-
0.45,0.21,0.275,0.25,HGO,Hillgrove Res,0.275,2.5,50980,0.27,0.275,1,,0.3,-,3.64,0.3,91.7
0.465,0.105,0.465,0.385,HDG,Hodges Res,0.405,3,13335,0.395,0.405,-,,-,-,-,-1.66,-
0.39,0.255,0.375,0.34,HZN,Horizon Oil,0.37,1.5,44484,0.365,0.37,-,,-,0.15,-,-0.3,-
0.825,0.18,0.47,0.45,HOR,Horseshoe Metals,0.47,2,1500,0.45,0.47,-,,-,-,-,-,-
0.53,0.05,0.27,0.26,HORO,  opt jun12,0.27,2,1000,0.23,0.29,-,,-,-,-,-,-
0.75,0.17,0.69,0.67,HCH,Hot Chili,0.69,1,3544,0.685,0.69,-,,-,-,-,-2.96,-
0.48,0.145,0.39,0.39,HRS,Hudson Res,0.39,-,200,0.39,0.415,-,,-,0.18,-,-0.74,-
1.45,0.47,1.35,1.32,HUN,Hunnu Coal,1.325,-0.5,2863,1.325,1.34,-,,-,-,-,-6.58,-
0.65,0.165,0.275,0.225,ICN,Icon Energy,0.26,4.5,120507,0.255,0.265,-,,-,-,-,-1.42,-
0.225,0.062,0.12,0.115,III,Icon Res,0.12,-,500,0.12,0.125,-,,-,-,-,0.15,80
10.99,4.02,10.99,10.79,ILU,Iluka Res,10.86,9,33888,10.77,10.9,8,,1.08,2.54,0.74,8.6,126.3
0.777,0.355,0.525,0.505,IMA,Image Res,0.51,-1,1270,0.505,0.51,-,,-,-,-,-3.37,-
0.19,0.085,0.115,0.105,IPT,Impact Minerals,0.115,1.5,1607,0.11,0.115,-,,-,-,-,-0.9,-
0.185,0.075,0.155,0.15,IMP,Imperial Corp,0.155,3.5,1473,0.135,0.155,-,,-,-,-,7.94,2
0.086,0.04,-,-,ITC,Impress Energy,0.082,-,-,-,-,-,,-,-,-,-0.36,-
0.8,0.37,0.58,0.55,IXR,IMX Res,0.58,5,4030,0.565,0.6,-,,-,-,-,1,58
0.39,0.3,0.345,0.345,IOG,Incremental Oil & Gas,0.345,-0.5,150,0.32,0.345,-,,-,-,-,-,-
6.5,0.405,5.3,5.05,IDG,Indago Res,5.3,25,158,5.3,5.35,-,,-,-,-,143.8,3.7
2.75,0.14,-,-,IDGOA,  opt oct14,2.1,-,-,1.5,2.05,-,,-,-,-,-,-
8.35,3.862,6.37,6.24,IGO,Independence Grp,6.3,4,3918,6.27,6.38,7,f,4.74,2.36,1.11,33.16,19
0.031,0.01,0.016,0.015,IRL,India Res,0.015,-,1308,0.015,0.016,-,,-,-,-,-1.3,-
0.45,0.175,0.345,0.325,IDO,Indo Mines,0.325,-1.5,800,0.25,0.325,-,,-,-,-,-29.3,-
0.395,0.15,0.32,0.305,IDC,Indochine Min,0.305,-,7999,0.3,0.31,-,,-,-,-,-,-
1.265,0.5,0.69,0.67,IRN,Indophil Res,0.67,-1,22729,0.67,0.69,-,,-,-,-,-0.36,-
0.24,0.105,0.24,0.21,IDM,Industrial Min,0.23,3,4831,0.23,0.24,-,,-,-,-,-0.61,-
0.215,0.049,0.215,0.175,INP,Innamincka Pet,0.215,3.5,47307,0.2,0.215,-,,-,-,-,-2.2,-
0.125,0.051,0.06,0.058,IGS,Int'l Goldfields,0.06,-,2700,0.058,0.06,-,,-,-,-,-3.02,-
0.1,0.004,0.027,0.026,INL,Intec,0.026,0.1,8400,0.025,0.026,-,,-,0.05,-,1.64,1.6
0.765,0.22,0.48,0.465,IGR,Integra Min,0.47,0.5,39450,0.465,0.47,-,,-,-,-,-2.15,-
0.028,0.011,-,-,IRG,Integrated Res,0.013,-,-,0.012,0.013,-,,-,-,-,-0.04,-
1.785,0.87,-,-,ICL,Inter Coal Hldgs,1.715,-,-,-,-,5,,-,1.52,2.92,-164.4,-
0.05,0.035,-,-,ITT,InterMet Res,0.04,-,-,0.04,0.15,-,,-,-,-,-5.08,-
0.203,0.116,-,-,IRC,Intermin Res,0.13,-,-,0.135,0.145,-,,-,-,-,-2.76,-
0.05,0.023,-,-,IRCO,  opt may12,0.04,-,-,0.02,0.025,-,,-,-,-,-,-
0.17,0.17,-,-,ITR,Interra Res cdi,0.17,-,-,-,-,-,,-,0.13,-,0.66,25.8
2.28,0.315,1.95,1.9,IAU,Intrepid Mines,1.945,4.5,16006,1.88,1.95,-,,-,0.38,-,-1.1,-
0.267,0.075,0.093,0.093,IVR,Investigator Res,0.093,-,738,0.087,0.09,-,,-,-,-,-1.53,-
0.18,0.14,-,-,IVG,Invictus Gold,0.155,-,-,0.14,0.15,-,,-,-,-,-,-
0.025,0.015,-,-,IVGO,  opt jan12,0.017,-,-,0.012,0.025,-,,-,-,-,-,-
0.045,0.031,-,-,IVGOA,  opt nov15,0.033,-,-,0.021,0.045,-,,-,-,-,-,-
0.23,0.05,-,-,IRM,Iron Mountain,0.11,-,-,0.115,0.125,-,,-,-,-,4.49,2.4
0.074,0.009,-,-,IRMO,  opt feb12,0.036,-,-,0.01,0.036,-,,-,-,-,-,-
2.71,1.26,1.7,1.64,IOH,Iron Ore Hldgs,1.7,7.5,1258,1.68,1.7,-,,-,-,-,-16.68,-
1.85,0.5,-,-,IOHO,  opt apr11,0.67,-,-,0.5,0.74,-,,-,-,-,-,-
1.3,0.44,1,0.985,IRD,Iron Road,1,1,929,0.985,1,-,,-,-,-,-17.46,-
0.34,0.14,0.225,0.225,IBG,Ironbark Zinc,0.225,-,5000,0.225,0.23,-,,-,-,-,-0.56,-
1.63,0.7,0.725,0.705,IFE,Ironclad Min,0.705,-0.5,140,0.705,0.71,-,,-,-,-,-1.69,-
0.33,0.195,-,-,ISH,Ishine Int Res,0.27,-,-,0.15,0.27,-,,-,-,-,-1.3,-
3.741,2.45,3.37,3.17,IVA,Ivanhoe Aust,3.34,2,3288,3.16,3.38,-,,-,-,-,-20.3,-
0.52,0.2,0.265,0.25,IVAO,  opt sep11,0.265,-2.5,169,0.25,0.31,-,,-,-,-,-,-
0.88,0.28,0.785,0.76,JML,Jabiru Metals,0.76,-,23756,0.75,0.77,-,,-,0.28,-,4.32,17.6
0.27,0.1,-,-,JKA,Jacka Res,0.14,-,-,0.135,0.14,-,,-,-,-,-0.85,-
0.12,0.04,-,-,JKAO,  opt dec12,0.044,-,-,0.044,0.055,-,,-,-,-,-,-
0.05,0.021,0.031,0.031,JAG,Jaguar Minerals,0.031,-0.2,10800,0.031,0.033,-,,-,-,-,-0.19,-
0.297,0.029,0.105,0.105,JAL,Jameson Res,0.105,0.5,45,0.105,0.11,-,,-,-,-,-9.66,-
0.006,0.003,0.005,0.004,JRV,Jervois Min,0.005,0.1,43627,0.004,0.005,-,,-,-,-,-0.03,-
0.858,0.44,0.47,0.47,JRL,Jindalee Res,0.47,2,441,0.47,0.49,-,f,-,-,-,-15.6,-
0.083,0.027,0.055,0.052,JPR,Jupiter Energy,0.055,0.3,66186,0.054,0.055,-,,-,-,-,-0.82,-
0.89,0.2,0.525,0.49,JMS,Jupiter Mines,0.5,-1,47896,0.49,0.51,-,,-,-,-,-0.75,-
0.885,0.465,0.59,0.555,KZL,Kagara,0.565,-0.5,33389,0.56,0.57,-,,-,0.75,-,0.89,63.5
0.177,0.032,0.047,0.044,KIK,Kairiki Energy,0.046,0.1,81226,0.045,0.046,-,,-,-,-,-0.57,-
0.022,0.015,0.022,0.017,KIKO,  optaug11d,0.022,0.2,29523,0.018,0.02,-,,-,-,-,-,-
0.25,0.082,0.125,0.12,KRL,Kangaroo Res,0.125,-,18446,0.125,0.13,-,,-,0.07,-,0.89,14
11,5.56,6.8,6.52,KAR,Karoon Gas Aust,6.55,-16,4010,6.5,6.59,-,,-,-,-,-9.14,-
0.44,0.063,0.285,0.275,KAS,Kasbah Res,0.285,2,5127,0.28,0.285,-,,-,-,-,-4.26,-
0.2,0.049,0.15,0.135,KGL,Kentor Gold,0.15,1.5,62822,0.145,0.15,-,,-,-,-,-2.77,-
0.108,0.025,0.027,0.025,KEY,Key Petroleum,0.027,0.1,1600,0.027,0.029,-,,-,-,-,-4.87,-
0.008,0.003,-,-,KEYO,  opt nov11,0.004,-,-,0.004,0.007,-,,-,-,-,-,-
0.3,0.21,-,-,KNL,Kagera Nickel,0.25,-,-,0.235,0.29,-,,-,-,-,-,-
0.5,0.18,0.34,0.315,KDR,Kidman Res,0.325,-0.5,2842,0.32,0.325,-,,-,-,-,-,-
0.26,0.047,0.165,0.165,KDRO,  opt nov13,0.165,-,100,0.175,0.195,-,,-,-,-,-,-
0.007,0.002,0.003,0.003,KOG,Kilgore Oil & Gas,0.003,-,2000,0.002,0.003,-,,-,-,-,-1.5,-
0.006,0.001,-,-,KOGO,  opt jun12,0.001,-,-,-,0.001,-,,-,-,-,-,-
0.24,0.13,-,-,KRA,Killara Res,0.17,-,-,0.17,0.2,-,,-,-,-,-1.52,-
0.315,0.16,0.27,0.25,KBL,Kimberley Metals,0.27,2,2280,0.26,0.27,-,,-,-,-,-,-
0.345,0.138,0.28,0.28,KIS,King Island,0.28,-,369,0.28,0.29,-,,-,-,-,1.14,24.6
0.01,0.01,0.01,0.01,KISR,  rts31mard,0.01,-,1000,-,0.02,-,,-,-,-,-,-
0.145,0.03,0.125,0.12,KSO,King Solomon Mines,0.125,0.5,9175,0.125,0.13,-,,-,-,-,-3.58,-
12.3,7.4,8.74,8.42,KCN,Kingsgate Cons,8.58,8,4671,8.56,8.69,30,,1.74,3.12,3.5,52.3,16.4
1.555,0.65,1.52,1.425,KRM,Kingsrose Min,1.455,-10,4889,1.41,1.455,-,,-,-,-,0.44,330.7
1.3,0.45,1.25,1.24,KRMO,  opt dec12,1.24,4,700,1.02,1.25,-,,-,-,-,-,-
0.58,0.14,0.29,0.28,KOR,Korab Res,0.29,1,375,0.28,0.29,-,,-,-,-,-2.64,-
0.485,0.18,0.22,0.22,KRB,Krucible Metals,0.22,1,700,0.21,0.22,-,,-,-,-,-0.72,-
1.84,1.43,1.65,1.59,KGD,Kula Gold,1.59,-6,2144,1.59,1.6,-,,-,-,-,-,-
0.115,0.05,0.055,0.055,KEN,Kuth Energy,0.055,-,100,0.052,0.061,-,,-,-,-,-1.36,-
0.155,0.085,0.12,0.105,LME,L&M Energy,0.12,1,1936,0.105,0.12,-,,-,-,-,-1.52,-
0.018,0.007,0.013,0.012,LSA,Lachlan Star,0.013,-,37570,0.012,0.013,-,,-,-,-,-0.43,-
0.17,0.07,0.085,0.085,LCR,Laconia Res,0.085,0.5,145,0.081,0.085,-,,-,-,-,-1.8,-
0.029,0.01,0.029,0.024,LRC,Laguna Res,0.027,0.5,17804,0.024,0.027,-,,-,-,-,-0.14,-
0.064,0.044,-,-,LKE,Lake Res,0.064,-,-,0.051,0.07,-,,-,-,-,-0.48,-
0.01,0.005,0.006,0.005,LKO,Lakes Oil,0.006,-,19340,0.005,0.006,-,,-,-,-,-0.15,-
0.035,0.017,0.026,0.026,LAT,Latin Gold,0.026,0.1,500,0.025,0.029,-,,-,-,-,-0.2,-
0.435,0.14,0.31,0.295,LRS,Latin Res,0.31,2,875,0.295,0.325,-,,-,-,-,-,-
0.16,0.02,0.05,0.05,LRSO,  opt mar13,0.05,0.5,10,0.055,0.115,-,,-,-,-,-,-
0.036,0.01,0.03,0.03,LMG,Latrobe Magnesium,0.03,0.1,1000,0.028,0.03,-,,-,-,-,-0.08,-
0.3,0.19,0.2,0.2,LSN,Lawson Gold,0.2,1,600,0.19,0.21,-,,-,-,-,-,-
0.099,0.022,0.043,0.038,LEG,Legend Min,0.042,0.2,39837,0.041,0.042,-,,-,-,-,-0.83,-
0.385,0.18,0.285,0.265,LRL,Leyshon Res,0.28,1,2930,0.28,0.285,-,,-,-,-,-0.5,-
0.165,0.039,0.095,0.09,LBY,Liberty Resources,0.095,0.5,3222,0.09,0.1,-,,-,-,-,-2.61,-
0.085,0.02,-,-,LBYO,  opt jun13,0.038,-,-,0.03,0.038,-,,-,-,-,-,-
0.409,0.13,0.145,0.14,LML,Lincoln Minerals,0.145,-,60,0.145,0.15,-,,-,-,-,-0.54,-
0.195,0.048,0.12,0.12,LIN,Lindian Res,0.12,1,577,0.12,0.13,-,,-,-,-,-0.51,-
0.09,0.018,-,-,LINOA,  opt dec11,0.055,-,-,0.005,0.05,-,,-,-,-,-,-
1.055,0.58,0.965,0.965,LRF,LinQ Res Fund unt,0.965,-,27,0.955,0.965,4.5,,6.82,1.4,4.66,30.7,3.1
0.054,0.028,-,-,LIO,Lion Energy,0.039,-,-,0.039,0.04,-,,-,-,-,-1.08,-
0.003,0.001,-,-,LIOO,  opt aug11,0.001,-,-,-,0.001,-,,-,-,-,-,-
0.125,0.04,-,-,LTR,Liontown Res,0.065,-,-,0.065,0.07,-,,-,-,-,0.16,40.6
0.705,0.3,0.54,0.525,LNG,Liquefied Natural,0.525,-,3202,0.525,0.53,-,,-,-,-,-14.21,-
0.19,0.063,0.084,0.084,LSR,Lodestar Min,0.084,-0.3,8,0.084,0.09,-,,-,-,-,-2.01,-
0.155,0.065,0.07,0.07,LOD,Lodestone Energy,0.07,-,1459,0.07,0.074,-,,-,-,-,-1.06,-
0.014,0.005,-,-,LGO,Longreach Oil,0.009,-,-,0.008,0.01,-,,-,-,-,-0.02,-
0.065,0.012,0.039,0.036,LOM,Lonrho Mining,0.039,0.4,828,0.036,0.039,-,,-,-,-,0.04,97.5
0.02,0.002,-,-,LOMO,  opt jun12,0.012,-,-,0.007,0.02,-,,-,-,-,-,-
0.4,0.08,-,-,LGM,Luiri Gold cdi,0.16,-,-,0.13,0.16,-,,-,-,-,-,-
2.35,0.375,1.97,1.93,LYC,Lynas Corp,1.935,1.5,267370,1.935,1.94,-,,-,-,-,-3.62,-
2.96,1.4,2.62,2.55,MLD,MACA,2.55,-,743,2.55,2.6,3,f,3.17,0.53,1.18,9.5,26.8
17.17,9.5,11.8,11.12,MCC,Macarthur Coal,11.3,-18,18511,11.26,11.32,41,f,2.03,5.73,3.63,83.3,13.6
0.445,0.3,0.32,0.32,MRP,MacPhersons Reward,0.32,-,350,0.315,0.32,-,,-,-,-,-,-
3,1.85,-,-,MGN,Magellan Pet cdi,3,-,-,0.5,3,-,,-,-,-,-14.25,-
0.73,0.27,0.31,0.3,MMW,Magma Metals,0.3,-,300,0.285,0.3,-,,-,-,-,-9.88,-
0.012,0.003,0.008,0.008,MAN,Magna Min,0.008,-,11000,0.008,0.009,-,,-,-,-,-0.2,-
0.001,0.001,-,-,MANCA,  ctg,0.001,-,-,-,-,-,,-,-,-,-,-
0.475,0.23,-,-,MAU,Magnetic Res,0.235,-,-,0.24,0.27,-,,-,-,-,-5.38,-
0.25,0.04,-,-,MAUCA,  ctg,0.1,-,-,0.02,0.1,-,,-,-,-,-,-
0.165,0.079,-,-,MGU,Magnum Min & Exp,0.1,-,-,0.087,0.1,-,,-,-,-,-0.44,-
0.37,0.066,-,-,MKE,Mako Energy,0.245,-,-,0.2,0.25,-,,-,-,-,-6.38,-
0.11,0.033,0.07,0.07,MAR,Malachite Res,0.07,-0.4,79,0.07,0.078,-,,-,-,-,-2.48,-
0.272,0.022,0.052,0.049,MGY,Malagasy Min,0.049,-0.3,1500,0.049,0.05,-,,-,-,-,-2.96,-
0.04,0.01,-,-,MAB,Mamba Minerals,0.03,-,-,0.031,0.035,-,,-,-,-,-1.52,-
0.02,0.007,-,-,MABOA,  opt jun13,0.02,-,-,0.003,0.02,-,,-,-,-,-,-
0.355,0.065,0.255,0.25,MSR,Manas Resources,0.25,1.5,154,0.25,0.26,-,,-,-,-,-1.29,-
0.145,0.01,0.069,0.06,MSRO,  opt sep11,0.069,0.1,2202,0.053,0.069,-,,-,-,-,-,-
1.44,0.57,0.9,0.8,MHC,Manhattan Corp,0.9,9,789,0.87,0.995,-,,-,-,-,-2.99,-
0.29,0.02,0.155,0.15,MNM,Mantle Min Corp,0.155,0.5,8225,0.15,0.16,-,,-,-,-,-0.76,-
8.03,3.55,-,-,MRU,Mantra Resources,5.29,-,-,5.51,5.15,-,,-,-,-,-34,-
0.794,0.257,0.44,0.42,MTN,Marathon Res,0.44,4,486,0.42,0.44,-,,-,-,-,-5.3,-
0.43,0.081,0.29,0.28,MGO,Marengo Min,0.285,-,5724,0.285,0.29,-,,-,-,-,-2.3,-
0.156,0.047,0.06,0.054,MEY,Marenica Energy,0.058,0.5,17557,0.057,0.063,-,,-,-,-,-1.42,-
0.065,0.019,0.027,0.026,MAE,Marion Energy,0.027,-,10753,0.027,0.028,-,,-,-,-,-4.8,-
0.025,0.001,-,-,MAEO,  opt dec11,0.003,-,-,0.002,0.003,-,,-,-,-,-,-
0.022,0.007,0.015,0.015,MAEOA,  opt dec12,0.015,0.2,2500,0.013,0.02,-,,-,-,-,-,-
0.12,0.059,0.092,0.085,MEU,Marmota Energy,0.092,1,315,0.092,0.096,-,,-,-,-,-0.36,-
0.046,0.014,-,-,MZI,Matilda Zircon,0.016,-,-,0.016,0.018,-,,-,-,-,-1.2,-
0.47,0.22,0.3,0.29,MAT,Matsa Res,0.29,-2.5,1179,0.29,0.3,-,,-,-,-,-4,-
0.29,0.16,0.21,0.205,MAD,Maverick Drilling,0.21,-,1960,0.21,0.215,-,,-,-,-,0.01,2100
0.034,0.012,0.02,0.02,MXR,Maximus Res,0.02,0.2,1000,0.018,0.02,-,,-,-,-,-3.15,-
0.2,0.1,-,-,MYN,Mayan Iron Corp,0.1,-,-,0.08,0.12,-,,-,-,-,-0.79,-
0.035,0.02,-,-,MYNO,  opt nov13,0.025,-,-,0.012,0.025,-,,-,-,-,-,-
1.15,0.18,0.195,0.185,MMR,MEC Res,0.185,-,2265,0.185,0.2,-,,-,0.32,-,-3.38,-
0.94,0.09,-,-,MMRO,  opt jul13,0.09,-,-,0.088,0.115,-,,-,-,-,-,-
7.75,3.63,7.31,6.88,MML,Medusa Min,7.24,46,13967,7.15,7.26,10,,5.61,1.22,1.38,56.12,12.9
