Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 13/3/2010|. Processed 12:47 Sunday 14/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Anglo Pacific Grp,ordinary,AGP,F,-,-,6.8506,-,-,-,8.8055,9.0212,3/5/10,7/5/10,7/7/10,,,,,,,,,
Anglogold Ashanti,cdi  5:1,AGG,F,2.0801,-,3.8989,-,-,-,1.459,-,5/3/10,12/3/10,19/3/10,,,,,,,,,
Ansell Ltd,ordinary,ANN,I,13,-,13,-,-,-,-,15.5,25/2/10,3/3/10,24/3/10,,,,,,,,,
ANZ Banking Grp,pref share,ANZPA,Q3,121.09,-,121.09,100,-,-,220.81,219.02,19/2/10,25/2/10,15/3/10,,,,,,,,,
ANZ Banking Grp,pref share,ANZPB,Q3,116.51,-,322.69,100,-,-,-,143.15,19/2/10,25/2/10,15/3/10,,,,,,,,,
APA Grp,stapled securities,APA,I,15.75,-,15.75,-,3,-,-,15,23/12/09,31/12/09,17/3/10,,,,,,,,,
APN News & Media,ordinary,APN,F,4,-,4,100,3,-,10.5,12,2/3/10,9/3/10,30/3/10,,,,,,,,,
APN Prop Grp,ordinary,APD,I,1.25,-,1.25,100,-,-,-,3,19/3/10,25/3/10,12/4/10,,,,,,,,,
Aquarius Platinum,ordinary,AQP,I,2.2683,-,2.2683,-,-,-,-,12.0846,1/3/10,5/3/10,26/3/10,,,,,,,,,
ARB Corp,ordinary,ARP,I,7.5,-,7.5,100,-,-,-,9,1/4/10,9/4/10,23/4/10,,,,,,,,,
ASG Grp Ltd,ordinary,ASZ,I,1.5,-,1.5,100,3,-,-,3,25/3/10,31/3/10,15/4/10,,,,,,,,,
Aspen Grp,ord/units stapled,APZ,Q3,1.05,-,3.15,-,4,-,9.79,-,25/3/10,31/3/10,20/5/10,,,,,,,,,
ASX Ltd,ordinary,ASX,I,89.1,-,89.1,100,3,-,-,93.9,1/3/10,5/3/10,29/3/10,,,,,,,,,
Auckland Internation,ordinary,AIA,I,2.9382,-,2.9382,-,3,-,-,2.1914,11/3/10,17/3/10,31/3/10,,,,,,,,,
Ausdrill Ltd,ordinary,ASL,I,5,-,5,100,3,-,-,6,15/4/10,21/4/10,30/4/10,,,,,,,,,
Ausenco Ltd,ordinary,AAX,F,4.5,-,9.5,100,3,-,18.25,13.5,25/3/10,31/3/10,14/4/10,,,,,,,,,
Austbrokers Hldgs,ordinary,AUB,I,7.5,-,7.5,100,3,-,-,11.5,7/4/10,13/4/10,30/4/10,,,,,,,,,
Austereo Grp Ltd,ordinary,AEO,I,4,-,4,100,-,-,-,6,10/3/10,16/3/10,30/3/10,,,,,,,,,
Austin Engineer,ordinary,ANG,I,2,-,2,100,-,-,-,6.5,22/2/10,26/2/10,26/3/10,,,,,,,,,
Aust Ethical,ordinary,AEF,I,50,-,50,100,4,-,-,120,5/3/10,12/3/10,26/3/10,,,,,,,,,
Aust Leaders,ordinary,ALF,I,4,-,4,100,3,-,-,2,19/4/10,23/4/10,30/4/10,,,,,,,,,
Aust United Invest,ordinary,AUI,I,11.5,-,11.5,100,3,-,-,13.5,24/2/10,2/3/10,16/3/10,,,,,,,,,
Automotive Hldgs,ordinary,AHE,I,7,-,7,100,-,-,-,10,15/3/10,19/3/10,6/4/10,,,,,,,,,
AXA Asia Pacific,ordinary,AXA,F,9.25,-,18.5,25,4,-,9.25,9.25,1/3/10,5/3/10,26/3/10,,,,,,,,,
Beach Energy Ltd,ordinary,BPT,I,0.75,-,0.75,13.34,3,-,0.75,-,25/3/10,31/3/10,23/4/10,,,,,,,,,
Bell Financial Grp,ordinary,BFG,F,6,-,8,100,-,-,3,-,5/3/10,12/3/10,26/3/10,,,,,,,,,
Bendigo & Adelaide,ordinary,BEN,I,28,-,28,100,3,3,28,-,26/2/10,4/3/10,31/3/10,,,,,,,,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,12/4/10,16/4/10,3/5/10,,,,,,,,,
Bendigo & Adelaide,reset preference,BENPB,Q3,99.25,-,270.32,100,-,-,162.85,152.98,15/2/10,19/2/10,15/3/10,,,,,,,,,
Bendigo & Adelaide,step up non-cum pref,BENPC,Q3,102,-,286,100,-,-,335,86,18/3/10,24/3/10,12/4/10,,,,,,,,,
Bentley Capital,ordinary,BEL,I,1,-,1,100,3,-,-,-,2/3/10,9/3/10,15/3/10,,,,,,,,,
Beyond Intl,ordinary,BYI,I,3,-,3,-,-,-,-,3,9/3/10,15/3/10,16/4/10,,,,,,,,,
BHP Billiton Ltd,ordinary,BHP,I,46.4707,-,46.4707,100,-,-,-,46.9022,1/3/10,5/3/10,23/3/10,,,,,,,,,
Billabong,ordinary,BBG,I,18,-,18,50,3,-,27,-,16/3/10,22/3/10,22/4/10,,,,,,,,,
Blackmores Ltd,ordinary,BKL,I,42,-,42,100,3,-,-,51,4/3/10,11/3/10,25/3/10,,,,,,,,,
Boral Ltd,ordinary,BLD,I,7,-,7,100,3,-,-,17,17/2/10,23/2/10,23/3/10,,,,,,,,,
Bradken Ltd,ordinary,BKN,I,13,-,13,100,3,-,10,-,15/2/10,19/2/10,15/3/10,,,,,,,,,
Brambles Ltd,ordinary,BXB,I,12.5,-,12.5,20,3,-,-,17.5,12/3/10,18/3/10,8/4/10,,,,,,,,,
Breville Grp Ltd,ordinary,BRG,I,6,-,6,-,4,-,-,-,12/3/10,18/3/10,1/4/10,,,,,,,,,
Brierty Ltd,ordinary,BYL,I,0.5,-,0.5,100,-,-,-,-,9/3/10,15/3/10,29/3/10,,,,,,,,,
Brisbane Broncos,ordinary,BBL,F,0.5,-,0.5,100,-,-,-,-,19/3/10,25/3/10,15/4/10,,,,,,,,,
BSA Ltd,ordinary,BSA,I,1,-,1,100,3,-,1,-,5/3/10,12/3/10,16/4/10,,,,,,,,,
Cabcharge Aust,ordinary,CAB,I,17,-,17,100,-,-,-,17,25/3/10,31/3/10,29/4/10,,,,,,,,,
Cadence Capital,ordinary,CDM,I,2,-,2,100,3,-,-,-,4/3/10,11/3/10,18/3/10,,,,,,,,,
Calliden Grp,ordinary,CIX,F,1,-,1,100,-,-,-,-,3/3/10,10/3/10,25/3/10,,,,,,,,,
Caltex Aust,ordinary,CTX,F,25,-,25,100,-,-,36,-,2/3/10,9/3/10,29/3/10,,,,,,,,,
Cardno Ltd,ordinary,CDD,I,14,-,14,100,3,-,-,14,5/3/10,12/3/10,26/3/10,,,,,,,,,
Carlton Invest,ordinary,CIN,I,27,-,27,100,4,4,-,40,25/2/10,3/3/10,18/3/10,,,,,,,,,
Carlton Invest,7% cum.pref.,CINPA,I,7,-,7,100,4,4,-,7,25/2/10,3/3/10,18/3/10,,,,,,,,,
Carsales Com Ltd,ordinary,CRZ,I,6.6,-,6.6,100,-,-,-,-,26/3/10,1/4/10,16/4/10,,,,,,,,,
Cash Converters,ord/div access,CCV,I,1.5,-,1.5,100,-,-,-,1.5,11/3/10,17/3/10,31/3/10,,,,,,,,,
Cedar Woods Prop,ordinary,CWP,I,5,-,5,100,3,-,-,10,12/4/10,16/4/10,30/4/10,,,,,,,,,
Centennial Coal,ordinary,CEY,I,4,-,4,50,3,-,7,-,26/3/10,1/4/10,20/4/10,,,,,,,,,
Centrebet Intl,ordinary,CIL,I,5.5,-,5.5,-,-,-,-,6,25/2/10,3/3/10,16/3/10,,,,,,,,,
Century Aust,ordinary,CYA,I,3.5,-,3.5,100,4,-,-,5,9/3/10,15/3/10,26/3/10,,,,,,,,,
Challenger FSG,ordinary,CGF,I,6,-,6,-,4,-,-,7.5,18/3/10,24/3/10,16/4/10,,,,,,,,,
Chalmers Ltd,ordinary,CHR,I,7,-,7,100,-,-,-,13,12/3/10,18/3/10,1/4/10,,,,,,,,,
Chandler Macleod,ordinary,CMG,I,0.35,-,0.35,100,-,-,-,0.5,25/3/10,31/3/10,14/4/10,,,,,,,,,
CI Res Ltd,ordinary,CII,I,2,-,2,-,-,-,-,-,2/3/10,9/3/10,22/3/10,,,,,,,,,
CIC Aust Ltd,ordinary,CNB,F,3,-,4,100,3,-,1,3,25/3/10,31/3/10,30/4/10,,,,,,,,,
Clime Invest,ordinary,CIW,I,1,-,1,100,-,-,-,0.35,2/3/10,9/3/10,16/3/10,,,,,,,,,
Coal & Allied,ordinary,CNA,F,350,-,510,100,-,-,160,-,26/2/10,4/3/10,19/3/10,,,,,,,,,
Coal & Allied,7% cum preference,CNAPA,F,1.75,-,3.5,100,-,-,1.75,-,26/2/10,4/3/10,19/3/10,,,,,,,,,
Coca-Cola Amatil,ordinary,CCL,F,25,-,43.5,100,3,-,-,-,22/2/10,26/2/10,6/4/10,,,,,,,,,
Cochlear Ltd,ordinary,COH,I,95,-,95,100,-,-,-,80,22/2/10,26/2/10,16/3/10,,,,,,,,,
Codan Ltd,ordinary,CDA,I,3.5,-,3.5,100,-,-,-,3.5,12/3/10,18/3/10,1/4/10,,,,,,,,,
Coffey Intl,ordinary,COF,I,7.5,-,7.5,100,3,-,-,9,5/3/10,12/3/10,26/3/10,,,,,,,,,
Collection House,ordinary,CLH,I,2.8,-,2.8,100,-,-,-,2.5,5/3/10,12/3/10,26/3/10,,,,,,,,,
Colorpak Ltd,ordinary,CKL,I,1.5,-,1.5,100,4,-,-,2.75,1/3/10,5/3/10,1/4/10,,,,,,,,,
Commonwealth Bank,ordinary,CBA,I,120,-,120,100,3,-,-,153,15/2/10,19/2/10,1/4/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls v),CBAPA,F,256.97,-,563.54,100,-,-,-,-,19/4/10,23/4/10,30/4/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls iv),CBAPB,F,177.65,-,649.28,100,-,-,312.12,247.22,19/4/10,23/4/10,30/4/10,,,,,,,,,
Computershare Ltd,ordinary,CPU,I,14,-,14,50,-,-,-,11,16/2/10,22/2/10,16/3/10,,,,,,,,,
Connecteast Grp,stapled,CEU,I,1,-,1,-,3,-,1,-,3/3/10,10/3/10,23/4/10,,,,,,,,,
Consolidated Media,ordinary,CMJ,I,10.5,-,10.5,100,-,-,-,6,26/3/10,1/4/10,16/4/10,,,,,,,,,
Contango Capital,ordinary,CCQ,I,1,-,1,100,-,-,-,2,22/2/10,26/2/10,16/3/10,,,,,,,,,
Corporate Express,ordinary,CXP,F,12.5,-,22.5,100,-,-,13.5,-,18/3/10,24/3/10,14/4/10,,,,,,,,,
Count Financial,ordinary,COU,Q3,2,-,5,100,-,-,8,2,15/3/10,19/3/10,15/4/10,,,,,,,,,
Country Road Ltd,ordinary,CTY,I,5.19,-,5.19,100,-,-,-,5,25/2/10,3/3/10,17/3/10,,,,,,,,,
Coventry Grp,ordinary,CYG,I,6,-,6,100,3,-,-,-,3/3/10,10/3/10,23/3/10,,,,,,,,,
Crane Grp Ltd,ordinary,CRG,I,18,-,18,100,3,-,-,36,23/2/10,1/3/10,9/4/10,,,,,,,,,
Credit Corp Grp,ordinary,CCP,I,3,-,3,100,3,-,-,2,5/3/10,12/3/10,1/4/10,,,,,,,,,
Crown Ltd,ordinary,CWN,I,18,-,18,60,-,-,-,29,1/4/10,9/4/10,23/4/10,,,,,,,,,
CSG Ltd,ordinary,CSV,I,2.5,-,2.5,100,-,-,-,2,5/3/10,12/3/10,30/3/10,,,,,,,,,
CSL Ltd,ordinary,CSL,I,35,-,35,-,4,-,-,23,9/3/10,15/3/10,9/4/10,,,,,,,,,
CTI Logistics,ordinary,CLX,I,3,-,3,100,4,4,-,3,12/4/10,16/4/10,3/5/10,,,,,,,,,
CVC Ltd,ordinary,CVC,I,2,-,2,100,4,-,-,3,9/3/10,15/3/10,19/3/10,,,,,,,,,
Data#3 Ltd,ordinary,DTL,I,23,-,23,100,4,-,-,28,11/3/10,17/3/10,31/3/10,,,,,,,,,
Diploma Grp Ltd,ordinary,DGX,I,1,-,1,100,3,-,-,2,12/3/10,18/3/10,30/4/10,,,,,,,,,
Diversified United,ordinary,DUI,I,6,-,6,100,3,-,-,7,24/2/10,2/3/10,16/3/10,,,,,,,,,
DKN Financial Grp,ordinary,DKN,I,2,-,2,-,-,-,-,3.5,9/3/10,15/3/10,31/3/10,,,,,,,,,
Dominion Min,ordinary,DOM,I,2,-,2,-,3,-,-,8,11/3/10,17/3/10,31/3/10,,,,,,,,,
Domino Pizza Enterpr,ordinary,DMP,I,6,-,6,100,4,-,-,6.8,23/2/10,1/3/10,15/3/10,,,,,,,,,
Downer Edi Ltd,ordinary,DOW,I,13.1,-,13.1,-,3,-,-,12.5,2/3/10,9/3/10,9/4/10,,,,,,,,,
DWS Advanced,ordinary,DWS,I,5,-,5,100,-,-,-,5.5,9/3/10,15/3/10,6/4/10,,,,,,,,,
Embelton Ltd,ordinary,EMB,I,11,-,11,100,-,-,-,16.5,19/3/10,25/3/10,16/4/10,,,,,,,,,
Empired Ltd,ordinary,EPD,I,0.25,-,0.25,100,-,-,-,0.5,25/3/10,31/3/10,30/4/10,,,,,,,,,
Envestra Ltd,ordinary,ENV,I,2.75,-,2.75,54.6,3,-,4.5,2.75,15/3/10,19/3/10,30/4/10,,,,,,,,,
Equity Tr,ordinary,EQT,I,50,-,50,100,3,-,50,-,12/3/10,18/3/10,16/4/10,,,,,,,,,
Ethane Pipeline,stapled securities,EPX,Q3,4.39,-,11.17,-,-,-,3.08,3.1,25/3/10,31/3/10,15/4/10,,,,,,,,,
EVZ Ltd,ordinary,EVZ,I,0.25,-,0.25,100,4,-,-,-,17/3/10,23/3/10,15/4/10,,,,,,,,,
Excela Ltd,ordinary,EXA,I,2,-,2,100,-,-,-,-,4/3/10,11/3/10,31/3/10,,,,,,,,,
FFI Hldgs,ordinary,FFI,I,10,-,10,100,3,-,-,11,15/4/10,21/4/10,28/4/10,,,,,,,,,
Fairfax Media Ltd,ordinary,FXJ,I,1.1,-,1.1,-,4,-,-,10,1/3/10,5/3/10,19/3/10,,,,,,,,,
Fantastic Hldgs,ordinary,FAN,I,6.25,-,6.25,100,-,-,-,6.2,15/3/10,19/3/10,9/4/10,,,,,,,,,
FAT Prophets,ordinary,FAT,I,3,-,3,100,-,-,-,2.75,5/3/10,12/3/10,26/3/10,,,,,,,,,
Fiducian Portfolio,ordinary,FPS,I,3.75,-,3.75,100,-,-,-,6.5,25/2/10,3/3/10,15/3/10,,,,,,,,,
Finbar Grp Ltd,ordinary,FRI,I,2,-,2,100,4,-,-,4,1/3/10,5/3/10,19/3/10,,,,,,,,,
FKP Prop Grp,stapled securities,FKP,I,0.5,-,0.5,-,3,-,-,15.7,23/12/09,31/12/09,14/4/10,,,,,,,,,
Fleetwood Corp,ordinary,FWD,I,30,-,30,100,3,-,-,35,22/2/10,26/2/10,31/3/10,,,,,,,,,
Fletcher Bld,ordinary,FBU,I,-,-,-,-,3,-,17.8841,-,25/3/10,31/3/10,21/4/10,,,,,,,,,
Flexigrp Ltd,ordinary,FXL,I,3,-,3,100,4,-,3,-,10/3/10,16/3/10,15/4/10,,,,,,,,,
Flight Centre,ordinary,FLT,I,26,-,26,100,-,-,-,48.5,5/3/10,12/3/10,1/4/10,,,,,,,,,
Forge Grp Ltd,ordinary,FGE,I,2,-,2,100,-,-,-,-,15/3/10,19/3/10,31/3/10,,,,,,,,,
Foster's Grp,ordinary,FGL,I,12,-,12,100,3,-,-,14.25,23/2/10,1/3/10,1/4/10,,,,,,,,,
Frigrite Ltd,ordinary,FRR,I,0.5,-,0.5,100,-,-,-,-,22/3/10,26/3/10,12/4/10,,,,,,,,,
GUD Hldgs,ordinary,GUD,I,28,-,28,100,3,-,-,38,10/3/10,16/3/10,30/3/10,,,,,,,,,
Garratt's Ltd,ordinary,GRT,I,1,-,1,-,-,-,-,1,23/2/10,1/3/10,17/3/10,,,,,,,,,
Gazal Corp,ordinary,GZL,I,4,-,4,100,-,-,-,7,9/3/10,15/3/10,1/4/10,,,,,,,,,
GEO Prop Grp,stapled securities,GPM,Q3,1,-,1,100,-,-,2.225,1.5,2/3/10,9/3/10,25/3/10,,,,,,,,,
Global Construct,ordinary,GCS,I,2.25,-,2.25,100,3,-,-,4,9/3/10,15/3/10,31/3/10,,,,,,,,,
Global Min,ordinary,GMI,I,1,-,1,100,4,-,-,6,1/3/10,5/3/10,19/3/10,,,,,,,,,
Goodman Fielder,ordinary,GFF,I,5.25,-,5.25,-,3,-,4.5,-,3/3/10,10/3/10,8/4/10,,,,,,,,,
Goodman Plus Tr,step-up units,GMPPA,Q3,148.0932,-,405.344,-,-,-,480.733,124.5753,9/3/10,15/3/10,22/3/10,,,,,,,,,
GPT Grp,stapled sec.,GPT,Q3,1,-,2.9,-,4,-,8.4,1.6,26/2/10,4/3/10,26/3/10,,,,,,,,,
Guinness Peat Grp,chess depositary int,GPG,F,1.6858,-,1.6858,-,-,3,-,2.1,5/3/10,12/3/10,17/5/10,,,,,,,,,
Gunns Ltd,forests,GNSPA,Q3,159.2,-,458.56,100,-,-,556.15,142.15,25/3/10,31/3/10,14/4/10,,,,,,,,,
GWA Intl,ordinary,GWT,I,9.5,-,9.5,100,4,-,-,8,15/3/10,19/3/10,7/4/10,,,,,,,,,
Hansen Tech,ordinary,HSN,I,2,-,2,100,3,-,-,1,1/3/10,5/3/10,29/3/10,,,,,,,,,
Harvey Norman,ordinary,HVN,I,7,-,7,100,-,-,-,7,12/4/10,16/4/10,3/5/10,,,,,,,,,
Hastie Grp Ltd,ordinary,HST,I,5,-,5,100,3,-,7,-,2/3/10,9/3/10,16/4/10,,,,,,,,,
Healthscope Ltd,ordinary,HSP,I,11.5,-,11.5,100,3,-,-,10,19/2/10,25/2/10,6/4/10,,,,,,,,,
Henderson Grp,cdi 1:1,HGG,F,-,-,3.6025,-,-,-,-,8.5539,3/5/10,7/5/10,28/5/10,,,,,,,,,
Hunter Hall Inter,ordinary,HHL,I,20.6,-,20.6,100,3,-,-,40.6,25/2/10,3/3/10,15/3/10,,,,,,,,,
Hyperion Flagship,ordinary,HIP,I,4.25,-,4.25,100,3,-,-,4.25,1/3/10,5/3/10,19/3/10,,,,,,,,,
IDT Aust Ltd,ordinary,IDT,I,1,-,1,100,-,-,-,6.5,12/4/10,16/4/10,30/4/10,,,,,,,,,
iiNet Ltd,ordinary,IIN,I,3,-,3,100,-,-,-,4,15/3/10,19/3/10,21/4/10,,,,,,,,,
IMF (Aust) Ltd,ordinary,IMF,I,5,-,5,100,-,-,-,5,3/3/10,10/3/10,24/3/10,,,,,,,,,
Independence Grp,ordinary,IGO,I,2,-,2,100,-,-,-,5,2/3/10,9/3/10,18/3/10,,,,,,,,,
Industrea Ltd,ordinary,IDL,I,0.3,-,0.3,100,3,-,-,1,1/3/10,5/3/10,29/3/10,,,,,,,,,
Infomedia Ltd,ordinary,IFM,I,1.2,-,1.2,-,-,-,-,1.4,3/3/10,10/3/10,24/3/10,,,,,,,,,
Insurance Aust,ordinary,IAG,I,8.5,-,8.5,100,3,-,4,-,3/3/10,10/3/10,12/4/10,,,,,,,,,
Integrated Legal,ordinary,IAW,I,0.25,-,0.25,100,3,-,-,2.2,3/3/10,10/3/10,9/4/10,,,,,,,,,
Invocare Ltd,ordinary,IVC,F,13.75,-,25.25,100,3,-,-,13,15/3/10,19/3/10,9/4/10,,,,,,,,,
Ioof Hldgs Ltd,ordinary,IFL,I,17,-,17,100,-,-,-,15,3/3/10,10/3/10,24/3/10,,,,,,,,,
Iress Market Tech,ordinary,IRE,F,21,-,34,100,-,-,12,-,9/3/10,15/3/10,31/3/10,,,,,,,,,
ITX Grp Ltd,ordinary,ITX,I,2.75,-,2.75,100,-,-,-,3.5,2/3/10,9/3/10,23/3/10,,,,,,,,,
Jetset Travelworld,ordinary,JET,I,1.6,-,1.6,100,-,-,11,-,22/2/10,26/2/10,31/3/10,,,,,,,,,
Jumbuck Entertainmnt,ordinary,JMB,I,0.5,-,0.5,100,-,-,-,-,11/3/10,17/3/10,31/3/10,,,,,,,,,
K & S Corp,ordinary,KSC,I,7,-,7,100,3,-,-,8,11/3/10,17/3/10,31/3/10,,,,,,,,,
Keycorp Ltd,ordinary,KYC,I,1.5,-,1.5,100,-,-,-,-,26/2/10,4/3/10,19/3/10,,,,,,,,,
Kingsgate Cons,ordinary,KCN,I,15,-,15,-,3,-,-,-,2/3/10,9/3/10,16/3/10,,,,,,,,,
Koon Hldgs,chess depositary int,KNH,F,-,-,0.7203,-,-,-,-,-,29/3/10,6/4/10,23/4/10,,,,,,,,,
Kresta Hldgs,ordinary,KRS,I,2,-,2,100,-,-,-,1,27/4/10,3/5/10,14/5/10,,,,,,,,,
Landmark White,ordinary,LMW,I,1.5,-,1.5,100,-,-,-,3.3,25/2/10,3/3/10,17/3/10,,,,,,,,,
Leighton Hldgs,ordinary,LEI,I,65,-,65,100,-,-,-,85,15/3/10,19/3/10,31/3/10,,,,,,,,,
Lemarne Corp,ordinary,LMC,I,66,-,66,-,-,-,15,-,2/3/10,9/3/10,18/3/10,,,,,,,,,
Lend Lease Grp,unit/ord stapled,LLC,I,20,-,20,100,4,-,-,34,4/3/10,11/3/10,31/3/10,,,,,,,,,
Lihir Gold Ltd,ordinary,LGL,Q3,1.503,-,3.123,-,-,-,-,-,24/2/10,2/3/10,31/3/10,,,,,,,,,
Lindsay Aust,ordinary,LAU,I,0.75,-,0.75,100,3,-,-,0.5,5/3/10,12/3/10,31/3/10,,,,,,,,,
Little World Bev,ordinary,LWB,I,4.5,-,4.5,100,-,-,-,2.3,15/3/10,19/3/10,24/3/10,,,,,,,,,
Logicamms Ltd,ordinary,LCM,I,2.75,-,2.75,100,-,-,-,3.5,24/2/10,2/3/10,16/3/10,,,,,,,,,
Ludowici Ltd,ordinary,LDW,F,6,-,12,-,3,-,6,-,20/4/10,27/4/10,7/5/10,,,,,,,,,
Lycopodium Ltd,ordinary,LYL,I,5,-,5,100,-,-,-,20,26/3/10,1/4/10,15/4/10,,,,,,,,,
M2 Telecomms,ordinary,MTU,I,5,-,5,100,3,-,-,3,16/3/10,22/3/10,14/4/10,,,,,,,,,
MAC Services (The),ordinary,MSL,I,4.5,-,4.5,100,-,-,-,4,26/3/10,1/4/10,15/4/10,,,,,,,,,
Macarthur Coal,ordinary,MCC,I,8,-,8,100,-,-,-,14,25/3/10,31/3/10,21/4/10,,,,,,,,,
Macmahon Hldgs,ordinary,MAH,I,1.5,-,1.5,-,4,-,-,3.5,15/3/10,19/3/10,12/4/10,,,,,,,,,
Macq Radio,ordinary,MRN,I,4,-,4,100,-,-,-,1.5,22/2/10,26/2/10,19/3/10,,,,,,,,,
Manaccom Corp Ltd,ordinary,MNL,I,0.5,-,0.5,100,-,-,-,1,1/3/10,5/3/10,19/3/10,,,,,,,,,
Maryborough Sugar,ordinary,MSF,I,2.5,-,2.5,100,4,-,-,-,3/3/10,10/3/10,24/3/10,,,,,,,,,
Matrix C & E Ltd,ordinary,MCE,I,2,-,2,100,-,-,-,-,8/4/10,14/4/10,28/4/10,,,,,,,,,
Maxitrans Ind,ordinary,MXI,I,1,-,1,100,3,-,1,-,22/3/10,26/3/10,23/4/10,,,,,,,,,
McMillan Shakespeare,ordinary,MMS,I,10,-,10,100,-,-,-,9,15/3/10,19/3/10,1/4/10,,,,,,,,,
Mcpherson's Ltd,ordinary,MCP,I,10,-,10,100,4,-,-,13,9/3/10,15/3/10,1/4/10,,,,,,,,,
Melbourne IT,ordinary,MLB,F,8,-,15,100,3,-,7,-,17/3/10,23/3/10,15/4/10,,,,,,,,,
Mermaid Marine,ordinary,MRM,I,3,-,3,100,3,-,2,-,3/3/10,10/3/10,29/3/10,,,,,,,,,
Mesbon China Nylon,ordinary,MES,F,0.5,-,0.5,-,3,-,2,-,30/3/10,7/4/10,12/5/10,,,,,,,,,
Mincor Res NL,ordinary,MCR,I,3,-,3,100,-,-,-,6,22/2/10,26/2/10,26/3/10,,,,,,,,,
Mineral Res,ordinary,MIN,I,6.4,-,6.4,100,-,-,-,13.35,11/3/10,17/3/10,6/4/10,,,,,,,,,
Mitchell Comms,ordinary,MCU,I,2.3,-,2.3,100,3,-,1.9,-,15/3/10,19/3/10,16/4/10,,,,,,,,,
