Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 20/2/2010|. Processed 14:55 Sunday 21/2/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Westfield Grp,ord/unit stapled sec,WDC,F,47,-,94,-,4,-,53.25,-,5/2/10,11/2/10,26/2/10,,,,,,,,,
Westpac Banking,preferred,WBCPA,Q3,-,112.36,-,-,-,-,165.15,-,18/3/10,24/3/10,31/3/10,,,,,,,,,
Westpac Banking,preferred ii,WBCPB,Q3,-,136.53,-,-,-,-,-,-,18/3/10,24/3/10,31/3/10,,,,,,,,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,Q3,-,88.2,150.21,-,-,-,239.14,71.79,10/3/10,16/3/10,31/3/10,,,,,,,,,
WHK Grp Ltd,ordinary,WHG,I,2,-,2,100,3,-,1.5,-,26/3/10,1/4/10,5/5/10,,,,,,,,,
Willmott Forests,ordinary,WFL,I,2,-,2,100,3,-,-,5,3/3/10,10/3/10,31/3/10,,,,,,,,,
Willmott Forests,reset cnv.prf(pines),WFLPA,I,350,-,350,100,-,-,-,350,10/3/10,16/3/10,31/3/10,,,,,,,,,
WorleyParsons,ordinary,WOR,I,35.5,-,35.5,100,-,-,-,47.5,24/2/10,2/3/10,25/3/10,,,,,,,,,
Wotif.com Hldgs,ordinary,WTF,I,9,-,9,100,-,-,-,9,15/3/10,19/3/10,31/3/10,,,,,,,,,
Wridgways Aust,ordinary,WWA,I,6,-,6,100,-,-,-,11,1/3/10,5/3/10,12/3/10,,,,,,,,,
