Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-07-27T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1657.2,1658.9,1645.4,1642.5,1647.5,1654.5,1637.8,5.0,0.30,1658.9,1642.5,3.1,0.19,1661.4,1547.0,99.5,6.43,1694.1,1364.5,303.7,22.60,1694.1,1241.2,391.9,31.21,12119.7,12132.0,12033.9,12012.2,12048.8,12132.0,12012.2,22.6,0.19,12150.9,11313.6,727.5,6.43,12372.8,9792.3,2404.5,24.93,12372.8,8754.0,3236.2,36.72,,
XSJ,Consumer Staples,9673.2,9709.2,9728.5,9738.4,9780.2,9822.8,9693.7,41.8,0.43,9780.2,9673.2,184.1,1.92,9780.2,9428.6,338.3,3.58,10661.7,8912.8,905.8,10.21,10661.7,8098.1,1560.5,18.99,75681.3,75962.9,76114.0,76191.4,76518.4,76518.4,75681.3,1440.3,1.92,76518.4,73738.7,2779.8,3.77,83265.0,68413.1,8400.1,12.33,83265.0,60673.7,14933.9,24.25,,
XEJ,Energy,13658.5,13533.9,13449.6,13306.7,13345.8,13442.0,13288.5,39.1,0.29,13658.5,13306.7,-167.3,-1.24,13658.5,12301.9,1031.5,8.38,13702.8,11998.9,939.8,7.58,13702.8,11726.6,1285.7,10.66,94594.6,93731.1,93147.4,92158.0,92428.7,94594.6,92158.0,-1158.8,-1.24,94594.6,85198.7,7144.0,8.38,94901.2,83100.5,7602.1,8.96,94901.2,80181.3,11104.1,13.65,,
XFJ,Financials,5489.8,5500.4,5529.3,5568.0,5583.9,5611.8,5563.7,15.9,0.29,5583.9,5489.8,122.0,2.23,5583.9,5210.6,354.6,6.78,5851.4,4767.7,830.2,17.46,5851.4,4389.8,1243.7,28.65,52909.5,53012.0,53290.3,53663.6,53816.9,53816.9,52909.5,1175.9,2.23,53816.9,50216.6,3419.4,6.78,55686.0,44797.5,9158.3,20.51,55686.0,39951.2,14317.0,36.25,,
XXJ,Financial-x-A-REIT,6406.3,6424.6,6455.7,6491.6,6513.4,6551.6,6482.4,21.8,0.34,6513.4,6406.3,148.9,2.34,6513.4,6039.3,438.7,7.22,6823.1,5485.5,1061.5,19.47,6823.1,5011.4,1556.3,31.39,59213.3,59383.1,59670.2,60002.4,60203.2,60203.2,59213.3,1375.6,2.34,60203.2,55822.0,4054.6,7.22,62087.9,49449.4,11056.8,22.50,62087.9,43735.7,16941.3,39.16,,
XHJ,Health Care,13526.0,13637.2,13479.6,13581.2,13572.0,13610.7,13516.4,-9.2,-0.07,13637.2,13479.6,101.9,0.76,13637.2,12818.4,630.6,4.87,13637.2,11476.5,1939.4,16.67,13637.2,9250.0,4014.6,42.00,83753.5,84442.1,83466.1,84095.3,84037.9,84442.1,83466.1,631.0,0.76,84442.1,79371.7,3904.7,4.87,84442.1,70340.0,12740.9,17.87,84442.1,55899.1,26280.8,45.50,,
XNJ,Industrials,3682.6,3707.3,3692.7,3646.2,3661.5,3674.7,3646.2,15.3,0.42,3707.3,3646.2,-35.4,-0.96,3726.3,3512.3,127.3,3.60,3970.5,3461.4,109.8,3.09,3970.5,3176.5,427.7,13.22,29833.9,30033.8,29915.6,29539.0,29662.9,30033.8,29539.0,-286.7,-0.96,30188.0,28454.7,1031.5,3.60,31601.8,28042.2,1424.7,5.05,31601.8,24741.8,4474.5,17.76,,
XIJ,Info Technology,681.7,684.2,681.0,672.1,671.9,679.2,671.6,-0.2,-0.03,684.2,671.9,-4.6,-0.68,698.4,662.8,-16.5,-2.40,734.7,611.4,75.3,12.61,734.7,511.2,162.5,31.90,4402.2,4417.9,4397.2,4339.7,4338.6,4417.9,4338.6,-29.8,-0.68,4509.9,4280.2,-106.8,-2.40,4744.0,3884.8,547.9,14.45,4744.0,3190.0,1160.1,36.50,,
XMJ,Materials,9172.3,9246.3,9350.9,9310.2,9270.8,9317.2,9226.6,-39.4,-0.42,9350.9,9172.3,188.1,2.07,9350.9,8382.9,797.7,9.41,11228.0,8283.8,-1330.1,-12.55,11228.0,8283.8,31.1,0.34,61906.0,62405.8,63111.9,62836.8,62570.8,63111.9,61906.0,1269.0,2.07,63111.9,56578.7,5383.7,9.41,74792.0,55909.5,-8043.8,-11.39,74792.0,55909.5,1965.8,3.24,,
XPJ,A-REIT,1025.1,1021.7,1029.5,1045.0,1045.1,1048.7,1038.3,0.1,0.01,1045.1,1021.7,16.9,1.65,1045.5,1009.9,43.8,4.37,1135.4,960.8,71.3,7.32,1135.4,910.8,137.4,15.14,27450.0,27359.2,27567.5,27984.5,27987.5,27987.5,27359.2,454.5,1.65,27997.5,26807.6,1179.9,4.40,29914.8,25044.0,2629.7,10.37,29914.8,23111.3,5013.2,21.82,,
XTJ,Telecommunications,1701.4,1708.2,1726.6,1704.0,1696.7,1713.4,1690.2,-7.3,-0.43,1726.6,1696.7,4.9,0.29,1726.6,1611.9,92.3,5.75,1773.8,1515.3,200.7,13.41,1773.8,1272.2,342.8,25.32,19367.5,19444.9,19654.4,19396.7,19313.7,19654.4,19313.7,55.3,0.29,19654.4,18263.2,1050.5,5.75,20191.3,16745.5,2781.3,16.82,20191.3,13641.6,4892.9,33.93,,
XUJ,Utilities,5534.5,5521.6,5549.3,5424.0,5436.9,5467.5,5416.1,12.9,0.24,5549.3,5424.0,-94.0,-1.70,5561.1,5189.7,212.8,4.07,5815.8,5168.0,179.0,3.40,5815.8,4822.3,348.8,6.86,55911.7,55781.5,56062.1,54795.6,54926.0,56062.1,54795.6,-949.7,-1.70,56180.9,52428.6,2149.3,4.07,57869.0,51459.2,3228.2,6.24,57869.0,46698.6,6305.9,12.97,,
XMM,Metals & Mining,3042.2,3073.8,3111.1,3097.3,3079.3,3098.1,3069.1,-18.0,-0.58,3111.1,3042.2,79.9,2.66,3111.1,2721.2,332.2,12.09,3841.7,2682.0,-564.1,-15.48,3841.7,2682.0,-88.3,-2.79,4207.6,4251.3,4303.0,4283.8,4259.0,4303.0,4207.6,110.5,2.66,4303.0,3763.7,459.5,12.09,5249.3,3709.5,-719.3,-14.45,5249.3,3709.5,-8.2,-0.19,,
XGD,Gold,2579.4,2679.5,2721.4,2660.8,2644.0,2698.7,2622.9,-16.8,-0.63,2721.4,2579.4,256.3,10.74,2721.4,2064.7,635.5,31.64,5191.8,2008.5,-2254.7,-46.03,6250.3,2008.5,-2252.2,-46.00,2984.8,3100.7,3149.1,3079.0,3059.6,3149.1,2984.8,296.6,10.74,3149.1,2324.2,735.4,31.64,5987.1,2324.2,-2589.5,-45.84,7201.8,2324.2,-2552.0,-45.48,,
XJR,S&P/ASX 200 Res,3915.3,3931.5,3956.8,3932.8,3920.4,3945.9,3905.5,-12.4,-0.32,3956.8,3915.3,55.0,1.42,3956.8,3511.7,382.4,10.81,4567.3,3468.3,-390.2,-9.05,4567.3,3468.3,81.2,2.11,20271.7,20355.4,20486.7,20362.3,20298.2,20486.7,20271.7,284.9,1.42,20486.7,18181.8,1979.8,10.81,23355.8,17957.3,-1745.0,-7.92,23355.8,17957.3,944.0,4.88,,
,
