Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-08-08T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 3,Aug 4,Aug 5,Aug 6,Aug 7,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 3,Aug 4,Aug 5,Aug 6,Aug 7,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2099.1,2099.2,2090.4,2073.8,2045.2,2073.8,2045.2,-28.6,-1.38,2099.2,2045.2,-59.0,-2.81,2116.4,2045.2,-44.2,-2.12,2263.3,2001.2,0.8,0.04,2263.3,2001.2,-125.6,-5.78,5422.0,5422.3,5399.6,5356.7,5282.7,5422.3,5282.7,-152.5,-2.81,5466.7,5282.7,-114.2,-2.12,5823.6,5089.5,85.1,1.64,5823.6,4882.3,-148.3,-2.73,,
XDJ,Consumer Discretionary,1901.2,1919.9,1900.5,1894.8,1874.4,1894.8,1874.4,-20.4,-1.08,1919.9,1874.4,-22.1,-1.17,1919.9,1808.5,20.7,1.12,2021.0,1713.3,121.1,6.91,2021.0,1713.3,95.5,5.37,14861.9,15008.4,14856.7,14811.8,14652.8,15008.4,14652.8,-173.1,-1.17,15008.4,14137.1,162.0,1.12,15772.9,13162.6,1183.1,8.78,15772.9,12935.8,1223.7,9.11,,
XSJ,Consumer Staples,9025.0,9109.4,9050.3,8957.4,8835.7,8957.4,8832.3,-121.7,-1.36,9109.4,8835.7,-194.7,-2.16,9109.4,8481.9,220.7,2.56,10122.8,8358.0,-337.3,-3.68,10122.8,8358.0,-1072.2,-10.82,76757.1,77474.9,76972.8,76182.8,75147.5,77474.9,75147.5,-1655.7,-2.16,77474.9,72138.1,1877.3,2.56,85291.5,71073.8,-1361.2,-1.78,85291.5,71073.8,-5736.9,-7.09,,
XEJ,Energy,10808.5,10660.4,10494.5,10348.4,10204.1,10356.8,10204.1,-144.3,-1.39,10808.5,10204.1,-769.3,-7.01,11011.9,10204.1,-710.3,-6.51,12090.7,10204.1,-1397.3,-12.04,12090.7,10204.1,-3981.5,-28.07,80806.1,79698.3,78458.3,77366.0,76287.1,80806.1,76287.1,-5751.5,-7.01,82326.2,76287.1,-5310.2,-6.51,90391.5,74854.3,-8017.3,-9.51,111140.9,74854.3,-25073.4,-24.74,,
XFJ,Financials,6656.8,6683.8,6642.7,6528.8,6326.5,6528.8,6326.5,-202.3,-3.10,6683.8,6326.5,-340.8,-5.11,6683.8,6326.5,-229.8,-3.51,7186.4,6165.5,71.1,1.14,7186.4,6165.5,299.2,4.96,71155.1,71443.2,71004.2,69786.7,67624.0,71443.2,67624.0,-3642.8,-5.11,71443.2,67624.0,-2456.7,-3.51,75638.7,64303.3,2384.9,3.66,75638.7,59639.1,6335.7,10.34,,
XXJ,Financial-x-A-REIT,7708.8,7739.1,7687.3,7540.5,7281.3,7540.5,7281.3,-259.2,-3.44,7739.1,7281.3,-436.6,-5.66,7756.5,7281.3,-333.2,-4.38,8394.2,7123.5,-0.9,-0.01,8394.2,7123.5,201.2,2.84,78952.8,79262.9,78731.9,77228.5,74574.0,79262.9,74574.0,-4471.6,-5.66,79441.3,74574.0,-3413.1,-4.38,84666.9,71254.0,1801.5,2.48,84666.9,66776.9,5690.2,8.26,,
XHJ,Health Care,19650.1,19877.6,19784.1,19563.4,19196.2,19654.0,19196.2,-367.2,-1.88,19877.6,19196.2,-481.4,-2.45,19877.6,18269.4,760.4,4.12,19933.9,17005.1,1708.9,9.77,19933.9,17005.1,5199.4,37.15,127019.5,128489.8,127885.5,126458.7,124085.0,128489.8,124085.0,-3112.1,-2.45,128489.8,118094.7,4915.1,4.12,128804.9,108911.1,12086.4,10.79,128804.9,89178.5,35455.2,40.00,,
XNJ,Industrials,4822.8,4862.9,4852.0,4790.6,4730.4,4790.6,4730.4,-60.2,-1.26,4862.9,4730.4,-93.6,-1.94,4862.9,4678.2,-50.8,-1.06,4968.2,4233.2,408.6,9.45,4968.2,4233.2,663.1,16.30,42095.5,42445.7,42350.4,41815.1,41289.5,42445.7,41289.5,-816.7,-1.94,42445.7,40833.8,-443.3,-1.06,43057.2,36323.0,4205.9,11.34,43057.2,32870.0,7034.6,20.54,,
XIJ,Info Technology,816.2,811.5,811.0,802.9,793.8,802.9,793.8,-9.1,-1.13,816.2,793.8,-26.8,-3.26,829.3,777.8,0.8,0.10,853.7,757.6,11.1,1.41,853.7,757.6,3.0,0.38,5567.5,5535.9,5532.4,5477.3,5414.7,5567.5,5414.7,-182.7,-3.26,5657.0,5305.8,5.5,0.10,5803.2,5098.0,148.1,2.81,5803.2,4958.9,169.9,3.24,,
XMJ,Materials,8554.9,8485.3,8582.6,8619.4,8376.4,8619.4,8376.4,-243.0,-2.82,8619.4,8376.4,-255.0,-2.95,8788.4,8321.3,-211.5,-2.46,9946.3,8248.8,-351.3,-4.03,9946.3,8248.8,-1818.2,-17.83,61941.3,61437.4,62142.2,62408.5,60649.2,62408.5,60649.2,-1846.0,-2.95,63632.1,60249.7,-1531.1,-2.46,70664.0,58495.7,-1243.1,-2.01,73622.9,57471.6,-10412.0,-14.65,,
XPJ,A-REIT,1300.8,1306.9,1303.0,1295.0,1279.2,1295.0,1276.6,-15.8,-1.22,1306.9,1279.2,-26.5,-2.03,1306.9,1243.4,19.2,1.52,1343.7,1197.3,93.1,7.84,1343.7,1197.3,195.3,18.02,38777.2,38960.9,38843.5,38604.1,38134.4,38960.9,38134.4,-790.4,-2.03,38960.9,37067.4,571.3,1.52,39203.9,34828.8,3628.9,10.52,39203.9,30884.2,7099.7,22.88,,
XTJ,Telecommunications,2278.3,2296.1,2272.6,2262.1,2223.6,2262.1,2223.6,-38.5,-1.70,2296.1,2223.6,-71.5,-3.12,2296.1,2179.0,6.7,0.30,2321.2,2072.7,136.8,6.55,2321.2,2072.7,348.9,18.61,28745.3,28970.5,28672.9,28541.3,28054.9,28970.5,28054.9,-902.2,-3.12,28970.5,27492.8,84.4,0.30,28970.5,25580.0,2300.8,8.93,28970.5,22618.2,5513.8,24.46,,
XUJ,Utilities,6688.3,6790.2,6742.2,6680.1,6641.6,6680.1,6585.5,-38.5,-0.58,6790.2,6641.6,-120.1,-1.78,6790.2,6358.7,129.4,1.99,6918.1,5936.5,727.5,12.30,6918.1,5936.5,748.7,12.70,75156.7,76300.9,75762.4,75064.2,74631.9,76300.9,74631.9,-1349.3,-1.78,76300.9,71452.3,1453.8,1.99,76606.1,65111.5,9765.7,15.06,76606.1,62222.8,11751.2,18.69,,
XMM,Metals & Mining,2458.1,2427.3,2474.5,2495.5,2439.6,2495.5,2439.6,-55.9,-2.24,2495.5,2427.3,-50.0,-2.01,2566.5,2406.7,-68.3,-2.72,3045.0,2406.7,-207.4,-7.84,3045.0,2406.7,-900.1,-26.95,3638.5,3592.9,3662.8,3693.8,3611.1,3693.8,3592.9,-74.0,-2.01,3799.0,3562.5,-101.1,-2.72,4412.5,3562.5,-223.3,-5.82,4936.1,3537.4,-1150.8,-24.17,,
XGD,Gold,2166.8,2102.9,2115.7,2159.8,2104.0,2162.8,2104.0,-55.8,-2.58,2166.8,2102.9,-67.5,-3.11,2532.4,2102.9,-416.0,-16.51,2736.3,2069.2,56.6,2.77,2736.3,2069.2,-320.5,-13.22,2531.6,2456.8,2471.9,2523.4,2458.2,2531.6,2456.8,-78.8,-3.11,2958.7,2456.8,-486.0,-16.51,3196.9,2412.7,71.0,2.97,3196.9,1941.8,-364.6,-12.92,,
XJR,S&P/ASX 200 Res,3154.7,3114.6,3140.7,3145.8,3083.6,3145.8,3083.6,-62.2,-1.98,3154.7,3083.6,-114.6,-3.58,3258.1,3083.6,-116.0,-3.63,3741.5,3083.6,-306.7,-9.05,3741.5,3083.6,-1142.1,-27.03,17535.8,17313.0,17458.2,17486.8,17140.8,17535.8,17140.8,-637.1,-3.58,18110.8,17140.8,-644.8,-3.63,20500.6,17140.8,-1263.1,-6.86,23407.3,16867.8,-5426.2,-24.04,,
,
