Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-05-07T23:15:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 2,May 3,May 4,May 5,May 6,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 2,May 3,May 4,May 5,May 6,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XXJ,Financial-X-A-Reit,5362.3,5308.3,5215.5,5220.8,5242.5,5275.8,5206.2,21.7,0.42,5362.3,5215.5,-113.2,-2.11,5390.0,5215.5,-52.0,-0.98,5430.9,4949.5,178.7,3.53,5451.3,4674.3,34.0,0.65,42975.5,42549.4,41805.4,41848.4,42022.5,42975.5,41805.4,-896.3,-2.09,43193.7,41805.4,-405.3,-0.96,43285.0,39663.7,1881.7,4.69,43285.0,35932.3,2418.3,6.11,,
XHJ,Health Care,8803.0,8782.9,8719.4,8725.4,8816.5,8863.7,8708.4,91.1,1.04,8816.5,8719.4,72.9,0.83,9186.8,8719.4,-212.2,-2.35,9186.8,8302.2,-116.7,-1.31,9186.8,7848.5,411.0,4.89,51640.9,51523.3,51150.6,51185.7,51720.5,51720.5,51150.6,427.7,0.83,53892.5,51150.6,-1244.6,-2.35,53892.5,48685.0,-100.7,-0.19,53892.5,44799.6,3741.3,7.80,,
XNJ,Industrials,3631.3,3625.7,3610.3,3612.2,3625.6,3632.2,3593.1,13.4,0.37,3631.3,3610.3,2.4,0.07,3806.1,3606.7,-171.1,-4.51,3870.5,3551.1,-110.9,-2.97,3870.5,3140.1,-10.2,-0.28,27050.9,27009.7,26895.0,26908.9,27008.5,27050.9,26895.0,17.6,0.07,28353.4,26867.7,-1274.7,-4.51,28566.6,26434.6,-551.7,-2.00,28566.6,22749.0,867.0,3.32,,
XIJ,Info Technology,597.2,595.2,592.0,585.9,583.5,591.3,582.5,-2.4,-0.41,597.2,583.5,-17.7,-2.95,601.2,569.3,-15.7,-2.62,666.6,567.1,-61.2,-9.49,689.9,559.3,-78.9,-11.91,3577.1,3564.8,3546.1,3509.5,3494.7,3577.1,3494.7,-106.5,-2.96,3601.2,3409.9,-94.4,-2.63,3919.5,3387.0,-296.3,-7.82,3992.2,3236.2,-338.1,-8.82,,
XMJ,Materials,13972.0,13787.1,13685.4,13792.4,13593.5,13647.6,13485.4,-198.9,-1.44,13972.0,13593.5,-333.5,-2.39,15046.2,13593.5,-1057.4,-7.22,15046.2,12973.6,-487.1,-3.46,15046.2,10889.1,2153.2,18.82,89269.8,88088.5,87438.6,88122.5,86851.7,89269.8,86851.7,-2130.9,-2.39,96133.1,86851.7,-6754.2,-7.22,96133.1,82866.5,-2359.6,-2.64,96133.1,68188.9,15218.4,21.24,,
XPJ,A-Reit,860.9,854.9,851.1,840.1,845.4,849.4,836.3,5.3,0.63,860.9,840.1,-17.3,-2.01,876.0,840.1,-27.0,-3.09,887.0,830.5,5.6,0.66,908.7,813.8,-16.3,-1.89,20089.1,19948.5,19860.3,19624.7,19748.0,20089.1,19624.7,-383.4,-1.90,20442.6,19624.7,-609.1,-2.99,20646.7,19222.9,394.1,2.04,20646.7,17970.7,721.2,3.79,,
XTJ,Telecommunications,984.5,987.9,998.1,1012.0,1015.0,1022.1,1008.9,3.0,0.30,1015.0,984.5,20.4,2.05,1015.0,956.7,44.3,4.56,1016.6,891.0,55.4,5.77,1128.3,891.0,-12.4,-1.21,9623.7,9657.2,9756.5,9892.6,9921.8,9921.8,9623.7,199.4,2.05,9921.8,9350.2,434.6,4.58,9921.8,8708.4,947.2,10.55,10046.4,8339.6,796.1,8.72,,
XUJ,Utilities,4327.8,4338.8,4364.1,4365.9,4360.8,4367.3,4342.5,-5.1,-0.12,4365.9,4327.8,9.0,0.21,4365.9,4223.2,66.2,1.54,4452.1,3990.1,-52.6,-1.19,4614.3,3990.1,176.6,4.22,38388.0,38485.6,38709.8,38725.5,38680.3,38725.5,38388.0,79.8,0.21,38725.5,37459.9,587.1,1.54,38794.6,35021.3,223.1,0.58,39587.2,33297.5,3960.0,11.41,,
XMM,Metals And Mining,5081.8,5011.1,4974.1,5019.0,4935.3,4955.2,4896.1,-83.7,-1.67,5081.8,4935.3,-135.7,-2.68,5491.6,4935.3,-411.4,-7.69,5491.6,4693.1,-210.4,-4.09,5491.6,3866.0,896.9,22.21,6695.5,6602.2,6553.6,6612.6,6502.4,6695.5,6502.4,-178.9,-2.68,7235.3,6502.4,-541.9,-7.69,7235.3,6181.4,-221.8,-3.30,7235.3,5001.6,1277.7,24.46,,
XGD,Gold,7947.5,7790.9,7693.9,7770.1,7607.1,7753.7,7548.5,-163.0,-2.10,7947.5,7607.1,-394.9,-4.93,8435.7,7607.1,-641.9,-7.78,8435.7,7064.2,-492.0,-6.08,8435.7,5742.1,1766.6,30.25,9040.4,8862.3,8751.9,8838.7,8653.2,9040.4,8653.2,-449.2,-4.93,9595.8,8653.2,-730.2,-7.78,9595.8,8022.7,-539.6,-5.87,9595.8,6491.4,2050.6,31.06,,
XJR,S&P/Asx 200 Res,5892.1,5814.1,5771.5,5830.0,5735.2,5768.7,5696.6,-94.8,-1.63,5892.1,5735.2,-153.8,-2.61,6355.0,5735.2,-442.4,-7.16,6355.0,5450.1,-173.6,-2.94,6355.0,4611.8,894.2,18.47,29030.3,28645.9,28436.1,28724.1,28257.4,29030.3,28257.4,-757.7,-2.61,31311.1,28257.4,-2178.9,-7.16,31311.1,26845.8,-602.7,-2.09,31311.1,22285.5,4864.3,20.79,,
,
