Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-09-29T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1244.5,1246.1,1245.1,1241.2,1243.1,1248.4,1237.9,1.9,0.15,1246.1,1241.2,-15.4,-1.23,1282.6,1241.2,-34.6,-2.71,1313.3,1179.0,70.4,6.00,1313.3,1151.4,61.7,5.22,8908.8,8920.2,8912.5,8884.5,8898.2,8920.2,8884.5,-78.3,-0.87,9122.9,8884.5,-122.1,-1.35,9212.9,8076.6,864.7,10.76,9212.9,7869.0,841.7,10.45,,
XSJ,Consumer Staples,8532.8,8490.2,8541.8,8522.2,8448.3,8524.4,8435.9,-73.9,-0.87,8541.8,8448.3,-98.3,-1.15,8800.7,8430.4,-39.3,-0.46,8800.7,7241.1,1115.2,15.21,8800.7,7241.1,886.0,11.72,65396.6,65070.2,65465.7,65314.8,64748.9,65465.7,64748.9,-753.1,-1.15,66855.0,64476.7,272.2,0.42,66855.0,52987.4,11087.9,20.66,66855.0,52987.4,9488.6,17.17,,
XEJ,Energy,12529.6,12483.6,12344.8,12376.6,12418.2,12444.3,12355.2,41.6,0.34,12529.6,12344.8,-234.2,-1.85,12959.2,12344.8,-222.0,-1.76,14705.5,11554.9,-325.0,-2.55,14705.5,11554.9,-60.9,-0.49,85671.9,85357.2,84408.2,84625.6,84910.4,85671.9,84408.2,-1601.4,-1.85,88609.3,84408.2,-1289.5,-1.50,98057.5,77918.0,-62.5,-0.07,98057.5,77918.0,1698.8,2.04,,
XFJ,Financials,4509.7,4505.8,4498.2,4519.8,4519.6,4531.2,4503.9,-0.2,-0.00,4519.8,4498.2,0.3,0.01,4519.8,4424.4,33.0,0.74,4519.8,3913.1,613.7,15.71,4519.8,3639.7,734.6,19.41,41595.5,41560.1,41489.3,41688.4,41686.7,41688.4,41489.3,2.7,0.01,41688.4,40808.7,383.9,0.93,41688.4,34730.9,7235.7,21.00,41688.4,31466.8,8963.6,27.39,,
XXJ,Financial-x-A-REIT,5165.6,5162.3,5147.0,5177.9,5182.5,5190.5,5155.4,4.6,0.09,5182.5,5147.0,3.1,0.06,5182.5,5047.7,31.5,0.61,5182.5,4433.9,677.1,15.03,5182.5,4174.6,827.2,18.99,45699.6,45670.4,45535.2,45808.5,45849.6,45849.6,45535.2,27.5,0.06,45849.6,44657.3,384.3,0.85,45849.6,38178.9,7739.6,20.31,45849.6,34597.4,9754.0,27.02,,
XHJ,Health Care,10180.3,10161.8,10318.1,10431.9,10462.6,10462.6,10292.2,30.7,0.29,10462.6,10161.8,354.8,3.51,10462.6,9889.4,408.0,4.06,10462.6,7756.1,2475.0,30.98,10462.6,7529.0,2858.2,37.59,62377.8,62264.2,63222.3,63919.7,64107.6,64107.6,62264.2,2174.0,3.51,64107.6,60563.3,3205.2,5.26,64107.6,46279.9,16446.0,34.51,64107.6,44901.9,18756.1,41.36,,
XNJ,Industrials,3292.2,3295.2,3275.6,3291.4,3296.7,3300.7,3278.2,5.3,0.16,3296.7,3275.6,-17.5,-0.53,3437.6,3231.0,-130.8,-3.82,3815.2,3159.7,-41.1,-1.23,3815.2,3031.9,149.6,4.75,25982.5,26005.8,25859.3,25983.8,26025.6,26025.6,25859.3,-115.8,-0.44,26820.8,25274.6,-716.3,-2.68,29446.6,24610.7,525.4,2.06,29446.6,22990.4,2161.4,9.06,,
XIJ,Info Technology,579.1,583.0,580.3,580.2,577.5,581.0,573.2,-2.7,-0.47,583.0,577.5,-0.6,-0.11,601.3,566.7,2.2,0.38,601.3,482.8,79.0,15.84,601.3,462.0,96.4,20.05,3673.3,3698.3,3680.7,3680.5,3669.4,3698.3,3669.4,2.1,0.06,3807.4,3594.8,41.3,1.14,3807.4,2950.6,622.7,20.44,3807.4,2823.8,729.4,24.81,,
XMJ,Materials,9986.1,9888.6,9782.2,9886.4,9929.5,9959.4,9845.8,43.1,0.44,9986.1,9782.2,-183.9,-1.82,10277.7,9073.4,234.9,2.42,11833.2,8986.0,-563.1,-5.37,11989.3,8986.0,-910.8,-8.40,66374.4,65726.2,65018.9,65711.6,66002.6,66374.4,65018.9,-1154.8,-1.72,68248.8,60231.5,2244.1,3.52,76582.8,58941.4,-1904.2,-2.80,77484.2,58941.4,-4055.9,-5.79,,
XPJ,A-REIT,929.5,927.7,932.0,930.9,926.4,935.0,926.4,-4.5,-0.48,932.0,926.4,-2.4,-0.26,945.8,914.4,12.5,1.37,945.8,785.8,148.9,19.15,945.8,742.0,163.6,21.44,23810.3,23764.2,23875.8,23845.5,23730.9,23875.8,23730.9,-63.2,-0.27,24229.3,23411.1,319.7,1.37,24229.3,19271.5,4662.8,24.45,24229.3,17884.6,5344.9,29.07,,
XTJ,Telecommunications,1323.4,1330.5,1336.9,1343.7,1343.1,1346.8,1333.5,-0.6,-0.04,1343.7,1323.4,16.3,1.23,1343.7,1299.7,52.4,4.06,1393.2,1101.4,207.6,18.28,1393.2,1030.9,279.9,26.33,14617.3,14695.5,14766.1,14841.0,14838.3,14841.0,14617.3,183.5,1.25,14841.0,14246.4,591.9,4.15,14842.3,11476.1,3218.9,27.70,14842.3,10543.2,3965.3,36.47,,
XUJ,Utilities,4908.6,4894.6,4962.6,4964.9,4975.8,4987.8,4939.8,10.9,0.22,4975.8,4894.6,30.1,0.61,5106.4,4822.3,-105.0,-2.07,5119.5,4527.2,431.4,9.49,5119.5,4178.3,708.3,16.60,47561.9,47425.9,48084.4,48107.6,48213.0,48213.0,47425.9,320.2,0.67,49390.0,46698.6,-337.8,-0.70,49390.0,42294.1,6030.5,14.30,49390.0,38220.0,9176.6,23.51,,
XMM,Metals & Mining,3458.2,3423.0,3377.0,3409.2,3426.6,3437.8,3398.1,17.4,0.51,3458.2,3377.0,-79.0,-2.25,3570.5,3111.6,81.8,2.44,4252.2,3071.9,-295.1,-7.93,4298.2,3071.9,-443.6,-11.46,4723.0,4675.0,4612.1,4656.1,4680.3,4723.0,4612.1,-102.9,-2.15,4871.8,4243.9,167.2,3.71,5661.9,4138.3,-275.1,-5.55,5723.0,4138.3,-472.8,-9.17,,
XGD,Gold,6016.8,5944.8,5912.4,5987.5,6174.0,6200.0,5996.0,186.5,3.11,6174.0,5912.4,63.0,1.03,6217.8,5147.1,668.3,12.14,7178.9,4550.0,140.0,2.32,7421.5,4550.0,-582.1,-8.62,6932.8,6849.8,6812.5,6899.0,7113.9,7113.9,6812.5,102.6,1.46,7133.8,5901.2,803.3,12.73,8202.2,5214.8,220.1,3.19,8477.7,5214.8,-603.7,-7.82,,
XJR,S&P/ASX 200 Res,4135.9,4101.8,4048.9,4081.1,4099.9,4111.8,4067.5,18.8,0.46,4135.9,4048.9,-88.4,-2.11,4267.2,3822.8,52.8,1.31,4925.8,3728.7,-269.4,-6.17,5010.2,3728.7,-383.9,-8.56,21141.9,20967.7,20697.1,20861.7,20959.2,21141.9,20697.1,-435.5,-2.04,21797.7,19518.8,470.7,2.30,24542.0,18796.9,-809.8,-3.72,24962.6,18796.9,-1380.5,-6.18,,
,
