Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-04-25T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 17,Apr 20,Apr 21,Apr 22,Apr 23,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XNJ,Industrials,4644.5,4663.2,4684.6,4680.3,4743.8,4753.3,4680.3,63.5,1.36,4743.8,4644.5,35.6,0.76,4771.0,4644.5,5.6,0.12,4771.0,4233.2,422.0,9.76,4771.0,4233.2,639.1,15.57,40803.5,40251.9,40413.5,40599.2,40562.0,40599.2,40251.9,-241.5,-0.59,41347.7,40251.9,-448.3,-1.09,41347.7,36323.0,3478.4,9.38,41347.7,32870.0,6243.3,18.19,,
XIJ,Info Technology,799.7,817.4,813.2,818.9,826.3,830.1,818.9,7.4,0.90,826.3,799.7,13.0,1.60,832.0,799.7,-11.4,-1.36,853.7,757.6,43.6,5.57,853.7,757.6,32.3,4.07,5545.9,5452.8,5573.6,5545.4,5583.9,5583.9,5452.8,38.1,0.69,5712.1,5452.8,-128.2,-2.24,5803.2,5098.0,317.3,6.02,5803.2,4958.9,317.7,6.03,,
XMJ,Materials,9008.5,9179.6,9119.4,9234.9,9455.6,9457.6,9234.9,220.7,2.39,9455.6,9008.5,384.4,4.24,9455.6,8979.8,131.9,1.41,9946.3,8248.8,727.9,8.34,9946.3,8248.8,-846.9,-8.22,65536.5,65083.4,66319.4,65884.3,66719.2,66719.2,65083.4,1182.7,1.80,67341.8,64876.3,-622.6,-0.92,70664.0,58495.7,4826.9,7.80,73622.9,57471.6,-4962.6,-6.92,,
XPJ,A-REIT,1286.9,1290.5,1280.5,1282.2,1302.6,1305.3,1282.2,20.4,1.59,1302.6,1280.5,13.3,1.03,1324.8,1280.5,-31.9,-2.39,1343.7,1197.3,116.4,9.82,1343.7,1197.3,246.4,23.33,37827.7,37757.3,37863.4,37569.9,37617.9,37863.4,37569.9,-209.8,-0.55,39143.0,37569.9,-1525.1,-3.90,39203.9,34828.8,3112.4,9.02,39203.9,29219.4,8184.3,27.81,,
XTJ,Telecommunications,2186.5,2196.7,2214.3,2218.6,2239.3,2239.7,2218.6,20.7,0.93,2239.3,2186.5,61.1,2.81,2249.5,2178.2,-11.7,-0.52,2321.2,2072.7,152.5,7.31,2321.2,2072.7,433.6,24.02,27482.1,27586.7,27716.4,27937.8,27991.6,27991.6,27586.7,509.5,1.85,28389.5,27482.1,-398.0,-1.40,28647.5,25580.0,2237.4,8.69,28647.5,21606.0,6283.4,28.94,,
XUJ,Utilities,6638.3,6689.1,6647.6,6675.1,6827.6,6832.9,6675.1,152.5,2.28,6827.6,6638.3,156.4,2.34,6827.6,6496.1,291.5,4.46,6844.8,5936.5,913.4,15.44,6844.8,5936.5,1041.8,18.01,73872.4,73508.0,74070.0,73610.5,73915.5,74070.0,73508.0,43.1,0.06,75052.4,71932.9,1539.8,2.13,75793.9,65111.5,9049.2,13.95,75793.9,60270.1,13105.3,21.55,,
XMM,Metals & Mining,2658.7,2716.0,2700.6,2750.7,2826.3,2828.4,2750.7,75.6,2.75,2826.3,2658.7,152.0,5.68,2826.3,2628.0,46.2,1.66,3045.0,2488.4,179.3,6.77,3045.0,2488.4,-521.0,-15.56,3958.5,3935.5,4020.3,3997.5,4071.6,4071.6,3935.5,113.1,2.86,4114.5,3890.0,-42.8,-1.04,4412.5,3604.6,237.2,6.19,4936.1,3537.4,-701.3,-14.69,,
XGD,Gold,2594.1,2622.4,2663.7,2574.2,2599.5,2632.6,2574.0,25.3,0.98,2663.7,2574.2,22.6,0.88,2663.7,2427.7,41.8,1.63,2727.5,2069.2,552.1,26.97,2727.5,2069.2,317.9,13.93,3010.6,3030.8,3063.9,3112.1,3007.6,3112.1,3007.6,-3.1,-0.10,3112.1,2836.4,22.8,0.76,3182.8,2412.7,620.3,25.99,3182.8,1941.8,351.0,13.21,,
XJR,S&P/ASX 200 Res,3403.0,3449.9,3424.6,3480.6,3575.9,3575.9,3480.6,95.3,2.74,3575.9,3403.0,150.5,4.39,3575.9,3341.9,100.3,2.89,3741.5,3157.8,185.6,5.48,3741.5,3157.8,-662.9,-15.64,19040.6,18916.2,19177.0,19036.3,19347.6,19347.6,18916.2,307.1,1.61,19347.6,18576.8,29.5,0.15,20466.3,17142.0,943.7,5.13,23407.3,16867.8,-3289.4,-14.53,,
,
