Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-03-31T23:15:12+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1270.1,1285.1,1294.8,1289.7,1294.8,1301.6,1288.3,5.1,0.40,1294.8,1270.1,11.6,0.91,1297.3,1260.7,6.3,0.49,1297.3,1179.0,122.1,10.41,1514.8,1140.6,-203.2,-13.56,8890.6,8995.4,9062.9,9027.5,9062.9,9062.9,8890.6,115.5,1.29,9062.9,8754.5,146.3,1.64,9062.9,8076.6,1029.4,12.81,10062.3,7636.0,-887.4,-8.92,,
XSJ,Consumer Staples,7345.0,7407.9,7514.0,7567.7,7647.1,7680.7,7564.9,79.4,1.05,7647.1,7345.0,293.9,4.00,7647.1,7290.5,241.6,3.26,7647.1,7241.1,314.0,4.28,7967.2,7011.2,-191.0,-2.44,54927.5,55397.6,56190.9,56592.4,57186.5,57186.5,54927.5,2198.0,4.00,57186.5,54028.2,2306.5,4.20,57186.5,52987.4,3525.6,6.57,57186.5,49979.4,1404.2,2.52,,
XEJ,Energy,14184.9,14289.0,14394.7,14245.3,14139.4,14254.6,14130.7,-105.9,-0.74,14394.7,14139.4,-57.5,-0.40,14394.7,13757.1,-351.3,-2.42,14705.5,12824.6,1396.2,10.96,17736.5,11605.0,-3039.9,-17.70,95652.6,96354.5,97067.0,96059.7,95345.7,97067.0,95345.7,-387.6,-0.40,97067.0,92742.5,-2177.9,-2.23,98057.5,85515.8,10372.8,12.21,116809.6,77383.0,-17794.4,-15.73,,
XFJ,Financials,4124.0,4165.4,4205.8,4208.7,4179.4,4213.1,4179.4,-29.3,-0.70,4208.7,4124.0,55.9,1.36,4208.7,3931.7,149.7,3.72,4208.7,3931.7,273.4,7.00,4615.7,3596.7,-355.7,-7.84,36807.3,37177.0,37537.6,37563.3,37301.7,37563.3,36807.3,505.2,1.37,37563.3,35085.0,1391.4,3.87,37563.3,34730.9,2850.8,8.27,38590.5,30965.7,-615.3,-1.62,,
XXJ,Financial-x-A-REIT,4756.4,4811.5,4865.0,4864.4,4834.5,4878.5,4834.5,-29.9,-0.61,4865.0,4756.4,84.3,1.78,4865.0,4502.6,213.6,4.62,4865.0,4502.6,329.1,7.30,5390.0,4119.7,-443.4,-8.40,40692.4,41163.7,41621.3,41616.1,41360.4,41621.3,40692.4,721.5,1.78,41621.3,38520.7,1891.4,4.79,41621.3,38178.9,3250.4,8.53,43193.7,34142.5,-934.8,-2.21,,
XHJ,Health Care,8373.3,8494.8,8610.6,8765.0,8748.1,8786.0,8728.4,-16.9,-0.19,8765.0,8373.3,345.8,4.12,8765.0,8014.5,499.2,6.05,8765.0,7756.1,760.5,9.52,9186.8,7082.8,-176.9,-1.98,50569.9,51304.0,52035.0,52968.4,52866.1,52968.4,50569.9,2153.3,4.25,52968.4,48115.1,3520.0,7.13,52968.4,46279.9,5204.5,10.92,53892.5,41891.0,509.5,0.97,,
XNJ,Industrials,3738.0,3770.9,3804.8,3775.8,3793.2,3805.4,3770.0,17.4,0.46,3804.8,3738.0,59.1,1.58,3815.2,3629.9,21.3,0.56,3815.2,3379.0,455.4,13.65,3815.2,3031.9,12.6,0.33,28875.2,29129.4,29391.4,29166.9,29301.9,29391.4,28875.2,471.1,1.63,29446.6,27940.8,412.6,1.43,29446.6,25815.0,3801.7,14.91,29446.6,22990.4,1138.2,4.04,,
XIJ,Info Technology,536.9,548.5,554.9,559.8,560.6,565.1,553.8,0.8,0.14,560.6,536.9,21.1,3.92,560.6,499.3,62.3,12.51,560.6,482.8,62.1,12.45,601.2,458.0,-28.9,-4.90,3350.1,3422.5,3462.2,3492.8,3498.2,3498.2,3350.1,132.0,3.92,3498.2,3092.2,412.4,13.37,3498.2,2950.6,451.5,14.82,3601.2,2743.0,-32.6,-0.92,,
XMJ,Materials,10802.0,10890.8,10987.1,10909.7,10986.8,11076.5,10909.7,77.1,0.71,10987.1,10802.0,137.2,1.26,11289.3,10723.6,-475.7,-4.15,11833.2,10665.2,494.2,4.71,15046.2,10436.7,-3285.7,-23.02,70724.0,71305.6,71936.5,71429.2,71939.2,71939.2,70724.0,909.9,1.28,73753.8,70172.1,-2946.5,-3.93,76582.8,69023.5,4032.4,5.94,96133.1,67434.3,-19246.4,-21.11,,
XPJ,A-REIT,821.5,823.4,825.4,829.4,820.1,829.4,820.1,-9.3,-1.12,829.4,820.1,-6.3,-0.76,831.5,810.5,-6.6,-0.80,836.7,785.8,42.6,5.48,876.0,708.9,-41.8,-4.85,20439.8,20485.7,20535.8,20635.8,20405.2,20635.8,20405.2,-134.4,-0.65,20666.1,20145.6,-141.5,-0.69,20666.1,19271.5,1337.1,7.01,20666.1,17036.7,293.6,1.46,,
XTJ,Telecommunications,1107.9,1111.6,1128.1,1134.9,1131.2,1138.1,1124.7,-3.7,-0.33,1134.9,1107.9,17.1,1.53,1135.9,1101.4,2.2,0.20,1173.7,1101.4,-4.3,-0.38,1173.7,956.7,170.0,17.69,11798.0,11838.2,12013.5,12086.3,12046.2,12086.3,11798.0,181.8,1.53,12089.1,11728.8,30.7,0.26,12180.7,11476.1,426.8,3.67,12180.7,9350.2,2652.0,28.23,,
XUJ,Utilities,4837.8,4835.6,4851.6,4887.9,4853.8,4898.1,4853.8,-34.1,-0.70,4887.9,4835.6,32.4,0.67,4887.9,4527.2,230.0,4.97,4887.9,4527.2,309.4,6.81,4887.9,4004.3,601.1,14.13,45559.8,45539.5,45690.7,46032.5,45710.6,46032.5,45539.5,335.2,0.74,46032.5,42547.4,2623.1,6.09,46032.5,42294.1,3528.0,8.36,46032.5,36081.2,7988.8,21.18,,
XMM,Metals & Mining,3825.7,3856.6,3889.4,3853.1,3878.5,3910.8,3853.1,25.4,0.66,3889.4,3825.7,41.0,1.07,4026.1,3809.8,-204.8,-5.01,4252.2,3789.0,156.8,4.21,5491.6,3721.6,-1315.5,-25.33,5152.9,5194.4,5238.6,5189.8,5224.2,5238.6,5152.9,55.5,1.07,5411.5,5128.8,-264.0,-4.81,5661.9,5045.1,268.8,5.43,7235.3,4955.3,-1618.7,-23.65,,
XGD,Gold,5994.1,6066.1,6171.7,6143.9,6098.7,6159.2,6092.2,-45.2,-0.74,6171.7,5994.1,119.4,2.00,6737.9,5979.3,-807.4,-11.69,7178.9,5979.3,64.7,1.07,8435.7,5979.3,-1857.1,-23.34,6867.6,6950.0,7071.0,7039.1,6987.3,7071.0,6867.6,136.8,2.00,7700.6,6850.5,-905.4,-11.47,8202.2,6850.5,93.5,1.36,9595.8,6850.5,-2062.5,-22.79,,
XJR,S&P/ASX 200 Res,4579.2,4616.1,4654.8,4610.4,4624.6,4659.3,4610.4,14.2,0.31,4654.8,4579.2,31.3,0.68,4764.8,4527.6,-207.9,-4.30,4925.8,4435.9,255.3,5.84,6355.0,4291.7,-1416.1,-23.44,23083.5,23269.4,23464.6,23240.8,23313.1,23464.6,23083.5,158.7,0.69,23968.8,22812.6,-995.6,-4.10,24542.0,22101.1,1544.1,7.09,31311.1,21378.1,-6447.8,-21.67,,
,
