Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-01-31T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 23,Jan 27,Jan 28,Jan 29,Jan 30,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 23,Jan 27,Jan 28,Jan 29,Jan 30,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XHJ,Health Care,17520.7,17845.3,17856.0,17892.6,17962.1,18133.9,17892.6,69.5,0.39,17962.1,17520.7,703.5,4.08,17962.1,17005.1,471.5,2.70,17962.1,17005.1,474.9,2.72,17962.1,17005.1,3555.5,24.68,112213.3,114291.8,114360.6,114594.7,115040.0,115040.0,112213.3,4505.8,4.08,115040.0,108911.1,3019.9,2.70,115040.0,108911.1,3041.4,2.72,115040.0,86829.4,24746.7,27.41,,
XNJ,Industrials,4349.6,4376.7,4377.7,4376.0,4378.2,4409.8,4376.0,2.2,0.05,4378.2,4349.6,72.5,1.68,4392.2,4233.2,55.4,1.28,4392.2,4233.2,56.4,1.30,4392.2,4233.2,491.3,12.64,37322.4,37554.6,37563.6,37548.7,37567.2,37567.2,37322.4,621.6,1.68,37687.3,36323.0,475.1,1.28,37687.3,36323.0,483.6,1.30,37687.3,31167.8,5443.5,16.95,,
XIJ,Info Technology,772.0,788.7,786.3,775.9,772.2,782.6,772.1,-3.7,-0.48,788.7,772.0,10.2,1.34,807.7,757.6,-8.5,-1.08,807.7,757.6,-10.5,-1.34,807.7,757.6,49.9,6.91,5194.5,5307.0,5291.2,5220.9,5196.3,5307.0,5194.5,68.9,1.34,5435.0,5098.0,-56.7,-1.08,5435.0,5098.0,-70.4,-1.34,5555.5,4603.8,462.8,9.78,,
XMJ,Materials,8757.8,8692.0,8713.0,8742.9,8798.6,8866.4,8742.9,55.7,0.64,8798.6,8692.0,176.3,2.04,8830.0,8248.8,83.5,0.96,8830.0,8248.8,70.9,0.81,8830.0,8248.8,-1208.0,-12.07,62105.2,61639.2,61788.1,61999.7,62394.5,62394.5,61639.2,1250.0,2.04,62617.4,58495.7,591.9,0.96,62617.4,58495.7,502.2,0.81,73944.4,57471.6,-6253.9,-9.11,,
XPJ,A-REIT,1270.8,1285.0,1276.1,1276.2,1277.3,1293.0,1276.2,1.1,0.09,1285.0,1270.8,47.0,3.82,1285.0,1186.2,64.7,5.33,1285.0,1197.3,91.1,7.68,1285.0,1197.3,288.1,29.12,36976.4,37387.6,37131.2,37134.0,37164.3,37387.6,36976.4,1368.1,3.82,37387.6,34505.4,1889.1,5.36,37387.6,34828.8,2658.8,7.71,37387.6,27238.8,9876.1,36.19,,
XTJ,Telecommunications,2206.6,2241.9,2257.3,2249.8,2260.6,2280.3,2247.5,10.8,0.48,2260.6,2206.6,78.7,3.61,2260.6,2072.7,170.9,8.18,2260.6,2072.7,173.8,8.33,2260.6,2072.7,474.0,26.53,27233.2,27668.2,27858.7,27766.3,27898.9,27898.9,27233.2,971.1,3.61,27898.9,25580.0,2109.0,8.18,27898.9,25580.0,2144.8,8.33,27898.9,20377.3,6991.4,33.44,,
XUJ,Utilities,6212.1,6266.7,6254.5,6303.6,6275.2,6329.4,6271.6,-28.4,-0.45,6303.6,6212.1,110.5,1.79,6303.6,5914.2,370.7,6.28,6303.6,5936.5,361.0,6.10,6303.6,5936.5,847.5,15.61,68133.3,68732.5,68598.9,69137.7,68825.4,69137.7,68133.3,1211.5,1.79,69137.7,64760.4,4065.0,6.28,69137.7,65111.5,3959.2,6.10,69137.7,55796.6,12448.5,22.08,,
XMM,Metals & Mining,2688.4,2647.5,2656.2,2662.7,2679.5,2697.2,2662.7,16.8,0.63,2688.4,2647.5,31.5,1.19,2688.4,2488.4,33.8,1.28,2688.4,2488.4,32.5,1.23,2688.4,2488.4,-575.3,-17.67,3894.3,3835.2,3847.8,3857.1,3881.5,3894.3,3835.2,45.6,1.19,3894.3,3604.6,48.9,1.28,3894.3,3604.6,47.1,1.23,4948.8,3537.4,-690.4,-15.10,,
XGD,Gold,2643.1,2573.9,2627.0,2593.2,2530.1,2593.2,2469.8,-63.1,-2.43,2643.1,2530.1,-83.3,-3.19,2643.1,2047.4,485.0,23.72,2643.1,2069.2,482.7,23.58,2643.1,2069.2,349.8,16.04,3081.9,3001.2,3063.1,3023.7,2950.1,3081.9,2950.1,-97.1,-3.19,3081.9,2384.6,565.5,23.71,3081.9,2412.7,562.8,23.58,3119.4,1941.8,413.6,16.31,,
XJR,S&P/ASX 200 Res,3353.7,3309.3,3325.2,3315.3,3344.6,3364.4,3315.3,29.3,0.88,3353.7,3309.3,57.2,1.74,3432.0,3157.8,-41.4,-1.22,3432.0,3157.8,-45.7,-1.35,3432.0,3157.8,-714.1,-17.59,18205.2,17964.5,18050.7,17997.0,18155.8,18205.2,17964.5,310.5,1.74,18630.5,17142.0,-225.1,-1.22,18630.5,17142.0,-248.1,-1.35,23407.3,16867.8,-3185.5,-14.93,,
,
