Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-05-14T23:15:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 9,May 10,May 11,May 12,May 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 9,May 10,May 11,May 12,May 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Cons Discretionary,1440.5,1433.3,1445.2,1433.7,1430.5,1437.6,1424.2,-3.2,-0.22,1445.2,1430.5,-8.3,-0.58,1491.1,1428.6,-50.5,-3.41,1557.8,1428.6,-70.3,-4.68,1572.1,1424.3,-166.4,-10.42,9590.4,9542.7,9621.9,9545.2,9523.8,9621.9,9523.8,-55.3,-0.58,9927.2,9511.6,-336.2,-3.41,10210.5,9458.7,-258.5,-2.64,10246.9,9106.3,-685.6,-6.72,,
XSJ,Consumer Staples,7846.2,7825.3,7860.2,7787.7,7803.1,7808.0,7712.4,15.4,0.20,7860.2,7787.7,-5.9,-0.08,7967.2,7769.8,-43.4,-0.55,8013.9,7490.6,88.6,1.15,8415.1,7167.6,321.3,4.29,55839.8,55691.3,55939.1,55423.6,55532.7,55939.1,55423.6,-42.3,-0.08,56701.2,55296.3,-309.3,-0.55,56701.2,52783.5,1734.9,3.22,58402.4,48819.1,4573.6,8.98,,
XEJ,Energy,16311.5,16225.2,16502.4,16057.9,16075.8,16127.3,15942.9,17.9,0.11,16502.4,16057.9,-81.6,-0.51,17170.1,16057.9,-1020.5,-5.97,17736.5,15342.3,-38.6,-0.24,17736.5,13714.7,983.7,6.52,107425.0,106856.7,108682.3,105755.0,105872.8,108682.3,105755.0,-537.5,-0.51,113079.6,105755.0,-6720.8,-5.97,116809.6,101042.2,779.6,0.74,116809.6,88395.3,8599.7,8.84,,
XFJ,Financials,4508.7,4462.4,4491.2,4424.0,4440.3,4445.3,4405.5,16.3,0.37,4508.7,4424.0,-55.6,-1.24,4615.7,4424.0,-132.2,-2.89,4666.6,4276.2,78.5,1.80,4666.6,4077.7,-162.9,-3.54,37740.8,37353.3,37594.4,37177.5,37314.5,37740.8,37177.5,-288.7,-0.77,38590.5,37177.5,-914.9,-2.39,38822.8,35744.3,1250.9,3.47,38822.8,32702.7,790.1,2.16,,
XXJ,Financial-X-A-Reit,5256.1,5197.0,5229.6,5143.8,5157.8,5168.7,5113.9,14.0,0.27,5256.1,5143.8,-84.7,-1.62,5390.0,5143.8,-173.6,-3.26,5430.9,4949.5,94.0,1.86,5430.9,4674.3,-203.6,-3.80,42171.1,41697.1,41958.9,41463.1,41576.5,42171.1,41463.1,-445.9,-1.06,43193.7,41463.1,-1147.4,-2.69,43285.0,39663.7,1435.8,3.58,43285.0,35932.3,772.9,1.89,,
XHJ,Health Care,8805.0,8725.9,8836.0,8717.8,8726.6,8747.7,8676.4,8.8,0.10,8836.0,8717.8,-89.9,-1.02,9030.7,8717.8,-339.9,-3.75,9186.8,8302.2,-206.6,-2.31,9186.8,7848.5,110.4,1.28,51652.7,51189.1,51834.6,51141.4,51193.0,51834.6,51141.4,-527.5,-1.02,53187.1,51141.4,-1994.1,-3.75,53892.5,48685.0,-628.3,-1.21,53892.5,44799.6,2010.8,4.09,,
XNJ,Industrials,3636.9,3610.9,3665.8,3614.0,3641.9,3642.8,3614.0,27.9,0.77,3665.8,3610.9,16.3,0.45,3710.9,3606.7,-113.0,-3.01,3870.5,3551.1,-94.6,-2.53,3870.5,3140.1,-94.1,-2.52,27093.2,26899.2,27308.1,26922.4,27130.5,27308.1,26899.2,121.9,0.45,27972.1,26867.7,-841.6,-3.01,28566.6,26434.6,-429.8,-1.56,28566.6,22749.0,268.9,1.00,,
XIJ,Info Technology,590.3,579.5,589.9,579.9,577.7,580.7,573.3,-2.2,-0.38,590.3,577.7,-5.8,-0.99,601.2,569.3,-4.2,-0.72,666.6,567.1,-67.0,-10.39,683.1,559.3,-103.1,-15.14,3535.7,3471.2,3533.3,3473.4,3460.1,3535.7,3460.1,-34.6,-0.99,3601.2,3409.9,-25.1,-0.72,3919.5,3387.0,-330.8,-8.73,3952.4,3236.2,-479.0,-12.16,,
XMJ,Materials,13633.8,13581.4,13837.3,13482.1,13527.5,13527.5,13390.9,45.4,0.34,13837.3,13482.1,-66.0,-0.49,14508.7,13482.1,-1124.7,-7.68,15046.2,12973.6,-553.1,-3.93,15046.2,10889.1,1654.8,13.94,87109.4,86774.5,88409.5,86139.7,86444.9,88409.5,86139.7,-406.7,-0.47,93616.1,86139.7,-7171.1,-7.66,96133.1,82866.5,-2766.3,-3.10,96133.1,68188.9,12096.1,16.27,,
XPJ,A-Reit,849.0,844.8,851.0,844.9,852.3,854.2,844.8,7.4,0.88,852.3,844.8,6.9,0.82,870.6,840.1,-7.9,-0.92,887.0,830.5,12.5,1.48,908.7,813.8,-18.4,-2.12,19833.4,19734.1,19880.1,19737.4,19910.0,19910.0,19734.1,161.9,0.82,20315.5,19624.7,-162.7,-0.81,20646.7,19222.9,556.0,2.87,20646.7,17970.7,683.1,3.55,,
XTJ,Telecommunications,1002.2,1008.2,1016.2,1013.7,1019.5,1026.4,1013.7,5.8,0.57,1019.5,1002.2,4.5,0.45,1019.5,960.5,49.8,5.13,1019.5,891.0,59.9,6.24,1128.3,891.0,-1.3,-0.13,9796.9,9856.0,9934.2,9908.8,9965.7,9965.7,9796.9,44.0,0.44,9965.7,9389.3,486.5,5.13,9965.7,8708.4,991.2,11.05,10046.4,8339.6,898.8,9.91,,
XUJ,Utilities,4359.6,4332.8,4373.2,4339.9,4364.7,4377.8,4339.9,24.8,0.57,4373.2,4332.8,3.9,0.09,4373.2,4229.6,141.5,3.35,4452.1,3990.1,-48.7,-1.10,4614.3,3990.1,67.3,1.57,38669.8,38432.2,38790.4,38494.6,38715.3,38790.4,38432.2,35.0,0.09,38790.4,37459.9,1255.5,3.35,38794.6,35021.3,258.2,0.67,39587.2,33297.5,3055.7,8.57,,
XMM,Metals And Mining,4954.5,4934.8,5031.2,4897.8,4916.7,4916.7,4862.8,18.9,0.39,5031.2,4897.8,-18.6,-0.38,5292.1,4897.8,-427.3,-8.00,5491.6,4693.1,-229.0,-4.45,5491.6,3866.0,712.7,16.95,6527.8,6501.7,6628.8,6453.0,6477.9,6628.8,6453.0,-24.4,-0.38,7040.8,6453.0,-562.9,-8.00,7235.3,6181.4,-246.2,-3.66,7235.3,5001.6,1039.0,19.10,,
XGD,Gold,7631.0,7560.9,7696.6,7466.1,7441.1,7466.1,7363.5,-25.0,-0.33,7696.6,7441.1,-166.0,-2.18,8319.8,7441.1,-697.4,-8.57,8435.7,7064.2,-658.0,-8.12,8435.7,5742.1,1176.1,18.77,8680.3,8600.7,8755.0,8492.8,8464.4,8755.0,8464.4,-188.8,-2.18,9463.9,8464.4,-793.3,-8.57,9595.8,8022.7,-728.5,-7.92,9595.8,6491.4,1381.8,19.51,,
XJR,S&P/Asx 200 Res,5765.9,5740.1,5848.3,5691.2,5711.1,5711.1,5651.5,19.9,0.35,5848.3,5691.2,-24.1,-0.42,6122.9,5691.2,-459.1,-7.44,6355.0,5450.1,-197.7,-3.35,6355.0,4611.8,683.3,13.59,28408.4,28281.1,28814.6,28040.2,28138.7,28814.6,28040.2,-118.8,-0.42,30400.5,28040.2,-2261.9,-7.44,31311.1,26845.8,-721.5,-2.50,31311.1,22285.5,3842.7,15.82,,
,
