Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-05-23T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 18,May 19,May 20,May 21,May 22,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 18,May 19,May 20,May 21,May 22,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2242.5,2229.9,2223.7,2240.2,2249.1,2257.2,2240.2,8.9,0.40,2249.1,2223.7,-4.3,-0.19,2253.4,2175.5,66.4,3.04,2253.4,2001.2,204.8,10.02,2253.4,2001.2,108.7,5.08,5770.3,5737.7,5721.9,5764.2,5787.2,5787.2,5721.9,-11.1,-0.19,5798.3,5597.6,172.1,3.07,5798.3,5089.5,589.7,11.35,5798.3,4882.3,453.8,8.51,,
XDJ,Consumer Discretionary,1976.9,1960.9,1960.9,1979.9,1977.9,1995.9,1975.3,-2.0,-0.10,1979.9,1960.9,-26.9,-1.34,2021.0,1935.9,20.3,1.04,2021.0,1713.3,224.6,12.81,2021.0,1713.3,181.4,10.10,15428.9,15304.3,15303.8,15452.1,15437.1,15452.1,15303.8,-210.3,-1.34,15772.9,15109.4,163.1,1.07,15772.9,13162.6,1967.3,14.61,15772.9,12935.8,1896.5,14.01,,
XSJ,Consumer Staples,9290.5,9114.5,9092.1,9119.3,9090.0,9185.9,9043.6,-29.3,-0.32,9290.5,9090.0,-289.0,-3.08,9415.6,8944.1,39.0,0.43,10122.8,8944.1,-83.0,-0.91,10122.8,8944.1,-1152.1,-11.25,79003.3,77507.3,77316.4,77548.1,77299.0,79003.3,77299.0,-2457.8,-3.08,80067.8,76057.7,331.4,0.43,85291.5,75246.2,790.3,1.03,85291.5,73342.3,-6232.6,-7.46,,
XEJ,Energy,11458.6,11341.0,11190.5,11391.3,11603.6,11630.4,11391.3,212.3,1.86,11603.6,11190.5,30.5,0.26,12090.7,11190.5,143.9,1.26,12090.7,10301.0,2.2,0.02,12090.7,10301.0,-2784.4,-19.35,85666.1,84786.8,83661.9,85162.9,86750.3,86750.3,83661.9,228.2,0.26,90391.5,83661.9,1076.1,1.26,90391.5,74854.3,2446.0,2.90,111140.9,74854.3,-16057.0,-15.62,,
XFJ,Financials,6423.0,6375.9,6382.3,6420.7,6412.3,6436.7,6399.1,-8.4,-0.13,6423.0,6375.9,-135.7,-2.07,7039.3,6375.9,-517.7,-7.47,7186.4,6165.5,156.9,2.51,7186.4,6165.5,294.5,4.81,68489.3,67986.9,68055.0,68465.1,68374.9,68489.3,67986.9,-1377.5,-1.97,74106.9,67986.9,-4580.7,-6.28,75638.7,64303.3,3135.8,4.81,75638.7,59639.1,6405.9,10.34,,
XXJ,Financial-x-A-REIT,7413.3,7362.6,7358.6,7411.8,7385.2,7426.7,7370.9,-26.6,-0.36,7413.3,7358.6,-189.6,-2.50,8219.6,7358.6,-717.1,-8.85,8394.2,7130.2,103.1,1.42,8394.2,7130.2,163.0,2.26,75922.7,75403.0,75362.3,75907.1,75635.3,75922.7,75362.3,-1851.2,-2.39,82923.5,75362.3,-6105.1,-7.47,84666.9,71254.0,2862.8,3.93,84666.9,66776.9,5371.1,7.64,,
XHJ,Health Care,18113.1,18174.0,18445.2,18832.2,18756.4,18927.5,18706.8,-75.8,-0.40,18832.2,18113.1,429.3,2.34,19508.4,18080.7,-503.3,-2.61,19933.9,17005.1,1269.2,7.26,19933.9,17005.1,4165.1,28.55,117039.9,117469.9,119222.9,121724.3,121234.4,121724.3,117039.9,2811.5,2.37,126055.2,116830.4,-3214.0,-2.58,128804.9,108911.1,9235.7,8.25,128804.9,88629.9,28839.7,31.21,,
XNJ,Industrials,4790.9,4753.2,4806.1,4856.9,4884.2,4894.4,4856.9,27.3,0.56,4884.2,4753.2,64.5,1.34,4884.2,4638.7,199.6,4.26,4884.2,4233.2,562.4,13.01,4884.2,4233.2,766.9,18.63,41520.8,41193.6,41652.3,42092.4,42329.0,42329.0,41193.6,559.3,1.34,42329.0,40201.5,1729.8,4.26,42329.0,36323.0,5245.4,14.14,42329.0,32870.0,7905.5,22.97,,
XIJ,Info Technology,805.1,802.6,812.0,817.0,814.9,819.2,813.0,-2.1,-0.26,817.0,802.6,5.2,0.65,826.3,785.7,1.6,0.20,853.7,757.6,32.2,4.11,853.7,757.6,28.0,3.56,5489.8,5472.8,5536.8,5570.9,5556.4,5570.9,5472.8,35.6,0.65,5634.3,5357.6,11.0,0.20,5803.2,5098.0,289.7,5.50,5803.2,4958.9,337.5,6.47,,
XMJ,Materials,9470.1,9399.3,9251.0,9389.9,9384.8,9500.4,9379.3,-5.1,-0.05,9470.1,9251.0,-156.0,-1.64,9701.1,9234.9,265.4,2.91,9946.3,8248.8,657.0,7.53,9946.3,8248.8,-631.6,-6.31,68418.3,67930.0,66857.8,67861.7,67824.7,68418.3,66857.8,-1104.3,-1.60,70087.5,65884.3,1940.4,2.95,70664.0,58495.7,5932.4,9.59,73622.9,57471.6,-1883.7,-2.70,,
XPJ,A-REIT,1278.7,1265.8,1278.0,1277.2,1291.7,1292.7,1277.2,14.5,1.14,1291.7,1265.8,4.7,0.37,1310.8,1250.3,11.1,0.87,1343.7,1197.3,105.5,8.89,1343.7,1197.3,224.3,21.01,37516.8,37139.1,37496.5,37472.8,37896.7,37896.7,37139.1,138.9,0.37,38459.2,36684.0,326.8,0.87,39203.9,34828.8,3391.2,9.83,39203.9,29629.7,8152.0,27.41,,
XTJ,Telecommunications,2189.2,2171.8,2172.7,2192.3,2197.9,2206.0,2191.0,5.6,0.26,2197.9,2171.8,-0.0,-0.00,2259.7,2150.5,-16.4,-0.74,2321.2,2072.7,111.1,5.32,2321.2,2072.7,325.6,17.39,27621.0,27402.2,27413.2,27660.7,27731.0,27731.0,27402.2,-0.1,-0.00,28510.3,27132.6,-206.8,-0.74,28647.5,25580.0,1976.8,7.68,28647.5,21671.9,5221.3,23.20,,
XUJ,Utilities,6551.2,6519.2,6562.4,6565.3,6614.6,6621.0,6558.4,49.3,0.75,6614.6,6519.2,29.6,0.45,6905.2,6460.6,-33.0,-0.50,6905.2,5936.5,700.4,11.84,6905.2,5936.5,640.0,10.71,72543.6,72188.5,72667.7,72699.7,73245.5,73245.5,72188.5,327.9,0.45,76463.4,71539.7,-365.0,-0.50,76463.4,65111.5,8379.2,12.92,76463.4,61684.9,10450.6,16.64,,
XMM,Metals & Mining,2862.6,2841.6,2778.3,2812.6,2812.7,2848.9,2809.4,0.1,0.00,2862.6,2778.3,-68.6,-2.38,2946.1,2750.7,112.2,4.15,3045.0,2488.4,165.8,6.26,3045.0,2488.4,-439.2,-13.51,4237.3,4206.3,4112.6,4163.2,4163.5,4237.3,4112.6,-101.5,-2.38,4360.9,3997.5,166.0,4.15,4412.5,3604.6,329.1,8.58,4936.1,3537.4,-473.4,-10.21,,
XGD,Gold,2724.9,2697.0,2644.7,2620.1,2671.8,2681.3,2619.2,51.8,1.98,2724.9,2620.1,-21.6,-0.80,2724.9,2557.7,8.1,0.30,2727.5,2069.2,624.4,30.50,2727.5,2069.2,479.3,21.86,3183.6,3151.0,3089.9,3061.1,3121.5,3183.6,3061.1,-25.2,-0.80,3183.6,2988.2,9.4,0.30,3183.6,2412.7,734.3,30.76,3183.6,1941.8,568.8,22.28,,
XJR,S&P/ASX 200 Res,3560.1,3530.4,3460.6,3509.9,3529.8,3562.1,3509.9,19.9,0.57,3560.1,3460.6,-58.1,-1.62,3688.0,3460.6,105.2,3.07,3741.5,3157.8,139.5,4.11,3741.5,3157.8,-646.7,-15.48,19789.3,19624.5,19236.7,19510.7,19620.9,19789.3,19236.7,-323.0,-1.62,20500.6,19036.3,584.6,3.07,20500.6,17142.0,1216.9,6.61,23407.3,16867.8,-2683.0,-12.03,,
,
