Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-03-30T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 22,Mar 25,Mar 26,Mar 27,Mar 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 22,Mar 25,Mar 26,Mar 27,Mar 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XNJ,Industrials,3794.5,3818.4,3803.1,3859.7,3866.8,3878.8,3848.8,7.1,0.18,3866.8,3794.5,52.6,1.38,3944.9,3794.5,-103.7,-2.61,3970.5,3605.6,315.1,8.87,3970.5,3159.7,91.0,2.41,30525.4,30717.9,30594.9,31049.8,31106.9,31106.9,30525.4,438.0,1.43,31601.8,30525.4,-494.9,-1.57,31601.8,28667.2,2868.7,10.16,31601.8,24610.7,1940.0,6.65,,
XIJ,Info Technology,664.3,668.4,669.2,675.2,681.9,684.8,669.9,6.7,0.99,681.9,664.3,6.4,0.95,714.8,664.3,0.4,0.06,714.8,611.4,85.3,14.29,714.8,483.9,122.1,21.82,4289.5,4316.4,4321.5,4360.2,4403.4,4403.4,4289.5,41.4,0.95,4600.7,4289.5,34.7,0.79,4600.7,3884.8,612.7,16.16,4600.7,3019.4,910.6,26.07,,
XMJ,Materials,9773.9,9787.6,9643.2,9734.7,9610.1,9849.6,9610.1,-124.6,-1.28,9787.6,9610.1,-174.4,-1.78,10586.0,9610.1,-1127.6,-10.50,11228.0,9610.1,-990.8,-9.35,11228.0,8986.0,-1299.6,-11.91,65874.2,65966.7,64993.2,65609.8,64770.2,65966.7,64770.2,-1166.3,-1.77,71623.3,64770.2,-6853.0,-9.57,74792.0,64770.2,-5844.3,-8.28,74792.0,58941.4,-6659.0,-9.32,,
XPJ,A-REIT,1018.6,1017.5,1016.3,1021.4,1013.4,1021.4,1013.3,-8.0,-0.78,1021.4,1013.4,-4.5,-0.45,1043.6,1013.4,-27.9,-2.68,1043.6,960.8,39.6,4.06,1043.6,817.7,184.0,22.18,26813.6,26784.0,26753.4,26886.4,26677.3,26886.4,26677.3,-118.6,-0.44,27471.3,26677.3,-733.7,-2.68,27471.3,25044.0,1319.5,5.20,27471.3,20345.4,6041.5,29.28,,
XTJ,Telecommunications,1556.8,1550.4,1539.8,1564.0,1551.1,1564.1,1551.1,-12.9,-0.82,1564.0,1539.8,-8.1,-0.52,1564.7,1534.2,-20.3,-1.29,1597.4,1515.3,55.1,3.68,1597.4,1124.9,416.2,36.67,17718.6,17644.8,17524.5,17800.2,17653.3,17800.2,17524.5,-92.6,-0.52,17870.8,17457.3,-217.5,-1.22,18026.4,16745.5,1120.9,6.78,18026.4,11979.7,5567.0,46.06,,
XUJ,Utilities,5492.6,5499.0,5510.4,5500.4,5540.7,5551.2,5491.0,40.3,0.73,5540.7,5492.6,73.2,1.34,5633.3,5467.5,-12.7,-0.23,5633.3,5233.6,282.8,5.38,5633.3,4670.7,652.8,13.35,54653.4,54717.4,54830.7,54730.6,55131.9,55131.9,54653.4,728.2,1.34,55990.0,54302.2,367.2,0.67,55990.0,51459.2,3434.2,6.64,55990.0,43986.4,9099.4,19.77,,
XMM,Metals & Mining,3281.6,3283.1,3230.1,3255.4,3203.7,3297.2,3203.7,-51.7,-1.59,3283.1,3203.7,-81.2,-2.47,3581.3,3203.7,-425.6,-11.73,3841.7,3203.7,-439.7,-12.07,3929.6,3071.9,-649.4,-16.85,4538.7,4540.7,4467.5,4502.5,4431.0,4540.7,4431.0,-112.0,-2.47,4960.6,4431.0,-529.6,-10.68,5249.3,4431.0,-547.4,-10.99,5293.3,4138.3,-758.8,-14.62,,
XGD,Gold,4495.9,4497.0,4430.6,4401.4,4188.2,4432.2,4188.2,-213.2,-4.84,4497.0,4188.2,-228.2,-5.17,4525.3,4188.2,-321.9,-7.14,5191.8,4188.2,-710.5,-14.50,6250.3,4188.2,-1955.7,-31.83,5202.4,5203.6,5126.8,5093.1,4846.4,5203.6,4846.4,-264.0,-5.17,5236.4,4846.4,-354.7,-6.82,5987.1,4846.4,-802.8,-14.21,7201.8,4846.4,-2192.7,-31.15,,
XJR,S&P/ASX 200 Res,4072.1,4078.4,4026.3,4056.2,3987.6,4083.9,3987.6,-68.6,-1.69,4078.4,3987.6,-90.1,-2.21,4359.5,3987.6,-421.0,-9.55,4567.3,3987.6,-323.0,-7.49,4684.8,3728.7,-622.8,-13.51,21083.6,21116.0,20846.3,21000.9,20646.1,21116.0,20646.1,-465.2,-2.20,22609.7,20646.1,-1963.7,-8.69,23355.8,20646.1,-1397.1,-6.34,23616.8,18796.9,-2594.7,-11.16,,
,
