Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-02-08T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 3,Feb 4,Feb 5,Feb 6,Feb 7,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 3,Feb 4,Feb 5,Feb 6,Feb 7,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XXJ,Financial-x-A-REIT,6641.3,6510.2,6467.5,6560.3,6595.9,6621.6,6560.3,35.6,0.54,6641.3,6467.5,-60.7,-0.91,6955.1,6467.5,-346.7,-4.99,6989.0,6467.5,-385.7,-5.52,6989.0,6467.5,624.2,10.45,63026.6,61782.7,61376.9,62257.7,62595.8,63026.6,61376.9,-575.6,-0.91,66004.7,61376.9,-3289.7,-4.99,66325.9,61376.9,-3660.3,-5.52,67544.8,53605.0,8763.7,16.28,,
XHJ,Health Care,14376.2,14097.9,13970.8,14105.3,14116.0,14126.9,13981.0,10.7,0.08,14376.2,13970.8,-290.6,-2.02,14638.9,13970.8,-155.5,-1.09,14638.9,13970.8,-251.3,-1.75,14638.9,13970.8,1760.4,14.25,90102.5,88358.6,87561.9,88404.6,88471.7,90102.5,87561.9,-1821.6,-2.02,91749.2,87561.9,-974.7,-1.09,91749.2,87561.9,-1575.1,-1.75,91749.2,73982.0,12743.5,16.83,,
XNJ,Industrials,3881.6,3808.0,3771.2,3791.8,3815.1,3815.1,3775.6,23.3,0.61,3881.6,3771.2,-71.8,-1.85,3946.2,3771.2,-100.9,-2.58,3973.4,3771.2,-153.8,-3.88,3973.4,3771.2,33.9,0.90,32080.0,31471.7,31167.8,31337.5,31530.7,32080.0,31167.8,-593.1,-1.85,32613.9,31167.8,-833.9,-2.58,32838.9,31167.8,-1270.9,-3.87,33472.2,28042.2,1467.8,4.88,,
XIJ,Info Technology,724.1,707.5,702.5,711.2,711.3,713.7,704.7,0.1,0.01,724.1,702.5,-11.0,-1.52,748.7,702.5,-28.8,-3.89,748.7,702.5,-30.2,-4.07,748.7,702.5,41.8,6.24,4745.5,4636.6,4603.8,4660.9,4661.7,4745.5,4603.8,-71.8,-1.52,4906.7,4603.8,-188.2,-3.88,4906.7,4603.8,-197.4,-4.06,4928.9,4131.6,407.8,9.59,,
XMJ,Materials,9995.3,9779.0,9745.3,9875.3,10018.2,10021.4,9875.3,142.9,1.45,10018.2,9745.3,11.6,0.12,10309.0,9745.3,-37.1,-0.37,10318.2,9745.3,-191.5,-1.88,10318.2,9745.3,-974.3,-8.86,68570.6,67086.7,66855.5,67747.2,68727.4,68727.4,66855.5,79.1,0.12,70722.9,66855.5,-254.6,-0.37,70785.9,66855.5,-1313.8,-1.88,74792.0,55909.5,-4495.9,-6.14,,
XPJ,A-REIT,992.6,990.5,987.4,988.8,986.5,989.9,978.5,-2.3,-0.23,992.6,986.5,-2.7,-0.28,1016.5,980.1,-16.0,-1.60,1016.5,980.1,1.6,0.16,1016.5,980.1,-35.6,-3.49,27382.2,27322.4,27238.8,27275.3,27482.9,27482.9,27238.8,194.7,0.71,28039.6,27037.3,-163.4,-0.59,28039.6,27037.3,321.9,1.19,29914.8,26036.8,576.7,2.14,,
XTJ,Telecommunications,1787.8,1762.3,1745.5,1755.3,1741.3,1759.2,1741.3,-14.0,-0.80,1787.8,1741.3,-45.3,-2.53,1836.1,1741.3,-89.7,-4.90,1836.1,1741.3,-80.3,-4.41,1836.1,1741.3,159.9,10.11,20921.4,20623.0,20426.5,20541.8,20377.3,20921.4,20377.3,-530.2,-2.54,21486.6,20377.3,-1050.4,-4.90,21486.6,20377.3,-939.6,-4.41,21486.6,17457.3,2901.9,16.61,,
XUJ,Utilities,5456.3,5399.6,5379.8,5371.9,5406.0,5415.5,5371.2,34.1,0.63,5456.3,5371.9,-21.7,-0.40,5498.9,5357.0,15.8,0.29,5498.9,5357.0,26.5,0.49,5498.9,5357.0,70.1,1.31,56673.3,56085.0,55878.8,55796.6,56151.7,56673.3,55796.6,-225.3,-0.40,57116.0,55642.3,164.3,0.29,57116.0,55642.3,275.9,0.49,57869.0,52062.1,3686.6,7.03,,
XMM,Metals & Mining,3243.1,3176.3,3166.8,3206.7,3254.8,3254.8,3206.7,48.1,1.50,3254.8,3166.8,0.0,0.00,3368.6,3166.8,-24.8,-0.76,3381.0,3166.8,-84.5,-2.53,3381.0,3166.8,-496.5,-13.24,4555.4,4461.6,4448.3,4504.2,4571.9,4571.9,4448.3,0.1,0.00,4731.7,4448.3,-34.8,-0.76,4749.1,4448.3,-118.7,-2.53,5249.3,3709.5,-553.9,-10.81,,
XGD,Gold,2187.2,2243.0,2240.6,2253.3,2316.6,2323.9,2252.2,63.3,2.81,2316.6,2187.2,136.3,6.25,2316.6,2003.5,258.8,12.57,2316.6,2003.5,418.2,22.03,2316.6,2003.5,-2671.4,-53.56,2544.5,2609.4,2606.6,2621.4,2695.0,2695.0,2544.5,158.6,6.25,2695.0,2330.8,301.0,12.57,2695.0,2330.8,486.6,22.03,5720.3,2001.8,-3057.1,-53.15,,
XJR,S&P/ASX 200 Res,4057.3,3981.2,3970.3,4018.1,4085.0,4085.0,4018.1,66.9,1.66,4085.0,3970.3,26.3,0.65,4204.6,3970.3,-20.8,-0.51,4220.8,3970.3,-101.3,-2.42,4220.8,3970.3,-387.6,-8.67,21333.8,20933.8,20876.7,21127.7,21479.4,21479.4,20876.7,138.1,0.65,22108.3,20876.7,-109.6,-0.51,22193.7,20876.7,-533.0,-2.42,23355.8,17957.3,-1392.2,-6.09,,
,
