Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-02-28T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XEJ,Energy,11825.1,11760.0,11527.7,11531.9,11558.4,11576.2,11404.9,26.5,0.23,11825.1,11527.7,-221.1,-1.88,12048.3,10718.3,764.5,7.08,12048.3,10301.0,-43.0,-0.37,12048.3,10301.0,-2133.9,-15.58,85929.8,85789.5,85844.4,85875.5,86073.3,86073.3,85789.5,475.1,0.56,87551.8,77886.8,7636.8,9.74,87551.8,74854.3,1769.0,2.10,111140.9,74854.3,-11595.0,-11.87,,
XFJ,Financials,6877.1,6905.4,6930.6,6886.4,6948.4,6965.8,6860.4,62.0,0.90,6948.4,6877.1,115.4,1.69,6948.4,6484.2,470.0,7.25,6948.4,6165.5,693.0,11.08,6948.4,6165.5,1045.2,17.71,72199.8,72513.2,72783.7,72333.6,72985.6,72985.6,72199.8,1248.0,1.74,72985.6,67567.1,5418.6,8.02,72985.6,64303.3,7746.5,11.87,72985.6,58692.7,14063.9,23.87,,
XXJ,Financial-x-A-REIT,7994.1,8041.8,8061.7,8020.4,8092.8,8114.7,7981.7,72.4,0.90,8092.8,7994.1,142.3,1.79,8092.8,7499.3,610.8,8.16,8092.8,7130.2,810.6,11.13,8092.8,7130.2,1115.0,15.98,80391.8,80891.6,81100.0,80703.8,81432.6,81432.6,80391.8,1478.7,1.85,81432.6,74769.0,6663.7,8.91,81432.6,71254.0,8660.2,11.90,81432.6,66463.4,14693.4,22.02,,
XHJ,Health Care,18752.0,18927.3,18913.8,18910.0,19127.0,19197.5,18910.0,217.0,1.15,19127.0,18752.0,494.3,2.65,19127.0,17750.9,1281.7,7.18,19127.0,17005.1,1639.8,9.38,19127.0,17005.1,4358.3,29.51,120196.7,121320.6,121234.2,121209.9,122600.7,122600.7,120196.7,3168.3,2.65,122600.7,113724.2,8308.9,7.27,122600.7,108911.1,10602.1,9.47,122600.7,88629.9,29705.1,31.98,,
XNJ,Industrials,4597.0,4579.4,4609.8,4557.2,4609.7,4619.8,4547.8,52.5,1.15,4609.8,4557.2,31.1,0.68,4613.3,4367.8,233.0,5.32,4613.3,4233.2,287.9,6.66,4613.3,4233.2,576.9,14.30,39495.2,39344.0,39609.3,39157.7,39690.1,39690.1,39157.7,352.6,0.90,39690.1,37477.9,2135.6,5.69,39690.1,36323.0,2606.5,7.03,39690.1,32870.0,6202.2,18.52,,
XIJ,Info Technology,804.6,805.3,804.9,795.0,806.4,809.6,795.0,11.4,1.43,806.4,795.0,4.0,0.50,809.8,768.4,17.7,2.25,809.8,757.6,23.7,3.03,809.8,757.6,35.8,4.65,5453.3,5458.0,5455.5,5388.2,5465.8,5465.8,5388.2,27.7,0.51,5465.8,5170.6,158.8,2.99,5465.8,5098.0,199.1,3.78,5555.5,4943.9,383.8,7.55,,
XMJ,Materials,9559.2,9665.1,9785.9,9776.5,9827.6,9860.7,9756.4,51.1,0.52,9827.6,9559.2,242.7,2.53,9827.6,8713.0,1135.6,13.06,9827.6,8248.8,1099.9,12.60,9827.6,8248.8,-641.8,-6.13,67808.5,68650.0,69509.2,69442.1,69805.3,69805.3,67808.5,1814.7,2.67,69805.3,61639.2,8166.2,13.25,69805.3,58495.7,7913.1,12.79,73622.9,57471.6,-2193.8,-3.05,,
XPJ,A-REIT,1315.2,1306.7,1320.3,1302.3,1313.9,1316.1,1301.3,11.6,0.89,1320.3,1302.3,14.4,1.11,1343.7,1276.1,28.9,2.25,1343.7,1197.3,127.7,10.77,1343.7,1197.3,292.0,28.57,38576.6,38328.0,38728.4,38198.1,38539.0,38728.4,38198.1,421.2,1.11,39203.9,37131.2,1151.4,3.08,39203.9,34828.8,4033.6,11.69,39203.9,27720.1,10069.2,35.37,,
XTJ,Telecommunications,2303.3,2288.7,2252.6,2205.8,2226.2,2239.5,2185.1,20.4,0.92,2303.3,2205.8,-70.8,-3.08,2321.2,2205.8,-15.7,-0.70,2321.2,2072.7,139.4,6.68,2321.2,2072.7,461.3,26.14,28426.3,28245.7,28394.0,27804.2,28062.0,28426.3,27804.2,-286.2,-1.01,28647.5,27668.2,393.9,1.42,28647.5,25580.0,2307.8,8.96,28647.5,20947.3,6864.9,32.39,,
XUJ,Utilities,6710.3,6671.1,6744.8,6712.7,6720.0,6741.8,6637.8,7.3,0.11,6744.8,6671.1,33.1,0.49,6744.8,6254.5,453.3,7.23,6744.8,5936.5,805.8,13.63,6744.8,5936.5,991.6,17.31,73597.7,73679.5,74494.0,74139.0,74219.5,74494.0,73597.7,878.1,1.20,74494.0,68598.9,5487.0,7.98,74494.0,65111.5,9353.3,14.42,74494.0,57881.4,14545.1,24.37,,
XMM,Metals & Mining,2901.8,2947.8,2983.8,2987.4,3005.0,3015.8,2975.2,17.6,0.59,3005.0,2901.8,86.0,2.95,3005.0,2656.2,357.5,13.50,3005.0,2488.4,358.0,13.53,3005.0,2488.4,-406.3,-11.91,4203.5,4270.2,4322.5,4327.8,4353.3,4353.3,4203.5,124.9,2.95,4353.3,3835.2,518.1,13.51,4353.3,3604.6,518.9,13.53,4936.1,3537.4,-444.1,-9.26,,
XGD,Gold,2598.5,2597.6,2638.2,2639.4,2689.8,2701.4,2636.6,50.4,1.91,2689.8,2597.6,72.2,2.76,2694.8,2530.1,115.9,4.50,2694.8,2069.2,642.4,31.38,2694.8,2069.2,216.6,8.76,3029.8,3028.8,3077.4,3080.1,3138.8,3138.8,3028.8,86.7,2.84,3142.1,2950.1,137.6,4.59,3142.1,2412.7,751.6,31.48,3142.1,1941.8,261.6,9.09,,
XJR,S&P/ASX 200 Res,3631.4,3667.5,3678.2,3681.4,3699.6,3709.7,3664.5,18.2,0.49,3699.6,3631.4,57.2,1.57,3704.7,3315.3,390.3,11.79,3704.7,3157.8,309.3,9.12,3704.7,3157.8,-549.9,-12.94,19712.8,19931.4,20109.3,20127.1,20226.4,20226.4,19712.8,453.7,2.29,20226.4,17964.5,2261.9,12.59,20226.4,17142.0,1822.5,9.90,23407.3,16867.8,-2228.7,-9.92,,
,
