Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-12-25T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 20,Dec 21,Dec 22,Dec 23,Dec 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 20,Dec 21,Dec 22,Dec 23,Dec 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1498.7,1499.5,1508.0,1516.8,1510.2,1517.4,1506.9,-6.6,-0.44,1516.8,1498.7,9.8,0.65,1525.5,1484.2,6.6,0.44,1670.5,1424.3,-126.6,-7.73,1670.5,1424.3,-104.1,-6.45,9768.6,9774.1,9829.2,9886.6,9843.4,9886.6,9768.6,63.7,0.65,9943.2,9674.5,42.6,0.44,10680.0,9106.3,-434.8,-4.23,10680.0,9106.3,-293.8,-2.90,,
XSJ,Consumer Staples,7633.4,7681.1,7712.8,7754.5,7746.0,7784.7,7731.0,-8.5,-0.11,7754.5,7633.4,103.2,1.35,7788.4,7606.9,-79.6,-1.02,8415.1,7095.7,-63.3,-0.81,8415.1,7095.7,108.7,1.42,53231.7,53564.9,53785.9,54076.8,54017.1,54076.8,53231.7,719.4,1.35,54511.9,53047.0,-494.9,-0.91,58402.4,47464.4,1778.9,3.41,58402.4,47464.4,2929.4,5.73,,
XEJ,Energy,16260.7,16252.4,16204.9,16246.2,16199.2,16298.7,16182.4,-47.0,-0.29,16260.7,16199.2,-6.9,-0.04,16305.4,15135.3,1099.5,7.28,16753.3,13714.7,80.0,0.50,16753.3,13714.7,337.9,2.13,106047.4,105993.3,105683.3,105952.6,105646.0,106047.4,105646.0,-45.1,-0.04,106338.9,98475.6,7170.4,7.28,106793.3,88395.3,2894.9,2.82,106793.3,88395.3,4538.8,4.49,,
XFJ,Financials,4380.4,4415.4,4410.1,4426.2,4412.2,4435.3,4400.5,-14.0,-0.32,4426.2,4380.4,-4.7,-0.11,4440.1,4210.9,191.1,4.53,5040.0,4077.7,-391.4,-8.15,5040.0,4077.7,-308.2,-6.53,36132.7,36422.2,36378.4,36596.7,36480.9,36596.7,36132.7,46.4,0.13,36625.8,34733.8,1663.5,4.78,39826.8,32702.7,-1038.3,-2.77,39826.8,32702.7,-388.4,-1.05,,
XXJ,Financials-x-A-REIT,5080.0,5127.7,5117.9,5142.9,5125.4,5157.4,5114.4,-17.5,-0.34,5142.9,5080.0,-10.6,-0.21,5159.8,4852.2,252.6,5.18,5934.6,4674.3,-482.0,-8.60,5934.6,4674.3,-391.8,-7.10,40268.1,40645.9,40568.6,40767.4,40629.3,40767.4,40268.1,-82.3,-0.20,40900.8,38460.0,2005.5,5.19,44955.1,35932.3,-1409.5,-3.35,44955.1,35932.3,-733.4,-1.77,,
XHJ,Health Care,8945.0,8908.9,8930.9,8949.3,8932.3,9012.6,8919.8,-17.0,-0.19,8949.3,8908.9,-45.7,-0.51,8978.0,8601.2,338.0,3.93,9195.2,7848.5,179.8,2.05,9195.2,7848.5,191.6,2.19,51889.4,51680.2,51807.7,51914.5,51815.9,51914.5,51680.2,-265.1,-0.51,52081.0,49855.3,1960.7,3.93,52486.9,44799.6,2482.0,5.03,52486.9,44799.6,2548.6,5.17,,
XNJ,Industrials,3744.7,3763.8,3753.6,3762.4,3742.7,3762.7,3735.4,-19.7,-0.52,3763.8,3742.7,-28.2,-0.75,3799.0,3676.0,51.5,1.39,4145.5,3140.1,-262.4,-6.55,4145.5,3140.1,-202.9,-5.14,27459.1,27598.9,27524.4,27751.3,27606.1,27751.3,27459.1,-45.3,-0.16,27857.4,26955.7,539.1,1.99,29527.1,22749.0,-920.7,-3.23,29527.1,22749.0,-497.0,-1.77,,
XIJ,Info Technology,641.1,647.1,649.5,649.2,646.7,651.7,645.7,-2.5,-0.39,649.5,641.1,-5.1,-0.78,652.1,602.0,51.1,8.58,736.7,559.3,-26.0,-3.86,736.7,559.3,-21.7,-3.24,3769.4,3805.0,3818.8,3817.5,3802.4,3818.8,3769.4,-30.2,-0.79,3834.2,3502.0,300.4,8.58,4262.9,3236.2,-36.3,-0.95,4262.9,3236.2,-11.6,-0.30,,
XMJ,Materials,13935.4,14103.5,14182.0,14275.7,14161.4,14275.7,14123.0,-114.3,-0.80,14275.7,13935.4,148.9,1.06,14275.7,13226.3,859.7,6.46,14275.7,10889.1,1384.2,10.83,14275.7,10889.1,1595.9,12.70,88291.5,89356.5,89853.9,90447.0,89723.4,90447.0,88291.5,943.8,1.06,90447.0,83798.8,5447.1,6.46,90447.0,68188.9,10403.8,13.12,90447.0,68188.9,11717.4,15.02,,
XPJ,A-REIT,848.1,848.8,850.9,848.6,846.9,848.6,841.7,-1.7,-0.20,850.9,846.9,3.5,0.41,860.4,835.1,8.9,1.06,920.6,813.8,-50.4,-5.62,920.6,813.8,-28.5,-3.26,19264.4,19281.8,19329.4,19555.9,19516.9,19555.9,19264.4,357.6,1.87,19555.9,18971.1,480.1,2.52,20582.4,17970.7,83.8,0.43,20582.4,17970.7,557.7,2.94,,
XTJ,Telecommunications,948.2,955.6,954.4,957.5,953.8,957.5,950.3,-3.7,-0.39,957.5,948.2,-1.1,-0.12,987.4,940.4,-5.9,-0.62,1182.5,892.3,-221.5,-18.85,1182.5,892.3,-199.0,-17.26,8868.1,8937.1,8926.1,8954.8,8920.3,8954.8,8868.1,-10.3,-0.12,9228.4,8788.7,-49.7,-0.55,10067.0,8339.6,-1085.3,-10.85,10067.0,8339.6,-893.7,-9.11,,
XUJ,Utilities,4427.4,4435.5,4435.8,4395.6,4378.7,4409.8,4378.7,-16.9,-0.38,4435.8,4378.7,-88.5,-1.98,4490.6,4341.8,-1.8,-0.04,4614.3,3998.4,50.7,1.17,4614.3,3998.4,56.5,1.31,38113.6,38182.9,38186.1,38302.5,38155.4,38302.5,38113.6,-300.3,-0.78,38657.8,37376.7,445.5,1.18,39587.2,33266.4,2826.6,8.00,39587.2,33266.4,2874.3,8.15,,
XMM,Metals & Mining,5083.0,5142.8,5172.2,5211.2,5169.0,5211.2,5154.3,-42.2,-0.81,5211.2,5083.0,58.8,1.15,5211.2,4812.9,329.9,6.82,5211.2,3866.0,633.3,13.96,5211.2,3866.0,705.4,15.80,6642.2,6720.3,6758.8,6809.8,6754.6,6809.8,6642.2,76.9,1.15,6809.8,6289.3,431.1,6.82,6809.8,5001.6,936.9,16.10,6809.8,5001.6,1029.5,17.98,,
XGD,Gold,8034.9,8029.4,7980.9,8002.8,7919.2,8002.8,7901.4,-83.6,-1.04,8034.9,7919.2,-164.8,-2.04,8134.4,7742.4,134.4,1.73,8421.8,5090.0,2062.6,35.22,8421.8,5090.0,2082.1,35.67,9120.0,9113.8,9058.7,9083.5,8988.7,9120.0,8988.7,-187.0,-2.04,9232.8,8787.9,152.6,1.73,9559.1,5742.7,2384.0,36.10,9559.1,5742.7,2406.0,36.55,,
XJR,Resources,5874.3,5924.5,5946.5,5985.5,5942.5,5985.5,5928.1,-43.0,-0.72,5985.5,5874.3,48.3,0.82,5985.5,5567.9,378.7,6.81,5985.5,4611.8,520.1,9.59,5985.5,4611.8,606.3,11.36,28691.7,28936.9,29044.1,29234.7,29024.6,29234.7,28691.7,235.8,0.82,29234.7,27174.9,1849.7,6.81,29234.7,22285.5,3065.1,11.81,29234.7,22285.5,3478.1,13.61,,
,
