Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-10-08T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 3,Oct 4,Oct 5,Oct 6,Oct 7,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 3,Oct 4,Oct 5,Oct 6,Oct 7,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1157.5,1151.4,1163.1,1186.4,1205.4,1210.4,1186.2,19.0,1.60,1205.4,1151.4,24.0,2.03,1205.4,1144.4,12.0,1.00,1557.8,1140.6,-295.4,-19.68,1572.1,1140.6,-348.1,-22.41,7893.6,7869.0,7949.3,8108.1,8238.4,8238.4,7869.0,181.8,2.26,8238.4,7760.5,167.8,2.08,10210.5,7636.0,-1544.0,-15.78,10246.9,7636.0,-1865.4,-18.46,,
XSJ,Consumer Staples,7443.8,7360.9,7341.5,7452.3,7523.4,7555.6,7451.5,71.1,0.95,7523.4,7341.5,-38.9,-0.51,7621.7,7273.0,74.1,0.99,8013.9,7011.2,-191.1,-2.48,8291.2,7011.2,-808.3,-9.70,54394.5,53788.9,53646.9,54457.0,54976.2,54976.2,53646.9,-284.1,-0.51,55694.5,53126.5,1048.2,1.94,56701.2,49979.4,1178.3,2.19,57584.1,49979.4,-2889.3,-4.99,,
XEJ,Energy,12124.7,12049.0,12426.4,12937.4,13332.3,13403.8,12937.4,394.9,3.05,13332.3,12049.0,853.2,6.84,13332.3,11605.0,387.8,3.00,17736.5,11605.0,-2782.1,-17.26,17736.5,11605.0,-1929.4,-12.64,80848.5,80343.8,82860.5,86267.9,88901.1,88901.1,80343.8,5689.5,6.84,88901.1,77383.0,2622.8,3.04,116809.6,77383.0,-16192.1,-15.41,116809.6,77383.0,-10630.8,-10.68,,
XFJ,Financials,3662.8,3639.7,3677.2,3831.2,3932.3,3950.2,3831.2,101.1,2.64,3932.3,3639.7,147.3,3.89,3932.3,3596.7,67.8,1.75,4666.6,3596.7,-429.5,-9.85,4666.6,3596.7,-512.3,-11.53,31666.7,31466.8,31790.7,33122.2,33996.2,33996.2,31466.8,1273.2,3.89,33996.2,31086.1,602.3,1.80,38822.8,30965.7,-2067.4,-5.73,38822.8,30965.7,-2124.7,-5.88,,
XXJ,Financial-x-A-REIT,4204.3,4174.6,4230.2,4415.3,4541.5,4564.2,4415.3,126.2,2.86,4541.5,4174.6,186.2,4.27,4541.5,4119.7,89.8,2.02,5430.9,4119.7,-522.3,-10.31,5430.9,4119.7,-600.3,-11.67,34843.7,34597.4,35058.4,36592.8,37638.4,37638.4,34597.4,1542.9,4.27,37638.4,34142.5,753.9,2.04,43285.0,34142.5,-2502.4,-6.23,43285.0,34142.5,-2414.9,-6.03,,
XHJ,Health Care,7616.8,7529.0,7566.3,7773.9,7849.8,7966.1,7773.9,75.9,0.98,7849.8,7529.0,245.4,3.23,7849.8,7082.8,270.0,3.56,9186.8,7082.8,-1083.4,-12.13,9186.8,7082.8,-361.5,-4.40,45425.6,44901.9,45124.7,46362.6,46815.0,46815.0,44901.9,1463.5,3.23,46815.0,41891.0,1984.1,4.43,53892.5,41891.0,-5006.3,-9.66,53892.5,41891.0,-818.3,-1.72,,
XNJ,Industrials,3054.3,3031.9,3050.8,3173.8,3250.6,3263.0,3173.8,76.8,2.42,3250.6,3031.9,103.5,3.29,3314.2,3031.9,-31.6,-0.96,3870.5,3031.9,-485.9,-13.00,3870.5,3031.9,-544.1,-14.34,23160.5,22990.4,23133.5,24066.2,24649.0,24649.0,22990.4,784.8,3.29,24969.2,22990.4,-79.4,-0.32,28566.6,22990.4,-2911.2,-10.56,28566.6,22990.4,-3158.6,-11.36,,
XIJ,Info Technology,465.9,462.0,464.0,473.2,471.4,477.0,468.1,-1.8,-0.38,473.2,462.0,-9.7,-2.01,495.6,462.0,-21.0,-4.26,666.6,458.0,-173.3,-26.88,666.6,458.0,-130.2,-21.64,2847.4,2823.8,2835.7,2891.9,2880.7,2891.9,2823.8,-59.3,-2.02,3007.2,2823.8,-103.4,-3.47,3919.5,2743.0,-910.2,-24.01,3919.5,2743.0,-656.8,-18.57,,
XMJ,Materials,10492.5,10457.0,10738.1,11202.2,11536.4,11603.2,11202.2,334.2,2.98,11536.4,10457.0,696.1,6.42,12201.1,10436.7,-648.7,-5.32,15046.2,10436.7,-2544.2,-18.07,15046.2,10436.7,-1492.6,-11.46,67811.1,67581.8,69398.3,72397.5,74557.3,74557.3,67581.8,4498.7,6.42,78755.4,67434.3,-4094.6,-5.21,96133.1,67434.3,-14654.0,-16.43,96133.1,67434.3,-7910.2,-9.59,,
XPJ,A-REIT,747.5,745.6,742.0,766.0,777.7,783.1,766.0,11.7,1.53,777.7,742.0,14.9,1.95,781.4,741.7,3.2,0.41,887.0,708.9,-62.1,-7.40,887.0,708.9,-94.9,-10.88,18016.7,17970.9,17884.6,18462.7,18743.0,18743.0,17884.6,357.1,1.94,18802.7,17847.3,106.0,0.57,20646.7,17036.7,-610.9,-3.16,20646.7,17036.7,-1057.6,-5.34,,
XTJ,Telecommunications,1043.1,1030.9,1034.3,1050.7,1040.5,1057.3,1037.0,-10.2,-0.97,1050.7,1030.9,-22.7,-2.13,1063.2,1022.1,1.7,0.16,1082.6,891.0,80.9,8.43,1082.6,891.0,124.1,13.54,10667.7,10543.2,10577.5,10745.9,10641.6,10745.9,10543.2,-231.4,-2.13,10873.0,10453.5,17.9,0.17,10906.8,8708.4,1667.1,18.58,10906.8,8339.6,2091.1,24.46,,
XUJ,Utilities,4180.3,4178.3,4240.7,4283.9,4276.8,4307.0,4253.7,-7.1,-0.17,4283.9,4178.3,9.3,0.22,4414.9,4178.3,-91.5,-2.09,4550.9,3990.1,-136.6,-3.09,4614.3,3990.1,-242.9,-5.37,38238.5,38220.0,38791.2,39186.5,39121.1,39186.5,38220.0,84.7,0.22,40353.7,38220.0,-747.8,-1.88,41005.7,35021.3,664.0,1.73,41005.7,35021.3,345.7,0.89,,
XMM,Metals & Mining,3750.2,3739.7,3848.6,4008.8,4139.7,4157.3,4008.8,130.9,3.27,4139.7,3739.7,269.5,6.96,4427.9,3732.7,-281.0,-6.36,5491.6,3732.7,-1006.0,-19.55,5491.6,3732.7,-578.0,-12.25,4993.3,4979.4,5124.4,5337.7,5511.9,5511.9,4979.4,358.8,6.96,5888.3,4968.6,-366.8,-6.24,7235.3,4968.6,-1212.2,-18.03,7235.3,4968.6,-652.5,-10.59,,
XGD,Gold,6615.2,6672.4,6657.0,6893.8,7051.1,7078.2,6893.8,157.3,2.28,7051.1,6615.2,295.0,4.37,7931.9,6432.0,-740.1,-9.50,8435.7,6432.0,-1048.0,-12.94,8435.7,6432.0,-896.3,-11.28,7556.7,7621.9,7604.4,7874.8,8054.6,8054.6,7556.7,337.0,4.37,9025.2,7347.4,-810.6,-9.14,9595.8,7347.4,-1138.3,-12.38,9595.8,7347.4,-964.4,-10.69,,
XJR,S&P/ASX 200 Res,4346.7,4331.7,4464.9,4650.0,4798.7,4816.9,4650.0,148.7,3.20,4798.7,4331.7,314.9,7.02,5015.1,4291.7,-201.9,-4.04,6355.0,4291.7,-1110.1,-18.79,6355.0,4291.7,-672.8,-12.30,21656.6,21582.0,22245.3,23167.8,23908.4,23908.4,21582.0,1568.7,7.02,24960.5,21378.1,-980.0,-3.94,31311.1,21378.1,-4951.7,-17.16,31311.1,21378.1,-2815.1,-10.53,,
,
