Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-07-28T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1236.5,1235.0,1226.3,1239.5,1255.6,1255.6,1239.5,16.1,1.30,1255.6,1226.3,-5.1,-0.41,1260.7,1221.1,44.3,3.65,1313.3,1179.0,82.9,7.07,1313.3,1140.6,-17.9,-1.40,8678.7,8667.9,8606.8,8699.6,8812.5,8812.5,8606.8,-36.3,-0.41,8848.8,8502.0,310.5,3.65,9212.9,8076.6,779.0,9.70,9212.9,7636.0,330.8,3.90,,
XSJ,Consumer Staples,8055.0,8094.1,8077.0,8120.1,8219.7,8219.7,8116.7,99.6,1.23,8219.7,8055.0,178.9,2.23,8219.7,7684.6,516.2,6.70,8219.7,7241.1,886.6,12.09,8219.7,7011.2,694.2,9.22,60351.0,60643.9,60515.4,60838.8,61584.6,61584.6,60351.0,1340.3,2.22,61584.6,57575.9,3976.3,6.90,61584.6,52987.4,7923.6,14.77,61584.6,49979.4,7938.9,14.80,,
XEJ,Energy,11786.5,11877.4,11800.2,11895.6,12060.1,12060.1,11895.6,164.5,1.38,12060.1,11786.5,-32.0,-0.26,12315.7,11554.9,135.2,1.13,14705.5,11554.9,-683.1,-5.36,14742.5,11554.9,-2419.6,-16.71,79479.2,80092.5,79572.1,80215.1,81324.6,81324.6,79479.2,-215.7,-0.26,83048.1,77918.0,911.6,1.13,98057.5,77918.0,-3648.3,-4.29,98057.5,77383.0,-14036.2,-14.72,,
XFJ,Financials,4266.9,4263.5,4249.1,4274.5,4340.2,4343.8,4274.5,65.7,1.54,4340.2,4249.1,25.2,0.58,4340.2,4088.5,254.0,6.22,4340.2,3913.1,434.3,11.12,4340.2,3596.7,301.2,7.46,38832.0,38801.3,38670.7,38901.7,39499.9,39499.9,38670.7,229.6,0.58,39499.9,37185.4,2314.5,6.22,39499.9,34730.9,5048.9,14.66,39499.9,30965.7,5127.9,14.92,,
XXJ,Financial-x-A-REIT,4862.3,4862.0,4848.3,4877.5,4957.1,4963.4,4877.5,79.6,1.63,4957.1,4848.3,34.2,0.70,4960.0,4646.1,317.4,6.84,4982.4,4433.9,451.7,10.03,4982.4,4119.7,279.2,5.97,42434.1,42431.6,42312.4,42566.7,43262.0,43262.0,42312.4,299.0,0.70,43287.2,40491.5,2770.5,6.84,43287.2,38178.9,5152.0,13.52,43287.2,34142.5,5100.1,13.36,,
XHJ,Health Care,9343.6,9302.1,9364.4,9387.1,9557.4,9557.4,9387.1,170.3,1.81,9557.4,9302.1,99.2,1.05,9557.4,9100.3,421.8,4.62,9557.4,7756.1,1569.8,19.65,9557.4,7082.8,1462.8,18.07,56465.2,56214.3,56590.8,56727.7,57757.1,57757.1,56214.3,599.6,1.05,57757.1,54994.5,2549.1,4.62,57757.1,46279.9,10095.5,21.18,57757.1,41891.0,10271.7,21.63,,
XNJ,Industrials,3213.2,3182.2,3159.7,3189.4,3233.8,3233.8,3189.4,44.4,1.39,3233.8,3159.7,-48.6,-1.48,3285.4,3159.7,49.1,1.54,3815.2,3159.7,-104.0,-3.11,3815.2,3031.9,-278.8,-7.94,25027.6,24786.3,24610.7,24842.5,25188.4,25188.4,24610.7,-378.6,-1.48,25589.8,24610.7,382.7,1.54,29446.6,24610.7,-311.8,-1.22,29446.6,22990.4,-1146.9,-4.35,,
XIJ,Info Technology,501.0,503.4,500.2,504.7,509.4,509.9,504.7,4.7,0.93,509.4,500.2,-4.5,-0.88,513.9,489.8,12.3,2.48,560.6,482.8,10.9,2.18,560.6,458.0,-16.8,-3.19,3126.2,3140.9,3120.9,3149.4,3178.5,3178.5,3120.9,-28.3,-0.88,3206.8,3056.0,76.9,2.48,3498.2,2950.6,131.8,4.33,3498.2,2743.0,26.9,0.85,,
XMJ,Materials,8986.0,9052.7,9049.7,9069.2,9239.7,9239.7,9069.2,170.5,1.88,9239.7,8986.0,-47.3,-0.51,9813.3,8986.0,-0.6,-0.01,11833.2,8986.0,-1252.9,-11.94,13456.6,8986.0,-3953.3,-29.96,58941.4,59378.8,59358.6,59486.8,60605.0,60605.0,58941.4,-310.0,-0.51,64367.4,58941.4,-4.2,-0.01,76582.8,58941.4,-7301.8,-10.75,86036.5,58941.4,-23745.8,-28.15,,
XPJ,A-REIT,902.4,898.4,892.9,898.1,907.7,907.7,898.1,9.6,1.07,907.7,892.9,0.3,0.04,907.7,874.1,28.4,3.23,907.7,785.8,130.2,16.74,907.7,708.9,120.6,15.33,22840.8,22740.8,22601.7,22732.9,22974.4,22974.4,22601.7,7.7,0.03,22974.4,22125.9,725.8,3.26,22974.4,19271.5,3906.3,20.49,22974.4,17036.7,4303.6,23.05,,
XTJ,Telecommunications,1330.4,1320.6,1330.6,1343.5,1353.9,1360.2,1337.1,10.4,0.77,1353.9,1320.6,3.6,0.27,1353.9,1253.3,96.7,7.69,1353.9,1101.4,218.4,19.23,1353.9,959.0,325.9,31.70,14170.0,14066.1,14172.7,14310.3,14420.7,14420.7,14066.1,38.3,0.27,14420.7,13349.5,1029.6,7.69,14420.7,11476.1,2801.4,24.11,14420.7,9383.7,4367.3,43.44,,
XUJ,Utilities,5018.2,5046.0,5035.7,5077.5,5088.1,5088.1,5038.3,10.6,0.21,5088.1,5018.2,17.8,0.35,5088.1,4814.9,267.5,5.55,5088.1,4527.2,543.7,11.97,5088.1,4004.3,774.4,17.95,47952.0,48217.9,48119.6,48518.9,48620.0,48620.0,47952.0,170.3,0.35,48620.0,46009.1,2556.2,5.55,48620.0,42294.1,6437.5,15.26,48620.0,36081.2,9750.9,25.09,,
XMM,Metals & Mining,3071.9,3097.5,3100.1,3105.1,3167.6,3167.6,3105.1,62.5,2.01,3167.6,3071.9,-13.7,-0.43,3411.1,3071.9,-19.8,-0.62,4252.2,3071.9,-554.1,-14.89,4883.1,3071.9,-1618.5,-33.82,4138.3,4172.8,4176.3,4183.0,4267.2,4267.2,4138.3,-18.5,-0.43,4595.2,4138.3,-26.8,-0.62,5661.9,4138.3,-688.2,-13.89,6434.1,4138.3,-2039.0,-32.33,,
XGD,Gold,4550.0,4566.8,4680.6,4764.6,4896.2,4912.4,4764.6,131.6,2.76,4896.2,4550.0,158.5,3.35,5157.0,4550.0,174.7,3.70,7178.9,4550.0,-1137.8,-18.86,7931.9,4550.0,-2709.8,-35.63,5214.8,5234.1,5364.5,5460.8,5611.6,5611.6,5214.8,181.7,3.35,5910.6,5214.8,200.3,3.70,8202.2,5214.8,-1282.1,-18.60,9025.2,5214.8,-3041.0,-35.15,,
XJR,S&P/ASX 200 Res,3731.9,3763.0,3758.1,3770.6,3839.2,3839.2,3770.6,68.6,1.82,3839.2,3731.9,-16.5,-0.43,4075.3,3728.7,-5.6,-0.14,4925.8,3728.7,-530.1,-12.13,5573.1,3728.7,-1624.4,-29.73,18812.8,18969.9,18945.2,19008.0,19354.2,19354.2,18812.8,-83.2,-0.43,20544.2,18796.9,-27.8,-0.14,24542.0,18796.9,-2414.9,-11.09,27458.4,18796.9,-7565.1,-28.10,,
,
