Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-10-30T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1570.5,1558.9,1553.9,1563.1,1557.5,1563.1,1551.0,-5.6,-0.36,1570.5,1553.9,2.9,0.19,1570.5,1531.1,3.4,0.22,1670.5,1424.3,-79.3,-4.84,1670.5,1424.3,-22.8,-1.44,10214.2,10138.8,10106.6,10179.2,10152.3,10214.2,10106.6,41.1,0.41,10214.2,9937.5,66.0,0.65,10680.0,9106.3,-125.9,-1.23,10680.0,9106.3,231.2,2.33,,
XSJ,Consumer Staples,8291.2,8250.8,8116.8,8168.6,8091.0,8168.6,8048.1,-77.6,-0.95,8291.2,8091.0,-152.2,-1.85,8351.9,8091.0,-171.8,-2.08,8415.1,7095.7,281.7,3.61,8415.1,7095.7,519.0,6.85,57584.1,57303.5,56373.1,56732.7,56360.7,57584.1,56360.7,-889.9,-1.55,58005.7,56318.5,-1025.9,-1.79,58402.4,47464.4,4122.5,7.89,58402.4,47464.4,5763.2,11.39,,
XEJ,Energy,15508.8,15413.7,15259.2,15352.9,15213.3,15429.9,15198.8,-139.6,-0.91,15508.8,15213.3,-38.7,-0.25,15508.8,14989.3,60.9,0.40,16753.3,13714.7,-905.9,-5.62,16753.3,13714.7,-430.9,-2.75,101143.8,100523.5,99515.6,100127.1,99216.6,101143.8,99216.6,-251.9,-0.25,101143.8,97755.7,397.6,0.40,106793.3,88395.3,-3534.5,-3.44,106793.3,88395.3,-454.4,-0.46,,
XFJ,Financials,4434.2,4394.3,4391.9,4430.4,4410.5,4440.3,4408.4,-19.9,-0.45,4434.2,4391.9,55.5,1.27,4477.2,4329.6,-74.9,-1.67,5040.0,4077.7,-393.1,-8.18,5040.0,4077.7,-343.4,-7.22,36035.8,35717.7,35698.3,36011.7,35849.2,36035.8,35698.3,456.5,1.29,36452.0,35186.1,-602.8,-1.65,39826.8,32702.7,-1670.0,-4.45,39826.8,32702.7,-775.2,-2.12,,
XXJ,Financials-x-A-REIT,5131.1,5085.7,5094.2,5126.7,5109.3,5143.3,5104.7,-17.4,-0.34,5131.1,5085.7,82.0,1.63,5180.2,4994.1,-91.5,-1.76,5934.6,4674.3,-498.1,-8.88,5934.6,4674.3,-457.3,-8.22,39970.1,39616.5,39683.1,39935.7,39800.6,39970.1,39616.5,639.1,1.63,40512.8,38902.7,-712.2,-1.76,44955.1,35932.3,-2238.2,-5.32,44955.1,35932.3,-1373.4,-3.34,,
XHJ,Health Care,8216.6,8224.1,8191.5,8223.0,8179.3,8250.7,8163.3,-43.7,-0.53,8224.1,8179.3,-18.8,-0.23,8330.3,8012.5,-107.8,-1.30,9195.2,7848.5,-573.2,-6.55,9195.2,7848.5,-206.7,-2.46,47663.9,47707.5,47518.8,47701.5,47448.0,47707.5,47448.0,-108.9,-0.23,48323.6,46480.3,-625.4,-1.30,52486.9,44799.6,-1885.9,-3.82,52486.9,44799.6,180.2,0.38,,
XNJ,Industrials,3849.6,3835.3,3762.5,3776.6,3752.1,3776.6,3739.0,-24.5,-0.65,3849.6,3752.1,-52.7,-1.38,3849.6,3700.4,6.0,0.16,4145.5,3140.1,-253.0,-6.32,4145.5,3140.1,-54.0,-1.42,28209.8,28105.1,27571.8,27674.7,27495.8,28209.8,27495.8,-385.8,-1.38,28209.8,27083.3,84.8,0.31,29527.1,22749.0,-1031.1,-3.61,29527.1,22749.0,533.3,1.98,,
XIJ,Info Technology,627.6,620.1,609.4,617.0,617.2,622.5,608.4,0.2,0.03,627.6,609.4,9.5,1.56,627.6,594.1,11.7,1.93,736.7,559.3,-55.5,-8.25,736.7,559.3,-18.8,-2.96,3690.6,3646.0,3583.1,3627.9,3629.0,3690.6,3583.1,55.7,1.56,3690.6,3493.3,68.7,1.93,4262.9,3236.2,-209.7,-5.46,4262.9,3236.2,-0.5,-0.01,,
XMJ,Materials,13248.8,13248.8,13035.7,13153.1,13128.0,13221.4,13097.2,-25.1,-0.19,13248.8,13035.7,15.2,0.12,13320.6,12429.8,570.9,4.55,13373.9,10889.1,350.8,2.75,13373.9,10889.1,1875.6,16.67,83860.6,83860.5,82511.8,83254.5,83095.6,83860.6,82511.8,95.7,0.12,84315.2,78664.0,3625.5,4.56,84315.2,68188.9,3776.0,4.76,84315.2,68188.9,13315.9,19.08,,
XPJ,A-REIT,869.2,860.7,850.0,868.6,859.4,868.6,856.4,-9.2,-1.06,869.2,850.0,-5.4,-0.63,878.3,850.0,-10.4,-1.19,920.6,813.8,-37.9,-4.22,920.6,813.8,-12.5,-1.43,19724.2,19552.3,19308.6,19731.3,19522.9,19731.3,19308.6,-101.0,-0.51,19930.3,19308.6,-213.8,-1.08,20582.4,17970.7,89.8,0.46,20582.4,17887.8,913.2,4.91,,
XTJ,Telecommunications,912.5,917.3,923.1,932.8,921.1,933.7,921.1,-11.7,-1.25,932.8,912.5,12.7,1.40,932.8,904.8,-3.8,-0.41,1182.5,904.8,-254.2,-21.63,1205.3,904.8,-220.2,-19.29,8515.6,8560.3,8613.9,8704.4,8595.5,8704.4,8515.6,118.4,1.40,8704.4,8441.9,-34.0,-0.39,10067.0,8441.9,-1410.1,-14.09,10261.1,8441.9,-1095.2,-11.30,,
XUJ,Utilities,4614.3,4612.3,4526.8,4560.1,4521.2,4561.3,4479.6,-38.9,-0.85,4614.3,4521.2,3.7,0.08,4614.3,4402.5,29.8,0.66,4614.3,3998.4,193.2,4.46,4614.3,3998.4,317.4,7.55,39587.2,39570.2,38836.4,39121.6,38788.0,39587.2,38788.0,31.8,0.08,39587.2,37769.8,255.7,0.66,39587.2,33266.4,3459.2,9.79,39587.2,32862.8,4924.6,14.54,,
XMM,Metals & Mining,4801.2,4804.2,4721.4,4763.6,4755.8,4794.4,4744.9,-7.8,-0.16,4804.2,4721.4,7.1,0.15,4833.6,4478.1,232.7,5.15,4833.6,3866.0,220.1,4.85,4833.6,3866.0,770.3,19.33,6273.9,6277.9,6169.8,6224.8,6214.7,6277.9,6169.8,9.4,0.15,6316.3,5850.5,305.4,5.17,6316.3,5001.6,397.0,6.82,6316.3,5001.6,1103.5,21.59,,
XGD,Gold,7758.4,7781.2,7598.7,7583.4,7691.8,7711.5,7583.4,108.4,1.43,7781.2,7583.4,51.3,0.67,8129.0,7583.4,27.2,0.35,8129.0,5090.0,1835.2,31.34,8129.0,5090.0,2336.1,43.62,8806.2,8832.0,8624.9,8607.5,8730.5,8832.0,8607.5,58.2,0.67,9226.7,8607.5,32.4,0.37,9226.7,5742.7,2125.9,32.19,9226.7,5742.7,2697.2,44.71,,
XJR,Resources,5567.0,5561.8,5474.7,5522.7,5505.1,5554.5,5493.9,-17.6,-0.32,5567.0,5474.7,3.2,0.06,5590.9,5236.4,214.4,4.05,5684.5,4611.8,82.7,1.52,5684.5,4611.8,623.9,12.78,27190.6,27165.4,26739.9,26974.4,26888.2,27190.6,26739.9,15.7,0.06,27307.4,25572.4,1050.4,4.07,27346.9,22285.5,928.8,3.58,27346.9,22285.5,3525.9,15.09,,
,
