Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-06-29T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1535.7,1520.8,1548.0,1582.7,1573.1,1590.5,1569.8,-9.6,-0.61,1582.7,1520.8,25.2,1.63,1616.8,1499.6,-15.1,-0.95,1694.1,1364.5,229.3,17.06,1694.1,1224.4,335.5,27.11,11231.3,11122.4,11321.3,11574.7,11504.5,11574.7,11122.4,191.0,1.69,11808.0,10960.6,-94.8,-0.82,12372.8,9792.3,1860.2,19.29,12372.8,8593.5,2818.2,32.44,,
XSJ,Consumer Staples,9347.6,9412.7,9441.9,9665.6,9639.8,9713.0,9622.6,-25.8,-0.27,9665.6,9347.6,251.7,2.68,9804.7,9185.7,-245.5,-2.48,10661.7,8912.8,765.4,8.62,10661.7,7684.6,1932.3,25.07,73001.7,73510.8,73738.7,75485.1,75386.8,75485.1,73001.7,2068.5,2.82,77201.1,71737.8,-1814.2,-2.35,83265.0,68413.1,7268.5,10.67,83265.0,57575.9,17748.7,30.79,,
XEJ,Energy,12413.0,12193.8,12314.3,12502.6,12507.1,12603.7,12424.2,4.5,0.04,12507.1,12193.8,-288.3,-2.25,13272.7,12193.8,-623.8,-4.75,13702.8,11998.9,101.1,0.82,13702.8,11554.9,605.2,5.08,85968.3,84450.3,85284.7,86588.6,86620.3,86620.3,84450.3,-1996.2,-2.25,91922.6,84450.3,-4320.2,-4.75,94901.2,83100.5,1793.7,2.11,94901.2,77918.0,6362.6,7.93,,
XFJ,Financials,5145.0,5141.8,5229.3,5328.0,5328.5,5375.0,5328.0,0.5,0.01,5328.5,5141.8,120.6,2.32,5394.4,5130.8,-135.4,-2.48,5851.4,4767.7,574.8,12.09,5851.4,4168.5,1190.5,28.77,49584.6,49553.8,50397.5,51348.0,51353.5,51353.5,49553.8,1288.5,2.57,52312.3,49323.3,-958.8,-1.83,55686.0,44797.5,6694.9,14.99,55686.0,37937.3,13696.5,36.37,,
XXJ,Financial-x-A-REIT,5965.3,5971.3,6074.7,6189.9,6179.5,6237.6,6178.0,-10.4,-0.17,6189.9,5965.3,142.4,2.36,6245.1,5923.1,-134.5,-2.13,6823.1,5485.5,727.6,13.35,6823.1,4749.3,1466.3,31.11,55137.5,55193.3,56148.7,57213.5,57117.1,57213.5,55137.5,1316.1,2.36,58078.6,54747.6,-961.5,-1.66,62087.9,49449.4,7970.6,16.22,62087.9,41448.0,15983.7,38.86,,
XHJ,Health Care,12721.8,12923.1,12941.4,13135.3,13054.0,13152.7,13010.4,-81.3,-0.62,13135.3,12721.8,452.0,3.59,13135.3,12431.5,311.6,2.45,13404.4,11476.5,1421.4,12.22,13404.4,9100.3,3809.5,41.21,78773.8,80019.9,80133.2,81334.3,80830.8,81334.3,78773.8,2799.2,3.59,81334.3,76975.9,1929.4,2.45,83000.1,70340.0,9533.8,13.37,83000.1,54994.5,24964.9,44.69,,
XNJ,Industrials,3480.2,3461.4,3534.2,3597.1,3584.7,3615.1,3581.7,-12.4,-0.34,3597.1,3461.4,47.6,1.35,3735.4,3461.4,-100.1,-2.72,3970.5,3461.4,33.0,0.93,3970.5,3159.7,343.6,10.60,28194.3,28042.2,28631.4,29141.5,29040.5,29141.5,28042.2,536.9,1.88,30059.7,28042.2,-611.7,-2.06,31601.8,28042.2,802.3,2.84,31601.8,24610.7,3795.5,15.03,,
XIJ,Info Technology,675.9,680.5,688.4,690.9,680.2,691.8,679.9,-10.7,-1.55,690.9,675.9,-0.8,-0.12,730.2,662.3,-40.7,-5.64,734.7,611.4,83.6,14.01,734.7,489.8,185.0,37.34,4364.4,4394.3,4445.5,4461.2,4392.2,4461.2,4364.4,-5.2,-0.12,4715.1,4277.0,-262.6,-5.64,4744.0,3884.8,601.5,15.87,4744.0,3056.0,1302.0,42.13,,
XMJ,Materials,8400.8,8283.8,8473.1,8504.4,8479.3,8524.0,8387.3,-25.1,-0.30,8504.4,8283.8,-181.0,-2.09,9450.1,8283.8,-737.6,-8.00,11228.0,8283.8,-2121.6,-20.01,11228.0,8283.8,-967.4,-10.24,56699.3,55909.5,57187.0,57398.6,57229.1,57398.6,55909.5,-1202.7,-2.06,63760.8,55909.5,-4958.4,-7.97,74792.0,55909.5,-13385.4,-18.96,74792.0,55909.5,-4734.0,-7.64,,
XPJ,A-REIT,995.5,986.1,1001.3,1019.7,1029.8,1035.4,1019.6,10.1,0.99,1029.8,986.1,21.1,2.10,1073.8,986.1,-46.3,-4.30,1135.4,960.8,56.0,5.75,1135.4,874.1,152.7,17.41,26650.3,26399.0,26807.6,27298.1,27568.1,27568.1,26399.0,991.5,3.73,28353.6,26399.0,-785.5,-2.77,29914.8,25044.0,2210.3,8.72,29914.8,22125.9,5374.8,24.22,,
XTJ,Telecommunications,1554.0,1559.4,1604.4,1649.5,1646.8,1663.4,1640.0,-2.7,-0.16,1649.5,1554.0,76.5,4.87,1690.7,1554.0,-47.4,-2.80,1773.8,1515.3,150.8,10.08,1773.8,1272.2,383.1,30.32,17688.9,17751.2,18263.2,18776.2,18745.6,18776.2,17688.9,870.6,4.87,19285.2,17688.9,-539.6,-2.80,20191.3,16745.5,2213.2,13.39,20191.3,13574.2,5285.8,39.27,,
XUJ,Utilities,5168.0,5182.8,5224.1,5328.5,5274.0,5350.5,5263.4,-54.5,-1.02,5328.5,5168.0,-3.4,-0.07,5471.4,5168.0,-204.2,-3.73,5815.8,5168.0,16.1,0.31,5815.8,4819.1,435.5,9.00,52209.3,52359.6,52776.7,53830.8,53280.4,53830.8,52209.3,609.6,1.16,54674.6,52194.2,-1394.2,-2.55,57869.0,51459.2,1582.7,3.06,57869.0,46049.7,7045.4,15.24,,
XMM,Metals & Mining,2734.3,2682.0,2747.1,2754.8,2747.6,2762.3,2717.1,-7.2,-0.26,2754.8,2682.0,-90.5,-3.19,3119.2,2682.0,-291.0,-9.58,3841.7,2682.0,-895.8,-24.59,3841.7,2682.0,-526.9,-16.09,3781.7,3709.5,3799.4,3810.1,3800.2,3810.1,3709.5,-125.2,-3.19,4314.1,3709.5,-402.4,-9.57,5249.3,3709.5,-1178.1,-23.66,5249.3,3709.5,-611.0,-13.85,,
XGD,Gold,2089.6,2019.8,2008.5,2084.4,2064.7,2085.6,2001.3,-19.7,-0.95,2089.6,2008.5,-206.3,-9.08,3087.8,2008.5,-813.6,-28.27,5191.8,2008.5,-2834.0,-57.85,6250.3,2008.5,-2767.5,-57.27,2418.1,2337.3,2324.2,2412.1,2389.2,2418.1,2324.2,-238.7,-9.08,3573.2,2324.2,-941.5,-28.27,5987.1,2324.2,-3259.9,-57.71,7201.8,2324.2,-3149.1,-56.86,,
XJR,S&P/ASX 200 Res,3533.2,3468.3,3538.0,3561.3,3554.9,3575.5,3525.5,-6.4,-0.18,3561.3,3468.3,-103.5,-2.83,3952.6,3468.3,-311.9,-8.07,4567.3,3468.3,-755.7,-17.53,4567.3,3468.3,-365.3,-9.32,18293.4,17957.3,18318.4,18438.7,18405.8,18438.7,17957.3,-535.8,-2.83,20464.9,17957.3,-1614.6,-8.06,23355.8,17957.3,-3637.3,-16.50,23355.8,17957.3,-1356.3,-6.86,,
,
