Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-07-06T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 1,Jul 2,Jul 3,Jul 4,Jul 5,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 1,Jul 2,Jul 3,Jul 4,Jul 5,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XHJ,Health Care,12818.4,13197.9,12963.2,13251.6,13250.4,13512.1,13189.8,-1.2,-0.01,13251.6,12818.4,196.4,1.50,13251.6,12431.5,647.0,5.13,13404.4,11476.5,1617.8,13.91,13404.4,9128.3,4083.4,44.55,79371.7,81721.5,80268.2,82054.0,82047.0,82054.0,79371.7,1216.2,1.50,82054.0,76975.9,4006.3,5.13,83000.1,70340.0,10750.0,15.08,83000.1,55163.6,26649.5,48.11,,
XNJ,Industrials,3512.3,3597.3,3533.8,3577.2,3606.9,3622.4,3577.2,29.7,0.83,3606.9,3512.3,22.2,0.62,3606.9,3461.4,-13.5,-0.37,3970.5,3461.4,55.2,1.55,3970.5,3159.7,335.8,10.27,28454.7,29142.7,28628.4,28979.7,29220.9,29220.9,28454.7,180.5,0.62,29220.9,28042.2,86.6,0.30,31601.8,28042.2,982.7,3.48,31601.8,24610.7,3742.5,14.69,,
XIJ,Info Technology,670.2,688.4,674.4,662.8,673.6,674.2,662.8,10.8,1.63,688.4,662.8,-6.6,-0.97,690.9,662.3,-1.9,-0.29,734.7,611.4,77.0,12.90,734.7,489.8,178.4,36.02,4327.5,4445.4,4354.6,4280.2,4349.8,4445.4,4280.2,-42.4,-0.97,4461.2,4277.0,-12.4,-0.28,4744.0,3884.8,559.1,14.75,4744.0,3056.0,1259.7,40.77,,
XMJ,Materials,8382.9,8695.2,8471.9,8587.2,8669.6,8751.9,8587.2,82.4,0.96,8695.2,8382.9,190.3,2.24,9165.0,8283.8,-586.6,-6.34,11228.0,8283.8,-1931.3,-18.22,11228.0,8283.8,-1032.7,-10.64,56578.7,58686.3,57178.9,57957.5,58513.2,58686.3,56578.7,1284.1,2.24,62452.3,55909.5,-3939.1,-6.31,74792.0,55909.5,-12101.4,-17.14,74792.0,55909.5,-5126.2,-8.06,,
XPJ,A-REIT,1009.9,1041.4,1020.2,1026.7,1045.2,1045.2,1026.7,18.5,1.80,1045.2,1009.9,15.5,1.50,1048.8,986.1,20.5,2.00,1135.4,960.8,71.4,7.33,1135.4,874.1,167.4,19.08,27037.7,27880.9,27311.9,27486.5,27989.3,27989.3,27037.7,421.2,1.53,27989.3,26399.0,989.5,3.66,29914.8,25044.0,2631.5,10.38,29914.8,22125.9,5772.2,25.98,,
XTJ,Telecommunications,1612.1,1637.9,1611.9,1622.6,1646.2,1653.0,1622.6,23.6,1.45,1646.2,1611.9,-0.6,-0.04,1649.5,1554.0,34.9,2.17,1773.8,1515.3,150.2,10.04,1773.8,1272.2,365.7,28.56,18350.2,18644.4,18348.7,18469.9,18738.6,18738.6,18348.7,-6.9,-0.04,18776.2,17688.9,397.3,2.17,20191.3,16745.5,2206.2,13.34,20191.3,13641.6,5099.3,37.39,,
XUJ,Utilities,5189.7,5299.9,5299.6,5377.1,5415.2,5423.3,5377.1,38.1,0.71,5415.2,5189.7,141.2,2.68,5415.2,5168.0,41.0,0.76,5815.8,5168.0,157.3,2.99,5815.8,4821.3,596.1,12.37,52428.6,53542.2,53539.1,54321.6,54706.6,54706.6,52428.6,1426.2,2.68,54706.6,52194.2,1070.2,2.00,57869.0,51459.2,3008.9,5.82,57869.0,46070.3,8657.0,18.80,,
XMM,Metals & Mining,2721.2,2830.9,2754.0,2792.3,2814.6,2847.8,2792.3,22.3,0.80,2830.9,2721.2,67.0,2.44,3030.7,2682.0,-247.5,-8.08,3841.7,2682.0,-828.8,-22.75,3841.7,2682.0,-549.6,-16.34,3763.7,3915.3,3809.1,3862.0,3892.8,3915.3,3763.7,92.6,2.44,4235.1,3709.5,-342.3,-8.08,5249.3,3709.5,-1085.5,-21.80,5249.3,3709.5,-639.3,-14.11,,
XGD,Gold,2128.6,2274.9,2275.4,2335.7,2284.4,2363.2,2263.7,-51.3,-2.20,2335.7,2128.6,219.7,10.64,2830.5,2008.5,-698.3,-23.41,5191.8,2008.5,-2614.3,-53.37,6250.3,2008.5,-2826.4,-55.30,2463.2,2632.5,2633.1,2702.9,2643.5,2702.9,2463.2,254.3,10.64,3451.6,2324.2,-808.1,-23.41,5987.1,2324.2,-3005.6,-53.21,7201.8,2324.2,-3214.1,-54.87,,
XJR,S&P/ASX 200 Res,3511.7,3646.7,3557.9,3621.4,3650.8,3684.0,3621.4,29.4,0.81,3650.8,3511.7,95.9,2.70,3828.8,3468.3,-225.0,-5.81,4567.3,3468.3,-659.8,-15.31,4567.3,3468.3,-367.3,-9.14,18181.8,18881.1,18421.4,18750.0,18902.0,18902.0,18181.8,496.2,2.70,20067.2,17957.3,-1165.2,-5.81,23355.8,17957.3,-3141.1,-14.25,23355.8,17957.3,-1353.6,-6.68,,
,
