Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-05-25T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 20,May 21,May 22,May 23,May 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 20,May 21,May 22,May 23,May 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1677.9,1658.5,1645.5,1631.4,1593.6,1631.7,1582.8,-37.8,-2.32,1677.9,1593.6,-76.3,-4.57,1694.1,1593.6,-43.8,-2.68,1694.1,1364.5,249.8,18.59,1694.1,1195.0,354.3,28.58,12254.6,12112.8,12018.1,11915.2,11638.4,12254.6,11638.4,-557.4,-4.57,12372.8,11638.4,-320.5,-2.68,12372.8,9792.3,1994.1,20.68,12372.8,8383.2,2944.1,33.86,,
XSJ,Consumer Staples,10284.8,10272.0,10266.7,10113.1,9920.7,10158.4,9904.2,-192.4,-1.90,10284.8,9920.7,-363.6,-3.54,10634.3,9920.7,-741.0,-6.95,10661.7,8912.8,1046.3,11.79,10661.7,7529.2,2316.5,30.46,80321.3,80221.6,80179.8,78980.2,77477.4,80321.3,77477.4,-2839.9,-3.54,83265.0,77477.4,-5787.6,-6.95,83265.0,68413.1,9359.1,13.74,83265.0,56304.5,20611.7,36.25,,
XEJ,Energy,13430.2,13368.6,13428.2,13321.8,13138.6,13382.1,13052.1,-183.2,-1.38,13430.2,13138.6,-235.4,-1.76,13430.2,12696.7,77.1,0.59,13702.8,11998.9,732.6,5.91,13702.8,11554.9,809.8,6.57,93013.2,92586.6,92999.4,92262.2,90993.7,93013.2,90993.7,-1630.4,-1.76,93013.2,87933.3,534.1,0.59,94901.2,83100.5,6167.0,7.27,94901.2,77918.0,7857.2,9.45,,
XFJ,Financials,5816.3,5763.4,5699.2,5545.4,5455.3,5585.5,5419.7,-90.1,-1.62,5816.3,5455.3,-318.6,-5.52,5851.4,5455.3,-226.3,-3.98,5851.4,4767.7,701.6,14.76,5851.4,3913.1,1519.9,38.62,55686.0,55179.8,54564.7,53092.3,52229.3,55686.0,52229.3,-3050.7,-5.52,55686.0,52229.3,-1665.9,-3.09,55686.0,44797.5,7570.8,16.95,55686.0,35513.2,16699.5,47.00,,
XXJ,Financial-x-A-REIT,6740.5,6659.9,6598.8,6411.5,6302.7,6461.7,6256.6,-108.8,-1.70,6740.5,6302.7,-381.6,-5.71,6823.1,6302.7,-281.7,-4.28,6823.1,5485.5,850.8,15.61,6823.1,4433.9,1837.3,41.14,62001.4,61259.4,60697.7,58974.8,57974.5,62001.4,57974.5,-3509.7,-5.71,62087.9,57974.5,-1941.3,-3.24,62087.9,49449.4,8828.0,17.96,62087.9,38694.8,19249.7,49.71,,
XHJ,Health Care,13154.0,13059.0,13096.5,13035.6,12801.4,13124.3,12702.3,-234.2,-1.80,13154.0,12801.4,-353.9,-2.69,13404.4,12770.1,-117.1,-0.91,13404.4,11476.5,1168.8,10.05,13404.4,8868.8,3834.9,42.77,81449.9,80861.4,81094.0,80716.7,79266.5,81449.9,79266.5,-2191.3,-2.69,83000.1,79055.5,-707.8,-0.89,83000.1,70340.0,7969.5,11.18,83000.1,53595.3,25080.6,46.29,,
XNJ,Industrials,3816.3,3765.0,3779.7,3730.7,3678.6,3745.8,3661.7,-52.1,-1.40,3816.3,3678.6,-132.1,-3.47,3909.7,3678.6,-183.4,-4.75,3970.5,3605.6,126.9,3.57,3970.5,3159.7,308.8,9.16,30710.4,30297.8,30416.0,30021.7,29602.2,30710.4,29602.2,-1063.4,-3.47,31462.0,29602.2,-1476.3,-4.75,31601.8,28667.2,1364.0,4.83,31601.8,24610.7,3566.0,13.70,,
XIJ,Info Technology,722.1,722.3,721.8,734.7,716.1,734.7,711.3,-18.6,-2.53,734.7,716.1,0.4,0.06,734.7,664.9,39.6,5.85,734.7,611.4,119.5,20.02,734.7,483.9,227.1,46.45,4662.6,4663.9,4661.0,4744.0,4624.1,4744.0,4624.1,2.6,0.06,4744.0,4293.5,255.6,5.85,4744.0,3884.8,833.4,21.99,4744.0,3019.4,1573.0,51.55,,
XMJ,Materials,9481.5,9504.4,9600.9,9481.2,9384.8,9506.2,9340.5,-96.4,-1.02,9600.9,9384.8,-38.4,-0.41,9749.7,8955.7,334.8,3.70,11228.0,8679.5,-1216.1,-11.47,11228.0,8679.5,-217.2,-2.26,63930.0,64084.6,64734.9,63927.5,63278.1,64734.9,63278.1,-250.6,-0.39,65712.4,60360.9,2281.7,3.74,74792.0,58499.9,-7336.5,-10.39,74792.0,58499.9,382.8,0.61,,
XPJ,A-REIT,1128.2,1135.4,1110.9,1089.2,1075.6,1095.2,1072.2,-13.6,-1.25,1135.4,1075.6,-50.7,-4.50,1135.4,1075.6,-26.3,-2.39,1135.4,960.8,101.8,10.45,1135.4,850.4,225.9,26.59,29725.7,29914.8,29269.4,28698.6,28339.5,29914.8,28339.5,-1337.4,-4.51,29914.8,28339.5,-666.3,-2.30,29914.8,25044.0,2981.7,11.76,29914.8,21182.4,7176.3,33.91,,
XTJ,Telecommunications,1761.1,1771.1,1773.8,1705.6,1675.1,1717.9,1650.5,-30.5,-1.79,1773.8,1675.1,-78.2,-4.46,1773.8,1675.1,-6.0,-0.36,1773.8,1515.3,179.1,11.97,1773.8,1208.0,463.8,38.29,20046.8,20160.1,20191.3,19414.7,19068.1,20191.3,19068.1,-889.4,-4.46,20191.3,19068.1,-67.6,-0.35,20191.3,16745.5,2535.7,15.34,20191.3,12866.4,6166.1,47.79,,
XUJ,Utilities,5770.1,5728.7,5765.8,5619.9,5536.6,5619.9,5469.3,-83.3,-1.48,5770.1,5536.6,-163.1,-2.86,5776.8,5536.6,-279.2,-4.80,5815.8,5233.6,278.7,5.30,5815.8,4783.3,736.7,15.35,57414.2,57002.4,57371.3,56088.3,55257.1,57414.2,55257.1,-1456.6,-2.57,57869.0,55257.1,-2611.9,-4.51,57869.0,51459.2,3559.4,6.88,57869.0,45254.8,9905.0,21.84,,
XMM,Metals & Mining,3119.3,3141.0,3165.6,3119.1,3095.4,3134.2,3082.6,-23.7,-0.76,3165.6,3095.4,-4.8,-0.15,3233.3,2937.8,134.2,4.53,3841.7,2856.6,-548.0,-15.04,3841.7,2856.6,-238.2,-7.15,4314.2,4344.3,4378.4,4314.0,4281.3,4378.4,4281.3,-6.6,-0.15,4471.8,4063.2,185.8,4.54,5249.3,3950.9,-697.1,-14.00,5249.3,3950.9,-209.2,-4.66,,
XGD,Gold,2875.8,3051.9,2928.0,2870.3,2967.5,2973.8,2870.3,97.2,3.39,3051.9,2870.3,25.6,0.87,3477.9,2870.3,-278.4,-8.58,5191.8,2870.3,-1931.2,-39.42,6250.3,2870.3,-2178.5,-42.33,3327.7,3531.4,3388.1,3321.3,3433.9,3531.4,3321.3,29.7,0.87,4024.5,3321.3,-322.1,-8.58,5987.1,3321.3,-2215.3,-39.21,7201.8,3321.3,-2462.0,-41.76,,
XJR,S&P/ASX 200 Res,3964.0,3978.6,4006.6,3957.0,3918.6,3974.7,3900.7,-38.4,-0.97,4006.6,3918.6,-21.5,-0.54,4053.9,3731.9,133.5,3.53,4567.3,3596.0,-392.0,-9.09,4567.3,3596.0,-87.3,-2.18,20523.9,20599.5,20744.6,20487.4,20288.6,20744.6,20288.6,-111.2,-0.55,20989.2,19322.3,691.1,3.53,23355.8,18618.4,-1754.5,-7.96,23355.8,18618.4,94.3,0.47,,
,
