Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-03-08T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 3,Mar 4,Mar 5,Mar 6,Mar 7,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 3,Mar 4,Mar 5,Mar 6,Mar 7,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2236.1,2239.1,2264.7,2268.0,2277.1,2279.8,2268.0,9.1,0.40,2277.1,2236.1,44.6,2.00,2277.1,2156.0,135.1,6.31,2277.1,2092.8,83.5,3.81,2277.1,2092.8,-101.8,-4.28,5528.7,5540.7,5606.8,5615.3,5645.9,5645.9,5528.7,130.3,2.36,5645.9,5277.9,368.0,6.97,5645.9,5156.7,242.5,4.49,5747.9,4574.9,-71.1,-1.24,,
XDJ,Consumer Discretionary,1859.2,1865.5,1890.5,1892.2,1906.2,1906.9,1892.2,14.0,0.74,1906.2,1859.2,50.5,2.72,1906.2,1767.0,150.0,8.54,1906.2,1715.0,75.1,4.10,1906.2,1715.0,328.4,20.81,13896.5,13951.2,14148.7,14161.2,14282.2,14282.2,13896.5,415.8,3.00,14282.2,13041.3,1240.9,9.52,14282.2,12735.0,684.9,5.04,14282.2,10960.6,2833.2,24.75,,
XSJ,Consumer Staples,9984.2,10038.3,10075.7,10054.3,10139.8,10139.8,10054.3,85.5,0.85,10139.8,9984.2,97.6,0.97,10154.6,9870.8,306.5,3.12,10154.6,9567.9,123.8,1.24,10154.6,9567.9,-273.1,-2.62,80794.8,81245.1,81548.0,81375.1,82066.7,82066.7,80794.8,802.7,0.99,82066.7,78719.8,3346.9,4.25,82066.7,76594.5,1884.8,2.35,83265.0,71737.8,1305.5,1.62,,
XEJ,Energy,13881.7,13802.1,13934.6,13894.0,14068.1,14073.6,13894.0,174.1,1.25,14068.1,13802.1,375.8,2.74,14068.1,13485.0,646.4,4.82,14068.1,13017.6,445.2,3.27,14068.1,13017.6,455.7,3.35,99128.7,98589.5,99536.1,99277.0,100520.7,100520.7,98589.5,2852.5,2.92,100520.7,94355.4,6165.3,6.53,100520.7,91514.2,4750.8,4.96,101032.3,83100.5,6245.5,6.62,,
XFJ,Financials,5880.7,5911.1,5968.5,5974.9,5971.3,5982.1,5956.2,-3.6,-0.06,5974.9,5880.7,68.1,1.15,5974.9,5670.0,374.7,6.70,5974.9,5503.9,95.6,1.63,5974.9,5503.9,479.0,8.72,58759.9,59063.5,59637.3,59716.6,59685.8,59716.6,58759.9,764.0,1.30,59716.6,55487.7,4198.1,7.57,59716.6,54492.0,1515.7,2.61,59716.6,49323.3,7585.9,14.56,,
XXJ,Financial-x-A-REIT,6940.3,6979.5,7060.1,7071.7,7066.0,7081.9,7048.6,-5.7,-0.08,7071.7,6940.3,88.2,1.26,7071.7,6696.2,470.1,7.13,7071.7,6467.5,84.4,1.21,7071.7,6467.5,668.2,10.44,66463.4,66838.8,67610.1,67740.4,67693.4,67740.4,66463.4,954.1,1.43,67740.4,62595.8,5097.6,8.14,67740.4,61376.9,1437.3,2.17,67740.4,54895.6,9475.9,16.28,,
XHJ,Health Care,14682.8,14733.2,14850.1,14688.3,14823.0,14823.0,14688.3,134.7,0.92,14850.1,14682.8,54.3,0.37,14861.6,13849.2,707.0,5.01,14861.6,13849.2,455.7,3.17,14861.6,13849.2,2238.1,17.78,92355.6,92736.3,93890.5,92867.6,93718.9,93890.5,92355.6,823.3,0.89,93890.5,86829.4,5247.2,5.93,93890.5,86829.4,3672.1,4.08,93890.5,75670.5,15887.1,20.41,,
XNJ,Industrials,4044.9,4055.1,4093.0,4120.0,4150.3,4163.5,4114.3,30.3,0.74,4150.3,4044.9,117.5,2.91,4150.3,3844.5,335.2,8.79,4150.3,3771.2,181.4,4.57,4150.3,3771.2,237.4,6.07,33598.1,33689.4,34008.5,34233.1,34586.4,34586.4,33598.1,1098.5,3.28,34586.4,31530.7,3055.8,9.69,34586.4,31167.8,1784.9,5.44,34586.4,28042.2,3166.0,10.08,,
XIJ,Info Technology,770.7,774.0,789.9,800.7,810.0,834.0,800.7,9.3,1.16,810.0,770.7,39.4,5.12,810.0,723.3,98.7,13.87,810.0,702.5,68.5,9.24,810.0,702.5,112.4,16.11,5084.3,5106.6,5225.3,5296.8,5372.3,5372.3,5084.3,290.4,5.71,5372.3,4661.7,710.6,15.24,5372.3,4603.8,513.2,10.56,5372.3,4239.8,882.3,19.65,,
XMJ,Materials,10326.8,10324.2,10412.7,10418.2,10439.5,10468.2,10394.7,21.3,0.20,10439.5,10324.2,-29.9,-0.29,10774.9,10156.3,421.3,4.21,10774.9,9745.3,229.8,2.25,10774.9,9745.3,2.3,0.02,71654.8,71638.4,72411.5,72451.5,72622.6,72622.6,71638.4,623.4,0.87,73944.4,68727.4,3895.1,5.67,73944.4,66855.5,2581.3,3.69,73944.4,55909.5,2316.2,3.29,,
XPJ,A-REIT,1028.0,1030.2,1028.6,1026.1,1026.7,1027.6,1021.3,0.6,0.06,1030.2,1026.1,4.8,0.47,1038.3,987.2,40.2,4.07,1038.3,980.1,41.8,4.24,1038.3,980.1,-9.0,-0.87,28637.5,28700.7,28655.4,28585.9,28603.3,28700.7,28585.9,133.5,0.47,28926.7,27482.9,1120.4,4.08,28926.7,27037.3,1442.2,5.31,29914.8,26036.8,1341.0,4.92,,
XTJ,Telecommunications,1771.3,1783.9,1781.5,1767.6,1770.2,1774.3,1760.7,2.6,0.15,1783.9,1767.6,5.3,0.30,1836.3,1752.4,28.9,1.66,1836.3,1741.3,-51.4,-2.82,1836.3,1741.3,235.3,15.33,21273.9,21425.9,21397.1,21229.5,21265.6,21425.9,21229.5,68.5,0.32,21489.9,20377.3,888.3,4.36,21489.9,20377.3,-51.3,-0.24,21489.9,17457.3,3800.5,21.76,,
XUJ,Utilities,5671.8,5575.3,5599.5,5610.9,5626.2,5643.9,5610.9,15.3,0.27,5671.8,5575.3,-102.2,-1.78,5799.6,5414.0,220.2,4.07,5799.6,5357.0,246.7,4.59,5799.6,5357.0,54.8,0.98,59530.7,58517.5,58771.4,58890.9,59051.9,59530.7,58517.5,-622.5,-1.04,60239.3,56151.7,2900.2,5.17,60239.3,55642.3,3176.2,5.68,60239.3,52194.2,3677.3,6.64,,
XMM,Metals & Mining,3357.7,3350.8,3375.9,3375.2,3383.7,3393.1,3365.5,8.5,0.25,3383.7,3350.8,-27.6,-0.81,3522.5,3302.9,128.9,3.96,3522.5,3166.8,44.4,1.33,3522.5,3166.8,-140.5,-3.99,4772.8,4763.1,4811.7,4810.8,4824.7,4824.7,4763.1,27.3,0.57,4948.8,4571.9,252.8,5.53,4948.8,4448.3,134.1,2.86,4948.8,3709.5,-46.8,-0.96,,
XGD,Gold,2618.3,2564.1,2553.7,2586.8,2586.7,2641.7,2575.5,-0.1,-0.00,2618.3,2553.7,113.5,4.59,2629.8,2446.2,270.1,11.66,2629.8,2003.5,688.3,36.26,2629.8,2003.5,-1842.0,-41.59,3046.1,2984.1,2972.0,3011.4,3011.2,3046.1,2972.0,134.0,4.66,3059.4,2695.0,316.2,11.73,3059.4,2330.8,802.8,36.35,5236.4,2001.8,-2098.1,-41.06,,
XJR,S&P/ASX 200 Res,4214.6,4202.5,4236.4,4231.3,4254.7,4258.6,4223.0,23.4,0.55,4254.7,4202.5,5.2,0.12,4345.1,4132.6,169.7,4.16,4345.1,3970.3,68.4,1.63,4345.1,3970.3,-61.5,-1.43,22452.8,22390.8,22615.3,22590.3,22721.5,22721.5,22390.8,266.5,1.19,22908.0,21479.4,1242.2,5.78,22908.0,20876.7,709.2,3.22,22908.0,17957.3,383.0,1.71,,
,
