Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-09-06T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 1,Sep 2,Sep 3,Sep 4,Sep 5,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 1,Sep 2,Sep 3,Sep 4,Sep 5,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1848.6,1853.5,1850.5,1850.1,1841.6,1856.1,1840.8,-8.5,-0.46,1853.5,1841.6,-8.5,-0.46,1872.5,1777.8,37.3,2.07,1913.4,1715.0,10.5,0.58,1913.4,1715.0,96.1,5.51,14046.2,14083.4,14082.7,14079.1,14014.5,14083.4,14014.5,-20.1,-0.14,14166.9,13420.6,394.1,2.89,14336.1,12735.0,417.2,3.07,14336.1,12735.0,1151.3,8.95,,
XSJ,Consumer Staples,10000.4,10078.8,10091.3,10148.9,10141.0,10204.4,10131.1,-7.9,-0.08,10148.9,10000.4,88.6,0.88,10424.5,9907.9,96.0,0.96,10424.5,9567.9,125.0,1.25,10424.5,9567.9,268.0,2.71,82617.9,83299.3,83403.3,83879.3,83814.1,83879.3,82617.9,767.1,0.92,85101.4,80884.4,1810.5,2.21,85101.4,76594.5,3632.2,4.53,85101.4,75952.5,5555.9,7.10,,
XEJ,Energy,15078.3,15327.0,15193.4,15160.0,15101.6,15203.8,15079.9,-58.4,-0.39,15327.0,15078.3,97.9,0.65,15327.0,14185.6,684.9,4.75,15327.0,13017.6,1478.7,10.85,15327.0,13017.6,1075.1,7.67,109337.4,111140.9,110341.0,110098.6,109707.8,111140.9,109337.4,911.2,0.84,111140.9,101360.4,6696.3,6.50,111140.9,91514.2,13937.9,14.55,111140.9,90393.6,11101.0,11.26,,
XFJ,Financials,6312.8,6331.1,6347.7,6310.0,6282.6,6317.9,6276.3,-27.4,-0.43,6347.7,6282.6,-24.2,-0.38,6347.7,6027.3,117.6,1.91,6347.7,5503.9,406.9,6.93,6347.7,5503.9,655.8,11.66,64688.6,64876.2,65101.3,64715.2,64433.5,65101.3,64433.5,-167.1,-0.26,65101.3,61288.4,1745.2,2.78,65101.3,54492.0,6263.4,10.77,65101.3,54492.0,9605.3,17.52,,
XXJ,Financial-x-A-REIT,7398.0,7418.5,7434.3,7394.5,7366.2,7402.3,7355.9,-28.3,-0.38,7434.3,7366.2,-33.5,-0.45,7434.3,7080.1,119.4,1.65,7434.3,6467.5,384.6,5.51,7434.3,6467.5,741.0,11.18,72627.1,72827.9,73055.9,72664.9,72386.1,73055.9,72386.1,-223.4,-0.31,73055.9,68883.8,1880.5,2.67,73055.9,61376.9,6130.0,9.25,73055.9,61376.9,10475.1,16.92,,
XHJ,Health Care,15548.8,15712.5,15688.1,15623.7,15412.4,15627.3,15409.2,-211.3,-1.35,15712.5,15412.4,-89.7,-0.58,15712.5,13996.7,1170.7,8.22,15712.5,13849.2,1045.1,7.27,15712.5,13849.2,1582.4,11.44,98624.2,99766.9,99612.0,99210.3,98097.9,99766.9,98097.9,-230.1,-0.23,99766.9,88629.9,7917.1,8.78,99766.9,86829.4,8051.1,8.94,99766.9,85058.8,11975.4,13.91,,
XNJ,Industrials,4259.9,4276.2,4299.8,4292.6,4257.3,4294.3,4252.6,-35.3,-0.82,4299.8,4257.3,5.1,0.12,4299.8,4067.3,175.8,4.31,4299.8,3771.2,288.4,7.27,4299.8,3771.2,380.3,9.81,36056.4,36194.6,36428.8,36367.9,36068.7,36428.8,36056.4,115.6,0.32,36428.8,34255.0,1694.4,4.93,36428.8,31167.8,3267.2,9.96,36428.8,30581.2,4473.8,14.16,,
XIJ,Info Technology,804.4,809.2,811.5,799.0,798.7,803.6,797.1,-0.3,-0.04,811.5,798.7,-12.7,-1.57,811.5,763.2,-22.1,-2.69,837.6,702.5,57.2,7.72,837.6,702.5,90.4,12.77,5377.5,5409.5,5425.1,5341.7,5339.7,5425.1,5339.7,-84.6,-1.56,5444.0,5061.8,-104.3,-1.92,5555.5,4603.8,480.5,9.89,5555.5,4568.7,702.4,15.15,,
XMJ,Materials,10033.6,10070.9,9950.5,9890.5,9777.8,9890.5,9744.4,-112.7,-1.14,10070.9,9777.8,-258.5,-2.58,10542.1,9777.8,-464.6,-4.54,10774.9,9487.2,-431.9,-4.23,10774.9,9487.2,147.2,1.53,70128.1,70497.9,70313.0,69889.6,69094.5,70497.9,69094.5,-995.8,-1.42,73622.9,69094.5,-2300.1,-3.22,73944.4,66130.4,-946.8,-1.35,73944.4,64475.8,3173.0,4.81,,
XPJ,A-REIT,1151.0,1155.2,1161.6,1150.7,1142.1,1155.8,1141.5,-8.6,-0.75,1161.6,1142.1,0.5,0.05,1161.6,1083.9,38.1,3.45,1161.6,980.1,157.2,15.96,1161.6,980.1,144.7,14.50,32961.9,33084.3,33267.3,32953.8,32706.9,33267.3,32706.9,13.8,0.04,33267.3,31034.7,1094.9,3.46,33267.3,27037.3,5545.9,20.42,33267.3,26036.8,5706.4,21.13,,
XTJ,Telecommunications,1947.6,1973.6,1994.7,1978.5,1968.8,1985.9,1968.8,-9.7,-0.49,1994.7,1947.6,28.2,1.45,1999.5,1874.7,87.5,4.65,1999.5,1741.3,147.2,8.08,1999.5,1741.3,311.3,18.78,24013.3,24334.8,24594.2,24395.2,24275.2,24594.2,24013.3,347.2,1.45,24594.2,22541.2,1654.1,7.31,24594.2,20377.3,2958.3,13.88,24594.2,19482.3,4893.4,25.25,,
XUJ,Utilities,6061.8,6005.6,6002.1,5958.1,5984.1,5987.2,5956.3,26.0,0.44,6061.8,5958.1,-67.5,-1.12,6071.2,5893.0,91.0,1.54,6071.2,5357.0,604.6,11.24,6071.2,5357.0,519.0,9.50,64884.8,64885.7,64847.5,64372.6,64653.4,64885.7,64372.6,80.1,0.12,64885.7,62880.8,1771.1,2.82,64885.7,55642.3,8777.6,15.71,64885.7,53514.4,8789.7,15.73,,
XMM,Metals & Mining,3232.5,3247.1,3197.6,3181.6,3139.8,3181.6,3128.2,-41.8,-1.31,3247.1,3139.8,-95.7,-2.96,3453.9,3139.8,-202.5,-6.06,3522.5,3063.2,-199.5,-5.98,3522.5,3063.2,-61.7,-1.93,4624.3,4645.6,4627.3,4604.1,4543.8,4645.6,4543.8,-80.2,-1.73,4936.1,4543.8,-222.0,-4.66,4948.8,4367.8,-146.8,-3.13,4948.8,4367.8,49.7,1.11,,
XGD,Gold,2351.5,2352.0,2307.3,2280.9,2191.2,2280.9,2180.6,-89.7,-3.93,2352.0,2191.2,-166.5,-7.06,2432.3,2191.2,-91.4,-4.01,2679.6,2003.5,292.8,15.43,2679.6,2003.5,-600.1,-21.50,2737.9,2738.4,2686.4,2655.7,2552.5,2738.4,2552.5,-192.7,-7.02,2831.9,2552.5,-105.2,-3.96,3119.4,2330.8,344.0,15.58,3344.0,2001.8,-680.6,-21.05,,
XJR,S&P/ASX 200 Res,4213.1,4249.6,4193.3,4176.3,4135.4,4176.3,4123.9,-40.9,-0.98,4249.6,4135.4,-73.7,-1.75,4376.0,4135.4,-116.6,-2.74,4376.0,3970.3,-50.9,-1.22,4376.0,3970.3,48.2,1.18,22658.6,22856.1,22743.7,22651.2,22431.9,22856.1,22431.9,-190.0,-0.84,23407.3,22431.9,-275.3,-1.21,23407.3,20876.7,419.5,1.91,23407.3,20663.0,950.0,4.42,,
,
