Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-05-30T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 25,May 26,May 27,May 28,May 29,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 25,May 26,May 27,May 28,May 29,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XNJ,Industrials,4952.3,4968.2,4950.2,4925.5,4959.0,4991.5,4925.0,57.6,1.17,4983.1,4925.5,74.8,1.53,4983.1,4638.7,278.6,5.95,4983.1,4233.2,637.2,14.74,4983.1,4233.2,791.1,18.98,42919.1,43057.2,42901.4,42687.0,42977.1,43057.2,42687.0,648.1,1.53,43057.2,40201.5,2414.1,5.95,43057.2,36323.0,5893.5,15.89,43057.2,32870.0,8130.9,23.33,,
XIJ,Info Technology,819.0,826.0,830.6,830.3,837.9,844.7,830.3,12.2,1.47,842.5,819.0,23.1,2.83,842.5,785.7,39.9,5.00,853.7,757.6,55.2,7.05,853.7,757.6,29.4,3.63,5584.8,5632.3,5663.5,5662.0,5713.7,5713.7,5584.8,157.3,2.83,5713.7,5357.6,272.2,5.00,5803.2,5098.0,447.0,8.49,5803.2,4958.9,351.0,6.55,,
XMJ,Materials,9481.0,9556.0,9477.9,9423.2,9529.7,9564.4,9423.2,114.4,1.21,9556.0,9423.2,144.9,1.54,9701.1,9251.0,138.3,1.47,9946.3,8248.8,801.9,9.19,9946.3,8248.8,-333.0,-3.38,68520.4,69062.4,68510.7,68159.9,68930.2,69062.4,68159.9,1105.5,1.63,70087.5,66857.8,1080.5,1.59,70664.0,58495.7,7037.9,11.37,73622.9,57471.6,236.7,0.34,,
XPJ,A-REIT,1289.5,1304.0,1299.7,1297.0,1309.4,1314.2,1295.8,16.5,1.27,1313.5,1289.5,17.7,1.37,1313.5,1250.3,24.2,1.88,1343.7,1197.3,123.2,10.39,1343.7,1197.3,246.1,23.15,37833.2,38257.8,38131.2,38054.6,38417.0,38417.0,37833.2,520.3,1.37,38417.0,36684.0,708.8,1.88,39203.9,34828.8,3911.5,11.34,39203.9,29682.6,8787.3,29.66,,
XTJ,Telecommunications,2222.7,2226.0,2199.1,2180.2,2203.7,2223.6,2180.2,41.8,1.92,2226.0,2180.2,5.8,0.27,2256.1,2150.5,-34.8,-1.55,2321.2,2072.7,117.0,5.60,2321.2,2072.7,343.4,18.46,28043.4,28086.0,27746.2,27507.3,27804.7,28086.0,27507.3,73.7,0.27,28464.9,27132.6,-438.7,-1.55,28647.5,25580.0,2050.5,7.96,28647.5,21671.9,5438.6,24.32,,
XUJ,Utilities,6724.3,6892.9,6824.7,6855.0,6918.1,6943.3,6855.0,60.1,0.88,6918.1,6724.3,303.5,4.59,6918.1,6460.6,144.4,2.13,6918.1,5936.5,1003.9,16.97,6918.1,5936.5,995.0,16.80,74460.4,76326.4,75571.3,75907.1,76606.1,76606.1,74460.4,3360.6,4.59,76606.1,71539.7,1599.1,2.13,76606.1,65111.5,11739.8,18.10,76606.1,61684.9,14188.5,22.73,,
XMM,Metals & Mining,2838.2,2867.0,2828.7,2807.5,2843.2,2846.9,2807.5,34.3,1.22,2867.0,2807.5,30.4,1.08,2946.1,2778.3,2.0,0.07,3045.0,2488.4,196.2,7.41,3045.0,2488.4,-351.0,-10.99,4201.2,4243.8,4187.1,4155.7,4208.5,4243.8,4155.7,45.0,1.08,4360.9,4112.6,3.0,0.07,4412.5,3604.6,374.1,9.76,4936.1,3537.4,-346.1,-7.60,,
XGD,Gold,2702.7,2736.3,2734.6,2627.9,2674.5,2701.8,2627.9,54.6,2.08,2736.3,2627.9,2.7,0.10,2736.3,2557.7,-24.8,-0.92,2736.3,2069.2,627.1,30.63,2736.3,2069.2,589.1,28.25,3157.6,3196.9,3194.9,3070.3,3124.7,3196.9,3070.3,3.2,0.10,3196.9,2988.2,-29.0,-0.92,3196.9,2412.7,737.5,30.89,3196.9,1941.8,696.7,28.70,,
XJR,S&P/ASX 200 Res,3565.2,3598.1,3552.2,3532.2,3577.7,3583.2,3532.2,45.0,1.27,3598.1,3532.2,48.0,1.36,3688.0,3460.6,-1.9,-0.05,3741.5,3157.8,187.5,5.53,3741.5,3157.8,-558.2,-13.50,19818.1,20000.5,19745.8,19634.6,19887.6,20000.5,19634.6,266.7,1.36,20500.6,19236.7,-10.8,-0.05,20500.6,17142.0,1483.7,8.06,23407.3,16867.8,-2200.0,-9.96,,
,
