Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-06-20T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 15,Jun 16,Jun 17,Jun 18,Jun 19,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 12,Jun 15,Jun 16,Jun 17,Jun 18,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2153.6,2139.7,2147.0,2123.6,2151.1,2158.9,2123.6,27.5,1.29,2153.6,2123.6,-20.2,-0.93,2263.3,2123.6,-78.8,-3.53,2263.3,2001.2,106.7,5.22,2263.3,2001.2,5.2,0.24,5587.8,5542.1,5506.6,5525.5,5465.2,5542.1,5465.2,-122.5,-2.19,5823.6,5465.2,-272.5,-4.75,5823.6,5089.5,267.7,5.15,5823.6,4882.3,115.9,2.17,,
XDJ,Consumer Discretionary,1903.7,1884.4,1892.2,1864.5,1881.9,1898.3,1864.5,17.4,0.93,1903.7,1864.5,-23.2,-1.22,2009.7,1864.5,-79.0,-4.03,2021.0,1713.3,128.6,7.33,2021.0,1713.3,108.8,6.14,14869.9,14719.4,14780.2,14563.7,14699.5,14869.9,14563.7,-181.6,-1.22,15696.3,14563.7,-604.7,-3.95,15772.9,13162.6,1229.8,9.13,15772.9,12935.8,1324.4,9.90,,
XSJ,Consumer Staples,8622.3,8639.4,8641.7,8479.4,8588.7,8600.9,8479.4,109.3,1.29,8641.7,8479.4,-73.4,-0.85,9226.8,8479.4,-525.8,-5.77,10122.8,8479.4,-584.3,-6.37,10122.8,8479.4,-1123.1,-11.56,73321.9,73467.3,73486.6,72106.2,73036.2,73486.6,72106.2,-624.4,-0.85,78462.4,72106.2,-4471.2,-5.77,85291.5,72106.2,-3472.6,-4.54,85291.5,72106.2,-6170.4,-7.79,,
XEJ,Energy,11379.0,11233.9,11411.0,11373.8,11539.2,11582.7,11369.3,165.4,1.45,11539.2,11233.9,-114.7,-0.98,11823.9,11190.5,198.3,1.75,12090.7,10301.0,-62.2,-0.54,12090.7,10301.0,-2881.8,-19.98,85071.0,83986.0,85310.1,85032.4,86268.9,86268.9,83986.0,-857.3,-0.98,88397.5,83661.9,1482.1,1.75,90391.5,74854.3,1964.6,2.33,111140.9,74854.3,-16774.2,-16.28,,
XFJ,Financials,6313.0,6342.8,6444.9,6354.7,6445.9,6456.6,6354.7,91.2,1.44,6445.9,6313.0,150.0,2.38,6583.5,6188.0,70.0,1.10,7186.4,6165.5,190.5,3.04,7186.4,6165.5,315.1,5.14,67316.8,67634.4,68723.2,67761.9,68734.0,68734.0,67316.8,1599.2,2.38,70200.5,65983.2,747.1,1.10,75638.7,64303.3,3494.8,5.36,75638.7,59639.1,6632.7,10.68,,
XXJ,Financial-x-A-REIT,7282.5,7339.5,7466.5,7366.0,7457.4,7473.2,7366.0,91.4,1.24,7466.5,7282.5,196.9,2.71,7599.8,7123.5,94.8,1.29,8394.2,7123.5,175.2,2.41,8394.2,7123.5,232.1,3.21,74359.2,74584.5,75168.4,0.0,75439.5,75439.5,74584.5,1080.2,1.45,77833.1,72954.5,36.4,0.05,84666.9,71254.0,2667.0,3.66,84666.9,66776.9,5144.7,7.32,,
XHJ,Health Care,18318.4,18198.0,18177.2,17919.1,18185.1,18257.4,17919.1,266.0,1.48,18318.4,17919.1,-187.7,-1.02,19135.2,17919.1,11.1,0.06,19933.9,17005.1,697.9,3.99,19933.9,17005.1,3915.7,27.44,118402.9,117624.6,117498.3,115830.2,117549.6,118402.9,115830.2,-1205.4,-1.01,123682.8,115830.2,79.7,0.07,128804.9,108911.1,5550.9,4.96,128804.9,88629.9,27193.2,30.10,,
XNJ,Industrials,4767.6,4731.4,4736.9,4667.9,4747.4,4769.6,4667.9,79.5,1.70,4767.6,4667.9,-9.0,-0.19,4968.2,4667.9,-5.8,-0.12,4968.2,4233.2,425.6,9.85,4968.2,4233.2,682.9,16.80,41334.2,41020.8,41067.9,40470.4,41159.3,41334.2,40470.4,-78.1,-0.19,43057.2,40470.4,-34.3,-0.08,43057.2,36323.0,4075.7,10.99,43057.2,32870.0,7147.6,21.02,,
XIJ,Info Technology,812.1,807.3,813.4,796.8,802.5,807.3,796.0,5.7,0.72,813.4,796.8,-13.0,-1.59,837.9,796.8,-0.1,-0.01,853.7,757.6,19.8,2.53,853.7,757.6,19.3,2.46,5540.0,5507.4,5548.9,5435.4,5474.4,5548.9,5435.4,-88.6,-1.59,5713.7,5435.4,1.6,0.03,5803.2,5098.0,207.8,3.95,5803.2,4958.9,279.8,5.39,,
XMJ,Materials,9168.0,9090.8,9160.5,9074.0,9160.7,9208.5,9074.0,86.7,0.96,9168.0,9074.0,-18.4,-0.20,9556.0,9022.1,-238.6,-2.54,9946.3,8248.8,433.0,4.96,9946.3,8248.8,-526.4,-5.43,66380.7,65821.6,66326.1,65700.0,66327.7,66380.7,65700.0,-133.0,-0.20,69062.4,65324.4,-1602.3,-2.36,70664.0,58495.7,4435.4,7.17,73622.9,57471.6,-1195.8,-1.77,,
XPJ,A-REIT,1260.4,1244.6,1256.2,1234.8,1266.3,1276.9,1234.8,31.5,2.55,1266.3,1234.8,7.0,0.56,1312.0,1234.8,0.5,0.04,1343.7,1197.3,80.1,6.76,1343.7,1197.3,185.6,17.17,36945.8,36980.7,36515.8,36855.5,36228.5,36980.7,36228.5,-717.3,-1.94,38493.3,36228.5,-910.5,-2.45,39203.9,34828.8,1723.1,4.99,39203.9,30263.0,6111.2,20.29,,
XTJ,Telecommunications,2123.2,2135.9,2165.9,2154.1,2169.9,2186.5,2154.1,15.8,0.73,2169.9,2123.2,33.2,1.55,2226.0,2112.9,-2.0,-0.09,2321.2,2072.7,83.1,3.98,2321.2,2072.7,367.2,20.37,26788.5,26948.5,27327.5,27178.2,27377.3,27377.3,26788.5,418.9,1.55,28086.0,26658.8,-24.9,-0.09,28647.5,25580.0,1623.2,6.30,28647.5,21677.9,5705.5,26.33,,
XUJ,Utilities,6554.4,6618.7,6682.9,6618.2,6703.8,6723.9,6618.2,85.6,1.29,6703.8,6554.4,71.1,1.07,6918.1,6517.4,184.7,2.83,6918.1,5936.5,789.7,13.35,6918.1,5936.5,782.1,13.21,72756.2,73469.3,74182.1,73463.8,74414.6,74414.6,72756.2,789.7,1.07,76606.1,72188.5,2226.1,3.08,76606.1,65111.5,9548.3,14.72,76606.1,62222.8,12011.5,19.25,,
XMM,Metals & Mining,2700.0,2674.9,2697.5,2675.7,2701.5,2716.9,2675.7,25.8,0.96,2701.5,2674.9,-11.0,-0.41,2867.0,2674.4,-140.1,-4.93,3045.0,2488.4,54.5,2.06,3045.0,2488.4,-436.1,-13.90,3996.6,3959.4,3992.8,3960.6,3998.9,3998.9,3959.4,-16.3,-0.41,4243.8,3958.7,-207.4,-4.93,4412.5,3604.6,164.5,4.29,4936.1,3537.4,-475.0,-10.62,,
XGD,Gold,2494.8,2528.1,2541.8,2584.0,2587.8,2621.6,2571.0,3.8,0.15,2587.8,2494.8,17.5,0.68,2736.3,2494.8,-109.2,-4.05,2736.3,2069.2,540.4,26.40,2736.3,2069.2,258.0,11.07,2914.7,2953.7,2969.7,3019.0,3023.4,3023.4,2914.7,20.5,0.68,3196.9,2914.7,-127.6,-4.05,3196.9,2412.7,636.2,26.65,3196.9,1941.8,310.8,11.46,,
XJR,S&P/ASX 200 Res,3413.7,3377.5,3414.2,3390.4,3428.8,3445.7,3390.4,38.4,1.13,3428.8,3377.5,-20.4,-0.59,3598.1,3377.5,-101.6,-2.88,3741.5,3157.8,38.5,1.14,3741.5,3157.8,-638.8,-15.70,19173.1,18975.8,18774.7,18978.7,18846.0,18978.7,18774.7,-327.1,-1.71,20000.5,18774.7,-778.5,-3.97,20500.6,17142.0,442.1,2.40,23407.3,16867.8,-2876.4,-13.24,,
,
