Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-11-15T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2123.9,2112.5,2101.6,2095.9,2097.5,2100.9,2090.6,1.6,0.08,2123.9,2095.9,-14.0,-0.66,2123.9,2045.3,44.2,2.15,2290.0,2036.7,-96.1,-4.38,2290.0,2036.7,-129.3,-5.81,5381.2,5352.5,5325.1,5310.7,5314.8,5381.2,5310.7,-35.2,-0.66,5381.2,5181.1,113.7,2.19,5754.2,5156.7,-88.7,-1.64,5754.2,5074.3,-152.0,-2.78,,
XDJ,Consumer Discretionary,1853.1,1858.7,1845.4,1840.7,1851.6,1853.5,1840.7,10.9,0.59,1858.7,1840.7,-13.5,-0.72,1865.1,1710.5,152.1,8.95,1913.4,1688.9,20.5,1.12,1913.4,1688.9,24.7,1.35,14210.0,14253.0,14151.3,14115.1,14199.0,14253.0,14115.1,-102.9,-0.72,14301.8,13017.3,1181.7,9.08,14336.1,12735.0,601.7,4.42,14336.1,12735.0,649.8,4.80,,
XSJ,Consumer Staples,9997.3,9980.8,9913.4,9867.8,9831.6,9868.5,9800.1,-36.2,-0.37,9997.3,9831.6,-184.8,-1.84,10092.0,9524.1,387.4,4.10,10424.5,9300.4,-184.4,-1.84,10424.5,9300.4,-318.3,-3.14,83327.3,83189.7,82627.9,82248.3,81945.9,83327.3,81945.9,-1540.6,-1.85,84116.4,78717.1,3228.8,4.10,85101.4,76594.5,1764.0,2.20,85101.4,75952.5,787.1,0.97,,
XEJ,Energy,13746.9,13504.2,13400.8,13228.3,13017.4,13228.3,12988.1,-210.9,-1.59,13746.9,13017.4,-658.0,-4.81,13746.9,13017.4,-348.9,-2.61,15327.0,13017.4,-605.5,-4.44,15327.0,13017.4,-858.4,-6.19,99894.8,98131.4,97380.3,96126.4,94594.1,99894.8,94594.1,-4781.5,-4.81,99894.8,94594.1,-2534.9,-2.61,111140.9,91514.2,-1175.8,-1.23,111140.9,90393.6,-2953.7,-3.03,,
XFJ,Financials,6240.0,6247.0,6186.6,6149.2,6179.2,6188.3,6121.8,30.0,0.49,6247.0,6149.2,-125.0,-1.98,6326.2,5887.6,341.1,5.84,6347.7,5503.9,303.5,5.17,6347.7,5503.9,191.4,3.20,64882.6,64955.2,64370.3,63981.2,64293.3,64955.2,63981.2,-959.9,-1.47,65253.3,59948.7,4344.6,7.25,65253.3,54492.0,6123.3,10.53,65253.3,54492.0,5164.6,8.73,,
XXJ,Financial-x-A-REIT,7283.2,7286.9,7211.8,7167.1,7206.5,7217.3,7129.5,39.4,0.55,7286.9,7167.1,-169.7,-2.30,7400.9,6888.3,380.4,5.57,7434.3,6467.5,224.9,3.22,7434.3,6467.5,142.4,2.02,72724.3,72761.4,72068.5,71621.4,72015.3,72761.4,71621.4,-1248.1,-1.70,73263.5,67172.0,4843.4,7.21,73263.5,61376.9,5759.3,8.69,73263.5,61376.9,4976.1,7.42,,
XHJ,Health Care,16286.9,16365.2,16280.5,16296.4,16350.4,16377.3,16269.4,54.0,0.33,16365.2,16280.5,-57.1,-0.35,16407.5,15101.4,1400.1,9.36,16407.5,13849.2,1983.1,13.80,16407.5,13849.2,2294.7,16.33,104276.4,104777.7,104235.4,104336.9,104682.9,104777.7,104235.4,-365.6,-0.35,105048.5,95718.9,8964.1,9.36,105048.5,86829.4,14636.1,16.25,105048.5,85487.9,16589.0,18.83,,
XNJ,Industrials,4168.1,4184.7,4168.3,4164.0,4166.9,4170.9,4148.0,2.9,0.07,4184.7,4164.0,-5.5,-0.13,4184.7,3906.5,281.4,7.24,4299.8,3771.2,198.0,4.99,4299.8,3771.2,172.5,4.32,35523.7,35665.0,35525.4,35488.6,35513.6,35665.0,35488.6,-46.4,-0.13,35665.0,33115.4,2398.2,7.24,36428.8,31167.8,2712.1,8.27,36428.8,30581.2,2736.8,8.35,,
XIJ,Info Technology,805.9,802.2,775.0,772.3,774.8,776.4,771.4,2.5,0.32,805.9,772.3,-32.4,-4.02,807.7,742.3,25.3,3.37,837.6,702.5,33.3,4.50,837.6,702.5,22.8,3.03,5418.0,5393.3,5210.2,5191.9,5208.7,5418.0,5191.9,-218.2,-4.02,5429.9,4990.2,169.7,3.37,5555.5,4603.8,349.5,7.19,5555.5,4603.8,280.5,5.69,,
XMJ,Materials,9406.0,9299.5,9114.8,9130.9,9156.6,9157.9,9072.3,25.7,0.28,9406.0,9114.8,-179.3,-1.92,9406.0,9098.3,-17.1,-0.19,10774.9,8892.7,-1053.1,-10.31,10774.9,8892.7,-1046.8,-10.26,66551.5,65797.8,64491.0,64618.4,64800.2,66551.5,64491.0,-1255.1,-1.90,66551.5,64373.8,-104.8,-0.16,73944.4,62916.7,-5241.0,-7.48,73944.4,62916.7,-5086.5,-7.28,,
XPJ,A-REIT,1165.5,1170.9,1164.0,1158.0,1159.5,1163.7,1157.3,1.5,0.13,1170.9,1158.0,-0.9,-0.08,1170.9,1084.2,80.4,7.45,1170.9,980.1,174.6,17.73,1170.9,980.1,110.4,10.52,33387.4,33544.2,33344.2,33174.1,33215.2,33544.2,33174.1,-26.3,-0.08,33544.2,30911.9,2303.3,7.45,33544.2,27037.3,6054.2,22.29,33544.2,26036.8,4807.8,16.92,,
XTJ,Telecommunications,2010.6,2032.3,2028.9,2030.6,2040.2,2040.2,2021.1,9.6,0.47,2040.2,2010.6,17.0,0.84,2040.2,1889.8,180.9,9.73,2040.2,1741.3,218.6,12.00,2040.2,1741.3,252.5,14.12,24811.6,25079.1,25036.8,25058.2,25176.7,25176.7,24811.6,209.3,0.84,25176.7,22944.9,2231.8,9.73,25176.7,20377.3,3859.8,18.11,25176.7,20103.7,4257.7,20.35,,
XUJ,Utilities,6058.7,6063.7,6042.9,6043.1,6020.5,6061.9,6009.1,-22.6,-0.37,6063.7,6020.5,-75.9,-1.24,6096.4,5807.4,219.3,3.78,6096.4,5357.0,641.0,11.92,6096.4,5357.0,571.1,10.48,65459.3,65513.5,65289.0,65291.2,65046.5,65513.5,65046.5,-819.6,-1.24,65866.2,62677.0,2369.6,3.78,65866.2,55642.3,9170.8,16.41,65866.2,53514.4,9265.6,16.61,,
XMM,Metals & Mining,2963.2,2913.2,2843.6,2851.2,2859.9,2859.9,2831.4,8.7,0.31,2963.2,2843.6,-73.5,-2.51,2991.6,2843.6,-78.8,-2.68,3522.5,2826.8,-479.4,-14.36,3522.5,2826.8,-491.4,-14.66,4292.3,4219.9,4119.1,4130.0,4142.7,4292.3,4119.1,-106.4,-2.50,4333.5,4119.1,-114.1,-2.68,4948.8,4094.7,-547.9,-11.68,4948.8,4094.7,-564.7,-12.00,,
XGD,Gold,1783.0,1718.3,1731.5,1728.3,1746.4,1748.8,1720.5,18.1,1.05,1783.0,1718.3,61.6,3.66,2019.4,1665.3,-275.0,-13.60,2679.6,1665.3,-152.0,-8.00,2679.6,1665.3,-462.8,-20.95,2078.9,2003.5,2019.0,2015.2,2036.4,2078.9,2003.5,71.9,3.66,2356.9,1941.8,-320.6,-13.60,3119.4,1941.8,-172.1,-7.79,3119.4,1941.8,-533.7,-20.77,,
XJR,S&P/ASX 200 Res,3868.9,3803.6,3731.5,3722.3,3710.3,3722.3,3684.2,-12.0,-0.32,3868.9,3710.3,-126.8,-3.30,3872.2,3710.3,-94.3,-2.48,4376.0,3702.2,-476.0,-11.37,4376.0,3702.2,-506.2,-12.01,21001.9,20647.6,20256.3,20206.0,20141.3,21001.9,20141.3,-687.9,-3.30,21020.2,20141.3,-511.9,-2.48,23407.3,20097.1,-1871.1,-8.50,23407.3,20097.1,-2029.7,-9.15,,
,
