Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-04-14T23:15:14+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 5,Apr 10,Apr 11,Apr 12,Apr 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 5,Apr 10,Apr 11,Apr 12,Apr 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1293.9,1287.5,1279.3,1290.9,1299.6,1301.3,1290.9,8.7,0.67,1299.6,1279.3,-5.2,-0.40,1306.0,1270.1,22.0,1.73,1306.0,1179.0,126.9,10.82,1491.1,1140.6,-180.7,-12.21,9077.2,9032.4,8974.5,9056.0,9117.0,9117.0,8974.5,-29.1,-0.32,9146.1,8890.6,217.3,2.44,9146.1,8076.6,1083.5,13.49,9927.2,7636.0,-738.8,-7.50,,
XSJ,Consumer Staples,7584.0,7505.5,7462.1,7485.9,7543.5,7559.1,7485.9,57.6,0.77,7584.0,7462.1,-68.8,-0.90,7647.1,7315.3,138.9,1.88,7647.1,7241.1,210.4,2.87,7967.2,7011.2,-288.4,-3.68,56714.8,56127.2,55802.8,55981.0,56411.3,56714.8,55802.8,-514.7,-0.90,57186.5,54705.4,1538.0,2.80,57186.5,52987.4,2750.4,5.13,57186.5,49979.4,673.5,1.21,,
XEJ,Energy,14152.6,13975.5,13796.5,13929.3,14045.0,14138.7,13929.3,115.7,0.83,14152.6,13796.5,-88.9,-0.63,14394.7,13796.5,-134.4,-0.95,14705.5,12824.6,1301.8,10.22,17170.1,11605.0,-2978.9,-17.50,95434.4,94240.8,93033.4,93928.7,94708.9,95434.4,93033.4,-599.9,-0.63,97067.0,93033.4,-906.6,-0.95,98057.5,85515.8,9736.0,11.46,113079.6,77383.0,-17407.5,-15.53,,
XFJ,Financials,4183.2,4160.7,4116.8,4148.9,4182.5,4183.2,4148.9,33.6,0.81,4183.2,4116.8,-2.6,-0.06,4208.7,4053.3,169.2,4.22,4208.7,3931.7,276.6,7.08,4615.7,3596.7,-338.8,-7.49,37336.1,37135.0,36743.0,37029.9,37329.2,37336.1,36743.0,-23.8,-0.06,37563.3,35813.6,1515.6,4.23,37563.3,34730.9,2878.3,8.35,38590.5,30965.7,-471.9,-1.25,,
XXJ,Financial-x-A-REIT,4831.6,4804.9,4750.8,4788.2,4818.9,4832.5,4788.2,30.7,0.64,4831.6,4750.8,-16.4,-0.34,4865.0,4654.9,212.1,4.61,4865.0,4502.6,313.5,6.96,5390.0,4119.7,-447.7,-8.50,41335.5,41107.6,40644.4,40964.5,41227.4,41335.5,40644.4,-140.0,-0.34,41621.3,39412.1,1815.3,4.61,41621.3,38178.9,3117.4,8.18,43193.7,34142.5,-977.3,-2.32,,
XHJ,Health Care,8829.3,8624.5,8600.9,8694.1,8783.3,8788.2,8694.1,89.2,1.03,8829.3,8600.9,-15.3,-0.17,8829.3,8258.7,572.5,6.97,8829.3,7756.1,795.7,9.96,9030.7,7082.8,-53.3,-0.60,53356.9,52119.5,51976.7,52539.9,53079.0,53356.9,51976.7,-92.5,-0.17,53356.9,49293.5,3785.5,7.68,53356.9,46279.9,5417.4,11.37,53356.9,41891.0,1240.7,2.39,,
XNJ,Industrials,3702.4,3685.4,3645.0,3684.0,3705.6,3725.6,3684.0,21.6,0.59,3705.6,3645.0,-12.7,-0.34,3815.2,3645.0,-59.3,-1.57,3815.2,3379.0,367.8,11.02,3815.2,3031.9,35.7,0.97,28600.1,28475.0,28162.8,28464.2,28631.2,28631.2,28162.8,-91.8,-0.32,29446.6,28162.8,-414.8,-1.43,29446.6,25815.0,3130.9,12.28,29446.6,22990.4,1292.1,4.73,,
XIJ,Info Technology,557.0,552.5,532.3,540.2,544.8,548.5,540.2,4.6,0.85,557.0,532.3,-14.3,-2.55,560.6,532.3,31.8,6.19,560.6,482.8,46.3,9.28,601.2,458.0,-30.9,-5.37,3475.8,3447.6,3321.7,3370.8,3399.2,3475.8,3321.7,-89.3,-2.56,3498.2,3189.5,209.7,6.57,3498.2,2950.6,352.5,11.57,3601.2,2743.0,-49.1,-1.42,,
XMJ,Materials,10865.1,10823.6,10671.4,10757.6,10959.2,11000.3,10757.6,201.6,1.87,10959.2,10671.4,-9.7,-0.09,11232.9,10671.4,-155.2,-1.40,11833.2,10665.2,466.6,4.45,14442.4,10436.7,-3449.4,-23.94,71142.6,70870.9,69874.4,70438.5,71758.7,71758.7,69874.4,-63.7,-0.09,73507.0,69874.4,-973.0,-1.34,76582.8,69023.5,3851.9,5.67,92275.2,67434.3,-20300.7,-22.05,,
XPJ,A-REIT,827.3,823.4,817.7,823.8,837.5,837.5,823.6,13.7,1.66,837.5,817.7,11.1,1.35,837.5,817.1,18.3,2.23,837.5,785.8,60.0,7.71,870.6,708.9,-17.5,-2.05,20584.6,20486.9,20345.4,20497.5,20837.2,20837.2,20345.4,277.0,1.35,20837.2,20307.7,475.7,2.34,20837.2,19271.5,1769.1,9.28,20837.2,17036.7,885.8,4.44,,
XTJ,Telecommunications,1151.7,1151.8,1145.1,1158.4,1155.3,1165.1,1148.4,-3.1,-0.27,1158.4,1145.1,-0.3,-0.03,1158.4,1101.4,42.2,3.79,1173.7,1101.4,19.8,1.74,1173.7,959.0,194.8,20.28,12264.9,12266.1,12196.3,12338.7,12305.4,12338.7,12196.3,-1.2,-0.01,12338.7,11728.8,458.5,3.87,12338.7,11476.1,686.0,5.90,12338.7,9383.7,2916.1,31.06,,
XUJ,Utilities,4887.2,4835.6,4790.2,4802.3,4813.8,4839.1,4775.6,11.5,0.24,4887.2,4790.2,-47.7,-0.98,4887.9,4730.8,141.5,3.03,4887.9,4527.2,269.4,5.93,4887.9,4004.3,564.1,13.27,46025.1,45539.4,45112.1,45226.2,45334.4,46025.1,45112.1,-448.8,-0.98,46032.5,43911.6,1422.8,3.24,46032.5,42294.1,3151.8,7.47,46032.5,36081.2,7639.4,20.27,,
XMM,Metals & Mining,3832.1,3816.5,3758.2,3787.9,3864.8,3879.5,3787.9,76.9,2.03,3864.8,3758.2,-12.3,-0.32,3992.8,3758.2,-88.9,-2.25,4252.2,3758.2,143.1,3.85,5254.8,3721.6,-1389.0,-26.44,5162.0,5141.0,5062.4,5102.4,5206.1,5206.1,5062.4,-16.5,-0.32,5375.3,5062.4,-116.6,-2.19,5661.9,5045.1,250.7,5.06,6923.3,4955.3,-1715.9,-24.79,,
XGD,Gold,5834.2,5929.9,5924.6,5929.1,6021.2,6036.9,5929.1,92.1,1.55,6021.2,5834.2,91.4,1.54,6504.7,5834.2,-560.6,-8.52,7178.9,5834.2,-12.8,-0.21,8319.8,5834.2,-2143.1,-26.25,6684.3,6793.9,6787.8,6793.1,6898.6,6898.6,6684.3,104.7,1.54,7524.5,6684.3,-625.9,-8.32,8202.2,6684.3,4.8,0.07,9463.9,6684.3,-2388.5,-25.72,,
XJR,S&P/ASX 200 Res,4588.7,4560.7,4493.4,4531.6,4609.4,4629.3,4531.6,77.8,1.72,4609.4,4493.4,-16.5,-0.36,4733.4,4493.4,-82.4,-1.76,4925.8,4435.9,240.1,5.50,6100.8,4291.7,-1474.6,-24.24,23132.4,22991.0,22651.7,22844.4,23236.6,23236.6,22651.7,-83.2,-0.36,23852.0,22651.7,-405.6,-1.72,24542.0,22101.1,1467.5,6.74,30058.5,21378.1,-6739.0,-22.48,,
,
