Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-01-24T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 19,Jan 20,Jan 21,Jan 22,Jan 23,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 19,Jan 20,Jan 21,Jan 22,Jan 23,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2007.5,2009.0,2031.5,2028.9,2049.1,2049.1,2028.9,20.2,1.00,2049.1,2007.5,47.9,2.39,2074.4,2001.2,33.3,1.65,2074.4,2001.2,4.7,0.23,2074.4,2001.2,-109.5,-5.07,5105.7,5109.3,5166.7,5160.1,5211.3,5211.3,5105.7,121.8,2.39,5273.9,5089.5,101.0,1.98,5273.9,5089.5,13.7,0.26,5754.2,4882.3,-107.5,-2.02,,
XDJ,Consumer Discretionary,1726.5,1713.3,1742.0,1755.5,1791.8,1791.8,1755.5,36.3,2.07,1791.8,1713.3,67.3,3.90,1791.8,1713.3,51.7,2.97,1791.8,1713.3,38.5,2.20,1791.8,1713.3,41.0,2.34,13263.4,13162.6,13382.5,13486.4,13765.3,13765.3,13162.6,517.0,3.90,13765.3,13162.6,404.6,3.03,13765.3,13162.6,295.6,2.19,14336.1,12735.0,763.8,5.87,,
XSJ,Consumer Staples,9164.0,9144.8,9353.5,9403.5,9417.8,9472.0,9389.9,14.3,0.15,9417.8,9144.8,192.9,2.09,9417.8,9021.7,310.3,3.41,9417.8,9021.7,244.7,2.67,9417.8,9021.7,-456.1,-4.62,76433.5,76273.2,78013.5,78431.1,78550.1,78550.1,76273.2,1608.5,2.09,78550.1,75246.2,2588.0,3.41,78550.1,75246.2,2041.3,2.67,85101.4,73342.3,-494.1,-0.63,,
XEJ,Energy,10641.2,10301.0,10347.2,10562.6,10903.8,10903.8,10562.6,341.2,3.23,10903.8,10301.0,375.9,3.57,11781.9,10301.0,-710.8,-6.12,11748.8,10301.0,-697.6,-6.01,11748.8,10301.0,-2431.9,-18.24,77326.5,74854.3,75190.3,76755.3,79234.9,79234.9,74854.3,2731.7,3.57,85615.7,74854.3,-5165.2,-6.12,85375.5,74854.3,-5069.4,-6.01,111140.9,74854.3,-14515.7,-15.48,,
XFJ,Financials,6166.5,6192.4,6281.1,6308.1,6412.2,6412.2,6308.1,104.1,1.65,6412.2,6166.5,246.7,4.00,6412.2,6165.5,182.7,2.93,6412.2,6165.5,156.8,2.51,6412.2,6165.5,700.4,12.26,64314.6,64584.5,65509.6,65790.9,66876.8,66876.8,64314.6,2573.5,4.00,66876.8,64303.3,2059.5,3.18,66876.8,64303.3,1637.6,2.51,66876.8,54492.0,10326.7,18.26,,
XXJ,Financial-x-A-REIT,7130.2,7175.6,7263.7,7307.4,7406.6,7406.6,7307.4,99.2,1.36,7406.6,7130.2,275.8,3.87,7406.6,7130.2,190.1,2.63,7406.6,7130.2,124.4,1.71,7406.6,7130.2,658.9,9.76,71254.0,71707.0,72587.6,73024.4,74015.7,74015.7,71254.0,2755.8,3.87,74015.7,71254.0,1900.0,2.63,74015.7,71254.0,1243.3,1.71,74015.7,61376.9,9979.0,15.58,,
XHJ,Health Care,17092.9,17089.4,17344.9,17258.6,17520.7,17520.7,17258.6,262.1,1.52,17520.7,17089.4,515.6,3.03,17820.8,17005.1,-19.8,-0.11,17680.8,17005.1,33.5,0.19,17680.8,17005.1,3006.8,20.72,109473.0,109450.5,111086.9,110534.3,112213.3,112213.3,109450.5,3302.2,3.03,114134.8,108911.1,-126.5,-0.11,113238.4,108911.1,214.7,0.19,114134.8,86829.4,21247.6,23.36,,
XNJ,Industrials,4235.8,4244.7,4322.8,4305.7,4349.6,4349.6,4305.7,43.9,1.02,4349.6,4235.8,116.4,2.75,4392.2,4233.2,31.1,0.72,4392.2,4233.2,27.8,0.64,4392.2,4233.2,435.0,11.11,36345.9,36421.6,37092.1,36945.6,37322.4,37322.4,36345.9,999.4,2.75,37687.3,36323.0,500.1,1.36,37687.3,36323.0,238.8,0.64,37687.3,31167.8,4969.5,15.36,,
XIJ,Info Technology,767.8,757.6,771.5,762.0,772.0,774.6,761.2,10.0,1.31,772.0,757.6,4.0,0.52,807.7,757.6,-1.5,-0.19,807.7,757.6,-10.7,-1.37,807.7,757.6,50.5,6.99,5166.2,5098.0,5191.5,5127.4,5194.5,5194.5,5098.0,27.0,0.52,5435.0,5098.0,-10.1,-0.19,5435.0,5098.0,-72.1,-1.37,5555.5,4603.8,466.0,9.85,,
XMJ,Materials,8355.1,8323.6,8513.8,8622.3,8757.8,8775.2,8622.3,135.5,1.57,8757.8,8323.6,509.0,6.17,8830.0,8248.8,194.2,2.27,8830.0,8248.8,30.1,0.34,8830.0,8248.8,-1304.9,-12.97,59250.0,59026.3,60375.1,61144.5,62105.2,62105.2,59026.3,3609.5,6.17,62617.4,58495.7,1376.8,2.27,62617.4,58495.7,212.9,0.34,73944.4,57471.6,-6927.6,-10.04,,
XPJ,A-REIT,1215.1,1205.7,1236.8,1230.3,1270.8,1270.8,1230.3,40.5,3.29,1270.8,1205.7,57.6,4.75,1270.8,1186.2,56.0,4.61,1270.8,1197.3,84.6,7.13,1270.8,1197.3,278.3,28.04,35356.0,35080.5,35986.4,35796.2,36976.4,36976.4,35080.5,1677.5,4.75,36976.4,34505.4,2175.3,6.25,36976.4,34828.8,2471.0,7.16,36976.4,27037.3,9598.4,35.06,,
XTJ,Telecommunications,2145.4,2154.6,2180.9,2181.9,2206.6,2207.0,2181.9,24.7,1.13,2206.6,2145.4,46.5,2.15,2206.6,2067.8,120.6,5.78,2206.6,2072.7,119.8,5.74,2206.6,2072.7,415.9,23.22,26477.5,26591.5,26915.6,26927.9,27233.2,27233.2,26477.5,573.7,2.15,27233.2,25519.5,1488.2,5.78,27233.2,25580.0,1479.0,5.74,27233.2,20377.3,6276.9,29.95,,
XUJ,Utilities,6054.1,6051.6,6163.0,6164.7,6212.1,6234.9,6164.7,47.4,0.77,6212.1,6051.6,139.8,2.30,6212.1,5898.1,314.1,5.33,6212.1,5936.5,297.9,5.04,6212.1,5936.5,776.3,14.28,66401.0,66373.9,67595.6,67613.9,68133.3,68133.3,66373.9,1532.5,2.30,68133.3,64393.4,3739.8,5.81,68133.3,65111.5,3267.0,5.04,68133.3,55642.3,11672.6,20.67,,
XMM,Metals & Mining,2545.0,2538.0,2595.2,2648.0,2688.4,2697.6,2648.0,40.4,1.53,2688.4,2538.0,183.4,7.32,2688.4,2488.4,108.1,4.19,2688.4,2488.4,41.4,1.56,2688.4,2488.4,-585.1,-17.87,3686.7,3676.5,3759.4,3835.8,3894.3,3894.3,3676.5,265.7,7.32,3894.3,3604.6,156.6,4.19,3894.3,3604.6,59.9,1.56,4948.8,3537.4,-703.7,-15.30,,
XGD,Gold,2492.3,2528.2,2642.0,2613.3,2643.1,2657.4,2613.4,29.7,1.14,2643.1,2492.3,139.3,5.56,2643.1,1931.9,675.2,34.31,2643.1,2069.2,595.7,29.10,2643.1,2069.2,469.5,21.60,2906.0,2947.9,3080.6,3047.2,3081.9,3081.9,2906.0,162.4,5.56,3081.9,2252.5,787.2,34.31,3081.9,2412.7,694.6,29.10,3119.4,1941.8,553.2,21.88,,
XJR,S&P/ASX 200 Res,3203.9,3166.0,3219.7,3287.4,3353.7,3361.9,3287.4,66.3,2.02,3353.7,3166.0,195.9,6.20,3432.0,3157.8,17.2,0.51,3432.0,3157.8,-36.6,-1.08,3432.0,3157.8,-740.5,-18.09,17392.0,17186.7,17477.8,17845.3,18205.2,18205.2,17186.7,1063.2,6.20,18630.5,17142.0,93.1,0.51,18630.5,17142.0,-198.7,-1.08,23407.3,16867.8,-3322.6,-15.43,,
,
