Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-09-08T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 3,Sep 4,Sep 5,Sep 6,Sep 7,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 3,Sep 4,Sep 5,Sep 6,Sep 7,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1264.0,1261.2,1254.9,1276.2,1282.6,1291.8,1276.2,6.4,0.50,1282.6,1254.9,21.2,1.68,1283.6,1251.3,17.9,1.41,1313.3,1179.0,109.9,9.37,1313.3,1144.4,88.5,7.41,8984.5,8964.1,8919.7,9077.6,9122.9,9122.9,8919.7,171.2,1.91,9122.9,8787.4,246.1,2.77,9212.9,8076.6,1089.3,13.56,9212.9,7760.5,1038.1,12.84,,
XSJ,Consumer Staples,8696.7,8699.9,8714.3,8800.7,8728.5,8882.3,8708.8,-72.2,-0.82,8800.7,8696.7,148.0,1.73,8800.7,8098.1,509.7,6.20,8800.7,7241.1,1395.4,19.03,8800.7,7241.1,1241.2,16.58,66065.0,66089.9,66198.7,66855.0,66306.5,66855.0,66065.0,1124.3,1.72,66855.0,60673.7,4728.5,7.68,66855.0,52987.4,12645.6,23.57,66855.0,52987.4,12104.0,22.33,,
XEJ,Energy,12549.5,12514.2,12413.3,12583.8,12623.0,12707.8,12561.0,39.2,0.31,12623.0,12413.3,91.1,0.73,13140.8,12413.3,148.4,1.19,14705.5,11554.9,-120.2,-0.94,14705.5,11554.9,-391.6,-3.01,85732.0,85490.8,84829.6,85994.9,86288.5,86288.5,84829.6,827.0,0.97,88611.6,84119.4,2169.1,2.58,98057.5,77918.0,1315.6,1.55,98057.5,77383.0,-482.3,-0.56,,
XFJ,Financials,4501.3,4455.0,4442.5,4458.5,4446.5,4497.9,4439.2,-12.0,-0.27,4501.3,4442.5,-41.3,-0.92,4511.5,4399.6,-3.5,-0.08,4511.5,3913.1,540.6,13.84,4511.5,3596.7,575.8,14.88,41501.3,41073.8,40958.8,41117.1,41008.2,41501.3,40958.8,-329.2,-0.80,41501.3,40112.1,509.9,1.26,41501.3,34730.9,6557.3,19.03,41501.3,31086.1,7560.9,22.61,,
XXJ,Financial-x-A-REIT,5159.8,5094.1,5065.6,5077.5,5062.5,5127.4,5052.1,-15.0,-0.30,5159.8,5062.5,-89.6,-1.74,5178.3,5031.1,-23.0,-0.45,5178.3,4433.9,557.1,12.36,5178.3,4119.7,598.2,13.40,45626.2,45044.8,44792.6,44912.3,44781.5,45626.2,44781.5,-724.5,-1.59,45626.2,43907.8,399.2,0.90,45626.2,38178.9,6671.6,17.51,45626.2,34142.5,7792.3,21.07,,
XHJ,Health Care,10260.7,10203.1,10419.1,10369.9,10200.6,10391.3,10136.9,-169.3,-1.63,10419.1,10200.6,-44.6,-0.44,10419.1,9250.0,860.8,9.22,10419.1,7756.1,2213.0,27.70,10419.1,7082.8,2604.9,34.29,62424.0,62091.8,63406.0,63107.0,62076.4,63406.0,62076.4,19.0,0.03,63406.0,55899.1,5634.6,9.98,63406.0,46279.9,14414.8,30.24,63406.0,41891.0,17151.3,38.18,,
XNJ,Industrials,3316.5,3280.6,3231.0,3269.0,3306.0,3332.1,3269.0,37.0,1.13,3316.5,3231.0,-12.2,-0.37,3437.6,3231.0,71.1,2.20,3815.2,3159.7,-31.8,-0.95,3815.2,3031.9,-8.2,-0.25,25932.1,25662.4,25274.6,25589.0,25878.9,25932.1,25274.6,-14.3,-0.06,26820.8,25196.8,682.1,2.71,29446.6,24610.7,378.7,1.49,29446.6,22990.4,909.8,3.64,,
XIJ,Info Technology,580.2,584.1,582.5,595.7,601.3,601.3,595.2,5.6,0.94,601.3,580.2,30.7,5.39,601.3,534.5,89.2,17.42,601.3,482.8,102.8,20.62,601.3,462.0,106.3,21.48,3659.3,3683.4,3687.9,3772.0,3807.4,3807.4,3659.3,209.2,5.81,3807.4,3195.2,612.2,19.16,3807.4,2950.6,760.7,24.97,3807.4,2823.8,800.2,26.61,,
XMJ,Materials,9248.1,9242.7,9073.4,9220.1,9438.8,9471.4,9220.1,218.7,2.37,9438.8,9073.4,180.6,1.95,9856.5,9073.4,-58.7,-0.62,11833.2,8986.0,-1053.8,-10.04,12078.9,8986.0,-2758.8,-22.62,61351.8,61346.0,60231.5,61205.1,62656.7,62656.7,60231.5,1748.8,2.87,64748.7,60231.5,360.5,0.58,76582.8,58941.4,-5250.1,-7.73,77976.8,58941.4,-16077.3,-20.42,,
XPJ,A-REIT,924.3,926.3,936.7,945.8,944.6,949.7,944.6,-1.2,-0.13,945.8,924.3,30.2,3.30,945.8,910.8,16.8,1.81,945.8,785.8,167.1,21.49,945.8,741.7,173.7,22.53,23676.6,23727.8,23995.2,24229.3,24196.6,24229.3,23676.6,772.7,3.30,24229.3,23111.3,712.5,3.03,24229.3,19271.5,5128.5,26.90,24229.3,17847.3,5647.4,30.45,,
XTJ,Telecommunications,1330.1,1322.8,1316.5,1317.3,1307.1,1327.4,1300.5,-10.2,-0.77,1330.1,1307.1,-12.6,-0.95,1359.4,1272.2,-86.1,-6.18,1393.2,1101.4,171.6,15.11,1393.2,1022.1,264.4,25.36,14681.2,14601.3,14531.3,14540.5,14427.3,14681.2,14427.3,-139.5,-0.96,14842.3,13641.6,-415.1,-2.80,14842.3,11476.1,2807.9,24.17,14842.3,10453.5,3764.1,35.30,,
XUJ,Utilities,5106.4,5060.7,5080.9,5089.3,5077.2,5118.5,5057.4,-12.1,-0.24,5106.4,5060.7,22.7,0.45,5106.4,4929.8,31.6,0.63,5119.5,4527.2,532.8,11.73,5119.5,4178.3,687.5,15.66,49390.0,48948.3,49143.4,49224.4,49107.3,49390.0,48948.3,219.5,0.45,49390.0,47107.3,893.3,1.85,49390.0,42294.1,6924.7,16.42,49390.0,38220.0,9043.2,22.57,,
XMM,Metals & Mining,3171.5,3174.2,3111.6,3162.5,3247.5,3259.2,3162.5,85.0,2.69,3247.5,3111.6,72.3,2.28,3406.2,3111.6,-10.8,-0.33,4252.2,3071.9,-474.2,-12.74,4372.6,3071.9,-1177.1,-26.60,4322.5,4328.6,4243.9,4313.4,4429.3,4429.3,4243.9,143.4,3.35,4596.0,4243.9,39.9,0.91,5661.9,4138.3,-526.1,-10.62,5815.6,4138.3,-1454.7,-24.72,,
XGD,Gold,5274.7,5278.6,5258.1,5398.1,5444.4,5495.4,5398.1,46.3,0.86,5444.4,5258.1,297.3,5.78,5618.3,5066.8,464.4,9.33,7178.9,4550.0,-589.6,-9.77,7858.8,4550.0,-2487.5,-31.36,6047.6,6052.1,6028.5,6189.0,6242.2,6242.2,6028.5,341.0,5.78,6439.7,5707.8,534.4,9.36,8202.2,5214.8,-651.6,-9.45,8943.6,5214.8,-2783.0,-30.84,,
XJR,S&P/ASX 200 Res,3886.0,3886.3,3822.8,3882.7,3961.1,3973.5,3882.7,78.4,2.02,3961.1,3822.8,72.4,1.86,4121.0,3822.8,1.7,0.04,4925.8,3728.7,-408.2,-9.34,5010.2,3728.7,-1043.9,-20.86,19828.7,19838.9,19518.8,19824.5,20226.9,20226.9,19518.8,534.8,2.72,20810.2,19518.8,267.0,1.34,24542.0,18796.9,-1542.2,-7.08,24962.6,18796.9,-4685.3,-18.81,,
,
