Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-02-26T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Cons Discretionary,1557.8,1541.5,1534.7,1517.8,1516.8,1519.6,1506.3,-1.0,-0.07,1557.8,1516.8,-38.2,-2.46,1557.8,1502.3,-32.8,-2.12,1557.8,1495.6,16.0,1.07,1670.5,1424.3,-66.4,-4.19,10210.5,10103.9,10059.1,9948.4,9942.1,10210.5,9942.1,-250.1,-2.45,10210.5,9792.3,-158.7,-1.57,10210.5,9748.3,159.8,1.63,10680.0,9106.3,-54.7,-0.55,,
XSJ,Consumer Staples,7955.5,7804.8,7775.4,7760.8,7873.2,7889.8,7751.8,112.4,1.45,7955.5,7760.8,-73.0,-0.92,7955.5,7760.8,-140.7,-1.76,8013.9,7569.1,158.7,2.06,8415.1,7167.6,277.2,3.65,55477.9,54997.5,54790.1,54687.4,55479.3,55479.3,54687.4,65.8,0.12,55885.1,54582.1,-405.8,-0.73,55885.1,52783.5,1681.4,3.13,58402.4,48819.1,4131.0,8.04,,
XEJ,Energy,16455.6,16334.2,16285.9,16094.8,16245.4,16322.4,16037.1,150.6,0.94,16455.6,16094.8,-275.8,-1.67,16521.2,15916.5,35.5,0.22,16569.6,15916.5,131.0,0.81,16569.6,13714.7,1635.7,11.20,107318.5,106526.3,106368.2,105533.5,106521.4,107318.5,105533.5,-1224.9,-1.14,107746.4,103802.3,805.4,0.76,108061.6,103802.3,1428.2,1.36,108061.6,88395.3,13080.3,14.00,,
XFJ,Financials,4626.6,4567.9,4551.5,4523.1,4561.1,4572.2,4516.2,38.0,0.84,4626.6,4523.1,-91.7,-1.97,4666.6,4454.3,93.0,2.08,4666.6,4326.9,199.3,4.57,5040.0,4077.7,-106.9,-2.29,38490.3,38001.3,37867.6,37630.8,37947.3,38490.3,37630.8,-760.5,-1.96,38822.8,36830.4,1003.1,2.72,38822.8,35775.6,1883.7,5.22,39826.8,32702.7,1192.7,3.25,,
XXJ,Financial-X-A-Reit,5378.4,5305.1,5289.8,5258.7,5299.5,5313.2,5243.9,40.8,0.78,5378.4,5258.7,-114.9,-2.12,5430.9,5172.0,110.7,2.13,5430.9,5008.8,235.7,4.65,5934.6,4674.3,-152.4,-2.79,42866.8,42282.0,42163.1,41915.2,42240.4,42866.8,41915.2,-912.7,-2.12,43285.0,40998.6,1108.4,2.69,43285.0,39705.1,2099.6,5.23,44955.1,35932.3,1104.3,2.68,,
XHJ,Health Care,8850.8,8756.3,8751.9,8729.7,8714.5,8731.5,8661.8,-15.2,-0.17,8850.8,8714.5,-131.7,-1.49,9155.1,8714.5,-339.1,-3.75,9175.5,8714.5,-218.7,-2.45,9195.2,7848.5,131.3,1.53,51453.1,50903.6,50877.8,50749.1,50660.6,51453.1,50660.6,-682.6,-1.33,53108.6,50660.6,-1859.3,-3.54,53226.7,50660.6,-1160.6,-2.24,53226.7,44799.6,2148.6,4.43,,
XNJ,Industrials,3849.2,3801.4,3793.8,3756.4,3774.5,3788.3,3745.4,18.1,0.48,3849.2,3756.4,-96.0,-2.48,3870.5,3734.8,-38.1,-1.00,3870.5,3689.8,38.0,1.02,4008.5,3140.1,-45.3,-1.19,28409.4,28056.9,28000.8,27724.5,27863.2,28409.4,27724.5,-703.4,-2.46,28566.6,27547.6,-258.6,-0.92,28566.6,27216.1,303.0,1.10,28820.6,22749.0,636.6,2.34,,
XIJ,Info Technology,590.9,590.2,591.1,589.7,593.1,599.0,589.7,3.4,0.58,593.1,589.7,-6.7,-1.12,630.0,589.7,-39.8,-6.29,666.6,589.7,-51.6,-8.01,736.7,559.3,-86.8,-12.77,3510.6,3506.6,3512.2,3508.9,3528.6,3528.6,3506.6,-35.3,-0.99,3721.4,3500.3,-192.8,-5.18,3919.5,3500.3,-262.3,-6.92,4262.9,3236.2,-391.2,-9.98,,
XMJ,Materials,14258.4,14262.7,14254.4,14116.4,14113.1,14136.5,14039.4,-3.3,-0.02,14262.7,14113.1,-304.2,-2.11,14488.1,13658.1,173.2,1.24,14488.1,13658.1,32.5,0.23,14488.1,10889.1,2233.2,18.80,90415.7,90447.8,90407.1,89532.4,89533.3,90447.8,89532.4,-1889.6,-2.07,91821.1,86534.5,1213.3,1.37,91821.1,86534.5,322.0,0.36,91821.1,68188.9,15674.5,21.22,,
XPJ,A-Reit,884.6,877.8,871.4,864.3,874.5,876.2,864.2,10.2,1.18,884.6,864.3,-10.3,-1.17,887.0,857.0,15.6,1.82,887.0,834.2,34.7,4.13,908.7,813.8,5.0,0.57,20590.4,20430.7,20283.0,20116.1,20354.7,20590.4,20116.1,-240.0,-1.17,20646.7,19754.3,556.2,2.81,20646.7,19222.9,1000.7,5.17,20646.7,17970.7,1204.4,6.29,,
XTJ,Telecommunications,960.1,948.9,955.1,946.6,961.4,962.0,942.6,14.8,1.56,961.4,946.6,-49.9,-4.94,1016.6,946.6,-13.9,-1.43,1016.6,946.6,1.8,0.19,1128.3,892.3,-60.9,-5.96,9383.8,9273.6,9334.4,9252.1,9396.0,9396.0,9252.1,-62.5,-0.66,9507.2,8964.8,274.5,3.01,9507.2,8919.9,421.5,4.70,10046.4,8339.6,315.4,3.47,,
XUJ,Utilities,4323.4,4289.4,4263.9,4261.0,4228.1,4265.7,4215.3,-32.9,-0.77,4323.4,4228.1,-99.8,-2.31,4368.0,4228.1,-190.5,-4.31,4452.1,4228.1,-185.3,-4.20,4614.3,3998.4,-80.5,-1.87,37672.8,37377.2,37154.4,37129.8,36843.1,37672.8,36843.1,-869.1,-2.30,38503.1,36843.1,-1659.9,-4.31,38794.6,36843.1,-1614.0,-4.20,39587.2,33297.5,1673.1,4.76,,
XMM,Metals And Mining,5182.7,5182.7,5173.5,5126.3,5126.4,5135.0,5096.6,0.1,0.00,5182.7,5126.3,-117.3,-2.24,5272.9,4955.7,58.3,1.15,5272.9,4955.7,-19.3,-0.37,5272.9,3866.0,904.0,21.41,6777.6,6778.1,6766.0,6704.3,6706.3,6778.1,6704.3,-151.2,-2.20,6892.7,6475.9,83.5,1.26,6892.7,6475.9,-17.9,-0.27,6892.7,5001.6,1283.2,23.66,,
XGD,Gold,7905.1,7852.0,7771.9,7784.7,7710.7,7786.4,7670.6,-74.0,-0.95,7905.1,7710.7,-74.5,-0.96,7905.1,7233.0,241.1,3.23,8136.9,7233.0,-388.4,-4.80,8421.8,5289.1,2532.8,48.91,8973.0,8912.8,8821.9,8836.3,8752.4,8973.0,8752.4,-84.7,-0.96,8973.0,8209.8,274.0,3.23,9235.8,8209.8,-440.5,-4.79,9559.1,5971.9,2906.0,49.71,,
XJR,S&P/Asx 200 Res,5971.9,5964.1,5953.4,5894.0,5906.0,5917.5,5865.9,12.0,0.20,5971.9,5894.0,-127.0,-2.11,6051.2,5728.4,56.8,0.97,6051.2,5728.4,-2.8,-0.05,6051.2,4611.8,890.2,17.75,29186.0,29149.3,29106.6,28842.0,28907.0,29186.0,28842.0,-577.8,-1.96,29563.7,27979.1,338.0,1.18,29563.7,27979.1,46.8,0.16,29563.7,22285.5,4850.1,20.16,,
,
