Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-12-20T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 15,Dec 16,Dec 17,Dec 18,Dec 19,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 15,Dec 16,Dec 17,Dec 18,Dec 19,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,1936.9,1926.4,1934.3,1954.9,1997.2,1997.7,1954.9,42.3,2.16,1997.2,1926.4,40.1,2.05,2090.7,1926.4,-93.0,-4.45,2290.0,1926.4,-196.4,-8.95,2290.0,1926.4,-125.1,-5.89,4908.9,4882.3,4902.4,4954.6,5062.2,5062.2,4882.3,102.0,2.06,5297.4,4882.3,-234.0,-4.42,5754.2,4882.3,-341.2,-6.32,5754.2,4882.3,-152.4,-2.92,,
XDJ,Consumer Discretionary,1727.0,1720.5,1702.5,1688.1,1720.8,1725.2,1688.1,32.7,1.94,1727.0,1688.1,-17.3,-0.99,1830.1,1688.1,-112.0,-6.11,1913.4,1688.1,-110.3,-6.02,1913.4,1688.1,-58.7,-3.30,13254.6,13204.9,13066.7,12956.7,13207.4,13254.6,12956.7,-132.3,-0.99,14054.5,12956.7,-847.1,-6.03,14336.1,12735.0,-389.9,-2.87,14336.1,12735.0,-1.0,-0.01,,
XSJ,Consumer Staples,8827.0,8793.4,8801.2,8858.6,9024.7,9044.4,8858.6,166.1,1.88,9024.7,8793.4,23.2,0.26,9445.9,8793.4,-507.2,-5.32,10424.5,8793.4,-991.3,-9.90,10424.5,8793.4,-847.4,-8.58,73622.7,73342.3,73407.2,73886.2,75271.7,75271.7,73342.3,193.7,0.26,79448.4,73342.3,-4176.7,-5.26,85101.4,73342.3,-4910.2,-6.12,85101.4,73342.3,-3698.3,-4.68,,
XEJ,Energy,10677.2,10455.2,10771.8,11124.7,11385.6,11514.0,11124.7,260.9,2.35,11385.6,10455.2,862.4,8.20,13216.6,10359.8,-1308.8,-10.31,15327.0,10359.8,-2237.3,-16.42,15327.0,10359.8,-2022.5,-15.08,77588.4,75975.2,78275.5,80839.8,82736.0,82736.0,75975.2,6267.0,8.20,96041.5,75281.7,-9510.7,-10.31,111140.9,75281.7,-13033.9,-13.61,111140.9,75281.7,-11523.5,-12.23,,
XFJ,Financials,6009.3,5993.2,5975.3,6019.1,6172.1,6172.1,6019.1,153.0,2.54,6172.1,5975.3,102.2,1.68,6218.6,5975.3,80.8,1.33,6347.7,5503.9,296.4,5.04,6347.7,5503.9,384.3,6.64,62526.8,62359.1,62172.9,62628.7,64220.2,64220.2,62172.9,1063.2,1.68,64704.3,62172.9,841.5,1.33,65253.3,54492.0,6050.1,10.40,65253.3,54492.0,7066.7,12.36,,
XXJ,Financial-x-A-REIT,6957.8,6921.5,6893.6,6966.3,7149.7,7149.7,6966.3,183.4,2.63,7149.7,6893.6,127.0,1.81,7239.9,6893.6,43.8,0.62,7434.3,6467.5,168.1,2.41,7434.3,6467.5,304.5,4.45,69530.9,69168.1,68888.9,69615.8,71448.4,71448.4,68888.9,1268.8,1.81,72349.9,68888.9,438.2,0.62,73263.5,61376.9,5192.3,7.84,73263.5,61376.9,6486.5,9.99,,
XHJ,Health Care,16945.6,16836.6,16962.0,16956.9,17270.1,17292.7,16866.2,313.2,1.85,17270.1,16836.6,310.1,1.83,17388.2,15907.0,1194.8,7.43,17388.2,13849.2,2902.8,20.20,17388.2,13849.2,3204.4,22.78,108529.6,107831.4,108634.8,108602.4,110608.0,110608.0,107831.4,1985.8,1.83,111364.1,101877.9,7651.9,7.43,111364.1,86829.4,20561.1,22.83,111364.1,86829.4,22451.5,25.47,,
XNJ,Industrials,4155.4,4129.1,4140.5,4171.8,4310.7,4310.7,4171.8,138.9,3.33,4310.7,4129.1,141.0,3.38,4310.7,4043.1,187.5,4.55,4310.7,3771.2,341.8,8.61,4310.7,3771.2,401.9,10.28,35431.8,35207.4,35305.1,35572.2,36756.0,36756.0,35207.4,1202.3,3.38,36756.0,34458.1,1615.2,4.60,36756.0,31167.8,3954.4,12.06,36756.0,31167.8,4644.5,14.46,,
XIJ,Info Technology,741.6,741.3,740.3,755.6,766.0,770.0,755.6,10.4,1.38,766.0,740.3,26.3,3.55,771.6,737.0,1.7,0.23,837.6,702.5,24.5,3.31,837.6,702.5,30.4,4.13,4990.0,4987.8,4981.1,5084.5,5154.5,5154.5,4981.1,177.1,3.56,5187.3,4958.9,16.4,0.32,5555.5,4603.8,295.4,6.08,5555.5,4603.8,333.8,6.92,,
XMJ,Materials,8262.1,8106.1,8161.8,8325.9,8583.5,8610.8,8325.9,257.6,3.09,8583.5,8106.1,283.0,3.41,9060.5,8106.1,-421.8,-4.68,10774.9,8106.1,-1626.2,-15.93,10774.9,8106.1,-1428.4,-14.27,58577.9,57471.6,57866.2,59029.8,60869.8,60869.8,57471.6,2020.1,3.43,64157.3,57471.6,-2859.7,-4.49,73944.4,57471.6,-9171.5,-13.09,73944.4,57471.6,-7814.3,-11.38,,
XPJ,A-REIT,1175.3,1188.8,1192.1,1179.9,1203.9,1208.8,1179.9,24.0,2.03,1203.9,1175.3,11.8,0.99,1203.9,1130.1,62.8,5.50,1203.9,980.1,219.0,22.24,1203.9,980.1,205.1,20.54,33669.8,34056.3,34150.9,33801.6,34488.7,34488.7,33669.8,338.7,0.99,34488.7,32374.9,1798.4,5.50,34488.7,27037.3,7327.6,26.98,34488.7,27037.3,7444.1,27.53,,
XTJ,Telecommunications,2006.4,1998.3,2011.9,2031.4,2057.7,2061.1,2031.4,26.3,1.29,2057.7,1998.3,59.9,3.00,2057.7,1972.4,33.4,1.65,2057.7,1741.3,236.1,12.96,2057.7,1741.3,257.0,14.27,24759.7,24659.7,24827.3,25067.9,25395.3,25395.3,24659.7,741.7,3.01,25395.3,24340.0,414.3,1.66,25395.3,20377.3,4078.4,19.13,25395.3,20377.3,4322.4,20.51,,
XUJ,Utilities,5810.8,5845.0,5863.3,5860.5,5949.2,5970.7,5849.1,88.7,1.51,5949.2,5810.8,133.9,2.30,6067.3,5810.8,-39.6,-0.66,6096.4,5357.0,569.7,10.59,6096.4,5357.0,596.3,11.14,62965.7,63337.3,63535.5,63505.0,64466.2,64466.2,62965.7,1451.5,2.30,65745.8,62965.7,-237.6,-0.37,65866.2,55642.3,8590.5,15.37,65866.2,55310.9,9513.8,17.31,,
XMM,Metals & Mining,2506.0,2442.0,2452.5,2515.6,2594.4,2599.4,2515.6,78.8,3.13,2594.4,2442.0,74.9,2.97,2844.2,2442.0,-220.6,-7.84,3522.5,2442.0,-744.9,-22.31,3522.5,2442.0,-671.6,-20.56,3630.2,3537.4,3552.7,3644.1,3758.3,3758.3,3537.4,108.6,2.98,4119.9,3537.4,-319.2,-7.83,4948.8,3537.4,-932.3,-19.88,4948.8,3537.4,-829.3,-18.08,,
XGD,Gold,1948.3,1903.1,1877.2,1955.8,1971.7,2032.4,1943.8,15.9,0.81,1971.7,1877.2,3.8,0.19,2008.1,1701.7,68.4,3.59,2679.6,1665.3,73.3,3.86,2679.6,1665.3,121.0,6.54,2271.7,2219.0,2188.9,2280.4,2299.0,2299.0,2188.9,4.5,0.19,2341.5,1984.2,79.8,3.59,3119.4,1941.8,90.5,4.10,3119.4,1941.8,145.9,6.78,,
XJR,S&P/ASX 200 Res,3184.5,3107.3,3146.4,3234.1,3328.3,3335.6,3234.1,94.2,2.91,3328.3,3107.3,146.4,4.60,3711.6,3107.3,-309.5,-8.51,4376.0,3107.3,-858.0,-20.50,4376.0,3107.3,-775.5,-18.90,17286.6,16867.8,17080.1,17556.2,18067.7,18067.7,16867.8,795.2,4.60,20148.0,16867.8,-1679.8,-8.51,23407.3,16867.8,-3944.7,-17.92,23407.3,16867.8,-3510.4,-16.27,,
,
