Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-02-15T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XXJ,Financial-x-A-REIT,6696.2,6789.5,6854.9,6837.2,6890.5,6890.5,6837.2,53.3,0.78,6890.5,6696.2,294.6,4.47,6890.5,6467.5,111.8,1.65,6989.0,6467.5,-91.1,-1.30,6989.0,6467.5,786.3,12.88,63547.2,64433.0,65053.9,64885.5,65391.2,65391.2,63547.2,2795.4,4.47,65391.2,61376.9,1060.8,1.65,66325.9,61376.9,-864.9,-1.31,67544.8,54895.6,10365.1,18.84,,
XHJ,Health Care,14297.0,14312.9,14029.1,13849.2,14093.8,14100.1,13849.2,244.6,1.77,14312.9,13849.2,-22.2,-0.16,14638.9,13849.2,-77.5,-0.55,14638.9,13849.2,-273.5,-1.90,14638.9,13849.2,2026.2,16.79,89606.6,89706.2,87927.3,86829.4,88362.7,89706.2,86829.4,-109.0,-0.12,91749.2,86829.4,-455.9,-0.51,91749.2,86829.4,-1684.1,-1.87,91749.2,74311.4,14380.8,19.44,,
XNJ,Industrials,3844.5,3845.4,3895.0,3904.2,3937.0,3937.3,3904.2,32.8,0.84,3937.0,3844.5,121.9,3.19,3946.2,3771.2,95.0,2.47,3973.4,3771.2,-31.9,-0.80,3973.4,3771.2,37.7,0.97,31773.4,31780.6,32209.0,32285.0,32556.2,32556.2,31773.4,1025.5,3.25,32613.9,31167.8,803.6,2.53,32838.9,31167.8,-245.3,-0.75,33472.2,28042.2,1553.9,5.01,,
XIJ,Info Technology,723.3,726.0,762.3,756.5,778.1,778.1,756.5,21.6,2.86,778.1,723.3,66.8,9.39,778.1,702.5,45.9,6.27,778.1,702.5,36.6,4.94,778.1,702.5,125.7,19.27,4740.0,4757.6,4995.6,4958.0,5099.2,5099.2,4740.0,437.5,9.38,5099.2,4603.8,300.7,6.27,5099.2,4603.8,240.1,4.94,5099.2,4182.7,954.4,23.03,,
XMJ,Materials,10156.3,10186.7,10356.1,10356.0,10458.0,10493.2,10356.0,102.0,0.98,10458.0,10156.3,439.8,4.39,10458.0,9745.3,664.8,6.79,10458.0,9745.3,248.3,2.43,10458.0,9745.3,-649.4,-5.85,69675.4,69883.6,71045.8,71044.7,71744.8,71744.8,69675.4,3017.3,4.39,71744.8,66855.5,4560.7,6.79,71744.8,66855.5,1703.5,2.43,74090.6,55909.5,-2244.3,-3.03,,
XPJ,A-REIT,987.2,987.5,1009.0,1009.6,1016.3,1018.2,1009.6,6.7,0.66,1016.3,987.2,29.8,3.02,1016.5,980.1,24.3,2.45,1016.5,980.1,31.4,3.19,1016.5,980.1,7.9,0.79,27501.5,27510.6,28109.8,28125.9,28311.5,28311.5,27501.5,828.6,3.02,28311.5,27037.3,954.1,3.49,28311.5,27037.3,1150.5,4.24,29914.8,26036.8,1767.8,6.66,,
XTJ,Telecommunications,1752.4,1756.9,1777.7,1792.4,1809.9,1810.2,1792.4,17.5,0.98,1809.9,1752.4,68.6,3.94,1836.1,1741.3,3.6,0.20,1836.1,1741.3,-11.7,-0.64,1836.1,1741.3,225.7,14.24,20507.6,20560.8,20803.9,20975.6,21180.7,21180.7,20507.6,803.4,3.94,21486.6,20377.3,41.9,0.20,21486.6,20377.3,-136.2,-0.64,21486.6,17457.3,3673.5,20.98,,
XUJ,Utilities,5414.0,5449.9,5555.4,5558.5,5630.8,5631.2,5558.5,72.3,1.30,5630.8,5414.0,224.8,4.16,5630.8,5357.0,248.0,4.61,5630.8,5357.0,251.3,4.67,5630.8,5357.0,275.4,5.14,56234.5,56607.4,57703.3,57735.5,58485.7,58485.7,56234.5,2334.0,4.16,58485.7,55642.3,2575.7,4.61,58485.7,55642.3,2609.9,4.67,58485.7,52194.2,5829.5,11.07,,
XMM,Metals & Mining,3302.9,3315.0,3367.5,3375.0,3409.1,3418.7,3375.0,34.1,1.01,3409.1,3302.9,154.3,4.74,3409.1,3166.8,221.8,6.96,3409.1,3166.8,69.8,2.09,3409.1,3166.8,-389.8,-10.26,4639.5,4656.4,4730.2,4740.7,4788.5,4788.5,4639.5,216.6,4.74,4788.5,4448.3,311.5,6.96,4788.5,4448.3,97.9,2.09,5180.1,3709.5,-402.2,-7.75,,
XGD,Gold,2446.2,2528.4,2474.5,2520.6,2530.9,2567.6,2520.6,10.3,0.41,2530.9,2446.2,214.3,9.25,2530.9,2020.1,454.8,21.90,2530.9,2003.5,632.5,33.32,2530.9,2003.5,-2222.7,-46.76,2845.8,2941.5,2878.7,2932.4,2944.3,2944.3,2845.8,249.3,9.25,2944.3,2350.1,529.0,21.90,2944.3,2330.8,735.8,33.32,5236.4,2001.8,-2537.5,-46.29,,
XJR,S&P/ASX 200 Res,4132.6,4141.8,4198.4,4208.2,4242.9,4256.6,4208.2,34.7,0.82,4242.9,4132.6,157.9,3.87,4242.9,3970.3,239.2,5.98,4242.9,3970.3,56.6,1.35,4242.9,3970.3,-288.2,-6.36,21730.0,21778.1,22075.6,22127.3,22309.6,22309.6,21730.0,830.2,3.87,22309.6,20876.7,1257.6,5.97,22309.6,20876.7,297.2,1.35,23216.2,17957.3,-861.0,-3.72,,
,
