Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-10-15T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1212.3,1227.3,1230.1,1233.2,1223.1,1232.7,1220.6,-10.1,-0.82,1233.2,1212.3,17.7,1.47,1233.2,1151.4,78.7,6.87,1557.8,1140.6,-277.7,-18.50,1572.1,1140.6,-325.4,-21.01,8285.4,8387.7,8407.0,8428.2,8359.2,8428.2,8285.4,120.9,1.47,8428.2,7760.5,598.7,7.71,10210.5,7636.0,-1423.1,-14.55,10246.9,7636.0,-1712.2,-17.00,,
XSJ,Consumer Staples,7583.7,7571.9,7580.8,7569.0,7539.8,7582.8,7514.2,-29.2,-0.39,7583.7,7539.8,16.4,0.22,7621.7,7333.6,266.8,3.67,8013.9,7011.2,-174.7,-2.27,8291.2,7011.2,-605.6,-7.44,55416.6,55330.8,55395.8,55309.6,55096.4,55416.6,55096.4,120.2,0.22,55694.5,53126.5,1969.8,3.71,56701.2,49979.4,1298.5,2.41,57584.1,49979.4,-1475.2,-2.61,,
XEJ,Energy,13581.5,13658.0,13506.6,13651.1,13519.3,13645.4,13452.0,-131.8,-0.97,13658.0,13506.6,187.0,1.40,13658.0,11605.0,1145.3,9.26,17736.5,11605.0,-2595.1,-16.10,17736.5,11605.0,-1950.2,-12.61,90562.7,91072.5,90062.9,91026.6,90148.0,91072.5,90062.9,1246.9,1.40,91072.5,77383.0,7637.0,9.26,116809.6,77383.0,-14945.2,-14.22,116809.6,77383.0,-10739.5,-10.65,,
XFJ,Financials,3977.4,4003.2,3989.7,4014.9,3991.0,4017.4,3982.6,-23.9,-0.60,4014.9,3977.4,58.7,1.49,4014.9,3596.7,334.4,9.15,4666.6,3596.7,-370.8,-8.50,4666.6,3596.7,-431.8,-9.76,34386.5,34609.1,34492.5,34710.4,34504.2,34710.4,34386.5,508.0,1.49,34710.4,31086.1,2900.4,9.18,38822.8,30965.7,-1559.5,-4.32,38822.8,30965.7,-1439.1,-4.00,,
XXJ,Financial-x-A-REIT,4602.8,4643.2,4626.7,4651.9,4622.6,4659.5,4612.8,-29.3,-0.63,4651.9,4602.8,81.1,1.79,4651.9,4119.7,420.5,10.01,5430.9,4119.7,-441.2,-8.71,5430.9,4119.7,-486.1,-9.52,38146.3,38481.3,38344.1,38552.9,38310.8,38552.9,38146.3,672.4,1.79,38552.9,34142.5,3485.5,10.01,43285.0,34142.5,-1830.0,-4.56,43285.0,34142.5,-1485.1,-3.73,,
XHJ,Health Care,7852.9,7876.5,7850.6,7903.3,7886.3,7939.2,7823.2,-17.0,-0.22,7903.3,7850.6,36.5,0.47,7903.3,7209.3,803.5,11.35,9186.8,7082.8,-1046.9,-11.72,9186.8,7082.8,-168.1,-2.09,46833.5,46974.4,46820.1,47134.5,47032.9,47134.5,46820.1,217.9,0.47,47134.5,41891.0,5141.9,12.27,53892.5,41891.0,-4788.4,-9.24,53892.5,41891.0,309.6,0.66,,
XNJ,Industrials,3279.0,3304.7,3272.2,3323.3,3296.8,3319.5,3284.9,-26.5,-0.80,3323.3,3272.2,46.2,1.42,3323.3,3031.9,137.7,4.36,3870.5,3031.9,-439.7,-11.77,3870.5,3031.9,-493.9,-13.03,24868.9,25063.9,24817.4,25210.7,25009.9,25210.7,24817.4,360.9,1.46,25210.7,22990.4,1167.8,4.90,28566.6,22990.4,-2550.3,-9.25,28566.6,22990.4,-2768.2,-9.97,,
XIJ,Info Technology,471.9,480.8,482.3,485.8,484.4,485.8,479.2,-1.4,-0.29,485.8,471.9,13.0,2.77,487.6,462.0,7.7,1.61,666.6,458.0,-160.3,-24.87,666.6,458.0,-112.3,-18.82,2884.2,2938.4,2947.5,2968.8,2960.4,2968.8,2884.2,79.7,2.76,2980.0,2823.8,64.1,2.21,3919.5,2743.0,-830.6,-21.91,3919.5,2743.0,-548.4,-15.63,,
XMJ,Materials,11590.9,11687.7,11567.2,11791.8,11574.8,11714.3,11545.8,-217.0,-1.84,11791.8,11567.2,38.4,0.33,12078.9,10436.7,-129.0,-1.10,15046.2,10436.7,-2505.8,-17.80,15046.2,10436.7,-1722.4,-12.95,74909.5,75535.4,74756.6,76207.8,74805.5,76207.8,74756.6,248.2,0.33,77976.8,67434.3,-749.8,-0.99,96133.1,67434.3,-14405.8,-16.15,96133.1,67434.3,-9361.3,-11.12,,
XPJ,A-REIT,778.5,774.0,772.2,780.7,777.5,780.6,773.9,-3.2,-0.41,780.7,772.2,-0.2,-0.02,781.4,741.7,35.7,4.81,887.0,708.9,-62.3,-7.42,887.0,708.9,-97.8,-11.18,18762.0,18655.8,18612.4,18816.4,18738.5,18816.4,18612.4,-4.5,-0.02,18816.4,17847.3,888.8,4.98,20646.7,17036.7,-615.4,-3.18,20646.7,17036.7,-1124.2,-5.66,,
XTJ,Telecommunications,1055.9,1059.3,1052.3,1055.3,1052.0,1058.6,1051.8,-3.3,-0.31,1059.3,1052.0,11.5,1.10,1063.2,1030.9,15.7,1.52,1082.6,891.0,92.4,9.63,1082.6,891.0,129.3,14.01,10798.8,10833.3,10763.2,10794.6,10760.4,10833.3,10760.4,118.7,1.12,10873.0,10543.2,162.4,1.53,10906.8,8708.4,1785.9,19.90,10906.8,8339.6,2149.4,24.96,,
XUJ,Utilities,4312.6,4350.6,4379.8,4368.4,4374.9,4388.2,4307.3,6.5,0.15,4379.8,4312.6,98.1,2.29,4414.9,4178.3,47.3,1.09,4550.9,3990.1,-38.5,-0.87,4614.3,3990.1,-60.3,-1.36,39449.1,39796.8,40063.4,39958.9,40018.4,40063.4,39449.1,897.2,2.29,40353.7,38220.0,462.3,1.17,41005.7,35021.3,1561.2,4.06,41005.7,35021.3,1967.8,5.17,,
XMM,Metals & Mining,4155.7,4196.5,4157.9,4243.1,4163.0,4213.7,4152.2,-80.1,-1.89,4243.1,4155.7,23.3,0.56,4372.6,3732.7,-84.1,-1.98,5491.6,3732.7,-982.7,-19.10,5491.6,3732.7,-663.5,-13.75,5533.3,5587.6,5536.2,5649.6,5542.9,5649.6,5533.3,31.0,0.56,5815.6,4968.6,-105.8,-1.87,7235.3,4968.6,-1181.2,-17.57,7235.3,4968.6,-764.1,-12.11,,
XGD,Gold,7093.8,7205.9,7120.8,7211.2,7149.1,7207.8,7106.6,-62.1,-0.86,7211.2,7093.8,98.0,1.39,7710.3,6432.0,-502.1,-6.56,8435.7,6432.0,-950.0,-11.73,8435.7,6432.0,-910.2,-11.29,8103.3,8231.4,8134.1,8237.4,8166.4,8237.4,8103.3,111.9,1.39,8774.6,7347.4,-541.0,-6.21,9595.8,7347.4,-1026.4,-11.17,9595.8,7347.4,-981.3,-10.73,,
XJR,S&P/ASX 200 Res,4833.1,4874.3,4826.0,4916.5,4832.9,4889.1,4817.9,-83.6,-1.70,4916.5,4826.0,34.2,0.71,4971.4,4291.7,36.2,0.75,6355.0,4291.7,-1075.9,-18.21,6355.0,4291.7,-754.8,-13.51,24079.8,24285.4,24044.4,24495.7,24079.1,24495.7,24044.4,170.7,0.71,24748.4,21378.1,200.7,0.84,31311.1,21378.1,-4781.0,-16.57,31311.1,21378.1,-3212.5,-11.77,,
,
