Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-08-10T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 5,Aug 6,Aug 7,Aug 8,Aug 9,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 5,Aug 6,Aug 7,Aug 8,Aug 9,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1706.6,1695.5,1666.7,1689.2,1680.5,1695.6,1674.2,-8.7,-0.52,1706.6,1666.7,-11.1,-0.66,1706.6,1634.1,42.5,2.60,1706.6,1364.5,336.7,25.05,1706.6,1241.2,428.3,34.20,12480.8,12399.8,12189.0,12353.7,12289.9,12480.8,12189.0,-81.4,-0.66,12480.8,11950.7,310.6,2.59,12480.8,9792.3,2645.6,27.43,12480.8,8787.4,3500.8,39.83,,
XSJ,Consumer Staples,9802.0,9769.9,9664.6,9764.1,9700.9,9768.5,9639.7,-63.2,-0.65,9802.0,9664.6,-136.3,-1.39,9837.2,9596.1,32.7,0.34,10661.7,8912.8,826.5,9.31,10661.7,8151.8,1602.8,19.79,76689.6,76437.7,75614.4,76392.8,75898.0,76689.6,75614.4,-1066.5,-1.39,76964.5,75078.1,255.7,0.34,83265.0,68413.1,7779.6,11.42,83265.0,61075.7,15224.2,25.09,,
XEJ,Energy,13537.8,13414.4,13177.6,13190.2,13166.8,13203.2,13070.7,-23.4,-0.18,13537.8,13166.8,-370.7,-2.74,13658.5,13155.5,16.5,0.13,13702.8,11998.9,760.8,6.13,13702.8,11726.6,560.3,4.44,93758.1,92903.7,91263.4,91350.8,91188.9,93758.1,91188.9,-2567.5,-2.74,94594.6,91074.3,114.6,0.13,94901.2,83100.5,6362.3,7.50,94901.2,80181.3,6179.9,7.27,,
XFJ,Financials,5618.4,5621.6,5517.7,5580.3,5550.1,5584.2,5496.9,-30.2,-0.54,5621.6,5517.7,-85.6,-1.52,5635.7,5412.6,147.9,2.74,5851.4,4767.7,796.4,16.75,5851.4,4399.6,1123.8,25.39,54149.6,54180.1,53179.2,53781.7,53570.1,54180.1,53179.2,-746.2,-1.37,54316.3,52065.2,1504.9,2.89,55686.0,44797.5,8911.5,19.95,55686.0,40112.1,13286.6,32.98,,
XXJ,Financial-x-A-REIT,6601.8,6585.2,6454.4,6522.1,6487.3,6527.9,6430.7,-34.8,-0.53,6601.8,6454.4,-129.4,-1.96,6616.7,6289.4,224.2,3.58,6823.1,5485.5,1035.4,18.99,6823.1,5031.1,1418.0,27.97,61021.2,60867.4,59658.7,60284.5,59962.8,61021.2,59658.7,-1195.5,-1.95,61158.3,57890.5,2072.3,3.58,62087.9,49449.4,10816.3,22.01,62087.9,43907.8,15722.2,35.54,,
XHJ,Health Care,13829.9,13750.7,13484.6,13696.0,13577.2,13696.0,13473.1,-118.8,-0.87,13829.9,13484.6,-292.5,-2.11,13869.7,13417.1,163.8,1.22,13869.7,11476.5,1944.6,16.72,13869.7,9250.0,4288.4,46.17,85634.9,85144.6,83497.2,84806.2,84070.4,85634.9,83497.2,-1811.3,-2.11,85881.7,83056.3,1014.1,1.22,85881.7,70340.0,12773.4,17.92,85881.7,55899.1,27936.6,49.77,,
XNJ,Industrials,3711.6,3720.4,3643.0,3666.7,3631.3,3666.7,3618.5,-35.4,-0.97,3720.4,3631.3,-81.4,-2.19,3726.3,3628.5,11.3,0.31,3970.5,3461.4,79.6,2.24,3970.5,3231.0,374.4,11.50,30068.7,30140.3,29513.3,29705.3,29418.0,30140.3,29418.0,-659.8,-2.19,30188.0,29326.7,91.3,0.31,31601.8,28042.2,1179.8,4.18,31601.8,25274.6,4049.8,15.96,,
XIJ,Info Technology,694.8,695.5,687.5,699.9,697.5,701.9,689.7,-2.4,-0.34,699.9,687.5,4.4,0.64,699.9,668.5,14.1,2.06,734.7,611.4,100.9,16.90,734.7,541.9,157.0,29.04,4486.3,4490.8,4439.7,4519.7,4504.3,4519.7,4439.7,28.9,0.64,4519.7,4316.8,91.1,2.06,4744.0,3884.8,713.6,18.82,4744.0,3381.6,1131.6,33.55,,
XMJ,Materials,9532.3,9510.9,9275.8,9362.9,9518.7,9551.0,9362.9,155.8,1.66,9532.3,9275.8,15.2,0.16,9532.3,8657.7,910.8,10.58,11228.0,8283.8,-1082.2,-10.21,11228.0,8283.8,-133.9,-1.39,64336.1,64191.8,62604.6,63192.6,64244.4,64336.1,62604.6,102.8,0.16,64336.1,58097.2,6147.2,10.58,74792.0,55909.5,-6370.1,-9.02,74792.0,55909.5,931.3,1.47,,
XPJ,A-REIT,1008.2,1027.1,1016.3,1032.7,1026.7,1032.7,1009.8,-6.0,-0.58,1032.7,1008.2,10.5,1.03,1046.7,1008.2,-18.8,-1.80,1135.4,960.8,52.9,5.43,1135.4,910.8,113.6,12.44,26996.9,27503.2,27215.0,27654.4,27765.7,27765.7,26996.9,553.2,2.03,28028.1,26996.9,-231.8,-0.83,29914.8,25044.0,2407.9,9.50,29914.8,23304.3,4654.4,20.14,,
XTJ,Telecommunications,1743.6,1751.1,1730.4,1768.9,1753.0,1769.3,1745.3,-15.9,-0.90,1768.9,1730.4,6.3,0.36,1768.9,1650.8,105.1,6.38,1773.8,1515.3,257.0,17.18,1773.8,1272.2,463.0,35.89,19850.3,19935.5,19699.9,20138.9,19957.3,20138.9,19699.9,70.9,0.36,20138.9,18758.6,1198.7,6.39,20191.3,16745.5,3424.9,20.72,20191.3,13641.6,6214.2,45.22,,
XUJ,Utilities,5458.8,5471.9,5405.5,5395.7,5415.3,5418.9,5352.0,19.6,0.36,5471.9,5395.7,-62.4,-1.14,5561.1,5395.7,-34.2,-0.63,5815.8,5168.0,157.4,2.99,5815.8,4822.3,477.9,9.68,55147.3,55280.0,54608.6,54509.5,54708.0,55280.0,54509.5,-630.1,-1.14,56180.9,54509.5,-345.6,-0.63,57869.0,51459.2,3010.3,5.82,57869.0,46698.6,7528.0,15.96,,
XMM,Metals & Mining,3165.3,3155.3,3077.8,3112.4,3171.6,3186.1,3112.4,59.2,1.90,3171.6,3077.8,14.1,0.45,3171.6,2804.6,383.3,13.75,3841.7,2682.0,-471.8,-12.95,3841.7,2682.0,-160.0,-4.80,4377.8,4364.1,4256.9,4304.8,4386.5,4386.5,4256.9,19.4,0.44,4386.5,3856.5,530.1,13.74,5249.3,3709.5,-591.8,-11.89,5249.3,3709.5,-101.6,-2.26,,
XGD,Gold,2560.8,2472.1,2375.9,2380.4,2448.9,2487.5,2380.4,68.5,2.88,2560.8,2375.9,-61.1,-2.44,2721.4,2122.4,337.9,16.01,5191.8,2008.5,-2449.8,-50.01,6250.3,2008.5,-2622.6,-51.71,2963.3,2860.7,2749.4,2754.6,2833.9,2963.3,2749.4,-70.7,-2.44,3149.1,2442.9,391.0,16.01,5987.1,2324.2,-2815.3,-49.84,7201.8,2324.2,-2978.8,-51.25,,
XJR,S&P/ASX 200 Res,4018.7,3999.6,3909.1,3940.7,3991.3,4007.6,3940.7,50.6,1.28,4018.7,3909.1,-19.9,-0.50,4018.7,3670.3,346.6,9.51,4567.3,3468.3,-319.3,-7.41,4567.3,3468.3,-43.5,-1.08,20806.7,20707.9,20239.4,20403.0,20665.2,20806.7,20239.4,-103.1,-0.50,20806.7,18870.8,1794.4,9.51,23355.8,17957.3,-1377.9,-6.25,23355.8,17957.3,325.0,1.60,,
,
