Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-08-06T23:15:12+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 1,Aug 2,Aug 3,Aug 4,Aug 5,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 1,Aug 2,Aug 3,Aug 4,Aug 5,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1298.4,1282.1,1251.3,1246.4,1195.3,1246.4,1182.2,-51.1,-4.10,1298.4,1195.3,-78.2,-6.14,1383.7,1195.3,-176.1,-12.84,1557.8,1195.3,-305.5,-20.35,1572.1,1195.3,-336.8,-21.98,8647.4,8539.1,8334.2,8301.0,7960.8,8647.4,7960.8,-521.0,-6.14,9215.8,7960.8,-1173.2,-12.84,10210.5,7960.8,-1821.6,-18.62,10246.9,7960.8,-1834.2,-18.73,,
XSJ,Consumer Staples,7612.1,7527.9,7416.9,7365.2,7150.6,7365.2,7117.6,-214.6,-2.91,7612.1,7150.6,-374.9,-4.98,7903.4,7150.6,-751.4,-9.51,8013.9,7150.6,-563.9,-7.31,8415.1,7150.6,-486.5,-6.37,54263.3,53663.2,52871.3,52503.4,50973.3,54263.3,50973.3,-2672.3,-4.98,56339.7,50973.3,-5356.4,-9.51,56701.2,50973.3,-2824.5,-5.25,58402.4,50973.3,-1122.3,-2.15,,
XEJ,Energy,14742.5,14500.3,14135.8,13825.8,13051.9,13825.8,12965.2,-773.9,-5.60,14742.5,13051.9,-1427.8,-9.86,15138.0,13051.9,-1921.9,-12.83,17736.5,13051.9,-3062.5,-19.00,17736.5,13051.9,-1905.8,-12.74,97091.7,95496.9,93095.9,91054.4,85957.8,97091.7,85957.8,-9403.0,-9.86,99696.3,85957.8,-12657.0,-12.83,116809.6,85957.8,-19135.4,-18.21,116809.6,85957.8,-10469.1,-10.86,,
XFJ,Financials,4102.5,4038.5,3949.9,3873.7,3742.5,3873.7,3697.9,-131.2,-3.39,4102.5,3742.5,-296.5,-7.34,4300.7,3742.5,-525.4,-12.31,4666.6,3742.5,-619.3,-14.20,4666.6,3742.5,-678.0,-15.34,34912.9,34368.0,33614.2,32966.0,31849.0,34912.9,31849.0,-2523.0,-7.34,36599.6,31849.0,-4469.8,-12.31,38822.8,31849.0,-4214.6,-11.69,38822.8,31849.0,-3604.4,-10.17,,
XXJ,Financial-x-A-REIT,4760.7,4671.3,4561.6,4468.3,4312.2,4468.3,4260.8,-156.1,-3.49,4760.7,4312.2,-365.7,-7.82,4971.2,4312.2,-630.6,-12.76,5430.9,4312.2,-751.6,-14.84,5430.9,4312.2,-799.0,-15.63,38837.4,38108.3,37213.5,36452.1,35178.8,38837.4,35178.8,-2983.1,-7.82,40554.7,35178.8,-5144.5,-12.76,43285.0,35178.8,-4962.0,-12.36,43285.0,35178.8,-4111.9,-10.47,,
XHJ,Health Care,8222.5,8053.6,7894.2,7840.7,7610.9,7840.7,7586.8,-229.8,-2.93,8222.5,7610.9,-483.7,-5.98,8627.8,7610.9,-814.4,-9.67,9186.8,7610.9,-1322.3,-14.80,9186.8,7610.9,-694.1,-8.36,48236.0,47244.8,46309.8,45995.8,44647.9,48236.0,44647.9,-2837.5,-5.98,50613.1,44647.9,-4777.6,-9.67,53892.5,44647.9,-7173.3,-13.84,53892.5,44647.9,-2757.9,-5.82,,
XNJ,Industrials,3557.6,3526.7,3428.1,3400.1,3276.0,3400.1,3248.4,-124.1,-3.65,3557.6,3276.0,-236.6,-6.73,3617.2,3276.0,-278.5,-7.83,3870.5,3276.0,-460.5,-12.32,3870.5,3276.0,-209.4,-6.01,26673.3,26441.7,25702.0,25492.2,24561.8,26673.3,24561.8,-1773.5,-6.73,27120.0,24561.8,-2087.8,-7.83,28566.6,24561.8,-2998.4,-10.88,28566.6,24341.5,-689.0,-2.73,,
XIJ,Info Technology,533.7,522.9,504.3,500.1,477.4,500.1,476.9,-22.7,-4.54,533.7,477.4,-48.8,-9.27,572.3,477.4,-67.7,-12.42,666.6,477.4,-167.3,-25.95,666.6,477.4,-146.0,-23.42,3196.9,3131.9,3020.3,2995.1,2859.1,3196.9,2859.1,-292.5,-9.28,3427.9,2859.1,-405.6,-12.42,3919.5,2859.1,-931.8,-24.58,3919.5,2859.1,-748.0,-20.74,,
XMJ,Materials,13456.6,13251.6,12899.2,12790.0,12128.3,12790.0,12051.1,-661.7,-5.17,13456.6,12128.3,-1064.7,-8.07,13806.7,12128.3,-1395.7,-10.32,15046.2,12128.3,-1952.3,-13.87,15046.2,11577.2,-217.0,-1.76,86036.5,84725.6,82472.9,81774.3,77543.9,86036.5,77543.9,-6806.9,-8.07,88274.8,77543.9,-8923.7,-10.32,96133.1,77543.9,-11667.3,-13.08,96133.1,72640.3,189.7,0.25,,
XPJ,A-REIT,791.3,792.3,781.4,771.1,749.1,771.1,740.2,-22.0,-2.85,792.3,749.1,-38.0,-4.82,846.8,749.1,-82.8,-9.96,887.0,749.1,-90.7,-10.80,908.7,749.1,-121.2,-13.92,18770.5,18795.5,18535.7,18291.5,17770.5,18795.5,17770.5,-900.3,-4.82,20087.9,17770.5,-1958.4,-9.93,20646.7,17770.5,-1583.5,-8.18,20646.7,17770.5,-1718.3,-8.82,,
XTJ,Telecommunications,1039.0,1036.2,1026.5,1018.9,995.0,1018.9,981.4,-23.9,-2.35,1039.0,995.0,-33.0,-3.21,1051.7,995.0,-14.9,-1.48,1052.8,891.0,35.4,3.69,1126.6,891.0,-122.8,-10.99,10161.2,10133.3,10038.6,9969.5,9736.1,10161.2,9736.1,-317.3,-3.16,10285.5,9736.1,-140.5,-1.42,10295.5,8708.4,761.6,8.49,10295.5,8339.6,-224.1,-2.25,,
XUJ,Utilities,4394.5,4337.0,4289.0,4250.8,4123.1,4250.8,4109.1,-127.7,-3.00,4394.5,4123.1,-190.6,-4.42,4407.0,4123.1,-247.3,-5.66,4452.1,3990.1,-290.3,-6.58,4614.3,3990.1,-125.1,-2.94,39596.5,39078.6,38645.7,38302.2,37150.9,39596.5,37150.9,-1718.2,-4.42,39709.6,37150.9,-2228.4,-5.66,39709.6,35021.3,-1306.2,-3.40,39709.6,35021.3,1293.8,3.61,,
XMM,Metals & Mining,4883.1,4809.7,4685.9,4651.8,4400.9,4651.8,4368.3,-250.9,-5.39,4883.1,4400.9,-385.2,-8.05,5005.4,4400.9,-493.3,-10.08,5491.6,4400.9,-744.8,-14.47,5491.6,4131.2,-13.4,-0.30,6434.1,6337.2,6174.1,6129.3,5798.7,6434.1,5798.7,-507.5,-8.05,6595.2,5798.7,-650.0,-10.08,7235.3,5798.7,-925.4,-13.76,7235.3,5350.9,87.6,1.53,,
XGD,Gold,7650.7,7703.0,7818.6,7759.1,7405.8,7759.1,7362.0,-353.3,-4.55,7818.6,7405.8,-200.2,-2.63,7864.5,7352.2,193.7,2.69,8435.7,6946.7,-693.3,-8.56,8435.7,6232.3,1048.2,16.49,8703.4,8762.9,8894.5,8826.8,8424.8,8894.5,8424.8,-227.8,-2.63,8946.7,8204.5,220.4,2.69,9595.8,7902.5,-768.0,-8.35,9595.8,7046.0,1237.2,17.21,,
XJR,S&P/ASX 200 Res,5573.1,5486.2,5343.0,5287.0,5002.1,5287.0,4967.8,-284.9,-5.39,5573.1,5002.1,-461.5,-8.45,5721.3,5002.1,-608.5,-10.85,6355.0,5002.1,-906.7,-15.35,6355.0,4905.0,-205.1,-3.94,27458.4,27030.6,26325.0,26048.7,24645.0,27458.4,24645.0,-2274.2,-8.45,28188.6,24645.0,-2998.2,-10.85,31311.1,24645.0,-4215.1,-14.61,31311.1,23747.5,-519.3,-2.06,,
,
