Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-08-18T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1251.3,1256.7,1261.5,1269.2,1279.6,1279.6,1267.0,10.4,0.82,1279.6,1251.3,27.4,2.18,1279.6,1226.3,42.7,3.45,1313.3,1179.0,106.9,9.11,1313.3,1140.6,112.7,9.66,8787.4,8831.9,8865.4,8939.6,9012.4,9012.4,8787.4,223.3,2.54,9012.4,8606.8,330.7,3.81,9212.9,8076.6,978.9,12.19,9212.9,7636.0,1200.6,15.37,,
XSJ,Consumer Staples,8151.8,8160.2,8167.4,8362.5,8518.2,8554.0,8362.5,155.7,1.86,8518.2,8151.8,420.1,5.19,8518.2,7895.5,619.5,7.84,8518.2,7241.1,1185.1,16.16,8518.2,7241.1,1069.1,14.35,61075.7,61139.0,61193.2,62655.0,63821.6,63821.6,61075.7,3147.9,5.19,63821.6,59155.9,4641.7,7.84,63821.6,52987.4,10160.7,18.93,63821.6,52693.1,10649.7,20.03,,
XEJ,Energy,12658.1,12681.6,12630.4,12787.7,12943.0,12985.4,12787.7,155.3,1.21,12943.0,12630.4,336.5,2.67,12943.0,11561.9,1152.5,9.77,14705.5,11554.9,199.8,1.57,14705.5,11554.9,52.3,0.41,85356.9,85515.2,85170.1,86230.6,87277.8,87277.8,85170.1,2268.9,2.67,87277.8,77964.8,7771.3,9.77,98057.5,77918.0,2304.9,2.71,98057.5,77383.0,2381.7,2.81,,
XFJ,Financials,4407.7,4405.2,4399.6,4458.1,4496.3,4498.8,4455.4,38.2,0.86,4496.3,4399.6,70.0,1.58,4496.3,4249.1,227.8,5.34,4496.3,3913.1,590.4,15.11,4496.3,3596.7,744.0,19.83,40185.6,40163.2,40112.1,40652.7,41001.7,41001.7,40112.1,718.3,1.78,41001.7,38670.7,2154.8,5.55,41001.7,34730.9,6550.8,19.01,41001.7,31086.1,8753.1,27.14,,
XXJ,Financial-x-A-REIT,5046.2,5039.8,5031.1,5111.4,5156.8,5161.6,5105.6,45.4,0.89,5156.8,5031.1,87.5,1.73,5156.8,4848.3,281.0,5.76,5156.8,4433.9,651.4,14.46,5156.8,4119.7,822.3,18.97,44039.0,43983.8,43907.8,44608.3,45004.4,45004.4,43907.8,763.9,1.73,45004.4,42312.4,2452.3,5.76,45004.4,38178.9,6894.5,18.09,45004.4,34142.5,9314.5,26.10,,
XHJ,Health Care,9250.0,9403.3,9513.9,9563.6,9581.9,9582.6,9486.4,18.3,0.19,9581.9,9250.0,293.1,3.16,9671.7,9250.0,296.3,3.19,9671.7,7756.1,1594.3,19.96,9671.7,7082.8,2116.9,28.36,55899.1,56825.7,57493.9,57794.3,57905.0,57905.0,55899.1,1771.2,3.16,58447.4,55899.1,1790.6,3.19,58447.4,46279.9,10243.4,21.49,58447.4,41891.0,14112.8,32.23,,
XNJ,Industrials,3281.8,3288.3,3287.6,3338.6,3365.3,3365.3,3338.6,26.7,0.80,3365.3,3281.8,108.4,3.33,3365.3,3159.7,162.7,5.08,3815.2,3159.7,27.5,0.83,3815.2,3031.9,93.3,2.85,25575.5,25625.7,25620.2,26018.1,26226.4,26226.4,25575.5,858.2,3.38,26226.4,24610.7,1281.5,5.14,29446.6,24610.7,726.2,2.85,29446.6,22990.4,1682.6,6.86,,
XIJ,Info Technology,541.9,545.2,554.0,560.2,571.2,571.2,558.2,11.0,1.96,571.2,541.9,30.7,5.68,571.2,500.2,65.3,12.91,571.2,482.8,72.7,14.58,571.2,462.0,99.5,21.09,3381.6,3438.5,3493.8,3533.0,3602.4,3602.4,3381.6,229.7,6.81,3602.4,3120.9,445.8,14.12,3602.4,2950.6,555.7,18.24,3602.4,2823.8,743.4,26.00,,
XMJ,Materials,9758.5,9751.9,9620.7,9668.1,9758.2,9758.2,9638.9,90.1,0.93,9758.5,9620.7,105.6,1.09,9758.5,8986.0,546.4,5.93,11833.2,8986.0,-734.4,-7.00,12574.9,8986.0,-2128.8,-17.91,64007.8,63964.8,63189.8,63501.2,64093.0,64093.0,63189.8,779.9,1.23,64093.0,58941.4,3670.7,6.08,76582.8,58941.4,-3813.8,-5.62,80615.2,58941.4,-11987.2,-15.76,,
XPJ,A-REIT,910.8,913.5,914.4,914.3,920.8,920.8,913.5,6.5,0.71,920.8,910.8,7.7,0.85,927.8,890.9,28.7,3.21,927.8,785.8,143.3,18.43,927.8,737.8,179.5,24.22,23304.3,23373.5,23397.5,23421.4,23587.3,23587.3,23304.3,476.0,2.06,23587.3,22550.9,1006.1,4.46,23587.3,19271.5,4519.2,23.70,23587.3,17732.0,5771.8,32.40,,
XTJ,Telecommunications,1280.5,1313.5,1327.5,1336.8,1337.5,1343.1,1323.5,0.7,0.05,1337.5,1280.5,47.5,3.68,1393.2,1280.5,11.2,0.85,1393.2,1101.4,202.0,17.79,1393.2,1018.7,284.4,27.00,13641.6,13993.5,14142.0,14241.6,14249.0,14249.0,13641.6,505.9,3.68,14842.3,13641.6,122.4,0.87,14842.3,11476.1,2629.6,22.63,14842.3,10418.3,3944.4,38.28,,
XUJ,Utilities,4940.7,4957.8,4929.8,4948.5,4992.1,5000.7,4940.5,43.6,0.88,4992.1,4929.8,54.7,1.11,5119.5,4929.8,44.2,0.89,5119.5,4527.2,447.7,9.85,5119.5,4178.3,773.7,18.34,47211.8,47375.4,47107.3,47286.0,47702.9,47702.9,47107.3,522.8,1.11,48920.0,47107.3,422.4,0.89,48920.0,42294.1,5520.4,13.09,48920.0,38024.4,9693.1,25.50,,
XMM,Metals & Mining,3374.6,3370.2,3315.3,3330.6,3365.4,3365.4,3322.3,34.8,1.04,3374.6,3315.3,33.8,1.01,3374.6,3071.9,196.6,6.21,4252.2,3071.9,-356.3,-9.57,4560.5,3071.9,-953.4,-22.07,4546.1,4540.2,4473.1,4493.8,4540.7,4546.1,4473.1,52.6,1.17,4546.1,4138.3,271.9,6.37,5661.9,4138.3,-414.7,-8.37,6019.4,4138.3,-1156.2,-20.30,,
XGD,Gold,5208.4,5192.2,5071.8,5095.4,5243.8,5243.8,5095.4,148.4,2.91,5243.8,5071.8,172.3,3.40,5243.8,4550.0,474.1,9.94,7178.9,4550.0,-790.2,-13.10,7931.9,4550.0,-2350.4,-30.95,5969.5,5951.0,5812.9,5840.0,6010.1,6010.1,5812.9,197.4,3.40,6010.1,5214.8,543.4,9.94,8202.2,5214.8,-883.7,-12.82,9025.2,5214.8,-2629.3,-30.43,,
XJR,S&P/ASX 200 Res,4078.7,4077.3,4022.9,4050.0,4093.0,4093.0,4045.2,43.0,1.06,4093.0,4022.9,58.2,1.44,4093.0,3728.7,276.2,7.24,4925.8,3728.7,-276.3,-6.32,5189.3,3728.7,-819.5,-16.68,20561.3,20554.4,20303.7,20440.2,20657.6,20657.6,20303.7,317.4,1.56,20657.6,18796.9,1416.7,7.36,24542.0,18796.9,-1111.5,-5.11,25671.8,18796.9,-3568.3,-14.73,,
,
