Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-12-22T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 17,Dec 18,Dec 19,Dec 20,Dec 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 17,Dec 18,Dec 19,Dec 20,Dec 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XEJ,Energy,12289.3,12286.1,12429.3,12355.3,12328.8,12506.9,12287.1,-26.5,-0.21,12429.3,12286.1,-14.7,-0.12,12429.3,12017.1,348.2,2.91,14705.5,11554.9,-414.4,-3.25,14705.5,11554.9,-673.8,-5.18,84029.1,84007.2,84986.3,84480.3,84299.0,84986.3,84007.2,-100.6,-0.12,84986.3,81918.0,2381.0,2.91,98057.5,77918.0,-673.9,-0.79,98057.5,77918.0,-2403.6,-2.77,,
XFJ,Financials,4681.6,4691.7,4704.9,4736.6,4741.8,4772.3,4731.8,5.2,0.11,4741.8,4681.6,39.0,0.83,4741.8,4522.9,260.8,5.82,4741.8,3913.1,835.9,21.40,4741.8,3905.9,754.5,18.92,43869.1,43964.4,44087.3,44384.4,44546.6,44546.6,43869.1,478.2,1.09,44546.6,41989.8,2556.8,6.09,44546.6,34730.9,10095.7,29.30,44546.6,34450.9,9378.4,26.67,,
XXJ,Financial-x-A-REIT,5345.4,5366.9,5386.5,5412.1,5437.9,5471.4,5412.1,25.8,0.48,5437.9,5345.4,57.3,1.06,5437.9,5148.7,335.7,6.58,5437.9,4433.9,932.5,20.70,5437.9,4433.9,850.9,18.55,48186.4,48380.2,48556.7,48788.0,49020.3,49020.3,48186.4,516.5,1.06,49020.3,45993.9,3026.4,6.58,49020.3,38178.9,10910.4,28.63,49020.3,38109.9,10220.0,26.34,,
XHJ,Health Care,11499.4,11515.1,11554.8,11632.7,11638.4,11717.0,11611.0,5.7,0.05,11638.4,11499.4,56.1,0.48,11693.7,10580.2,1040.6,9.82,11693.7,7756.1,3650.8,45.71,11693.7,7756.1,3545.3,43.81,70480.5,70576.5,70819.9,71297.7,71332.7,71332.7,70480.5,343.9,0.48,71671.2,64847.0,6378.2,9.82,71671.2,46279.9,23671.1,49.66,71671.2,46279.9,23041.8,47.71,,
XNJ,Industrials,3442.8,3473.2,3504.1,3522.7,3523.9,3550.9,3508.9,1.2,0.03,3523.9,3442.8,96.0,2.80,3523.9,3298.7,258.1,7.90,3815.2,3159.7,186.1,5.58,3815.2,3159.7,117.7,3.45,27223.2,27463.8,27708.1,27854.9,28017.6,28017.6,27223.2,911.9,3.36,28017.6,25797.9,2219.7,8.60,29446.6,24610.7,2517.4,9.87,29446.6,24610.7,1994.4,7.66,,
XIJ,Info Technology,588.7,586.8,596.8,598.6,595.5,606.6,588.2,-3.1,-0.52,598.6,586.8,3.1,0.53,598.6,578.3,16.8,2.91,610.5,482.8,97.0,19.45,610.5,482.8,92.1,18.30,3740.3,3728.1,3791.9,3803.2,3783.2,3803.2,3728.1,19.7,0.52,3803.2,3674.5,106.7,2.90,3878.4,2950.6,736.5,24.17,3878.4,2950.6,706.9,22.98,,
XMJ,Materials,10432.1,10527.6,10594.7,10578.9,10482.9,10637.0,10416.8,-96.0,-0.91,10594.7,10432.1,70.8,0.68,10594.7,9909.0,657.9,6.70,11833.2,8986.0,-9.7,-0.09,11833.2,8986.0,-309.4,-2.87,69490.4,70126.3,70573.6,70468.0,69829.0,70573.6,69490.4,471.6,0.68,70573.6,65432.2,4396.8,6.72,76582.8,58941.4,1922.2,2.83,76582.8,58941.4,-17.5,-0.03,,
XPJ,A-REIT,980.6,973.8,972.3,988.5,971.7,988.5,971.7,-16.8,-1.70,988.5,971.7,-3.5,-0.35,988.5,957.6,20.2,2.13,988.5,785.8,194.2,24.97,988.5,777.5,167.0,20.76,25144.8,24969.9,24933.0,25348.2,25301.9,25348.2,24933.0,296.5,1.19,25348.2,24398.1,903.8,3.70,25348.2,19271.5,6233.8,32.69,25348.2,19068.1,5568.3,28.22,,
XTJ,Telecommunications,1468.3,1472.5,1485.6,1488.8,1485.4,1498.8,1481.8,-3.4,-0.23,1488.8,1468.3,30.2,2.07,1493.8,1442.5,52.1,3.63,1493.8,1101.4,349.9,30.81,1493.8,1101.4,353.2,31.19,16223.4,16270.6,16417.3,16452.3,16414.5,16452.3,16223.4,335.4,2.09,16505.8,15837.2,577.3,3.65,16505.8,11476.1,4795.1,41.27,16505.8,11476.1,4829.1,41.68,,
XUJ,Utilities,5172.0,5232.3,5290.6,5310.8,5226.2,5310.8,5211.9,-84.6,-1.59,5310.8,5172.0,33.5,0.65,5310.8,4919.3,312.3,6.36,5310.8,4527.2,681.8,15.00,5310.8,4527.2,656.1,14.36,50281.6,50867.4,51434.4,51631.2,51386.6,51631.2,50281.6,904.0,1.79,51631.2,47772.5,3614.0,7.57,51631.2,42294.1,9204.0,21.82,51631.2,42182.5,8965.0,21.13,,
XMM,Metals & Mining,3585.5,3627.4,3645.4,3634.9,3599.5,3654.1,3576.7,-35.4,-0.97,3645.4,3585.5,25.0,0.70,3645.4,3403.2,221.9,6.57,4252.2,3071.9,-122.2,-3.28,4252.2,3071.9,-237.4,-6.19,4899.2,4956.5,4981.1,4966.7,4918.3,4981.1,4899.2,34.1,0.70,4981.1,4615.1,303.2,6.57,5661.9,4138.3,-37.1,-0.75,5661.9,4138.3,-190.6,-3.73,,
XGD,Gold,5100.3,5119.5,4991.4,4959.2,4887.8,4959.2,4843.1,-71.4,-1.44,5119.5,4887.8,-357.1,-6.81,5523.1,4887.8,-579.6,-10.60,7178.9,4550.0,-1146.2,-19.00,7178.9,4550.0,-1479.9,-23.24,5881.6,5903.8,5756.0,5719.0,5636.6,5903.8,5636.6,-411.8,-6.81,6369.2,5636.6,-668.2,-10.60,8202.2,5214.8,-1257.2,-18.24,8202.2,5214.8,-1638.5,-22.52,,
XJR,S&P/ASX 200 Res,4248.1,4285.0,4313.8,4298.1,4264.7,4329.0,4242.0,-33.4,-0.78,4313.8,4248.1,20.8,0.49,4313.8,4056.8,233.5,5.79,4925.8,3728.7,-104.6,-2.39,4925.8,3728.7,-229.6,-5.11,21723.6,21912.0,22059.5,21979.0,21808.5,22059.5,21723.6,106.5,0.49,22059.5,20614.5,1194.1,5.79,24542.0,18796.9,39.4,0.18,24542.0,18796.9,-583.2,-2.60,,
,
