Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-03-16T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1590.7,1577.0,1576.4,1563.6,1588.4,1588.4,1563.6,24.8,1.59,1590.7,1563.6,10.6,0.67,1590.7,1498.1,78.5,5.20,1590.7,1364.5,244.6,18.20,1590.7,1195.0,296.8,22.98,11542.2,11442.7,11438.3,11349.2,11529.0,11542.2,11349.2,80.0,0.70,11542.2,10787.5,656.5,6.04,11542.2,9792.3,1884.7,19.54,11542.2,8383.2,2531.5,28.14,,
XSJ,Consumer Staples,10489.4,10392.8,10386.9,10321.3,10561.6,10561.6,10321.3,240.3,2.33,10561.6,10321.3,148.7,1.43,10561.6,9724.7,895.3,9.26,10561.6,8912.8,1687.2,19.01,10561.6,7315.3,3095.0,41.45,81354.5,80604.9,80559.2,80050.3,81914.7,81914.7,80050.3,1153.5,1.43,81914.7,74197.0,7717.7,10.40,81914.7,68413.1,13796.4,20.25,81914.7,54705.4,26581.7,48.04,,
XEJ,Energy,13702.8,13467.2,13484.6,13316.7,13609.8,13609.8,13316.7,293.1,2.20,13702.8,13316.7,-2.6,-0.02,13702.8,13006.7,312.2,2.35,13702.8,12557.5,1203.8,9.70,14406.8,11554.9,-519.2,-3.67,94901.2,93269.3,93389.9,92226.9,94257.2,94901.2,92226.9,-18.1,-0.02,94901.2,88934.0,3333.7,3.67,94901.2,85862.9,9430.6,11.12,97148.7,77918.0,-1018.5,-1.07,,
XFJ,Financials,5521.6,5517.7,5437.0,5379.9,5482.0,5482.0,5379.9,102.1,1.90,5521.6,5379.9,-10.3,-0.19,5521.6,5255.5,225.5,4.29,5521.6,4767.7,728.3,15.32,5521.6,3913.1,1409.1,34.60,52377.5,52340.9,51575.6,51033.8,52002.1,52377.5,51033.8,-97.7,-0.19,52377.5,49468.0,2534.1,5.12,52377.5,44797.5,7343.5,16.44,52377.5,35513.2,15656.6,43.08,,
XXJ,Financial-x-A-REIT,6432.0,6426.3,6318.7,6250.5,6379.3,6379.3,6250.5,128.8,2.06,6432.0,6250.5,-18.5,-0.29,6432.0,6087.3,275.1,4.51,6432.0,5485.5,927.4,17.01,6432.0,4433.9,1688.3,35.99,58529.0,58476.4,57498.0,56877.0,58049.1,58529.0,56877.0,-168.4,-0.29,58529.0,55026.1,3023.0,5.49,58529.0,49449.4,8902.7,18.11,58529.0,38694.8,17916.1,44.64,,
XHJ,Health Care,12651.5,12649.8,12571.5,12561.5,12897.8,12906.7,12561.5,336.3,2.68,12897.8,12561.5,312.9,2.49,12897.8,12099.9,830.2,6.88,12897.8,11476.5,1265.2,10.88,12897.8,8278.4,4635.9,56.11,78243.7,78233.2,77748.8,77686.6,79766.8,79766.8,77686.6,1934.9,2.49,79766.8,73982.0,5784.8,7.82,79766.8,70340.0,8469.8,11.88,79766.8,49964.9,29901.9,59.97,,
XNJ,Industrials,3930.6,3896.2,3905.6,3862.7,3927.6,3927.6,3862.7,64.9,1.68,3930.6,3862.7,14.7,0.37,3970.5,3862.7,28.3,0.73,3970.5,3605.6,375.9,10.58,3970.5,3159.7,130.6,3.44,31561.9,31285.8,31361.4,31016.9,31548.1,31561.9,31016.9,127.6,0.41,31601.8,30902.8,545.8,1.76,31601.8,28667.2,3309.9,11.72,31601.8,24610.7,2241.8,7.65,,
XIJ,Info Technology,704.3,704.9,699.1,701.3,714.8,715.6,701.3,13.5,1.92,714.8,699.1,17.2,2.46,714.8,654.2,62.4,9.57,714.8,611.4,118.2,19.80,714.8,483.9,181.5,34.03,4532.8,4536.7,4499.5,4514.0,4600.7,4600.7,4499.5,110.7,2.46,4600.7,4144.8,455.8,11.00,4600.7,3884.8,810.0,21.37,4600.7,3019.4,1285.1,38.76,,
XMJ,Materials,10414.6,10319.5,10377.8,10150.3,10257.5,10260.0,10130.5,107.2,1.06,10414.6,10150.3,-179.7,-1.72,11121.1,10150.3,-849.9,-7.65,11228.0,10150.3,-343.4,-3.24,11228.0,8986.0,-787.8,-7.13,70154.0,69513.5,69906.5,68374.2,69096.2,70154.0,68374.2,-1210.2,-1.72,74090.6,68374.2,-4892.9,-6.61,74792.0,68374.2,-1518.4,-2.15,74792.0,58941.4,-3187.9,-4.41,,
XPJ,A-REIT,1041.1,1041.5,1038.4,1029.2,1039.6,1040.5,1029.2,10.4,1.01,1041.5,1029.2,3.9,0.38,1043.6,1003.2,31.2,3.10,1043.6,960.8,65.8,6.75,1043.6,817.7,222.5,27.24,27404.4,27415.6,27335.2,27092.4,27364.8,27415.6,27092.4,102.6,0.38,27471.3,26408.5,821.1,3.09,27471.3,25044.0,2007.0,7.91,27471.3,20345.4,7057.1,34.75,,
XTJ,Telecommunications,1551.6,1535.0,1550.7,1534.2,1545.1,1551.1,1528.1,10.9,0.71,1551.6,1534.2,10.2,0.66,1585.1,1534.2,-39.1,-2.47,1597.4,1515.3,49.1,3.28,1597.4,1101.4,425.2,37.97,17654.6,17466.4,17644.3,17457.3,17580.8,17654.6,17457.3,115.7,0.66,18026.4,17457.3,73.6,0.42,18026.4,16745.5,1048.4,6.34,18026.4,11728.8,5661.5,47.50,,
XUJ,Utilities,5633.3,5538.5,5557.2,5517.8,5631.5,5631.5,5496.2,113.7,2.06,5633.3,5517.8,60.1,1.08,5633.3,5360.5,276.1,5.16,5633.3,5233.6,373.6,7.11,5633.3,4670.7,828.8,17.26,55990.0,55047.2,55232.9,54842.0,55971.6,55990.0,54842.0,597.0,1.08,55990.0,52656.2,3315.4,6.30,55990.0,51459.2,4273.9,8.27,55990.0,43986.4,10834.6,24.00,,
XMM,Metals & Mining,3503.8,3465.8,3489.4,3402.9,3441.3,3443.4,3392.8,38.4,1.13,3503.8,3402.9,-82.9,-2.35,3791.1,3402.9,-357.6,-9.41,3841.7,3402.9,-202.1,-5.55,3946.5,3071.9,-475.8,-12.15,4843.4,4790.9,4823.6,4704.0,4757.1,4843.4,4704.0,-114.5,-2.35,5190.7,4704.0,-433.7,-8.35,5249.3,4704.0,-221.2,-4.44,5315.5,4138.3,-516.7,-9.80,,
XGD,Gold,4488.2,4415.6,4507.3,4397.8,4443.8,4443.8,4359.3,46.0,1.05,4507.3,4397.8,15.1,0.34,4534.9,4264.2,-309.8,-6.52,5191.8,4264.2,-454.9,-9.29,6250.3,4264.2,-1844.6,-29.33,5178.0,5094.2,5200.1,5073.8,5126.7,5200.1,5073.8,17.4,0.34,5481.8,4917.5,-355.1,-6.48,5987.1,4917.5,-522.4,-9.25,7201.8,4917.5,-2062.4,-28.69,,
XJR,S&P/ASX 200 Res,4305.6,4251.9,4274.4,4182.6,4242.6,4242.6,4175.7,60.0,1.43,4305.6,4182.6,-73.6,-1.71,4540.0,4182.6,-288.5,-6.37,4567.3,4182.6,-68.0,-1.58,4686.4,3728.7,-413.4,-8.88,22283.3,22005.4,22122.1,21646.9,21957.7,22283.3,21646.9,-380.9,-1.71,23216.2,21646.9,-1212.9,-5.23,23355.8,21646.9,-85.5,-0.39,23623.6,18796.9,-1505.6,-6.42,,
,
