Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-04-09T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 4,Apr 5,Apr 6,Apr 7,Apr 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 4,Apr 5,Apr 6,Apr 7,Apr 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Cons Discretionary,1509.0,1514.8,1505.1,1499.4,1500.1,1502.0,1493.2,0.7,0.05,1514.8,1499.4,2.1,0.14,1514.8,1429.2,0.5,0.03,1557.8,1429.2,-0.7,-0.04,1670.5,1424.3,-162.7,-9.78,10023.6,10062.3,10012.9,9974.9,9979.2,10062.3,9974.9,28.9,0.29,10062.3,9458.7,76.0,0.77,10210.5,9458.7,196.9,2.01,10680.0,9106.3,-642.7,-6.05,,
XSJ,Consumer Staples,7861.4,7802.1,7823.6,7814.7,7846.1,7876.7,7811.1,31.4,0.40,7861.4,7802.1,8.0,0.10,7861.4,7490.6,3.7,0.05,8013.9,7490.6,131.6,1.71,8415.1,7167.6,-25.3,-0.32,55948.3,55526.2,55679.0,55615.4,55839.2,55948.3,55526.2,56.8,0.10,55948.3,52985.2,451.1,0.81,56175.1,52783.5,2041.3,3.79,58402.4,48819.1,2226.1,4.15,,
XEJ,Energy,17285.9,17190.4,17197.6,17328.2,17475.4,17577.4,17328.2,147.2,0.85,17475.4,17190.4,296.1,1.72,17475.4,15342.3,1088.3,6.64,17475.4,15342.3,1361.0,8.45,17475.4,13714.7,1156.6,7.09,113842.2,113212.9,113260.7,114120.6,115090.0,115090.0,113212.9,1949.9,1.72,115090.0,101042.2,7194.7,6.67,115090.0,101042.2,9996.8,9.51,115090.0,88395.3,9910.3,9.42,,
XFJ,Financials,4541.3,4549.8,4555.8,4556.6,4587.9,4590.8,4556.6,31.3,0.69,4587.9,4541.3,52.8,1.16,4587.9,4276.2,101.3,2.26,4666.6,4276.2,226.1,5.18,5040.0,4077.7,-325.2,-6.62,37968.3,38039.5,38090.0,38096.2,38358.3,38358.3,37968.3,441.3,1.16,38358.3,35744.3,855.7,2.28,38822.8,35744.3,2294.7,6.36,39826.8,32702.7,-465.4,-1.20,,
XXJ,Financial-X-A-Reit,5276.4,5290.0,5294.5,5296.1,5334.6,5334.6,5296.1,38.5,0.73,5334.6,5276.4,56.7,1.07,5334.6,4949.5,147.2,2.84,5430.9,4949.5,270.8,5.35,5934.6,4674.3,-455.6,-7.87,42283.3,42392.3,42427.7,42440.6,42749.4,42749.4,42283.3,454.2,1.07,42749.4,39663.7,1179.4,2.84,43285.0,39663.7,2608.6,6.50,44955.1,35932.3,-1111.6,-2.53,,
XHJ,Health Care,8940.7,8907.9,9028.7,9037.8,9186.8,9201.5,9037.4,149.0,1.65,9186.8,8907.9,261.8,2.93,9186.8,8302.2,499.4,5.75,9186.8,8302.2,253.6,2.84,9195.2,7848.5,196.1,2.18,52449.0,52256.4,52965.2,53018.4,53892.5,53892.5,52256.4,1535.9,2.93,53892.5,48685.0,2949.1,5.79,53892.5,48685.0,2071.2,4.00,53892.5,44799.6,2572.8,5.01,,
XNJ,Industrials,3805.0,3805.5,3796.7,3781.1,3806.1,3811.3,3779.6,25.0,0.66,3806.1,3781.1,25.5,0.67,3806.1,3551.1,14.0,0.37,3870.5,3551.1,69.6,1.86,4008.5,3140.1,-161.1,-4.06,28345.2,28348.9,28283.3,28167.2,28353.4,28353.4,28167.2,189.7,0.67,28353.4,26434.6,192.5,0.68,28566.6,26434.6,793.1,2.88,28820.6,22749.0,-170.8,-0.60,,
XIJ,Info Technology,593.6,598.0,599.2,590.6,593.8,596.9,588.3,3.2,0.54,599.2,590.6,4.3,0.73,599.2,567.1,-3.2,-0.53,666.6,567.1,-50.9,-7.90,736.7,559.3,-138.5,-18.91,3555.1,3581.8,3589.1,3537.3,3556.4,3589.1,3537.3,25.6,0.73,3589.1,3387.0,-8.8,-0.25,3919.5,3387.0,-234.5,-6.19,4262.9,3236.2,-680.8,-16.07,,
XMJ,Materials,14413.1,14556.3,14650.9,14601.1,14706.2,14706.2,14521.5,105.1,0.72,14706.2,14413.1,433.7,3.04,14706.2,12973.6,545.5,3.85,14706.2,12973.6,625.6,4.44,14706.2,10889.1,1558.7,11.86,92084.1,92998.9,93605.9,93287.8,93959.3,93959.3,92084.1,2773.7,3.04,93959.3,82866.5,3526.4,3.90,93959.3,82866.5,4748.0,5.32,93959.3,68188.9,11638.6,14.14,,
XPJ,A-Reit,870.6,869.0,872.4,871.9,876.0,881.7,871.6,4.1,0.47,876.0,869.0,14.1,1.64,882.0,830.5,-6.3,-0.72,887.0,830.5,36.2,4.30,908.7,813.8,8.4,0.97,20314.7,20276.9,20357.1,20345.0,20442.6,20442.6,20276.9,331.0,1.65,20560.3,19351.5,-117.7,-0.57,20646.7,19222.9,1088.6,5.62,20646.7,17970.7,1302.8,6.81,,
XTJ,Telecommunications,968.0,974.6,970.7,970.1,966.7,970.1,959.9,-3.4,-0.35,974.6,966.7,5.5,0.57,974.6,891.0,20.5,2.16,1016.6,891.0,7.1,0.74,1128.3,891.0,-88.8,-8.41,9460.6,9525.0,9487.2,9481.4,9447.6,9525.0,9447.6,53.4,0.57,9525.0,8708.4,199.5,2.16,9525.0,8708.4,473.1,5.27,10046.4,8339.6,72.9,0.78,,
XUJ,Utilities,4290.4,4279.0,4294.6,4265.7,4293.5,4294.8,4264.3,27.8,0.65,4294.6,4265.7,40.8,0.96,4294.6,3990.1,118.3,2.83,4452.1,3990.1,-119.9,-2.72,4614.3,3990.1,-173.6,-3.89,38056.2,37954.5,38093.1,37836.6,38083.3,38093.1,37836.6,361.5,0.96,38093.1,35021.3,1493.1,4.08,38794.6,35021.3,-373.8,-0.97,39587.2,33297.5,1053.8,2.85,,
XMM,Metals And Mining,5245.6,5305.4,5346.7,5324.0,5356.7,5356.7,5291.4,32.7,0.61,5356.7,5245.6,162.7,3.13,5356.7,4693.1,211.9,4.12,5356.7,4693.1,211.0,4.10,5356.7,3866.0,644.3,13.67,6910.9,6989.7,7044.3,7014.4,7057.4,7057.4,6910.9,214.5,3.13,7057.4,6181.4,282.5,4.17,7057.4,6181.4,333.3,4.96,7057.4,5001.6,961.1,15.77,,
XGD,Gold,7972.6,8032.1,8249.0,8251.4,8349.8,8370.9,8225.9,98.4,1.19,8349.8,7972.6,394.0,4.95,8349.8,7064.2,497.7,6.34,8349.8,7064.2,250.7,3.10,8421.8,5672.1,2125.7,34.15,9069.0,9136.6,9383.4,9386.2,9498.0,9498.0,9069.0,448.2,4.95,9498.0,8022.7,580.5,6.51,9498.0,8022.7,305.1,3.32,9559.1,6412.2,2461.7,34.99,,
XJR,S&P/Asx 200 Res,6094.5,6141.2,6177.6,6168.6,6209.0,6209.0,6142.3,40.4,0.65,6209.0,6094.5,168.3,2.79,6209.0,5450.1,276.1,4.65,6209.0,5450.1,300.2,5.08,6209.0,4611.8,611.7,10.93,30026.3,30256.4,30436.3,30392.0,30590.9,30590.9,30026.3,830.0,2.79,30590.9,26845.8,1373.3,4.70,30590.9,26845.8,1730.8,6.00,30590.9,22285.5,3543.6,13.10,,
,
