Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-07-30T23:15:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1294.6,1303.9,1294.7,1277.3,1273.5,1282.4,1271.6,-3.8,-0.30,1303.9,1273.5,-41.9,-3.18,1383.7,1268.5,-81.6,-6.02,1557.8,1268.5,-227.3,-15.14,1572.1,1268.5,-233.1,-15.47,8622.1,8684.3,8623.3,8507.1,8481.7,8684.3,8481.7,-279.1,-3.19,9215.8,8448.5,-543.7,-6.02,10210.5,8448.5,-1300.6,-13.30,10246.9,8448.5,-1150.4,-11.94,,
XSJ,Consumer Staples,7700.1,7680.1,7663.0,7544.2,7525.5,7559.4,7494.0,-18.7,-0.25,7700.1,7525.5,-312.7,-3.99,7909.0,7525.5,-292.7,-3.74,8013.9,7490.6,-189.0,-2.45,8415.1,7490.6,5.1,0.07,54890.1,54748.0,54625.7,53779.4,53645.7,54890.1,53645.7,-2229.1,-3.99,56379.4,53645.7,-2068.9,-3.71,56701.2,52783.5,-152.2,-0.28,58402.4,51215.2,2346.0,4.57,,
XEJ,Energy,14687.5,14970.8,14912.7,14632.2,14479.7,14684.4,14420.8,-152.5,-1.04,14970.8,14479.7,-570.9,-3.79,15138.0,14479.7,-271.0,-1.84,17736.5,14381.0,-1634.7,-10.14,17736.5,14381.0,-142.2,-0.97,96729.5,98595.6,98212.4,96365.4,95360.8,98595.6,95360.8,-3759.9,-3.79,99696.3,95360.8,-1785.1,-1.84,116809.6,94710.8,-9732.4,-9.26,116809.6,93534.9,1098.6,1.17,,
XFJ,Financials,4127.7,4177.0,4134.2,4073.4,4039.0,4087.6,4036.1,-34.4,-0.84,4177.0,4039.0,-175.5,-4.16,4310.2,4039.0,-202.2,-4.77,4666.6,4039.0,-322.8,-7.40,4666.6,4039.0,-359.7,-8.18,35127.6,35546.4,35182.6,34665.3,34372.0,35546.4,34372.0,-1493.7,-4.16,36678.8,34372.0,-1718.9,-4.76,38822.8,34372.0,-1691.6,-4.69,38822.8,33566.7,-907.1,-2.57,,
XXJ,Financial-x-A-REIT,4790.8,4843.2,4786.2,4714.2,4677.9,4736.2,4674.6,-36.3,-0.77,4843.2,4677.9,-211.1,-4.32,4988.8,4671.8,-221.4,-4.52,5430.9,4671.8,-385.9,-7.62,5430.9,4671.8,-423.7,-8.30,39083.4,39510.5,39045.9,38458.0,38161.9,39510.5,38161.9,-1722.4,-4.32,40698.6,38112.0,-1806.8,-4.52,43285.0,38112.0,-1978.9,-4.93,43285.0,36843.2,-1054.8,-2.69,,
XHJ,Health Care,8493.0,8456.9,8329.3,8191.9,8094.6,8190.3,8061.4,-97.3,-1.19,8493.0,8094.6,-533.2,-6.18,8627.8,8094.6,-281.3,-3.36,9186.8,8067.6,-838.6,-9.39,9186.8,7893.1,-88.4,-1.08,49822.5,49610.5,48862.5,48056.0,47485.4,49822.5,47485.4,-3127.7,-6.18,50613.1,47485.4,-1650.2,-3.36,53892.5,47326.8,-4335.8,-8.37,53892.5,45054.7,776.2,1.66,,
XNJ,Industrials,3550.8,3589.7,3587.0,3524.5,3512.6,3533.4,3502.9,-11.9,-0.34,3589.7,3512.6,-104.6,-2.89,3617.2,3475.8,60.0,1.74,3870.5,3410.4,-223.9,-5.99,3870.5,3359.0,103.4,3.03,26622.3,26913.8,26893.5,26424.6,26335.3,26913.8,26335.3,-784.7,-2.89,27120.0,25886.0,449.4,1.74,28566.6,25569.6,-1224.9,-4.44,28566.6,24341.5,1636.6,6.63,,
XIJ,Info Technology,527.2,538.4,536.4,527.8,526.2,535.8,525.6,-1.6,-0.30,538.4,526.2,-13.4,-2.49,572.3,522.9,-27.3,-4.94,666.6,522.9,-118.5,-18.38,666.6,522.9,-81.4,-13.39,3157.9,3224.8,3212.7,3161.1,3151.6,3224.8,3151.6,-80.5,-2.49,3427.9,3131.8,-163.7,-4.94,3919.5,3131.8,-639.3,-16.86,3919.5,3131.8,-363.8,-10.35,,
XMJ,Materials,13624.5,13770.2,13645.6,13381.4,13193.0,13398.8,13170.1,-188.4,-1.41,13770.2,13193.0,-530.8,-3.87,13806.7,13193.0,23.0,0.17,15046.2,12740.1,-887.6,-6.30,15046.2,11577.2,1195.6,9.97,87109.9,88041.5,87244.8,85555.6,84350.8,88041.5,84350.8,-3393.8,-3.87,88274.8,84204.2,146.6,0.17,96133.1,81455.6,-4860.5,-5.45,96133.1,72640.3,9176.1,12.21,,
XPJ,A-REIT,795.4,809.1,807.4,797.0,787.1,798.3,784.4,-9.9,-1.24,809.1,787.1,-27.2,-3.34,846.8,787.1,-50.6,-6.04,887.0,787.1,-52.7,-6.28,908.7,787.1,-64.7,-7.60,18867.9,19193.3,19152.1,18906.2,18670.8,19193.3,18670.8,-646.0,-3.34,20087.9,18670.8,-1195.5,-6.02,20646.7,18670.8,-683.2,-3.53,20646.7,18670.8,-405.4,-2.13,,
XTJ,Telecommunications,1044.7,1041.5,1038.0,1031.2,1028.0,1038.9,1028.0,-3.2,-0.31,1044.7,1028.0,-23.7,-2.26,1051.7,992.9,35.9,3.62,1052.8,891.0,68.4,7.13,1126.6,891.0,-63.4,-5.81,10216.7,10184.9,10150.6,10084.8,10053.4,10216.7,10053.4,-232.0,-2.26,10285.5,9702.0,351.4,3.62,10295.5,8708.4,1078.9,12.02,10295.5,8339.6,335.9,3.46,,
XUJ,Utilities,4326.1,4347.1,4305.5,4267.8,4313.7,4315.6,4275.3,45.9,1.08,4347.1,4267.8,-74.8,-1.70,4407.0,4267.8,20.4,0.48,4452.1,3990.1,-99.7,-2.26,4614.3,3990.1,131.2,3.14,38980.5,39169.2,38794.4,38455.2,38869.1,39169.2,38455.2,-673.7,-1.70,39709.6,38455.2,184.3,0.48,39709.6,35021.3,412.0,1.07,39709.6,35021.3,3566.6,10.10,,
XMM,Metals & Mining,4952.8,5003.7,4954.4,4855.5,4786.1,4862.6,4776.7,-69.4,-1.43,5003.7,4786.1,-198.2,-3.98,5005.4,4786.1,30.8,0.65,5491.6,4602.3,-359.6,-6.99,5491.6,4131.2,510.9,11.95,6525.8,6592.9,6528.0,6397.6,6306.2,6592.9,6306.2,-261.2,-3.98,6595.2,6265.6,40.6,0.65,7235.3,6064.0,-418.0,-6.22,7235.3,5350.9,775.1,14.01,,
XGD,Gold,7832.6,7834.6,7848.6,7743.3,7606.0,7742.9,7581.6,-137.3,-1.77,7848.6,7606.0,-205.3,-2.63,7864.5,7212.1,521.6,7.36,8435.7,6946.7,-493.1,-6.09,8435.7,6185.3,1554.2,25.68,8910.4,8912.7,8928.5,8808.8,8652.7,8928.5,8652.7,-233.5,-2.63,8946.7,8059.3,593.4,7.36,9595.8,7902.5,-540.2,-5.88,9595.8,6992.9,1810.7,26.47,,
XJR,S&P/ASX 200 Res,5629.4,5698.4,5649.7,5538.9,5463.6,5545.6,5453.5,-75.3,-1.36,5698.4,5463.6,-224.4,-3.95,5721.3,5463.6,-9.7,-0.18,6355.0,5314.8,-445.2,-7.53,6355.0,4905.0,406.4,8.04,27735.8,28076.1,27836.0,27289.8,26919.2,28076.1,26919.2,-1105.5,-3.94,28188.6,26919.2,-47.3,-0.18,31311.1,26185.8,-1940.9,-6.73,31311.1,23747.5,2480.0,10.15,,
,
