Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-03-29T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2199.6,2174.8,2178.1,2164.2,2176.0,2177.2,2153.4,11.8,0.55,2199.6,2164.2,-23.6,-1.07,2277.1,2164.2,-56.5,-2.53,2277.1,2092.8,-17.6,-0.80,2277.1,2092.8,-119.1,-5.19,5471.8,5412.2,5420.5,5386.9,5417.1,5471.8,5386.9,-49.9,-0.91,5645.9,5386.9,-98.5,-1.79,5645.9,5156.7,13.7,0.25,5645.9,4574.9,-115.2,-2.08,,
XDJ,Consumer Discretionary,1825.0,1810.0,1826.8,1804.3,1810.3,1812.0,1797.2,6.0,0.33,1826.8,1804.3,-23.1,-1.26,1913.4,1804.3,-45.4,-2.44,1913.4,1715.0,-20.8,-1.13,1913.4,1715.0,245.9,15.72,13709.3,13608.0,13734.5,13568.9,13616.1,13734.5,13568.9,-133.3,-0.97,14336.1,13568.9,-250.2,-1.80,14336.1,12735.0,18.8,0.14,14336.1,10960.6,2221.6,19.50,,
XSJ,Consumer Staples,9802.5,9814.0,9878.9,9833.2,9767.0,9835.8,9767.0,-66.2,-0.67,9878.9,9767.0,-73.4,-0.75,10197.6,9767.0,-275.2,-2.74,10197.6,9567.9,-249.0,-2.49,10197.6,9567.9,-160.1,-1.61,79946.0,80039.7,80569.3,80196.5,79656.7,80569.3,79656.7,-598.5,-0.75,82534.6,79656.7,-1607.3,-1.98,82534.6,76594.5,-525.2,-0.65,83265.0,71737.8,2129.0,2.75,,
XEJ,Energy,13577.4,13480.0,13479.1,13501.0,13514.5,13538.1,13467.3,13.5,0.10,13577.4,13479.1,-79.2,-0.58,14068.1,13391.9,-177.8,-1.30,14068.1,13017.6,-108.4,-0.80,14068.1,13017.6,418.0,3.19,97014.6,96319.1,96312.4,96468.7,96565.1,97014.6,96312.4,-566.5,-0.58,100520.7,95689.6,-1103.1,-1.13,100520.7,91514.2,795.2,0.83,101032.3,83100.5,5863.2,6.46,,
XFJ,Financials,5945.9,5938.7,5979.1,5968.8,6005.1,6009.0,5968.8,36.3,0.61,6005.1,5938.7,82.9,1.40,6005.1,5871.5,101.9,1.73,6005.1,5503.9,129.4,2.20,6005.1,5503.9,612.3,11.35,59436.4,59367.3,59770.8,59667.7,60031.1,60031.1,59367.3,831.6,1.40,60031.1,58692.7,1109.3,1.88,60031.1,54492.0,1861.0,3.20,60031.1,49323.3,8875.0,17.35,,
XXJ,Financial-x-A-REIT,7044.5,7046.7,7107.0,7097.6,7141.8,7147.0,7097.6,44.2,0.62,7141.8,7044.5,121.9,1.74,7141.8,6940.3,164.0,2.35,7141.8,6467.5,160.2,2.29,7141.8,6467.5,856.1,13.62,67493.6,67514.9,68092.7,68002.5,68425.5,68425.5,67493.6,1167.5,1.74,68425.5,66463.4,1686.3,2.53,68425.5,61376.9,2169.4,3.27,68425.5,54895.6,11228.1,19.63,,
XHJ,Health Care,14713.4,14598.5,14616.4,14484.0,14417.2,14486.7,14410.4,-66.8,-0.46,14713.4,14417.2,-282.7,-1.92,14937.8,14417.2,-351.5,-2.38,14937.8,13849.2,49.9,0.35,14937.8,13849.2,1851.5,14.73,93092.2,92365.3,92478.2,91640.7,91218.1,93092.2,91218.1,-1788.4,-1.92,94445.0,91218.1,-1677.6,-1.81,94445.0,86829.4,1171.2,1.30,94445.0,75670.5,13427.9,17.26,,
XNJ,Industrials,4043.9,4029.1,4062.2,4039.9,4043.5,4051.1,4024.4,3.6,0.09,4062.2,4029.1,-16.7,-0.41,4158.4,4019.8,10.7,0.26,4158.4,3771.2,74.6,1.88,4158.4,3771.2,176.7,4.57,33792.5,33668.7,33945.2,33758.9,33788.6,33945.2,33668.7,-120.1,-0.35,34654.3,33487.9,300.7,0.90,34654.3,31167.8,987.1,3.01,34654.3,28042.2,2681.7,8.62,,
XIJ,Info Technology,793.6,788.5,785.3,774.0,778.0,778.8,770.0,4.0,0.52,793.6,774.0,-20.2,-2.52,813.5,770.7,7.4,0.97,813.5,702.5,36.5,4.93,813.5,702.5,96.1,14.09,5263.5,5229.5,5208.4,5133.9,5160.1,5263.5,5133.9,-133.6,-2.52,5395.4,5082.0,78.1,1.54,5395.4,4603.8,301.0,6.19,5395.4,4239.8,756.7,17.18,,
XMJ,Materials,9893.7,9886.4,10020.9,9907.7,9945.9,9967.3,9860.7,38.2,0.39,10020.9,9886.4,89.2,0.90,10439.5,9751.0,-523.5,-5.00,10774.9,9745.3,-263.8,-2.58,10774.9,9745.3,335.8,3.49,68835.7,68784.9,69720.9,68933.4,69199.2,69720.9,68784.9,631.0,0.92,72622.6,67832.8,-2800.0,-3.89,73944.4,66855.5,-842.1,-1.20,73944.4,55909.5,4428.9,6.84,,
XPJ,A-REIT,1014.6,1003.5,999.0,994.7,999.9,1001.4,994.1,5.2,0.52,1014.6,994.7,-7.4,-0.74,1030.2,994.7,-22.0,-2.16,1038.3,980.1,15.0,1.52,1038.3,980.1,-13.5,-1.34,28263.8,27965.9,27840.3,27720.1,27865.4,28263.8,27720.1,-196.8,-0.70,28700.7,27720.1,-604.4,-2.12,28926.7,27037.3,704.3,2.59,29914.8,26036.8,1188.1,4.45,,
XTJ,Telecommunications,1747.4,1752.5,1768.6,1759.7,1765.1,1771.7,1759.3,5.4,0.31,1768.6,1747.4,19.1,1.10,1783.9,1742.7,0.2,0.01,1836.3,1741.3,-56.5,-3.10,1836.3,1741.3,214.0,13.80,21003.4,21064.7,21258.2,21151.8,21216.2,21258.2,21003.4,229.5,1.09,21425.9,20947.3,19.1,0.09,21489.9,20377.3,-100.7,-0.47,21489.9,17555.1,3562.8,20.18,,
XUJ,Utilities,5563.7,5559.9,5591.1,5528.1,5533.0,5550.9,5514.1,4.9,0.09,5591.1,5528.1,-20.0,-0.36,5671.8,5521.3,-195.4,-3.41,5799.6,5357.0,153.5,2.85,5799.6,5357.0,-7.7,-0.14,58476.3,58436.5,58764.1,58101.5,58153.7,58764.1,58101.5,-210.2,-0.36,59674.5,58030.1,-1520.8,-2.55,60239.3,55642.3,2277.9,4.08,60239.3,52194.2,3021.7,5.48,,
XMM,Metals & Mining,3191.0,3193.6,3242.8,3195.7,3212.0,3219.1,3179.7,16.3,0.51,3242.8,3191.0,37.4,1.18,3383.7,3142.1,-199.3,-5.84,3522.5,3142.1,-127.3,-3.81,3522.5,3142.1,8.3,0.26,4549.9,4553.7,4623.8,4556.7,4579.9,4623.8,4549.9,53.4,1.18,4824.7,4480.2,-217.4,-4.53,4948.8,4448.3,-110.6,-2.36,4948.8,3709.5,149.0,3.36,,
XGD,Gold,2399.5,2280.7,2250.1,2180.2,2183.9,2224.3,2120.9,3.7,0.17,2399.5,2180.2,-198.9,-8.35,2679.6,2180.2,-289.3,-11.70,2679.6,2003.5,285.5,15.04,2679.6,2003.5,-2004.3,-47.86,2793.3,2655.5,2619.8,2538.4,2542.8,2793.3,2538.4,-231.1,-8.33,3119.4,2538.4,-334.5,-11.62,3119.4,2330.8,334.3,15.14,4865.4,2001.8,-2303.6,-47.53,,
XJR,S&P/ASX 200 Res,4039.5,4035.6,4080.8,4041.4,4056.9,4065.3,4025.7,15.5,0.38,4080.8,4035.6,31.9,0.79,4254.7,3977.7,-192.6,-4.53,4345.1,3970.3,-129.4,-3.09,4345.1,3970.3,69.3,1.74,21572.2,21551.6,21793.1,21582.6,21665.5,21793.1,21551.6,170.4,0.79,22721.5,21242.1,-789.6,-3.52,22908.0,20876.7,-346.8,-1.58,22908.0,17957.3,1019.5,4.94,,
,
