Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-05-28T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 23,May 24,May 25,May 26,May 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 23,May 24,May 25,May 26,May 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Cons Discretionary,1403.2,1392.8,1386.3,1406.6,1419.4,1420.1,1406.5,12.8,0.91,1419.4,1386.3,-2.9,-0.20,1476.9,1386.3,-60.6,-4.09,1557.8,1386.3,-81.4,-5.42,1572.1,1386.3,-113.5,-7.40,9342.3,9273.2,9229.8,9364.9,9449.8,9449.8,9229.8,-19.5,-0.21,9853.2,9229.8,-403.4,-4.09,10210.5,9229.8,-332.5,-3.40,10246.9,9106.3,-350.4,-3.57,,
XSJ,Consumer Staples,7803.3,7783.3,7678.7,7778.8,7841.9,7845.3,7743.3,63.1,0.81,7841.9,7678.7,-67.3,-0.85,7909.4,7678.7,-30.6,-0.39,8013.9,7490.6,127.4,1.65,8415.1,7214.4,541.6,7.42,55534.5,55392.3,54647.9,55360.1,55809.2,55809.2,54647.9,-479.2,-0.85,56289.4,54647.9,-217.9,-0.39,56701.2,52783.5,2011.4,3.74,58402.4,49212.8,6086.0,12.24,,
XEJ,Energy,15883.7,15891.6,15751.3,16142.9,16249.6,16279.7,16087.9,106.7,0.66,16249.6,15751.3,54.2,0.33,17015.7,15751.3,-839.2,-4.91,17736.5,15342.3,135.2,0.84,17736.5,13791.8,1711.7,11.77,104607.3,104659.6,103735.2,106314.7,107017.1,107017.1,103735.2,357.1,0.33,112544.1,103735.2,-5527.0,-4.91,116809.6,101042.2,1923.9,1.83,116809.6,88892.3,13315.9,14.21,,
XFJ,Financials,4354.3,4321.0,4275.9,4334.8,4349.4,4354.9,4319.1,14.6,0.34,4354.3,4275.9,-105.0,-2.36,4614.6,4275.9,-247.1,-5.37,4666.6,4275.9,-12.4,-0.28,4666.6,4077.7,-92.8,-2.09,36793.0,36511.4,36130.8,36628.1,36751.9,36793.0,36130.8,-887.1,-2.36,38581.5,36130.8,-1677.8,-4.37,38822.8,35744.3,688.2,1.91,38822.8,32702.7,1342.0,3.79,,
XXJ,Financial-X-A-Reit,5036.1,4994.0,4937.7,5007.8,5022.3,5031.0,4988.8,14.5,0.29,5036.1,4937.7,-138.8,-2.69,5390.0,4937.7,-338.1,-6.31,5430.9,4937.7,-41.5,-0.82,5430.9,4674.3,-126.4,-2.46,40860.1,40519.1,40062.4,40631.2,40748.2,40860.1,40062.4,-1126.2,-2.69,43193.7,40062.4,-2208.2,-5.14,43285.0,39663.7,607.4,1.51,43285.0,35932.3,1349.9,3.43,,
XHJ,Health Care,8627.8,8670.0,8582.8,8616.9,8689.9,8700.8,8594.7,73.0,0.85,8689.9,8582.8,-50.5,-0.58,8920.4,8582.8,-269.7,-3.01,9186.8,8302.2,-243.3,-2.72,9186.8,7893.1,692.9,8.67,50613.1,50861.2,50349.5,50549.5,50977.7,50977.7,50349.5,-296.0,-0.58,52559.6,50349.5,-1581.9,-3.01,53892.5,48685.0,-843.5,-1.63,53892.5,45054.7,5330.5,11.68,,
XNJ,Industrials,3619.9,3612.8,3565.8,3624.8,3638.9,3642.5,3611.4,14.1,0.39,3638.9,3565.8,-42.1,-1.14,3688.0,3565.8,-49.9,-1.35,3870.5,3551.1,-97.6,-2.61,3870.5,3140.1,189.0,5.48,26966.4,26913.8,26563.5,27002.7,27107.7,27107.7,26563.5,-313.5,-1.14,27479.8,26563.5,-372.1,-1.35,28566.6,26434.6,-452.6,-1.64,28566.6,22749.0,2303.3,9.29,,
XIJ,Info Technology,572.5,569.8,568.1,579.2,577.3,583.1,575.3,-1.9,-0.33,579.2,568.1,-5.3,-0.91,601.2,565.8,6.9,1.21,666.6,565.8,-67.4,-10.46,683.1,559.3,-67.4,-10.45,3428.9,3412.7,3402.5,3468.9,3457.6,3468.9,3402.5,-31.9,-0.91,3601.2,3389.0,41.2,1.21,3919.5,3387.0,-333.3,-8.79,3952.4,3236.2,-272.8,-7.31,,
XMJ,Materials,13295.7,13291.4,13194.7,13490.6,13558.8,13587.1,13467.0,68.2,0.51,13558.8,13194.7,15.4,0.11,14135.8,13194.7,-652.4,-4.59,15046.2,12973.6,-521.8,-3.71,15046.2,11142.4,1858.3,15.88,84971.2,84943.7,84325.4,86253.9,86690.1,86690.1,84325.4,143.5,0.17,90798.5,84325.4,-4108.4,-4.52,96133.1,82866.5,-2521.2,-2.83,96133.1,69817.3,13376.4,18.25,,
XPJ,A-Reit,855.0,851.5,846.3,856.1,861.2,861.2,853.5,5.1,0.60,861.2,846.3,-5.4,-0.62,866.6,840.1,-2.6,-0.30,887.0,830.5,21.4,2.54,908.7,828.9,-2.1,-0.24,19972.4,19890.7,19769.8,19998.0,20116.9,20116.9,19769.8,-126.3,-0.62,20243.2,19624.7,-38.9,-0.19,20646.7,19222.9,763.0,3.94,20646.7,18765.4,1055.1,5.54,,
XTJ,Telecommunications,1022.9,1034.5,1024.8,1027.8,1037.2,1037.3,1027.0,9.4,0.91,1037.2,1022.9,-2.2,-0.21,1042.4,984.5,65.3,6.72,1042.4,891.0,77.6,8.09,1128.3,891.0,34.1,3.40,10003.5,10116.6,10022.4,10051.8,10143.6,10143.6,10003.5,-21.0,-0.21,10194.1,9500.5,643.0,6.77,10194.1,8708.4,1169.1,13.03,10194.1,8339.6,1212.5,13.58,,
XUJ,Utilities,4326.0,4325.9,4281.3,4319.6,4347.4,4353.1,4318.2,27.8,0.64,4347.4,4281.3,-18.5,-0.42,4373.2,4281.3,9.0,0.21,4452.1,3990.1,-66.0,-1.49,4614.3,3990.1,332.5,8.28,38371.7,38370.9,37975.2,38444.0,38691.9,38691.9,37975.2,-33.9,-0.09,38790.4,37975.2,210.6,0.55,38794.6,35021.3,234.7,0.61,39587.2,33558.6,5257.3,15.72,,
XMM,Metals And Mining,4823.5,4819.2,4784.7,4897.4,4925.9,4937.1,4890.2,28.5,0.58,4925.9,4784.7,12.5,0.25,5149.4,4784.7,-241.2,-4.67,5491.6,4693.1,-219.8,-4.27,5491.6,3957.7,760.2,18.25,6355.4,6349.7,6304.3,6452.8,6490.4,6490.4,6304.3,16.5,0.25,6807.8,6304.3,-317.4,-4.66,7235.3,6181.4,-233.8,-3.48,7235.3,5120.3,1101.0,20.43,,
XGD,Gold,7367.8,7349.3,7292.6,7499.9,7564.7,7595.2,7476.2,64.8,0.86,7564.7,7292.6,121.1,1.63,8149.9,7292.6,-591.6,-7.25,8435.7,7064.2,-534.4,-6.60,8435.7,6000.1,1555.3,25.88,8380.9,8360.0,8295.4,8531.3,8605.0,8605.0,8295.4,137.8,1.63,9278.0,8295.4,-673.0,-7.25,9595.8,8022.7,-587.9,-6.39,9595.8,6783.5,1811.5,26.66,,
XJR,S&P/Asx 200 Res,5613.5,5610.5,5568.6,5701.7,5734.9,5746.2,5691.0,33.2,0.58,5734.9,5568.6,16.0,0.28,5993.4,5568.6,-281.8,-4.68,6355.0,5450.1,-173.9,-2.94,6355.0,4740.1,784.0,15.84,27657.5,27642.7,27436.2,28092.0,28255.6,28255.6,27436.2,78.9,0.28,29644.2,27436.2,-1388.6,-4.68,31311.1,26845.8,-604.5,-2.09,31311.1,22905.9,4331.4,18.10,,
,
