Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-06-28T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XNJ,Industrials,4074.8,4072.1,4070.3,4098.1,4070.4,4107.2,4064.8,-27.7,-0.68,4098.1,4070.3,5.9,0.15,4199.0,4013.3,-81.3,-1.96,4199.0,3771.2,101.5,2.56,4199.0,3771.2,485.7,13.55,34098.4,34075.4,34060.5,34513.9,34281.1,34513.9,34060.5,269.3,0.79,35107.2,33583.5,-430.2,-1.24,35107.2,31167.8,1479.5,4.51,35107.2,28454.7,5240.6,18.05,,
XIJ,Info Technology,788.4,786.7,793.6,796.2,791.8,797.8,790.5,-4.4,-0.55,796.2,786.7,8.6,1.10,808.5,783.2,-0.7,-0.09,813.5,702.5,50.3,6.79,813.5,702.5,111.6,16.41,5229.2,5217.8,5263.7,5281.0,5251.8,5281.0,5217.8,57.1,1.10,5362.7,5194.7,-4.7,-0.09,5395.4,4603.8,392.7,8.08,5395.4,4280.2,859.6,19.57,,
XMJ,Materials,9824.6,9799.2,9723.1,9835.6,9827.5,9897.4,9809.6,-8.1,-0.08,9835.6,9723.1,140.4,1.45,10120.6,9487.2,-258.6,-2.56,10774.9,9487.2,-382.2,-3.74,10774.9,9487.2,1348.2,15.90,68482.2,68305.0,67774.4,68558.6,68502.1,68558.6,67774.4,978.6,1.45,70445.2,66130.4,-1691.6,-2.41,73944.4,66130.4,-1539.2,-2.20,73944.4,56578.7,11273.0,19.70,,
XPJ,A-REIT,1088.0,1086.0,1077.6,1084.1,1084.7,1085.6,1079.7,0.6,0.06,1088.0,1077.6,4.0,0.37,1088.0,1063.2,9.5,0.88,1088.0,980.1,99.8,10.13,1088.0,980.1,55.0,5.34,30319.1,30263.0,30312.1,31031.1,31047.8,31047.8,30263.0,930.5,3.09,31047.8,29629.7,1084.5,3.62,31047.8,27037.3,3886.8,14.31,31047.8,26036.8,3479.7,12.62,,
XTJ,Telecommunications,1812.3,1808.7,1803.1,1822.3,1830.8,1835.4,1822.1,8.5,0.47,1830.8,1803.1,28.2,1.56,1876.9,1802.6,-22.4,-1.21,1876.9,1741.3,9.2,0.51,1876.9,1741.3,184.0,11.17,21788.4,21744.3,21677.9,21908.8,22011.0,22011.0,21677.9,339.1,1.56,22564.6,21671.9,-268.2,-1.20,22564.6,20377.3,694.1,3.26,22564.6,18348.7,3265.4,17.42,,
XUJ,Utilities,5932.0,5908.5,5916.3,5949.2,5949.1,5973.1,5938.5,-0.1,-0.00,5949.2,5908.5,27.4,0.46,5958.2,5853.6,10.0,0.17,5974.6,5357.0,569.6,10.59,5974.6,5357.0,675.1,12.80,62510.9,62263.9,62346.1,63393.5,63391.8,63393.5,62263.9,988.8,1.58,63393.5,61684.9,805.5,1.29,63393.5,55642.3,7516.1,13.45,63393.5,52428.6,10111.4,18.98,,
XMM,Metals & Mining,3186.9,3181.2,3154.6,3188.0,3183.5,3206.0,3179.0,-4.5,-0.14,3188.0,3154.6,45.9,1.46,3285.2,3063.2,-92.2,-2.82,3522.5,3063.2,-155.8,-4.67,3522.5,3063.2,435.9,15.86,4544.2,4536.0,4498.1,4545.8,4539.4,4545.8,4498.1,65.5,1.46,4684.3,4367.8,-131.5,-2.81,4948.8,4367.8,-151.2,-3.22,4948.8,3763.7,739.2,19.45,,
XGD,Gold,2326.4,2343.6,2276.6,2298.3,2309.4,2313.8,2295.5,11.1,0.48,2343.6,2276.6,-20.4,-0.88,2343.6,2055.1,137.1,6.31,2679.6,2003.5,411.0,21.65,2679.6,2003.5,244.7,11.85,2708.6,2728.6,2650.6,2675.9,2688.8,2728.6,2650.6,-23.8,-0.88,2728.6,2392.8,159.5,6.31,3119.4,2330.8,480.3,21.75,3562.6,2001.8,299.6,12.54,,
XJR,S&P/ASX 200 Res,4115.3,4106.5,4072.5,4110.1,4109.8,4131.3,4105.8,-0.3,-0.01,4115.3,4072.5,42.2,1.04,4222.1,4001.2,-99.4,-2.36,4345.1,3970.3,-76.5,-1.83,4345.1,3970.3,554.9,15.61,21977.3,21930.4,21748.8,21949.3,21948.1,21977.3,21748.8,225.7,1.04,22547.7,21368.2,-530.5,-2.36,22908.0,20876.7,-64.3,-0.29,22908.0,18181.8,3542.3,19.25,,
,
