Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-12-14T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 9,Dec 10,Dec 11,Dec 12,Dec 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 9,Dec 10,Dec 11,Dec 12,Dec 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2083.4,2075.4,2073.4,2065.7,2081.2,2081.6,2050.9,15.5,0.75,2083.4,2065.7,-12.6,-0.60,2226.8,2065.7,-114.3,-5.21,2414.5,1888.4,-199.5,-8.75,2414.5,1888.4,-169.2,-7.52,5117.9,5098.2,5093.4,5074.3,5112.5,5117.9,5074.3,-30.8,-0.60,5466.8,5074.3,-277.3,-5.15,5770.0,4574.9,-332.3,-6.10,5770.0,4574.9,-247.7,-4.62,,
XDJ,Consumer Discretionary,1732.2,1737.4,1732.4,1725.9,1726.9,1739.7,1717.7,1.0,0.06,1737.4,1725.9,-27.2,-1.55,1826.9,1725.9,-57.3,-3.21,1827.2,1364.5,383.1,28.50,1827.2,1364.5,403.7,30.51,12855.2,12893.9,12857.0,12808.8,12815.6,12893.9,12808.8,-201.9,-1.55,13549.1,12808.8,-416.8,-3.15,13551.7,9792.3,3171.3,32.88,13551.7,9469.2,3325.2,35.04,,
XSJ,Consumer Staples,9631.1,9589.4,9494.9,9519.0,9536.5,9553.5,9470.5,17.5,0.18,9631.1,9494.9,-100.6,-1.04,10149.9,9494.9,-566.0,-5.60,10661.7,8912.8,662.1,7.46,10661.7,8912.8,752.8,8.57,77042.5,76709.0,75952.5,76145.9,76286.0,77042.5,75952.5,-804.3,-1.04,81158.8,75952.5,-4493.0,-5.56,83265.0,68413.1,8167.7,11.99,83265.0,66959.0,8864.1,13.15,,
XEJ,Energy,13184.6,13142.3,13049.2,12858.2,13024.9,13034.9,12835.4,166.7,1.30,13184.6,12858.2,-269.2,-2.02,13875.8,12858.2,-749.4,-5.44,14371.5,11998.9,618.9,4.99,14371.5,11998.9,681.4,5.52,92688.8,92391.3,91736.8,90393.6,91565.9,92688.8,90393.6,-1892.1,-2.02,97547.9,90393.6,-5267.9,-5.44,101032.3,83100.5,6739.3,7.94,101032.3,83100.5,7166.3,8.49,,
XFJ,Financials,5663.8,5661.6,5617.4,5574.7,5615.5,5615.5,5561.6,40.8,0.73,5663.8,5574.7,-130.1,-2.26,5987.8,5574.7,-258.8,-4.41,6089.7,4767.7,861.8,18.13,6089.7,4767.7,912.7,19.41,55929.3,55907.0,55471.0,55049.3,55452.0,55929.3,55049.3,-1285.0,-2.26,59128.7,55049.3,-2556.0,-4.41,59476.0,44797.5,10793.4,24.17,59476.0,43869.1,11383.5,25.83,,
XXJ,Financial-x-A-REIT,6693.8,6692.2,6642.1,6591.3,6637.8,6637.8,6575.9,46.5,0.71,6693.8,6591.3,-166.3,-2.44,7071.6,6591.3,-279.2,-4.04,7213.9,5485.5,1185.9,21.75,7213.9,5485.5,1257.2,23.36,63524.7,63509.9,63033.8,62552.0,62993.4,63524.7,62552.0,-1578.5,-2.44,67109.8,62552.0,-2649.8,-4.04,67544.8,49449.4,13847.0,28.17,67544.8,48186.4,14489.6,29.87,,
XHJ,Health Care,13804.6,13865.9,13709.2,13639.9,13809.7,13809.7,13547.5,169.8,1.24,13865.9,13639.9,-59.1,-0.43,14280.9,13639.9,-40.2,-0.29,14280.9,11476.5,2177.1,18.72,14280.9,11476.5,2227.4,19.23,86520.1,86904.6,85922.2,85487.9,86552.2,86904.6,85487.9,-370.6,-0.43,89505.2,85487.9,-251.7,-0.29,89505.2,70340.0,15255.2,21.40,89505.2,70340.0,15563.4,21.92,,
XNJ,Industrials,3772.7,3798.7,3766.2,3722.5,3763.0,3765.4,3710.8,40.5,1.09,3798.7,3722.5,-26.2,-0.69,3994.4,3722.5,-168.4,-4.28,4079.6,3461.4,211.3,5.95,4079.6,3461.4,335.1,9.78,30993.6,31207.4,30940.1,30581.2,30913.6,31207.4,30581.2,-215.9,-0.69,32776.8,30581.2,-1346.6,-4.17,33472.2,28042.2,2675.4,9.47,33472.2,27223.2,3808.0,14.05,,
XIJ,Info Technology,726.1,723.0,722.6,711.2,708.6,711.2,703.0,-2.6,-0.37,726.1,708.6,-15.4,-2.13,752.0,708.6,-43.5,-5.78,752.1,611.4,112.0,18.77,752.1,611.4,116.2,19.62,4758.2,4738.0,4735.2,4661.1,4643.5,4758.2,4643.5,-101.2,-2.13,4928.9,4643.5,-285.4,-5.79,4928.9,3884.8,852.8,22.50,4928.9,3728.1,879.9,23.38,,
XMJ,Materials,9804.8,9801.7,9706.5,9571.5,9646.8,9646.8,9542.7,75.3,0.79,9804.8,9571.5,-175.8,-1.79,10205.3,9571.5,-412.6,-4.10,11228.0,8283.8,-954.1,-9.00,11228.0,8283.8,-765.3,-7.35,67252.2,67230.9,66577.5,65651.7,66179.9,67252.2,65651.7,-1194.3,-1.77,69900.1,65651.7,-2720.8,-3.95,74792.0,55909.5,-4434.7,-6.28,74792.0,55909.5,-3177.5,-4.58,,
XPJ,A-REIT,981.7,980.3,970.9,963.7,972.3,973.8,959.1,8.6,0.89,981.7,963.7,-11.4,-1.16,1049.1,963.7,-68.7,-6.60,1135.4,960.8,-1.5,-0.16,1135.4,960.8,-2.9,-0.29,26581.2,26543.6,26288.3,26094.7,26326.8,26581.2,26094.7,-309.2,-1.16,28407.4,26094.7,-1861.8,-6.60,29914.8,25044.0,969.0,3.82,29914.8,24933.0,1321.5,5.28,,
XTJ,Telecommunications,1734.6,1733.5,1730.0,1718.1,1721.3,1727.3,1704.5,3.2,0.19,1734.6,1718.1,1.3,0.08,1787.7,1718.1,-44.6,-2.53,1793.1,1515.3,225.3,15.06,1793.1,1515.3,266.1,18.28,20296.9,20283.9,20243.4,20103.7,20141.8,20296.9,20103.7,16.0,0.08,20919.0,20103.7,-521.9,-2.53,20982.1,16745.5,3609.4,21.83,20982.1,16223.4,4062.7,25.27,,
XUJ,Utilities,5244.4,5212.9,5255.2,5257.1,5301.1,5319.7,5223.9,44.0,0.84,5301.1,5212.9,9.8,0.19,5462.0,5212.9,-132.4,-2.44,5815.8,5168.0,43.2,0.82,5815.8,5168.0,108.4,2.09,53837.9,53514.4,53949.3,53968.7,54419.9,54419.9,53514.4,100.3,0.18,56071.9,53514.4,-1198.8,-2.16,57869.0,51459.2,2722.1,5.27,57869.0,50281.6,3937.3,7.80,,
XMM,Metals & Mining,3222.4,3212.2,3181.3,3129.3,3148.4,3148.4,3119.6,19.1,0.61,3222.4,3129.3,-72.0,-2.23,3351.3,3129.3,-165.7,-5.00,3841.7,2682.0,-495.0,-13.59,3841.7,2682.0,-426.1,-11.92,4526.4,4512.0,4468.7,4395.6,4422.4,4526.4,4395.6,-101.0,-2.23,4707.4,4395.6,-232.7,-5.00,5249.3,3709.5,-555.9,-11.17,5249.3,3709.5,-461.8,-9.45,,
XGD,Gold,1737.8,1729.6,1845.7,1822.3,1824.3,1824.3,1782.6,2.0,0.11,1845.7,1729.6,86.0,4.95,2209.2,1720.7,-332.3,-15.41,5191.8,1720.7,-3074.4,-62.76,5191.8,1720.7,-3420.6,-65.22,2021.7,2012.2,2147.2,2119.9,2122.3,2147.2,2012.2,100.1,4.95,2570.0,2001.8,-386.5,-15.41,5987.1,2001.8,-3526.8,-62.43,5987.1,2001.8,-3926.0,-64.91,,
XJR,S&P/ASX 200 Res,4043.2,4030.6,3994.2,3929.7,3962.0,3962.0,3922.7,32.3,0.82,4043.2,3929.7,-89.0,-2.20,4216.5,3929.7,-212.4,-5.09,4567.3,3468.3,-348.6,-8.09,4567.3,3468.3,-281.9,-6.64,21259.9,21193.5,21002.1,20663.0,20832.9,21259.9,20663.0,-468.0,-2.20,22171.0,20663.0,-1117.0,-5.09,23355.8,17957.3,-1210.2,-5.49,23355.8,17957.3,-869.2,-4.00,,
,
