Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-01-26T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1427.1,1424.5,1422.1,1433.0,1443.7,1443.7,1432.7,10.7,0.75,1443.7,1422.1,21.5,1.51,1443.7,1339.5,117.5,8.86,1443.7,1364.5,99.9,7.43,1443.7,1195.0,225.1,18.47,10241.4,10223.2,10206.1,10284.1,10360.7,10360.7,10206.1,154.1,1.51,10360.7,9613.3,842.8,8.85,10360.7,9792.3,716.4,7.43,10360.7,8298.4,2012.9,24.11,,
XSJ,Consumer Staples,9168.4,9211.5,9216.2,9247.0,9296.4,9298.7,9245.0,49.4,0.53,9296.4,9168.4,126.9,1.38,9296.4,8874.4,403.8,4.54,9296.4,8912.8,422.0,4.75,9296.4,7241.1,1911.7,25.89,70374.6,70705.9,70741.5,70977.9,71357.2,71357.2,70374.6,973.9,1.38,71357.2,68118.4,3099.3,4.54,71357.2,68413.1,3238.8,4.75,71357.2,52987.4,17318.8,32.05,,
XEJ,Energy,12810.9,12792.2,12844.4,12894.9,12944.7,12966.8,12894.9,49.8,0.39,12944.7,12792.2,108.5,0.85,12944.7,12406.0,593.3,4.80,12944.7,12557.5,538.7,4.34,14705.5,11554.9,-981.5,-7.05,87595.6,87467.5,87824.2,88169.4,88510.4,88510.4,87467.5,742.3,0.85,88510.4,84826.6,4057.2,4.80,88510.4,85862.9,3683.8,4.34,98057.5,77918.0,-4350.9,-4.69,,
XFJ,Financials,4915.3,4909.3,4926.2,4962.3,5001.0,5001.0,4962.3,38.7,0.78,5001.0,4909.3,95.3,1.94,5001.0,4749.8,250.0,5.26,5001.0,4767.7,247.3,5.20,5001.0,3913.1,934.1,22.97,46185.0,46130.4,46288.8,46628.0,46991.5,46991.5,46130.4,897.1,1.95,46991.5,44622.3,2358.7,5.28,46991.5,44797.5,2332.9,5.22,46991.5,34929.4,11119.0,31.00,,
XXJ,Financial-x-A-REIT,5650.4,5642.8,5670.0,5714.9,5754.1,5754.1,5714.9,39.2,0.69,5754.1,5642.8,121.1,2.15,5754.1,5445.6,309.3,5.68,5754.1,5485.5,302.2,5.54,5754.1,4433.9,1078.0,23.05,50936.0,50867.3,51112.5,51517.6,51870.7,51870.7,50867.3,1091.8,2.15,51870.7,49089.8,2788.3,5.68,51870.7,49449.4,2724.3,5.54,51870.7,38298.5,12316.9,31.14,,
XHJ,Health Care,11903.6,11830.0,11670.3,11692.2,11834.0,11889.6,11692.2,141.8,1.21,11903.6,11670.3,-111.8,-0.94,11945.8,11476.5,163.9,1.40,11945.8,11476.5,201.4,1.73,11945.8,7756.1,3955.4,50.20,72957.8,72506.8,71527.7,71662.2,72531.6,72957.8,71527.7,-684.8,-0.94,73216.5,70340.0,1004.8,1.40,73216.5,70340.0,1234.6,1.73,73216.5,46279.9,25520.7,54.29,,
XNJ,Industrials,3647.6,3677.2,3652.5,3665.3,3716.5,3717.7,3665.3,51.2,1.40,3716.5,3647.6,79.5,2.18,3716.5,3551.7,192.0,5.45,3716.5,3605.6,164.8,4.64,3815.2,3159.7,143.1,4.00,29000.6,29236.2,29039.6,29141.9,29548.5,29548.5,29000.6,631.6,2.18,29548.5,28238.2,1526.4,5.45,29548.5,28667.2,1310.3,4.64,29548.5,24610.7,2248.0,8.23,,
XIJ,Info Technology,675.7,670.3,672.4,670.6,668.6,674.3,666.5,-2.0,-0.30,675.7,668.6,2.8,0.42,675.7,596.6,69.1,11.52,675.7,611.4,72.0,12.06,675.7,482.8,177.0,36.00,4293.3,4258.4,4271.8,4260.6,4247.7,4293.3,4247.7,17.8,0.42,4293.3,3790.7,438.6,11.52,4293.3,3884.8,457.0,12.06,4293.3,2950.6,1243.3,41.38,,
XMJ,Materials,10649.1,10655.7,10715.6,10713.9,10676.0,10733.3,10646.8,-37.9,-0.35,10715.6,10649.1,35.0,0.33,11006.3,10560.4,167.1,1.59,11006.3,10560.4,75.1,0.71,11833.2,8986.0,-992.1,-8.50,70936.0,70979.6,71378.8,71367.6,71114.9,71378.8,70936.0,232.7,0.33,73315.0,70344.8,1112.9,1.59,73315.0,70344.8,500.3,0.71,76582.8,58941.4,-4399.3,-5.83,,
XPJ,A-REIT,995.0,994.4,990.8,995.0,1007.6,1007.6,995.0,12.6,1.27,1007.6,990.8,8.8,0.88,1007.6,960.8,30.8,3.15,1007.6,960.8,33.8,3.47,1007.6,798.0,184.6,22.42,25937.4,25928.9,25833.5,25942.4,26271.8,26271.8,25833.5,235.4,0.90,26271.8,25044.0,835.8,3.29,26271.8,25044.0,914.0,3.60,26271.8,19807.8,6080.8,30.12,,
XTJ,Telecommunications,1536.7,1539.7,1543.0,1560.4,1568.2,1574.5,1560.4,7.8,0.50,1568.2,1536.7,35.4,2.31,1568.2,1496.0,73.5,4.92,1568.2,1515.3,72.2,4.82,1568.2,1101.4,435.1,38.40,16981.5,17014.7,17051.2,17243.7,17329.7,17329.7,16981.5,391.3,2.31,17329.7,16532.4,811.9,4.92,17329.7,16745.5,797.3,4.82,17329.7,11546.2,5735.6,49.47,,
XUJ,Utilities,5396.6,5445.8,5407.7,5397.0,5400.1,5407.5,5372.1,3.1,0.06,5445.8,5396.6,26.1,0.49,5445.8,5233.6,117.0,2.21,5445.8,5233.6,142.2,2.70,5445.8,4527.2,737.4,15.81,53061.4,53545.3,53170.6,53065.2,53095.6,53545.3,53061.4,256.6,0.49,53545.3,51459.2,1150.0,2.21,53545.3,51459.2,1397.9,2.70,53545.3,42294.1,9814.2,22.68,,
XMM,Metals & Mining,3641.6,3642.5,3674.6,3674.7,3656.9,3680.3,3645.4,-17.8,-0.48,3674.7,3641.6,21.2,0.58,3796.3,3607.3,47.8,1.32,3796.3,3607.3,13.5,0.37,4252.2,3071.9,-526.4,-12.58,4975.8,4977.1,5021.0,5021.1,4996.8,5021.1,4975.8,29.0,0.58,5187.3,4928.9,65.3,1.32,5187.3,4928.9,18.5,0.37,5661.9,4138.3,-573.3,-10.29,,
XGD,Gold,4996.3,4953.8,5041.8,5081.3,5000.1,5081.3,4977.2,-81.2,-1.60,5081.3,4953.8,43.5,0.88,5191.8,4770.1,58.9,1.19,5191.8,4770.1,101.4,2.07,7178.9,4550.0,-1970.9,-28.27,5761.7,5712.7,5814.2,5859.7,5766.0,5859.7,5712.7,50.1,0.88,5987.1,5500.9,67.9,1.19,5987.1,5500.9,116.9,2.07,8202.2,5214.8,-2198.5,-27.60,,
XJR,S&P/ASX 200 Res,4340.8,4340.9,4373.6,4378.7,4366.8,4385.4,4355.4,-11.9,-0.27,4378.7,4340.8,28.9,0.67,4470.6,4300.4,90.3,2.11,4470.6,4307.2,56.2,1.30,4925.8,3728.7,-510.9,-10.47,22197.3,22197.8,22365.4,22391.4,22330.6,22391.4,22197.3,148.1,0.67,22861.3,21990.8,462.2,2.11,22861.3,22025.4,287.5,1.30,24542.0,18796.9,-1971.5,-8.11,,
,
