Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-01-28T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 20,Jan 23,Jan 24,Jan 25,Jan 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 20,Jan 23,Jan 24,Jan 25,Jan 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1234.7,1231.8,1225.2,1225.1,1218.6,1226.1,1211.6,-6.5,-0.53,1234.7,1218.6,-7.1,-0.58,1234.7,1165.7,32.8,2.77,1234.7,1179.0,45.9,3.91,1557.8,1140.6,-309.9,-20.27,8458.0,8438.4,8392.9,8392.5,8347.8,8458.0,8347.8,-48.5,-0.58,8458.0,7985.3,224.9,2.77,8458.0,8076.6,314.2,3.91,10210.5,7636.0,-1615.2,-16.21,,
XSJ,Consumer Staples,7409.0,7390.9,7371.5,7407.1,7384.7,7450.1,7362.4,-22.4,-0.30,7409.0,7371.5,-60.9,-0.82,7562.4,7333.1,-100.2,-1.34,7562.4,7371.5,51.6,0.70,7967.2,7011.2,-522.7,-6.61,54216.3,54084.2,53941.6,54202.6,54038.4,54216.3,53941.6,-446.0,-0.82,55339.0,53661.0,-733.2,-1.34,55339.0,53941.6,377.4,0.70,56761.7,49979.4,-1104.1,-2.00,,
XEJ,Energy,13758.9,13757.1,13823.5,13891.4,13926.2,13997.4,13874.7,34.8,0.25,13926.2,13757.1,319.9,2.35,13926.2,12743.2,923.6,7.10,13926.2,12824.6,1183.0,9.28,17736.5,11605.0,-2061.7,-12.90,91745.4,91733.6,92176.0,92628.8,92861.3,92861.3,91733.6,2133.0,2.35,92861.3,84972.9,6158.7,7.10,92861.3,85515.8,7888.4,9.28,116809.6,77383.0,-11407.0,-10.94,,
XFJ,Financials,3988.4,3971.5,3980.0,4063.3,4066.9,4099.8,4053.5,3.6,0.09,4066.9,3971.5,98.4,2.48,4066.9,3905.9,79.6,2.00,4066.9,3937.7,161.0,4.12,4666.6,3596.7,-398.5,-8.92,35179.9,35030.7,35106.3,35840.6,35872.4,35872.4,35030.7,869.5,2.48,35872.4,34450.9,704.3,2.00,35872.4,34730.9,1421.5,4.13,38822.8,30965.7,-1049.5,-2.84,,
XXJ,Financial-x-A-REIT,4576.2,4564.9,4569.9,4673.3,4676.1,4722.0,4660.8,2.8,0.06,4676.1,4564.9,122.4,2.69,4676.1,4505.4,89.1,1.94,4676.1,4513.6,170.7,3.79,5430.9,4119.7,-503.6,-9.72,38708.9,38613.4,38655.7,39530.2,39553.8,39553.8,38613.4,1035.1,2.69,39553.8,38109.9,753.5,1.94,39553.8,38178.9,1443.8,3.79,43285.0,34142.5,-1505.9,-3.67,,
XHJ,Health Care,7964.2,7891.7,7811.9,7860.0,7878.6,7944.9,7853.3,18.6,0.24,7964.2,7811.9,-81.1,-1.02,8100.7,7811.9,-214.5,-2.65,8100.4,7811.9,-109.0,-1.37,9186.8,7082.8,-1219.5,-13.40,47521.9,47088.9,46613.0,46899.7,47010.9,47521.9,46613.0,-484.1,-1.02,48336.1,46613.0,-1280.0,-2.65,48334.2,46613.0,-650.7,-1.37,53892.5,41891.0,-5766.6,-10.93,,
XNJ,Industrials,3502.1,3507.6,3505.5,3544.0,3573.4,3583.5,3534.9,29.4,0.83,3573.4,3502.1,99.8,2.87,3573.4,3336.3,167.2,4.91,3573.4,3379.0,235.6,7.06,3870.5,3031.9,-179.4,-4.78,26755.6,26797.5,26781.8,27076.2,27300.5,27300.5,26755.6,762.5,2.87,27300.5,25488.9,1277.3,4.91,27300.5,25815.0,1800.3,7.06,28566.6,22990.4,-380.2,-1.37,,
XIJ,Info Technology,500.1,496.4,493.6,494.6,491.6,494.6,487.8,-3.0,-0.61,500.1,491.6,-5.5,-1.11,509.7,491.6,-11.8,-2.34,509.7,491.6,-6.9,-1.39,630.0,458.0,-128.3,-20.70,3056.2,3034.0,3016.6,3022.7,3004.5,3056.2,3004.5,-33.6,-1.11,3115.1,3004.5,-71.9,-2.34,3115.1,3004.5,-42.2,-1.39,3704.5,2743.0,-640.5,-17.57,,
XMJ,Materials,11541.4,11488.9,11458.5,11516.4,11668.1,11754.8,11565.1,151.7,1.32,11668.1,11458.5,228.4,2.00,11668.1,10492.6,875.8,8.11,11668.1,10665.2,1175.5,11.20,15046.2,10436.7,-2127.0,-15.42,74694.4,74354.6,74157.7,74532.6,75514.2,75514.2,74157.7,1478.1,2.00,75514.2,67906.8,5667.7,8.11,75514.2,69023.5,7607.4,11.20,96133.1,67434.3,-11888.0,-13.60,,
XPJ,A-REIT,815.8,805.0,811.1,821.1,823.0,823.0,815.9,1.9,0.23,823.0,805.0,11.5,1.42,836.7,777.5,18.3,2.28,836.7,785.8,45.5,5.85,887.0,708.9,-40.6,-4.70,20013.7,19749.2,19899.2,20143.2,20191.0,20191.0,19749.2,289.7,1.46,20518.8,19068.1,457.4,2.32,20518.8,19271.5,1122.9,5.89,20646.7,17036.7,284.4,1.43,,
XTJ,Telecommunications,1136.0,1132.8,1136.1,1139.9,1133.1,1140.0,1133.1,-6.8,-0.60,1139.9,1132.8,7.3,0.65,1161.1,1121.5,0.9,0.08,1161.1,1121.5,-2.4,-0.22,1161.1,891.0,155.2,15.87,11624.3,11591.5,11624.7,11663.7,11594.1,11663.7,11591.5,74.5,0.65,11880.8,11476.1,8.7,0.08,11880.8,11476.1,-25.3,-0.22,11880.8,8708.4,2448.3,26.77,,
XUJ,Utilities,4621.9,4632.2,4634.9,4629.2,4662.7,4669.6,4610.1,33.5,0.72,4662.7,4621.9,29.0,0.62,4663.0,4544.4,92.6,2.03,4663.0,4563.2,118.3,2.60,4663.0,3990.1,317.6,7.31,42902.4,42998.2,43023.2,42969.6,43281.4,43281.4,42902.4,269.1,0.63,43283.6,42182.5,859.9,2.03,43283.6,42357.6,1098.9,2.61,43283.6,35021.3,5419.0,14.31,,
XMM,Metals & Mining,4130.9,4111.9,4103.9,4121.8,4183.3,4215.9,4141.4,61.5,1.49,4183.3,4103.9,88.0,2.15,4183.3,3721.7,346.4,9.03,4183.3,3789.0,461.6,12.40,5491.6,3721.6,-819.6,-16.38,5500.3,5475.0,5464.3,5488.2,5570.1,5570.1,5464.3,117.3,2.15,5570.1,4955.4,461.2,9.03,5570.1,5045.1,614.7,12.40,7235.3,4955.3,-967.5,-14.80,,
XGD,Gold,6651.2,6604.3,6680.4,6703.1,6971.0,6988.3,6701.4,267.9,4.00,6971.0,6604.3,285.2,4.27,6971.0,6034.0,603.3,9.47,6971.0,6209.2,937.0,15.53,8435.7,6034.0,-262.0,-3.62,7599.0,7545.3,7632.3,7658.5,7964.6,7964.6,7545.3,326.1,4.27,7964.6,6893.8,689.5,9.48,7964.6,7094.0,1070.8,15.53,9595.8,6893.8,-245.2,-2.99,,
XJR,S&P/ASX 200 Res,4817.7,4800.8,4798.8,4821.0,4877.7,4913.4,4838.4,56.7,1.18,4877.7,4798.8,105.6,2.21,4877.7,4369.3,383.4,8.53,4877.7,4435.9,508.4,11.64,6355.0,4291.7,-899.4,-15.57,24003.4,23918.8,23908.9,24019.9,24302.1,24302.1,23908.9,525.9,2.21,24302.1,21769.1,1910.4,8.53,24302.1,22101.1,2533.1,11.64,31311.1,21378.1,-3914.6,-13.87,,
,
