Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-12-18T23:15:11+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 13,Dec 14,Dec 15,Dec 16,Dec 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 13,Dec 14,Dec 15,Dec 16,Dec 17,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1498.5,1491.3,1486.5,1492.3,1500.4,1503.8,1490.8,8.1,0.54,1500.4,1486.5,3.3,0.22,1538.9,1484.2,-21.3,-1.40,1670.5,1424.3,-136.4,-8.33,1670.5,1424.3,-87.4,-5.50,9767.4,9720.8,9689.4,9727.2,9779.7,9779.7,9689.4,21.5,0.22,10030.9,9674.5,-138.8,-1.40,10680.0,9106.3,-498.5,-4.85,10680.0,9106.3,-188.6,-1.89,,
XSJ,Consumer Staples,7607.9,7606.9,7633.0,7686.0,7642.8,7721.1,7642.8,-43.2,-0.56,7686.0,7606.9,30.7,0.40,8022.9,7606.9,-332.8,-4.17,8415.1,7095.7,-166.5,-2.13,8415.1,7095.7,141.1,1.88,53053.9,53047.0,53229.0,53599.0,53297.7,53599.0,53047.0,214.3,0.40,55885.8,53047.0,-2258.6,-4.07,58402.4,47464.4,1059.5,2.03,58402.4,47464.4,3117.4,6.21,,
XEJ,Energy,16083.2,16156.5,16192.1,16305.4,16206.1,16312.0,16184.4,-99.3,-0.61,16305.4,16083.2,123.3,0.77,16305.4,15099.7,1044.5,6.89,16753.3,13714.7,86.9,0.54,16753.3,13714.7,562.6,3.60,104889.4,105367.9,105599.8,106338.9,105691.1,106338.9,104889.4,803.9,0.77,106338.9,98475.6,6811.6,6.89,106793.3,88395.3,2939.9,2.86,106793.3,88395.3,5972.6,5.99,,
XFJ,Financials,4437.5,4432.3,4428.6,4440.1,4416.9,4450.2,4416.9,-23.2,-0.52,4440.1,4416.9,2.7,0.06,4440.1,4210.9,113.3,2.63,5040.0,4077.7,-386.7,-8.05,5040.0,4077.7,-142.0,-3.12,36603.9,36560.9,36530.7,36625.8,36434.4,36625.8,36434.4,22.2,0.06,36625.8,34733.8,936.2,2.64,39826.8,32702.7,-1084.7,-2.89,39826.8,32702.7,899.6,2.53,,
XXJ,Financials-x-A-REIT,5159.8,5146.3,5133.3,5150.7,5136.0,5170.4,5135.0,-14.7,-0.29,5159.8,5133.3,22.5,0.44,5159.8,4852.2,139.7,2.80,5934.6,4674.3,-471.4,-8.41,5934.6,4674.3,-179.0,-3.37,40900.8,40793.7,40690.5,40828.7,40711.6,40900.8,40690.5,178.4,0.44,40900.8,38460.0,1109.0,2.80,44955.1,35932.3,-1327.2,-3.16,44955.1,35932.3,867.8,2.18,,
XHJ,Health Care,8879.6,8849.7,8835.2,8920.1,8978.0,9003.7,8871.7,57.9,0.65,8978.0,8835.2,92.8,1.04,8978.0,8479.3,595.5,7.10,9195.2,7848.5,225.5,2.58,9195.2,7848.5,554.6,6.58,51510.1,51336.7,51252.6,51745.4,52081.0,52081.0,51252.6,538.5,1.04,52081.0,48626.5,3454.5,7.10,52486.9,44799.6,2747.1,5.57,52486.9,44799.6,4602.4,9.69,,
XNJ,Industrials,3767.7,3774.6,3793.3,3799.0,3770.9,3800.8,3770.9,-28.1,-0.74,3799.0,3767.7,2.1,0.06,3799.0,3676.0,87.7,2.38,4145.5,3140.1,-234.2,-5.85,4145.5,3140.1,-61.4,-1.60,27628.2,27678.2,27815.9,27857.4,27651.4,27857.4,27628.2,15.3,0.06,27857.4,26955.7,643.4,2.38,29527.1,22749.0,-875.5,-3.07,29527.1,22749.0,486.1,1.79,,
XIJ,Info Technology,635.6,643.9,640.2,652.1,651.8,654.5,647.0,-0.3,-0.05,652.1,635.6,17.9,2.83,652.1,595.6,56.2,9.43,736.7,559.3,-20.9,-3.10,736.7,559.3,-7.4,-1.12,3737.6,3786.2,3764.3,3834.2,3832.5,3834.2,3737.6,105.2,2.82,3834.2,3502.0,330.3,9.43,4262.9,3236.2,-6.2,-0.16,4262.9,3236.2,70.8,1.88,,
XMJ,Materials,13967.6,14087.9,14068.7,14095.7,14012.5,14094.8,13996.7,-83.2,-0.59,14095.7,13967.6,67.6,0.48,14095.7,13226.3,626.9,4.68,14095.7,10889.1,1235.3,9.67,14095.7,10889.1,1932.0,15.99,88495.3,89257.3,89135.8,89307.1,88779.6,89307.1,88495.3,428.0,0.48,89307.1,83798.8,3998.2,4.72,89307.1,68188.9,9459.9,11.93,89307.1,68188.9,13784.5,18.38,,
XPJ,A-REIT,847.4,853.1,860.3,858.9,843.4,859.2,843.4,-15.5,-1.80,860.3,843.4,-17.0,-1.98,860.4,829.6,14.5,1.75,920.6,813.8,-53.9,-6.01,920.6,813.8,-14.4,-1.68,19249.1,19379.3,19542.9,19510.5,19159.3,19542.9,19159.3,-386.1,-1.98,19545.3,18829.1,330.1,1.75,20582.4,17970.7,-273.8,-1.41,20582.4,17970.7,826.1,4.51,,
XTJ,Telecommunications,940.4,943.2,953.9,947.9,954.9,958.7,947.9,7.0,0.74,954.9,940.4,12.5,1.33,987.4,894.3,62.6,7.02,1182.5,892.3,-220.4,-18.75,1182.5,892.3,-217.6,-18.56,8788.7,8815.5,8915.2,8858.9,8930.6,8930.6,8788.7,123.2,1.40,9228.4,8339.6,591.0,7.09,10067.0,8339.6,-1075.0,-10.74,10067.0,8339.6,-1051.2,-10.53,,
XUJ,Utilities,4454.5,4355.2,4355.7,4462.9,4467.2,4467.2,4419.5,4.3,0.10,4467.2,4355.2,16.1,0.36,4492.4,4341.8,-56.8,-1.25,4614.3,3998.4,139.2,3.22,4614.3,3998.4,264.3,6.29,38346.5,37492.2,37496.1,38419.5,38455.7,38455.7,37492.2,138.3,0.36,38811.8,37376.7,-356.1,-0.92,39587.2,33266.4,3127.0,8.85,39587.2,33266.4,4498.5,13.25,,
XMM,Metals & Mining,5096.8,5145.0,5132.8,5140.9,5110.2,5141.6,5102.7,-30.7,-0.60,5145.0,5096.8,24.1,0.47,5145.0,4812.9,237.1,4.87,5145.0,3866.0,574.5,12.67,5145.0,3866.0,829.5,19.38,6660.2,6723.3,6707.3,6717.9,6677.8,6723.3,6660.2,31.5,0.47,6723.3,6289.3,309.8,4.87,6723.3,5001.6,860.1,14.78,6723.3,5001.6,1187.1,21.62,,
XGD,Gold,7917.5,8047.5,8116.5,8134.4,8084.0,8129.7,8026.4,-50.4,-0.62,8134.4,7917.5,156.3,1.97,8134.4,7730.2,332.4,4.29,8421.8,5090.0,2227.4,38.03,8421.8,5090.0,2434.5,43.09,8986.7,9134.3,9212.6,9232.8,9175.7,9232.8,8986.7,177.4,1.97,9232.8,8774.1,377.3,4.29,9559.1,5742.7,2571.0,38.93,9559.1,5742.7,2804.6,44.02,,
XJR,Resources,5875.5,5923.9,5916.0,5932.6,5894.2,5933.4,5889.9,-38.4,-0.65,5932.6,5875.5,27.1,0.46,5932.6,5563.8,290.1,5.18,5932.6,4611.8,471.8,8.70,5932.6,4611.8,743.4,14.43,28697.6,28933.7,28895.3,28976.2,28788.7,28976.2,28697.6,132.2,0.46,28976.2,27174.9,1416.8,5.18,28976.2,22285.5,2829.3,10.90,28976.2,22285.5,4129.9,16.75,,
,
