Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-07-16T23:15:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1360.2,1329.0,1324.0,1295.2,1284.0,1295.2,1283.1,-11.2,-0.86,1360.2,1284.0,-99.7,-7.21,1383.7,1284.0,-66.0,-4.89,1557.8,1284.0,-216.8,-14.44,1572.1,1284.0,-205.1,-13.77,9059.4,8851.6,8817.9,8626.0,8552.0,9059.4,8552.0,-663.9,-7.20,9215.8,8552.0,-435.8,-4.85,10210.5,8552.0,-1230.3,-12.58,10246.9,8552.0,-968.4,-10.17,,
XSJ,Consumer Staples,7806.5,7704.5,7745.8,7664.1,7686.3,7701.9,7651.9,22.2,0.29,7806.5,7664.1,-217.1,-2.75,7909.0,7637.7,-40.5,-0.52,8013.9,7490.6,-28.2,-0.37,8415.1,7278.8,303.5,4.11,55648.8,54921.4,55215.9,54633.8,54792.1,55648.8,54633.8,-1547.6,-2.75,56379.4,54370.3,-198.2,-0.36,56701.2,52783.5,994.2,1.85,58402.4,49651.7,4430.8,8.80,,
XEJ,Energy,14840.9,14629.0,14746.1,14781.5,14665.0,14787.2,14608.2,-116.5,-0.79,14840.9,14629.0,-473.0,-3.12,15138.0,14381.0,-795.7,-5.15,17736.5,14381.0,-1449.4,-8.99,17736.5,14381.0,-0.7,-0.00,97739.7,96344.0,97115.8,97348.3,96581.4,97739.7,96344.0,-3115.0,-3.12,101821.6,94710.8,-5240.2,-5.15,116809.6,94710.8,-8511.8,-8.10,116809.6,92839.0,2056.6,2.18,,
XFJ,Financials,4216.7,4119.9,4123.5,4076.2,4063.5,4076.2,4043.3,-12.7,-0.31,4216.7,4063.5,-237.2,-5.52,4310.2,4063.5,-181.2,-4.27,4666.6,4063.5,-298.3,-6.84,4666.6,4063.5,-280.9,-6.47,35884.5,35061.2,35091.7,34689.1,34580.8,35884.5,34580.8,-2018.8,-5.52,36678.8,34580.8,-1449.0,-4.02,38822.8,34580.8,-1482.8,-4.11,38822.8,33566.7,-262.4,-0.75,,
XXJ,Financial-x-A-REIT,4868.9,4750.9,4752.1,4698.4,4680.7,4698.4,4655.3,-17.7,-0.38,4868.9,4680.7,-290.5,-5.84,4988.8,4680.7,-196.7,-4.03,5430.9,4680.7,-383.1,-7.57,5430.9,4680.7,-328.8,-6.56,39720.3,38757.3,38767.6,38329.2,38185.0,39720.3,38185.0,-2369.7,-5.84,40698.6,38185.0,-1603.0,-4.03,43285.0,38185.0,-1955.7,-4.87,43285.0,36843.2,-324.1,-0.84,,
XHJ,Health Care,8368.5,8248.7,8447.6,8448.4,8392.7,8498.1,8379.9,-55.7,-0.66,8448.4,8248.7,-102.8,-1.21,8551.2,8067.6,56.1,0.67,9186.8,8067.6,-540.5,-6.05,9186.8,7893.1,282.6,3.48,49092.0,48389.2,49556.0,49560.9,49234.1,49560.9,48389.2,-603.0,-1.21,50164.1,47326.8,328.9,0.67,53892.5,47326.8,-2587.1,-4.99,53892.5,45054.7,2941.0,6.35,,
XNJ,Industrials,3575.7,3499.4,3523.0,3501.7,3509.0,3518.0,3498.0,7.3,0.21,3575.7,3499.4,-107.5,-2.97,3616.5,3410.4,-54.0,-1.51,3870.5,3410.4,-227.5,-6.09,3870.5,3321.6,119.8,3.53,26808.4,26236.8,26413.4,26254.2,26308.3,26808.4,26236.8,-806.6,-2.97,27114.9,25569.6,-244.4,-0.92,28566.6,25569.6,-1251.9,-4.54,28566.6,24064.2,1754.1,7.14,,
XIJ,Info Technology,557.4,545.0,550.6,537.5,529.2,537.5,527.1,-8.3,-1.54,557.4,529.2,-43.1,-7.53,578.5,529.2,-50.4,-8.70,666.6,529.2,-115.5,-17.92,666.6,529.2,-86.9,-14.11,3338.8,3264.3,3297.7,3219.1,3169.9,3338.8,3169.9,-258.0,-7.53,3471.7,3169.9,-301.8,-8.69,3919.5,3169.9,-621.1,-16.38,3919.5,3169.9,-395.2,-11.08,,
XMJ,Materials,13608.5,13373.7,13457.1,13502.3,13409.6,13502.3,13326.8,-92.7,-0.69,13608.5,13373.7,-397.1,-2.88,13806.7,12740.1,180.8,1.37,15046.2,12740.1,-671.0,-4.77,15046.2,11391.3,1834.8,15.85,87007.5,85506.3,86039.4,86328.5,85736.0,87007.5,85506.3,-2538.8,-2.88,88274.8,81455.6,1156.2,1.37,96133.1,81455.6,-3475.2,-3.90,96133.1,71376.9,13209.8,18.21,,
XPJ,A-REIT,834.8,821.3,824.5,814.4,814.5,817.7,811.7,0.1,0.01,834.8,814.4,-32.3,-3.81,853.6,814.4,-47.0,-5.46,887.0,814.4,-25.3,-3.02,908.7,814.4,-53.3,-6.14,19803.2,19481.8,19559.0,19318.2,19321.0,19803.2,19318.2,-766.9,-3.82,20209.8,19318.2,-804.3,-4.00,20646.7,19222.9,-33.0,-0.17,20646.7,18829.1,-113.1,-0.58,,
XTJ,Telecommunications,1035.1,1021.9,1021.8,1021.6,1025.5,1028.9,1021.6,3.9,0.38,1035.1,1021.6,-3.4,-0.33,1040.3,990.5,-18.4,-1.76,1052.8,891.0,65.9,6.87,1126.6,891.0,-79.2,-7.17,10122.4,9993.5,9992.2,9991.1,10029.3,10122.4,9991.1,-32.8,-0.33,10208.4,9686.6,-179.1,-1.75,10295.5,8708.4,1054.8,11.75,10295.5,8339.6,193.1,1.96,,
XUJ,Utilities,4399.5,4344.0,4352.7,4353.2,4329.8,4367.3,4320.6,-23.4,-0.54,4399.5,4329.8,-77.2,-1.75,4407.0,4211.4,-30.9,-0.71,4452.1,3990.1,-83.6,-1.89,4614.3,3990.1,127.9,3.04,39642.0,39141.7,39220.4,39224.5,39013.7,39642.0,39013.7,-695.9,-1.75,39709.6,37946.6,203.9,0.53,39709.6,35021.3,556.6,1.45,39709.6,35021.3,3547.1,10.00,,
XMM,Metals & Mining,4934.3,4847.7,4878.8,4900.9,4868.6,4900.9,4838.4,-32.3,-0.66,4934.3,4847.7,-136.8,-2.73,5005.4,4602.3,75.7,1.58,5491.6,4602.3,-277.1,-5.38,5491.6,4044.7,761.3,18.53,6501.5,6387.3,6428.4,6457.4,6414.9,6501.5,6387.3,-180.3,-2.73,6595.2,6064.0,99.8,1.58,7235.3,6064.0,-309.2,-4.60,7235.3,5232.9,1101.0,20.72,,
XGD,Gold,7478.1,7394.6,7484.7,7642.1,7709.2,7734.9,7638.4,67.1,0.88,7709.2,7394.6,188.6,2.51,7709.2,6946.7,489.5,6.78,8435.7,6946.7,-389.9,-4.81,8435.7,6048.9,1436.8,22.91,8507.1,8412.1,8514.6,8693.6,8770.0,8770.0,8412.1,214.5,2.51,8770.0,7902.5,556.8,6.78,9595.8,7902.5,-422.9,-4.60,9595.8,6838.7,1678.7,23.67,,
XJR,S&P/ASX 200 Res,5632.4,5539.7,5576.7,5598.5,5560.2,5598.5,5527.8,-38.3,-0.68,5632.4,5539.7,-161.1,-2.82,5721.3,5314.8,6.1,0.11,6355.0,5314.8,-348.6,-5.90,6355.0,4835.8,649.9,13.24,27750.5,27293.9,27476.4,27583.8,27395.1,27750.5,27293.9,-793.5,-2.81,28188.6,26185.8,30.2,0.11,31311.1,26185.8,-1465.0,-5.08,31311.1,23368.4,3666.9,15.45,,
,
