Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-01-15T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 10,Jan 11,Jan 12,Jan 13,Jan 14,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 10,Jan 11,Jan 12,Jan 13,Jan 14,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XEJ,Energy,16160.4,16133.6,16230.0,16398.1,16406.6,16411.3,16345.4,8.5,0.05,16406.6,16133.6,301.2,1.87,16406.6,16018.7,250.1,1.55,16406.6,16018.7,292.2,1.81,16406.6,13714.7,351.6,2.19,105393.3,105218.0,105847.1,106943.2,106998.9,106998.9,105218.0,1964.4,1.87,106998.9,104469.1,1631.0,1.55,106998.9,104469.1,1905.8,1.81,106998.9,88395.3,4657.2,4.55,,
XFJ,Financials,4337.0,4336.6,4326.9,4392.5,4405.6,4408.0,4392.4,13.1,0.30,4405.6,4326.9,75.0,1.73,4440.1,4326.9,-26.7,-0.60,4405.6,4326.9,43.8,1.00,5040.0,4077.7,-426.0,-8.82,35858.5,35855.7,35775.6,36317.6,36428.1,36428.1,35775.6,622.1,1.74,36625.8,35775.6,-132.8,-0.36,36428.1,35775.6,364.4,1.01,39826.8,32702.7,-1312.0,-3.48,,
XXJ,Financials-x-A-REIT,5025.4,5022.2,5008.8,5086.7,5105.8,5108.3,5086.7,19.1,0.38,5105.8,5008.8,84.5,1.68,5150.7,5008.8,-40.5,-0.79,5105.8,5008.8,42.0,0.83,5934.6,4674.3,-542.2,-9.60,39836.4,39810.6,39705.1,40322.4,40473.5,40473.5,39705.1,669.9,1.68,40828.7,39705.1,-320.2,-0.78,40473.5,39705.1,332.7,0.83,44955.1,35932.3,-1871.1,-4.42,,
XHJ,Health Care,8894.7,8900.2,8893.6,9001.9,8991.2,9050.0,8964.3,-10.7,-0.12,9001.9,8893.6,106.1,1.19,9007.4,8835.2,141.5,1.60,9001.9,8885.1,58.0,0.65,9195.2,7848.5,498.6,5.87,51597.8,51629.5,51591.6,52219.4,52157.3,52219.4,51591.6,615.2,1.19,52251.5,51252.6,820.7,1.60,52219.4,51542.1,336.1,0.65,52486.9,44799.6,4288.1,8.96,,
XNJ,Industrials,3773.5,3756.6,3750.5,3813.6,3802.4,3813.6,3791.1,-11.2,-0.29,3813.6,3750.5,60.7,1.62,3813.6,3689.8,27.8,0.74,3813.6,3689.8,65.9,1.76,4069.1,3140.1,-261.6,-6.44,27833.1,27708.7,27663.8,28129.2,28046.1,28129.2,27663.8,447.6,1.62,28129.2,27216.1,367.9,1.33,28129.2,27216.1,485.9,1.76,28982.6,22749.0,-900.2,-3.11,,
XIJ,Info Technology,638.9,644.8,642.7,646.0,655.4,656.2,646.0,9.4,1.46,655.4,638.9,8.6,1.33,655.4,638.9,11.5,1.78,655.4,638.9,10.7,1.66,736.7,559.3,-30.8,-4.48,3756.8,3791.7,3779.0,3798.3,3854.0,3854.0,3756.8,50.8,1.34,3854.0,3756.8,67.8,1.79,3854.0,3756.8,63.1,1.66,4262.9,3236.2,-61.6,-1.57,,
XMJ,Materials,13873.4,13817.5,14005.5,14264.2,14208.3,14264.2,14122.2,-55.9,-0.39,14264.2,13817.5,325.9,2.35,14275.7,13817.5,120.4,0.85,14264.2,13817.5,127.7,0.91,14275.7,10889.1,1147.4,8.78,87898.6,87543.9,88735.5,90374.4,90020.4,90374.4,87543.9,2065.1,2.35,90447.0,87543.9,763.0,0.85,90374.4,87543.9,809.1,0.91,90447.0,68188.9,8939.2,11.02,,
XPJ,A-REIT,843.4,845.8,845.8,856.8,856.1,856.9,851.8,-0.7,-0.08,856.8,843.4,16.7,1.99,860.3,834.2,3.0,0.35,856.8,834.2,16.3,1.94,908.7,813.8,-39.2,-4.37,19436.2,19491.8,19490.4,19745.7,19733.9,19745.7,19436.2,390.9,2.02,19745.7,19159.3,354.6,1.83,19745.7,19222.9,380.0,1.96,20582.4,17970.7,340.3,1.75,,
XTJ,Telecommunications,957.3,977.6,981.4,990.1,984.4,992.4,983.0,-5.7,-0.58,990.1,957.3,30.6,3.21,990.1,947.9,41.2,4.37,990.1,953.8,24.8,2.58,1173.8,892.3,-158.7,-13.88,8952.9,9143.3,9178.8,9260.0,9206.2,9260.0,8952.9,286.3,3.21,9260.0,8815.5,390.7,4.43,9260.0,8919.9,231.7,2.58,10046.4,8339.6,-525.2,-5.40,,
XUJ,Utilities,4422.9,4416.2,4396.9,4439.8,4445.2,4447.4,4426.1,5.4,0.12,4445.2,4396.9,14.1,0.32,4467.2,4355.7,90.0,2.07,4445.2,4388.7,31.8,0.72,4614.3,3998.4,132.2,3.06,38540.4,38481.5,38313.4,38687.8,38734.7,38734.7,38313.4,123.1,0.32,38734.7,37492.2,1242.5,3.31,38734.7,38242.6,277.6,0.72,39587.2,33266.4,3528.5,10.02,,
XMM,Metals & Mining,5050.1,5027.7,5105.5,5200.5,5180.1,5200.5,5146.1,-20.4,-0.39,5200.5,5027.7,125.6,2.49,5211.2,5027.7,35.1,0.68,5200.5,5027.7,34.4,0.67,5211.2,3866.0,521.6,11.20,6599.2,6570.0,6671.6,6795.7,6769.1,6795.7,6570.0,164.1,2.48,6809.8,6570.0,45.8,0.68,6795.7,6570.0,44.9,0.67,6809.8,5001.6,793.8,13.28,,
XGD,Gold,7731.8,7687.0,7801.8,7877.9,7745.4,7877.9,7710.7,-132.5,-1.68,7877.9,7687.0,18.4,0.24,8175.0,7687.0,-302.1,-3.75,8136.9,7687.0,-353.7,-4.37,8421.8,5090.0,1745.3,29.09,8775.9,8725.1,8855.4,8941.7,8791.4,8941.7,8725.1,20.9,0.24,9279.0,8725.1,-342.9,-3.75,9235.8,8725.1,-401.5,-4.37,9559.1,5742.7,2025.0,29.93,,
XJR,Resources,5830.0,5807.9,5883.0,5980.6,5962.4,5980.6,5927.2,-18.2,-0.30,5980.6,5807.9,132.9,2.28,5985.5,5807.9,38.5,0.65,5980.6,5807.9,53.6,0.91,5985.5,4611.8,438.6,7.94,28475.2,28367.3,28734.1,29211.0,29121.9,29211.0,28367.3,649.1,2.28,29234.7,28367.3,188.2,0.65,29211.0,28367.3,261.7,0.91,29234.7,22285.5,2677.4,10.12,,
,
