Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-04-18T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 10,Apr 13,Apr 14,Apr 15,Apr 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2193.6,2196.3,2180.6,2208.2,2183.8,2208.9,2183.8,-24.4,-1.10,2208.2,2180.6,-5.7,-0.26,2208.2,2151.3,29.6,1.37,2233.1,2001.2,139.4,6.82,2233.1,2001.2,20.3,0.94,5631.6,5642.2,5649.3,5609.1,5680.1,5680.1,5609.1,48.4,0.86,5680.1,5513.8,161.6,2.93,5693.5,5089.5,482.5,9.28,5754.2,4882.3,289.3,5.37,,
XDJ,Consumer Discretionary,2011.5,2001.6,1969.2,1994.1,1962.4,1995.3,1962.4,-31.7,-1.59,2011.5,1962.4,-51.8,-2.57,2014.2,1930.1,21.4,1.10,2014.2,1713.3,209.1,11.93,2014.2,1713.3,120.3,6.53,15715.2,15694.3,15616.9,15364.2,15557.9,15694.3,15364.2,-157.3,-1.00,15715.2,14995.4,485.8,3.22,15715.2,13162.6,2088.2,15.50,15715.2,12935.8,1673.4,12.05,,
XSJ,Consumer Staples,9443.2,9346.9,9267.9,9292.3,9155.5,9298.6,9148.5,-136.8,-1.47,9443.2,9155.5,-297.4,-3.15,9452.9,9155.5,-155.7,-1.67,10122.8,9021.7,-17.6,-0.19,10122.8,9021.7,-870.8,-8.68,80384.9,80302.6,79483.5,78811.8,79019.0,80302.6,78811.8,-1365.9,-1.70,80384.9,78440.8,507.6,0.65,85291.5,75246.2,2510.3,3.28,85291.5,73342.3,-2752.1,-3.37,,
XEJ,Energy,11316.2,11398.5,11511.4,11684.6,11695.8,11767.2,11660.9,11.2,0.10,11695.8,11316.2,438.7,3.90,11695.8,10678.2,593.8,5.35,12048.3,10301.0,94.4,0.81,12048.3,10301.0,-2185.6,-15.74,84159.6,84601.2,85216.9,86061.1,87355.3,87355.3,84601.2,3195.8,3.80,87355.3,79831.4,4355.5,5.25,87551.8,74854.3,3051.0,3.62,111140.9,74854.3,-11831.8,-11.93,,
XFJ,Financials,7149.2,7128.2,7055.6,7100.4,7011.3,7100.4,6997.0,-89.1,-1.25,7149.2,7011.3,-137.7,-1.93,7186.4,6980.9,20.9,0.30,7186.4,6165.5,755.9,12.08,7186.4,6165.5,926.3,15.22,75247.4,75249.9,75028.9,74265.0,74749.3,75249.9,74265.0,-498.0,-0.66,75638.7,73476.0,1173.7,1.60,75638.7,64303.3,9510.1,14.58,75638.7,59639.1,13919.7,22.88,,
XXJ,Financial-x-A-REIT,8361.1,8337.4,8247.9,8299.4,8203.9,8300.5,8189.1,-95.5,-1.15,8361.1,8203.9,-153.8,-1.84,8394.2,8168.9,30.6,0.37,8394.2,7130.2,921.7,12.66,8394.2,7130.2,997.1,13.84,84298.2,84332.5,84093.3,83190.7,83727.9,84332.5,83190.7,-570.3,-0.68,84666.9,82394.3,1289.7,1.56,84666.9,71254.0,10955.5,15.05,84666.9,66776.9,14679.2,21.26,,
XHJ,Health Care,19900.5,19933.9,19778.9,19718.9,19458.5,19734.5,19431.9,-260.4,-1.32,19933.9,19458.5,-309.3,-1.56,19933.9,19138.2,365.0,1.91,19933.9,17005.1,1971.3,11.27,19933.9,17005.1,5307.5,37.51,127731.3,128588.8,128804.9,127803.2,127415.8,128804.9,127415.8,-315.6,-0.25,128804.9,123249.4,4166.4,3.38,128804.9,108911.1,15417.1,13.77,128804.9,88629.9,37837.9,42.24,,
XNJ,Industrials,4741.1,4771.0,4764.5,4761.0,4708.2,4761.2,4705.9,-52.8,-1.11,4771.0,4708.2,-60.3,-1.26,4771.0,4652.3,63.8,1.37,4771.0,4233.2,386.4,8.94,4771.0,4233.2,653.8,16.13,41326.1,41089.3,41347.7,41291.6,41261.4,41347.7,41089.3,-64.7,-0.16,41347.7,40177.9,1083.5,2.70,41347.7,36323.0,4177.8,11.27,41347.7,32870.0,7363.6,21.72,,
XIJ,Info Technology,824.5,825.5,811.3,813.6,813.3,821.3,812.4,-0.3,-0.04,825.5,811.3,-18.7,-2.25,853.2,811.3,-30.5,-3.62,853.7,757.6,30.6,3.91,853.7,757.6,36.7,4.73,5673.6,5621.9,5628.7,5532.5,5547.7,5628.7,5532.5,-125.9,-2.22,5800.0,5532.5,-188.4,-3.28,5803.2,5098.0,281.1,5.34,5803.2,4958.9,397.0,7.71,,
XMJ,Materials,9015.3,8979.8,9044.7,9166.0,9071.2,9166.0,9026.7,-94.8,-1.03,9166.0,8979.8,-72.5,-0.79,9323.7,8979.8,61.2,0.68,9946.3,8248.8,343.5,3.94,9946.3,8248.8,-1180.4,-11.51,66060.4,65132.2,64876.3,65345.2,66221.5,66221.5,64876.3,161.1,0.24,67341.8,64876.3,1145.6,1.76,70664.0,58495.7,4329.2,6.99,73622.9,57471.6,-5106.3,-7.16,,
XPJ,A-REIT,1318.7,1314.1,1305.1,1314.1,1289.3,1314.5,1279.1,-24.8,-1.89,1318.7,1289.3,-32.4,-2.45,1335.5,1283.2,-2.1,-0.16,1343.7,1197.3,103.1,8.69,1343.7,1197.3,248.8,23.92,38777.4,38691.3,38554.0,38290.5,38555.0,38691.3,38290.5,-222.4,-0.57,39172.5,37640.1,675.3,1.78,39203.9,34828.8,4049.5,11.74,39203.9,29093.1,9560.3,32.97,,
XTJ,Telecommunications,2240.9,2227.6,2195.4,2210.0,2178.2,2210.0,2175.5,-31.8,-1.44,2240.9,2178.2,-44.1,-1.98,2257.7,2178.2,-28.2,-1.28,2321.2,2072.7,91.4,4.38,2321.2,2072.7,390.2,21.82,28038.7,28273.9,28105.3,27699.2,27883.9,28273.9,27699.2,-154.8,-0.55,28464.6,27699.2,65.3,0.23,28647.5,25580.0,2129.7,8.27,28647.5,21544.5,6388.0,29.72,,
XUJ,Utilities,6777.8,6773.7,6704.0,6724.6,6671.2,6735.8,6646.7,-53.4,-0.79,6777.8,6671.2,-75.8,-1.12,6777.8,6409.8,184.1,2.84,6844.8,5936.5,757.0,12.80,6844.8,5936.5,997.9,17.59,74711.2,75052.4,75007.5,74235.0,74463.4,75052.4,74235.0,-247.7,-0.33,75052.4,70977.9,2629.6,3.66,75793.9,65111.5,9597.2,14.80,75793.9,59818.8,14835.4,24.88,,
XMM,Metals & Mining,2650.6,2628.0,2657.0,2705.3,2674.3,2705.4,2658.0,-31.1,-1.15,2705.3,2628.0,-25.1,-0.93,2780.1,2628.0,4.6,0.17,3045.0,2488.4,27.3,1.03,3045.0,2488.4,-663.3,-19.87,3995.7,3923.6,3890.0,3933.0,4004.5,4004.5,3890.0,8.8,0.22,4114.5,3890.0,53.3,1.35,4412.5,3604.6,170.1,4.44,4936.1,3537.4,-754.5,-15.85,,
XGD,Gold,2631.2,2601.7,2582.4,2628.1,2576.9,2628.1,2576.9,-51.2,-1.95,2631.2,2576.9,13.0,0.51,2631.2,2317.2,237.8,10.17,2727.5,2069.2,529.5,25.87,2727.5,2069.2,321.2,14.24,2995.5,3074.1,3039.6,3017.1,3070.5,3074.1,3017.1,75.0,2.50,3074.1,2704.0,340.9,12.49,3182.8,2412.7,683.3,28.62,3182.8,1941.8,444.1,16.91,,
XJR,S&P/ASX 200 Res,3366.8,3355.2,3392.4,3450.8,3425.4,3450.8,3410.5,-25.4,-0.74,3450.8,3355.2,20.4,0.60,3475.6,3341.9,62.8,1.87,3741.5,3157.8,35.1,1.04,3741.5,3157.8,-781.2,-18.57,18927.1,18715.2,18650.7,18857.1,19181.7,19181.7,18650.7,254.6,1.34,19318.2,18576.8,491.8,2.63,20466.3,17142.0,777.8,4.23,23407.3,16867.8,-3283.1,-14.61,,
,
