Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-05-12T23:15:15+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 7,May 8,May 9,May 10,May 11,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 7,May 8,May 9,May 10,May 11,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1274.9,1290.1,1276.7,1291.6,1291.9,1296.3,1289.3,0.3,0.02,1291.9,1274.9,-16.9,-1.29,1313.3,1274.9,12.6,0.99,1313.3,1179.0,119.2,10.16,1427.2,1140.6,-138.6,-9.69,8943.9,9050.5,8956.6,9061.2,9063.0,9063.0,8943.9,-118.4,-1.29,9212.9,8943.9,88.5,0.99,9212.9,8076.6,1029.5,12.81,9502.0,7636.0,-460.8,-4.84,,
XSJ,Consumer Staples,7731.7,7745.7,7724.0,7782.8,7845.5,7861.7,7777.5,62.7,0.81,7845.5,7724.0,15.1,0.19,7845.5,7455.3,383.4,5.14,7845.5,7241.1,512.4,6.99,7909.4,7011.2,42.4,0.54,57819.3,57923.9,57761.6,58201.3,58670.2,58670.2,57761.6,113.5,0.19,58670.2,55752.0,2867.3,5.14,58670.2,52987.4,5009.2,9.33,58670.2,49979.4,3137.4,5.65,,
XEJ,Energy,13472.8,13494.4,13202.3,13321.0,13276.2,13390.6,13245.4,-44.8,-0.34,13494.4,13202.3,-667.5,-4.79,14406.8,13202.3,-520.3,-3.77,14705.5,12824.6,533.0,4.18,16512.9,11605.0,-2799.6,-17.42,90850.7,90996.4,89026.4,89827.0,89524.7,90996.4,89026.4,-4501.1,-4.79,97148.7,89026.4,-3508.7,-3.77,98057.5,85515.8,4551.7,5.36,108751.5,77383.0,-16348.1,-15.44,,
XFJ,Financials,4243.1,4253.4,4238.9,4216.1,4200.9,4216.3,4191.6,-15.2,-0.36,4253.4,4200.9,-102.6,-2.38,4331.2,4148.9,84.1,2.04,4331.2,3931.7,294.9,7.55,4465.8,3596.7,-239.4,-5.39,37913.1,38005.0,37874.8,37833.3,37696.7,38005.0,37696.7,-724.1,-1.88,38661.3,36743.0,953.7,2.60,38661.3,34730.9,3245.7,9.42,38661.3,30965.7,382.1,1.02,,
XXJ,Financial-x-A-REIT,4866.3,4870.0,4852.1,4828.5,4812.2,4828.7,4801.5,-16.3,-0.34,4870.0,4812.2,-129.3,-2.62,4982.4,4788.2,61.4,1.29,4982.4,4502.6,306.8,6.81,5184.0,4119.7,-345.6,-6.70,41679.4,41710.7,41557.2,41568.9,41428.6,41710.7,41428.6,-862.1,-2.04,42631.7,40644.4,784.3,1.93,42631.7,38178.9,3318.7,8.71,42631.7,34142.5,-147.9,-0.36,,
XHJ,Health Care,8926.9,8989.4,8977.7,9047.1,9124.4,9136.5,9043.5,77.3,0.85,9124.4,8926.9,76.1,0.84,9124.4,8694.1,523.5,6.09,9124.4,7756.1,1136.8,14.23,9124.4,7082.8,397.8,4.56,53947.0,54324.6,54253.8,54673.3,55140.2,55140.2,53947.0,459.9,0.84,55140.2,51976.7,3163.4,6.09,55140.2,46279.9,7478.6,15.69,55140.2,41891.0,3947.2,7.71,,
XNJ,Industrials,3601.3,3626.1,3568.3,3615.8,3613.1,3626.9,3600.0,-2.7,-0.07,3626.1,3568.3,-76.7,-2.08,3770.0,3568.3,-31.9,-0.88,3815.2,3379.0,275.3,8.25,3815.2,3031.9,-28.8,-0.79,27824.9,28016.8,27570.0,27937.5,27916.1,28016.8,27570.0,-592.6,-2.08,29128.9,27570.0,-246.7,-0.88,29446.6,25815.0,2415.9,9.47,29446.6,22990.4,785.6,2.90,,
XIJ,Info Technology,524.1,526.8,524.1,523.5,523.1,525.4,519.7,-0.4,-0.08,526.8,523.1,-17.4,-3.21,544.8,523.1,-9.2,-1.74,560.6,482.8,24.6,4.93,590.7,458.0,-54.6,-9.45,3270.1,3287.1,3270.4,3266.5,3264.2,3287.1,3264.2,-108.1,-3.21,3399.2,3264.2,-57.4,-1.73,3498.2,2950.6,217.5,7.14,3537.8,2743.0,-195.9,-5.66,,
XMJ,Materials,10536.0,10529.0,10318.8,10495.6,10440.0,10516.9,10411.4,-55.6,-0.53,10536.0,10318.8,-485.3,-4.44,11098.1,10318.8,-231.4,-2.17,11833.2,10318.8,-52.6,-0.50,13806.7,10318.8,-3087.5,-22.82,68987.7,68942.2,67565.5,68723.0,68359.0,68987.7,67565.5,-3177.5,-4.44,72668.3,67565.5,-1515.4,-2.17,76582.8,67565.5,452.1,0.67,88274.8,67434.3,-18086.0,-20.92,,
XPJ,A-REIT,869.8,879.2,877.3,870.3,866.2,870.5,862.9,-4.1,-0.47,879.2,866.2,-10.6,-1.21,880.0,823.8,48.5,5.93,880.0,785.8,88.7,11.41,880.0,708.9,13.9,1.63,21664.6,21898.6,21851.3,21678.4,21574.6,21898.6,21574.6,-241.7,-1.11,21898.6,20345.4,1229.2,6.04,21898.6,19271.5,2506.5,13.15,21898.6,17036.7,1664.6,8.36,,
XTJ,Telecommunications,1222.7,1242.5,1253.0,1249.9,1236.3,1253.1,1226.7,-13.6,-1.09,1253.0,1222.7,-2.8,-0.23,1253.0,1154.7,91.2,7.97,1253.0,1101.4,100.8,8.87,1253.0,959.0,216.8,21.27,13023.0,13234.7,13346.2,13313.3,13167.8,13346.2,13023.0,-30.3,-0.23,13346.2,12196.3,971.5,7.97,13346.2,11476.1,1548.4,13.33,13346.2,9383.7,3202.0,32.13,,
XUJ,Utilities,4679.5,4690.4,4670.7,4737.7,4755.4,4763.8,4720.6,17.7,0.37,4755.4,4670.7,43.9,0.93,4891.4,4670.7,-34.8,-0.73,4891.4,4527.2,211.0,4.64,4891.4,4004.3,390.7,8.95,44069.9,44172.1,43986.4,44617.6,44784.0,44784.0,43986.4,413.3,0.93,46064.6,43986.4,-328.1,-0.73,46064.6,42294.1,2601.5,6.17,46064.6,36081.2,6068.7,15.68,,
XMM,Metals & Mining,3692.8,3684.5,3600.0,3666.7,3646.9,3674.9,3635.6,-19.8,-0.54,3692.8,3600.0,-195.9,-5.10,3920.5,3600.0,-111.3,-2.96,4252.2,3600.0,-74.8,-2.01,5005.4,3600.0,-1269.8,-25.83,4974.3,4963.2,4849.3,4939.2,4912.6,4974.3,4849.3,-263.9,-5.10,5281.0,4849.3,-149.8,-2.96,5661.9,4849.3,-42.8,-0.86,6595.2,4849.3,-1565.4,-24.16,,
XGD,Gold,5406.1,5346.1,5084.2,5297.4,5377.1,5389.6,5290.4,79.7,1.50,5406.1,5084.2,-135.5,-2.46,6021.2,5084.2,-547.5,-9.24,7178.9,5084.2,-656.9,-10.89,7931.9,5084.2,-2064.0,-27.74,6193.8,6125.1,5825.1,6069.3,6160.6,6193.8,5825.1,-155.2,-2.46,6898.6,5825.1,-627.2,-9.24,8202.2,5825.1,-733.1,-10.63,9025.2,5825.1,-2303.8,-27.22,,
XJR,S&P/ASX 200 Res,4416.8,4411.3,4313.9,4382.0,4361.1,4394.9,4348.2,-20.9,-0.48,4416.8,4313.9,-228.8,-4.99,4684.8,4313.9,-132.3,-2.94,4925.8,4313.9,-8.2,-0.19,5820.4,4291.7,-1350.0,-23.64,22265.8,22237.8,21747.0,22090.2,21984.7,22265.8,21747.0,-1153.8,-4.99,23616.8,21747.0,-666.9,-2.94,24542.0,21747.0,215.6,0.99,28676.9,21378.1,-6153.9,-21.87,,
,
