Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-02-12T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 7,Feb 8,Feb 9,Feb 10,Feb 11,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 7,Feb 8,Feb 9,Feb 10,Feb 11,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Cons Discretionary,1540.5,1528.8,1525.1,1527.4,1514.4,1527.4,1513.4,-13.0,-0.85,1540.5,1514.4,-39.3,-2.53,1553.7,1502.0,3.3,0.22,1553.7,1495.6,13.6,0.91,1670.5,1424.3,-66.4,-4.20,10041.3,10003.5,9979.3,9994.7,9921.4,10041.3,9921.4,-205.5,-2.03,10127.0,9790.1,71.7,0.73,10127.0,9748.3,139.1,1.42,10680.0,9106.3,-57.3,-0.57,,
XSJ,Consumer Staples,7925.0,7907.2,7831.4,7884.2,7827.0,7884.5,7827.0,-57.2,-0.73,7925.0,7827.0,-89.4,-1.13,8013.9,7601.6,196.9,2.58,8013.9,7569.1,112.5,1.46,8415.1,7167.6,546.5,7.51,55265.7,55141.6,54612.9,54980.8,54582.1,55265.7,54582.1,-623.1,-1.13,55885.1,53010.5,1373.1,2.58,55885.1,52783.5,784.2,1.46,58402.4,48819.1,5881.1,12.08,,
XEJ,Energy,16364.4,16375.4,16387.2,16415.8,16301.2,16415.8,16301.2,-114.6,-0.70,16415.8,16301.2,-0.9,-0.01,16569.6,15916.5,167.6,1.04,16569.6,15916.5,186.8,1.16,16569.6,13714.7,1726.2,11.84,106723.6,106795.6,106872.1,107058.5,106311.4,107058.5,106311.4,-5.5,-0.01,108061.6,103802.3,1093.4,1.04,108061.6,103802.3,1218.2,1.16,108061.6,88395.3,13403.8,14.43,,
XFJ,Financials,4552.5,4587.0,4639.3,4655.8,4619.3,4655.8,4619.3,-36.5,-0.78,4655.8,4552.5,84.3,1.86,4655.8,4326.9,282.7,6.52,4655.8,4326.9,257.5,5.90,5040.0,4077.7,143.2,3.20,37642.0,37986.6,38419.8,38555.8,38253.8,38555.8,37642.0,755.8,2.02,38555.8,35775.6,2398.1,6.69,38555.8,35775.6,2190.1,6.07,39826.8,32702.7,3207.5,9.15,,
XXJ,Financial-X-A-Reit,5279.8,5330.9,5404.8,5428.6,5384.3,5428.6,5384.3,-44.3,-0.82,5428.6,5279.8,127.1,2.42,5428.6,5008.8,362.1,7.21,5428.6,5008.8,320.5,6.33,5934.6,4674.3,191.7,3.69,41853.1,42258.3,42843.8,43032.6,42681.7,43032.6,41853.1,1008.1,2.42,43032.6,39705.1,2871.0,7.21,43032.6,39705.1,2540.9,6.33,44955.1,35932.3,3751.6,9.64,,
XHJ,Health Care,9013.4,9038.3,8986.6,8980.3,8954.6,8991.3,8925.7,-25.7,-0.29,9038.3,8954.6,-92.6,-1.02,9175.5,8880.6,54.4,0.61,9175.5,8880.6,21.4,0.24,9195.2,7848.5,614.4,7.37,52286.1,52430.9,52131.1,52094.6,51945.3,52430.9,51945.3,-537.3,-1.02,53226.7,51516.2,315.8,0.61,53226.7,51516.2,124.0,0.24,53226.7,44799.6,4935.2,10.50,,
XNJ,Industrials,3821.5,3824.3,3808.2,3802.9,3780.4,3806.0,3779.2,-22.5,-0.59,3824.3,3780.4,-22.9,-0.60,3824.3,3734.8,23.8,0.63,3824.3,3689.8,43.9,1.18,4008.5,3140.1,-95.9,-2.47,28187.1,28214.9,28095.9,28057.3,27890.7,28214.9,27890.7,-162.2,-0.58,28214.9,27547.6,182.0,0.66,28214.9,27216.1,330.5,1.20,28820.6,22749.0,273.2,0.99,,
XIJ,Info Technology,622.4,627.5,608.0,598.3,595.3,607.0,595.3,-3.0,-0.50,627.5,595.3,-32.9,-5.24,666.6,595.3,-49.5,-7.68,666.6,595.3,-49.4,-7.66,736.7,559.3,-91.0,-13.26,3659.8,3689.9,3575.0,3517.8,3500.3,3689.9,3500.3,-193.6,-5.24,3919.5,3500.3,-291.4,-7.69,3919.5,3500.3,-290.6,-7.67,4262.9,3236.2,-416.3,-10.63,,
XMJ,Materials,14229.9,14325.0,14320.8,14332.2,14223.1,14332.2,14223.1,-109.1,-0.76,14332.2,14223.1,-35.9,-0.25,14332.2,13658.1,405.6,2.94,14332.2,13658.1,142.5,1.01,14332.2,10889.1,2192.9,18.23,90157.6,90760.4,90733.5,90805.7,90114.4,90805.7,90114.4,-226.9,-0.25,90805.7,86534.5,2570.4,2.94,90805.7,86534.5,903.1,1.01,90805.7,68188.9,15417.9,20.64,,
XPJ,A-Reit,881.2,878.3,877.0,876.0,870.7,876.6,870.7,-5.3,-0.61,881.2,870.7,-9.3,-1.05,881.2,845.8,24.9,2.94,881.2,834.2,30.9,3.67,908.7,813.8,4.8,0.55,20313.5,20443.6,20412.4,20389.5,20265.3,20443.6,20265.3,-19.6,-0.10,20443.6,19490.4,773.5,3.97,20443.6,19222.9,911.4,4.71,20582.4,17970.7,1219.1,6.40,,
XTJ,Telecommunications,987.7,987.1,990.9,987.4,994.7,1010.7,987.4,7.3,0.74,994.7,987.1,11.3,1.15,994.7,958.6,17.1,1.74,994.7,953.8,35.1,3.66,1128.3,892.3,-74.8,-7.00,9236.9,9232.0,9267.2,9234.3,9302.9,9302.9,9232.0,106.2,1.15,9302.9,8964.8,159.6,1.75,9302.9,8919.9,328.4,3.66,10046.4,8339.6,197.9,2.17,,
XUJ,Utilities,4358.5,4343.8,4347.8,4334.2,4335.4,4359.8,4329.6,1.2,0.03,4358.5,4334.2,-15.9,-0.37,4452.1,4291.2,-80.8,-1.83,4452.1,4291.2,-78.0,-1.77,4614.3,3998.4,215.7,5.24,37979.2,37850.9,37885.6,37767.0,37777.7,37979.2,37767.0,-138.8,-0.37,38794.6,37392.6,-703.8,-1.83,38794.6,37392.6,-679.5,-1.77,39587.2,33297.5,4149.6,12.34,,
XMM,Metals And Mining,5182.8,5227.2,5217.7,5214.5,5168.9,5214.5,5168.9,-45.6,-0.87,5227.2,5168.9,-25.6,-0.49,5227.2,4955.7,141.2,2.81,5227.2,4955.7,23.2,0.45,5227.2,3866.0,898.0,21.03,6772.6,6830.8,6818.3,6814.1,6754.6,6830.8,6754.6,-33.4,-0.49,6830.8,6475.9,184.6,2.81,6830.8,6475.9,30.4,0.45,6830.8,5001.6,1275.4,23.28,,
XGD,Gold,7494.5,7555.4,7511.7,7558.5,7471.7,7561.0,7466.1,-86.8,-1.15,7558.5,7471.7,-51.0,-0.68,7877.9,7233.0,-215.3,-2.80,8136.9,7233.0,-627.4,-7.75,8421.8,5090.0,2061.7,38.11,8507.0,8576.1,8526.5,8579.6,8481.1,8579.6,8481.1,-57.5,-0.67,8941.7,8209.8,-244.0,-2.80,9235.8,8209.8,-711.8,-7.74,9559.1,5747.0,2380.1,39.01,,
XJR,S&P/Asx 200 Res,5965.0,6006.0,5998.3,5997.7,5947.3,5997.7,5947.3,-50.4,-0.84,6006.0,5947.3,-23.7,-0.40,6006.0,5728.4,139.4,2.40,6006.0,5728.4,38.5,0.65,6006.0,4611.8,893.6,17.68,29134.5,29335.2,29297.3,29294.6,29048.4,29335.2,29048.4,-115.5,-0.40,29335.2,27979.1,681.1,2.40,29335.2,27979.1,188.3,0.65,29335.2,22285.5,4850.4,20.04,,
,
