Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-04-13T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 8,Apr 9,Apr 10,Apr 11,Apr 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 8,Apr 9,Apr 10,Apr 11,Apr 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XHJ,Health Care,12381.7,12314.8,12223.3,12388.1,12378.9,12473.2,12339.0,-9.2,-0.07,12388.1,12223.3,76.8,0.62,12897.8,12223.3,-270.9,-2.14,12897.8,11476.5,746.3,6.42,12897.8,8746.0,3595.6,40.94,76651.2,76236.8,75670.5,76690.7,76633.5,76690.7,75670.5,475.4,0.62,79766.8,75670.5,-1599.7,-2.04,79766.8,70340.0,5336.5,7.48,79766.8,52853.8,23554.5,44.38,,
XNJ,Industrials,3784.4,3834.1,3848.3,3865.1,3818.1,3873.2,3813.4,-47.0,-1.22,3865.1,3784.4,30.0,0.79,3927.6,3767.8,-78.1,-2.00,3970.5,3605.6,266.4,7.50,3970.5,3159.7,112.5,3.04,30448.1,30847.4,30968.3,31103.1,30725.6,31103.1,30448.1,248.2,0.81,31548.1,30314.3,-560.2,-1.79,31601.8,28667.2,2487.4,8.81,31601.8,24610.7,2094.4,7.32,,
XIJ,Info Technology,662.0,660.1,659.1,671.3,672.7,676.8,671.0,1.4,0.21,672.7,659.1,2.4,0.36,714.8,659.1,-32.2,-4.56,714.8,611.4,76.1,12.75,714.8,483.9,127.9,23.48,4274.9,4262.4,4255.9,4334.6,4344.1,4344.1,4255.9,16.0,0.37,4600.7,4255.9,-192.6,-4.25,4600.7,3884.8,553.4,14.60,4600.7,3019.4,944.9,27.80,,
XMJ,Materials,9368.7,9556.7,9710.3,9645.7,9622.5,9645.7,9570.9,-23.2,-0.24,9710.3,9368.7,324.5,3.49,10377.8,9173.6,-697.0,-6.75,11228.0,9173.6,-978.4,-9.23,11228.0,8986.0,-1336.7,-12.20,63144.5,64411.6,65446.9,65011.4,64855.4,65446.9,63144.5,2188.9,3.49,69906.5,61828.0,-4658.1,-6.70,74792.0,61828.0,-5759.2,-8.16,74792.0,58941.4,-6903.3,-9.62,,
XPJ,A-REIT,1033.9,1035.5,1037.0,1043.2,1064.8,1064.8,1043.0,21.6,2.07,1064.8,1033.9,32.6,3.16,1064.8,1013.4,23.3,2.24,1064.8,960.8,91.0,9.34,1064.8,831.9,227.3,27.14,27216.6,27259.2,27297.7,27459.9,28028.5,28028.5,27216.6,856.9,3.15,28028.5,26677.3,612.9,2.24,28028.5,25044.0,2670.7,10.53,28028.5,20697.6,7191.3,34.51,,
XTJ,Telecommunications,1546.0,1577.5,1575.5,1585.5,1589.5,1594.3,1582.8,4.0,0.25,1589.5,1546.0,30.2,1.94,1589.5,1534.2,54.5,3.55,1597.4,1515.3,93.5,6.25,1597.4,1154.7,434.2,37.58,17595.6,17953.6,17933.8,18047.7,18092.8,18092.8,17595.6,346.2,1.95,18092.8,17457.3,626.4,3.59,18092.8,16745.5,1560.4,9.44,18092.8,12299.1,5787.4,47.03,,
XUJ,Utilities,5528.3,5582.8,5556.0,5578.8,5591.5,5603.8,5554.8,12.7,0.23,5591.5,5528.3,74.0,1.34,5631.5,5467.5,53.0,0.96,5633.3,5233.6,333.6,6.34,5633.3,4670.7,777.7,16.16,55008.8,55551.1,55284.0,55511.0,55637.9,55637.9,55008.8,737.2,1.34,55971.6,54403.8,590.7,1.07,55990.0,51459.2,3940.1,7.62,55990.0,43986.4,10303.5,22.73,,
XMM,Metals & Mining,3113.4,3175.3,3235.0,3204.3,3194.9,3202.8,3175.1,-9.4,-0.29,3235.0,3113.4,111.5,3.62,3489.4,3036.2,-270.9,-7.82,3841.7,3036.2,-448.5,-12.31,3920.5,3036.2,-669.9,-17.33,4306.0,4391.6,4474.2,4431.8,4418.8,4474.2,4306.0,154.3,3.62,4823.6,4199.3,-372.1,-7.77,5249.3,4199.3,-559.6,-11.24,5281.0,4138.3,-787.3,-15.12,,
XGD,Gold,3928.6,3992.8,4060.2,3985.6,3958.9,3983.0,3947.1,-26.7,-0.67,4060.2,3928.6,110.3,2.87,4525.3,3766.5,-456.7,-10.34,5191.8,3766.5,-939.8,-19.18,6250.3,3766.5,-2062.3,-34.25,4546.0,4620.2,4698.2,4611.9,4581.0,4698.2,4546.0,127.6,2.87,5236.4,4358.3,-513.3,-10.08,5987.1,4358.3,-1068.2,-18.91,7201.8,4358.3,-2317.6,-33.60,,
XJR,S&P/ASX 200 Res,3878.6,3951.3,4003.3,3985.5,3985.7,3996.3,3964.8,0.2,0.01,4003.3,3878.6,140.5,3.65,4274.4,3817.0,-266.2,-6.26,4567.3,3817.0,-324.9,-7.54,4684.8,3728.7,-623.7,-13.53,20081.5,20458.2,20727.5,20634.9,20636.2,20727.5,20081.5,727.5,3.65,22122.1,19762.5,-1369.2,-6.22,23355.8,19762.5,-1407.0,-6.38,23616.8,18796.9,-2600.5,-11.19,,
,
