Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-02-09T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 4,Feb 5,Feb 6,Feb 7,Feb 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 4,Feb 5,Feb 6,Feb 7,Feb 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1468.8,1463.8,1475.2,1467.4,1489.4,1492.0,1466.9,22.0,1.50,1489.4,1463.8,16.3,1.11,1489.4,1378.2,113.3,8.23,1489.4,1364.5,145.6,10.83,1489.4,1195.0,253.0,20.46,10540.9,10505.5,10587.0,10530.7,10689.1,10689.1,10505.5,117.1,1.11,10689.1,9875.6,813.4,8.24,10689.1,9792.3,1044.8,10.83,10689.1,8298.4,2214.6,26.13,,
XSJ,Consumer Staples,9290.3,9360.5,9507.9,9536.0,9546.4,9566.8,9473.4,10.4,0.11,9546.4,9290.3,262.7,2.83,9546.4,8970.8,619.8,6.94,9546.4,8912.8,672.0,7.57,9546.4,7269.0,2294.9,31.65,71310.8,71849.2,72980.5,73196.8,73276.6,73276.6,71310.8,2016.6,2.83,73276.6,68518.9,4757.8,6.94,73276.6,68413.1,5158.3,7.57,73276.6,53191.7,20212.5,38.09,,
XEJ,Energy,13060.6,12915.6,13025.4,13010.0,13123.7,13185.2,12977.2,113.7,0.87,13123.7,12915.6,53.9,0.41,13187.0,12622.1,421.7,3.32,13187.0,12557.5,717.7,5.79,14705.5,11554.9,-871.8,-6.23,89302.8,88311.5,89062.1,88956.5,89734.3,89734.3,88311.5,368.7,0.41,90167.1,86304.7,2883.7,3.32,90167.1,85862.9,4907.6,5.79,98057.5,77918.0,-3589.2,-3.85,,
XFJ,Financials,5093.4,5079.1,5124.5,5139.8,5171.1,5171.1,5130.0,31.3,0.61,5171.1,5079.1,49.9,0.98,5171.1,4794.9,403.4,8.46,5171.1,4767.7,417.4,8.78,5171.1,3913.1,1179.1,29.54,47860.3,47726.2,48152.3,48296.1,48664.3,48664.3,47726.2,543.4,1.13,48664.3,44797.5,3866.8,8.63,48664.3,44797.5,4005.8,8.97,48664.3,34929.4,13384.6,37.94,,
XXJ,Financial-x-A-REIT,5864.2,5848.1,5904.0,5925.8,5971.7,5972.0,5922.2,45.9,0.77,5971.7,5848.1,71.6,1.21,5971.7,5507.3,486.2,8.86,5971.7,5485.5,519.8,9.53,5971.7,4433.9,1380.0,30.05,52863.3,52718.0,53222.2,53418.3,53832.1,53832.1,52718.0,645.4,1.21,53832.1,49449.4,4382.6,8.86,53832.1,49449.4,4685.6,9.53,53832.1,38298.5,14992.3,38.60,,
XHJ,Health Care,12018.3,11967.0,12101.7,12150.7,12355.6,12355.6,12154.6,204.9,1.69,12355.6,11967.0,278.9,2.31,12355.6,11514.2,879.1,7.66,12355.6,11476.5,723.0,6.22,12355.6,7756.5,4510.7,57.50,73660.9,73346.6,74172.0,74472.6,75728.2,75728.2,73346.6,1709.2,2.31,75728.2,70340.0,5388.3,7.66,75728.2,70340.0,4431.2,6.22,75728.2,46310.6,28918.0,61.78,,
XNJ,Industrials,3761.5,3735.0,3747.4,3751.8,3781.2,3781.2,3744.8,29.4,0.78,3781.2,3735.0,1.0,0.03,3781.2,3605.6,163.1,4.51,3781.2,3605.6,229.5,6.46,3815.2,3159.7,181.2,5.03,29906.1,29696.1,29794.7,29829.5,30062.9,30062.9,29696.1,7.9,0.03,30062.9,28667.2,1296.8,4.51,30062.9,28667.2,1824.7,6.46,30062.9,24610.7,2559.5,9.31,,
XIJ,Info Technology,682.5,666.6,665.7,666.7,669.5,672.5,663.9,2.8,0.42,682.5,665.7,-7.5,-1.11,687.1,639.1,37.7,5.96,687.1,611.4,72.9,12.21,687.1,483.9,161.0,31.65,4336.4,4235.2,4229.3,4235.8,4253.9,4336.4,4229.3,-47.6,-1.11,4365.7,4014.2,239.7,5.97,4365.7,3884.8,463.2,12.22,4365.7,3019.4,1146.0,36.87,,
XMJ,Materials,10856.4,10733.3,10814.3,10866.2,10992.5,10993.0,10847.3,126.3,1.16,10992.5,10733.3,139.8,1.29,10992.5,10560.4,248.6,2.31,11006.3,10560.4,391.6,3.69,11627.7,8986.0,-504.5,-4.39,72316.6,71496.7,72036.5,72381.8,73223.4,73223.4,71496.7,931.4,1.29,73223.4,70344.8,1655.7,2.31,73315.0,70344.8,2608.8,3.69,75253.3,58941.4,-1183.5,-1.59,,
XPJ,A-REIT,1022.8,1019.7,1025.4,1024.8,1022.1,1025.1,1009.7,-2.7,-0.26,1025.4,1019.7,-2.8,-0.27,1025.4,974.8,61.3,6.38,1025.4,960.8,48.3,4.96,1025.4,798.0,215.7,26.75,26669.4,26587.8,26737.0,26719.6,26906.2,26906.2,26587.8,184.2,0.69,26906.2,25044.0,1862.2,7.44,26906.2,25044.0,1548.4,6.11,26906.2,19807.8,6890.8,34.43,,
XTJ,Telecommunications,1593.5,1579.7,1568.3,1587.3,1581.4,1587.9,1578.0,-5.9,-0.37,1593.5,1568.3,-9.7,-0.61,1597.4,1515.3,56.5,3.70,1597.4,1515.3,85.4,5.71,1597.4,1101.4,421.1,36.29,17609.0,17456.7,17330.6,17541.1,17475.4,17609.0,17330.6,-107.2,-0.61,17652.2,16745.5,623.9,3.70,17652.2,16745.5,943.0,5.70,17652.2,11728.8,5602.7,47.19,,
XUJ,Utilities,5417.3,5397.5,5396.4,5352.7,5335.9,5364.9,5304.4,-16.8,-0.31,5417.3,5335.9,-91.9,-1.69,5486.5,5253.7,96.9,1.85,5486.5,5233.6,78.0,1.48,5486.5,4527.2,738.5,16.06,53265.1,53070.0,53059.7,52630.1,52465.1,53265.1,52465.1,-903.2,-1.69,53945.6,51512.4,952.7,1.85,53945.6,51459.2,767.4,1.48,53945.6,42294.1,9790.6,22.94,,
XMM,Metals & Mining,3714.5,3665.3,3687.5,3701.8,3751.3,3751.3,3695.0,49.5,1.34,3751.3,3665.3,35.0,0.94,3751.3,3607.3,62.9,1.70,3796.3,3607.3,107.9,2.96,4156.7,3071.9,-358.0,-8.71,5075.5,5008.2,5038.6,5058.1,5125.8,5125.8,5008.2,47.9,0.94,5125.8,4928.9,85.9,1.71,5187.3,4928.9,147.5,2.96,5534.7,4138.3,-345.8,-6.32,,
XGD,Gold,4876.4,4860.6,4795.4,4824.2,4988.0,4988.0,4823.8,163.8,3.40,4988.0,4795.4,59.6,1.21,5081.3,4770.1,124.7,2.56,5191.8,4770.1,89.3,1.82,7178.9,4550.0,-1955.7,-28.17,5623.4,5605.3,5530.0,5563.2,5752.2,5752.2,5530.0,68.8,1.21,5859.7,5500.9,143.8,2.56,5987.1,5500.9,103.0,1.82,8202.2,5214.8,-2181.3,-27.50,,
XJR,S&P/ASX 200 Res,4431.7,4375.7,4405.4,4417.3,4472.6,4474.7,4411.1,55.3,1.25,4472.6,4375.7,39.3,0.89,4472.6,4307.2,98.3,2.25,4472.6,4307.2,162.0,3.76,4878.8,3728.7,-342.7,-7.12,22662.2,22376.1,22528.0,22588.8,22871.5,22871.5,22376.1,201.3,0.89,22871.5,22025.4,502.6,2.25,22871.5,22025.4,828.4,3.76,24320.8,18796.9,-1119.8,-4.67,,
,
